Geldanamycin,Tanespimycin
28110788.8333333,18944059.6666667
646618709.5,432336211.5
2839933441.83333,1808944327.33333
320550205.333333,149043744.833333
0.0,62362762.3333333
15437437340.5,11647628551.6667
124917210.0,79886748.8333333
235714748.166667,206644982.5
0.0,
,
189429872.5,175919414.0
226110175.666667,113621217.166667
332827580.333333,201240227.5
78686410.1666667,54372295.5
139831554.5,184940735.166667
22464233.0,22819789.3333333
1263500414.83333,1201871991.83333
432513096.833333,306609157.666667
56431939.3333333,45597138.5
85269424.3333333,118688331.333333
1061481662.83333,674579572.0
2634336492.33333,1811814459.5
813289512.666667,508613623.0
1431767167.0,861432501.166667
2214040158.5,1725635920.16667
907876985.833333,641145321.666667
695868152.833333,411901920.5
,
,
6597761.75,4237214.0
102963060.5,118151412.666667
127015173.0,35465601.0
58958843.0,38174619.3333333
7190480.75,4189922.0
862051699.333333,566707241.666667
35721589947.6667,24698876556.8333
4599246615.5,2912484173.16667
3434121020.66667,2271124389.0
665648302.166667,274811481.666667
855322956.833333,583596584.333333
10796874.0,19136897.5
2257023334.83333,1668134018.83333
325994834.166667,253800759.0
5120338002.0,3859778370.83333
853175564.833333,558366383.833333
1114794225.33333,717740421.0
487644349.0,
709541840.0,304899895.666667
116750610.833333,85064480.6666667
188173823.5,128499174.5
18947191.2,14913720.0
108372526.0,94235563.3333333
2159495916.66667,1610318173.83333
,0.0
56340082.0,71998245.5
324362861.333333,149714914.333333
108324586.166667,73725181.0
,
642357814.5,549240220.666667
1030621555.5,741181251.5
530242422.0,248207740.833333
295840603.166667,273870895.666667
8037073364.83333,5487775791.0
635811267.5,312942696.333333
1793103196.5,1204635721.16667
1839062150.0,1278142363.83333
0.0,
,0.0
1350192174.33333,915745244.666667
379610629.833333,300617831.166667
,
13059577.8333333,11060853.6666667
28546195.0,
,
310546745.833333,303316585.333333
1040290347.33333,
1043742115.5,752307383.5
240109080.166667,287840631.5
2015633490.5,1140732028.5
122442794.5,88262692.8333333
14317401.0,12414308.5
2199560095.83333,1168526010.66667
647080967.166667,817942144.5
1112982425.33333,761646010.5
59243711.3333333,176644738.833333
39151768.8333333,37735439.6666667
49356054.3333333,53409741.2
0.0,4734463.0
238419534.333333,192253961.166667
1887422531.66667,1233388166.16667
14805939019.1667,9606271286.5
2835298983.83333,2586396537.16667
240692716.5,162494293.333333
4306962732.66667,3791654200.0
6319214186.0,5561115939.5
11522286.5,9131033.2
1929962283.16667,1631676160.16667
2366833807.33333,1670119867.33333
2072801750.5,1998653387.66667
2571491237.0,1662000737.16667
29336936.0,
,
580798991.166667,523038784.333333
4729316166.66667,2923199927.16667
1080993344.16667,685817504.166667
24554388.2,0.0
18091797.5,10822084.6
13189658.0,
657665254.5,466888255.833333
271228979.5,152099366.5
235078521.666667,142105288.833333
1393216690.83333,928547852.0
188500895.833333,122626944.166667
566120313.166667,430975538.5
3404479784.16667,2536059102.66667
21544876773.6667,10077805736.6667
827792963.333334,500207343.333333
1360559770.33333,835681088.666667
2537533972.66667,1730733596.5
25127783.3333333,0.0
3993481828.83333,2673792376.5
56571779.8333333,10370965.2
17577740.0,12517062.25
0.0,20513720.0
342041242.0,243291525.166667
40109500.6666667,25882001.8
298102678.333333,197785983.166667
,0.0
149574238.833333,147888617.166667
18077596.3333333,27161453.0
1024693851.16667,603789584.166667
41038758.1666667,26251563.6666667
123239461.5,97612284.0
1235005822.5,994146001.5
3510152790.66667,2758304436.0
3854875468.16667,2646772586.0
,0.0
0.0,4632091.0
1531456917.66667,989985010.333333
222375056.666667,158204831.833333
83918346.5,61119738.3333333
108943480.333333,81647351.8333333
4318868641.5,2834725799.66667
1321437584.0,890025707.166667
191246662.333333,137429673.5
1605254517.66667,1042236440.83333
41662269.5,
187540325.833333,132272764.333333
280041554.833333,173830369.5
9905684.0,13494726.0
817277173.166667,418506834.833333
87919887.5,47442747.0
,
439729783.833333,270389912.833333
11326263.5,11043921.5
665716148.0,433854507.833333
707098734.5,373748298.0
469746686.166667,902663199.333333
20626863.1666667,13258499.8
249117522.333333,195802390.166667
956225142.166667,599432425.833333
364511015.333333,261067761.5
5325329853.16667,3083267258.0
577605261.333333,346222917.0
2006015837.33333,1423640743.83333
413429388.166667,267705716.0
14084974.5,10058659.1666667
247376152.333333,160619470.0
401990693.0,238907792.166667
150459528.333333,74928874.3333333
58514023.8333333,44834309.8333333
51533081.6666667,71784495.1666667
1514408595.83333,1233457668.0
21776923.25,11539466.3333333
14945204489.6667,11150999181.0
71035384.8333333,41042940.6666667
70406246.5,36449506.8
124832800.666667,71713798.8333333
102992424.833333,67212734.6666667
2614570274.83333,1924623559.33333
251510067.833333,268536103.666667
,
690604106.333333,406590076.5
1886019103.66667,1539623703.0
638641693.166667,369700935.166667
17219475.6,12428164.1666667
1778798065.16667,1440112144.16667
356289867.166667,265484303.333333
2122645364.66667,1764795713.33333
1468719575.16667,1093802276.83333
97018738.5,49532004.8333333
140900583.5,80328131.1666667
200025010.333333,179562634.5
2706324421.16667,2076194283.33333
134422371.5,104269024.833333
54200930.1666667,55776073.0
1037708940.83333,746458404.0
609775462.166667,534435713.166667
1094350425.16667,707850377.166667
357674402.666667,251583754.333333
485351591.0,287384694.833333
1681843126.33333,1022644830.0
30427298.0,22516051.1666667
1127197747.5,774589958.0
1223156243.5,796508473.666667
38450757.0,22352168.4
45466332.6666667,56706510.0
105244603.0,83087862.0
298023801.166667,247036227.166667
437664676.166667,286652325.833333
9933324547.16667,7585895783.83333
5125634830.33333,2638267365.66667
739054541.5,738366164.0
4322892218.16667,3804247665.5
2752528202.33333,2122771240.83333
3261674253.0,2910485435.83333
523689813.666667,343167743.666667
257361310.666667,136646239.833333
,9888822.0
196061473.333333,135249891.333333
5661086885.33333,3351857158.83333
92686461.8333333,71019911.0
249354082.833333,157894650.166667
,0.0
57303635.8333333,70462051.0
1894652015.0,1199700253.66667
4992184678.0,3381508766.66667
13283932.0,43469678.6666667
3758722542.16667,2341110817.0
2731001825.83333,692497911.5
102365268.0,115797266.333333
79154452.0,146496320.666667
1700486307.16667,1130443496.33333
373227231.833333,344089553.666667
20991693.0,
3462865046.0,2250099083.16667
51487066.0,34162830.8333333
20345936.6666667,
49298973.1666667,38631953.1666667
134283529.0,120818408.666667
209872930.166667,222943276.166667
1330784920.0,713842145.833333
743967996.333333,508735623.666667
26448822.1666667,13239338.1666667
293409692.5,198999585.666667
263125588.0,143795763.166667
0.0,
8564531.0,6565791.0
163653612.5,100142432.666667
644334623.166667,412403107.5
,5289016.0
415817389.333333,374278842.833333
362957879.333333,224198050.0
14377643450.1667,11767000256.8333
86629157.0,55063735.5
,
16100843.25,4253679.5
39916656.8,35936391.8
43138043.8333333,112906749.666667
73845323.0,48592299.8333333
9039571564.33333,7464672650.0
18404755.6666667,12812175.25
659866480.0,528815441.166667
,
113497459.0,82682788.6666667
476561438.333333,298583849.666667
43635211.6666667,89755332.1666667
277051805.0,281214866.0
76919981.0,79025341.8333333
54071905.8333333,31358975.1666667
84306166.8333333,72788915.5
1200909040.66667,801598826.166667
11301944.4,8136006.83333333
1882598851.0,1100720342.5
3093979950.0,1962163158.0
18017996.3333333,
3632349725.33333,2653934371.0
6067986955.16667,4048236710.0
60823135.8333333,30232371.8333333
381389404.833333,194979750.0
142677787.5,73502415.8333333
351479588.833333,243525293.5
9184781765.0,7073155116.16667
41538987.0,22274912.3333333
90812459.1666667,74385000.1666667
4570167115.0,3729601000.66667
,0.0
8477382.0,4698906.0
494956652.666667,342441780.833333
149344249.5,362571178.833333
31930476.0,
75771163.3333333,51187298.0
4557479768.0,2919988411.33333
1844590546.66667,1185036786.83333
131867478.833333,75191847.0
3747555067.0,2903366287.33333
428951634.333333,224145895.666667
,
10602927.3333333,0.0
194783561.166667,117480041.0
194791549.666667,147183414.0
43201525.2,34156239.8333333
1194892254.66667,976552801.833333
3787611003.83333,2082577969.5
880122006.333333,436641605.5
5173725777.66667,3715338125.16667
9684614.0,
340640815.0,179705886.0
988671714.833333,776662177.166667
98109781.5,60962196.1666667
674965582.666667,484942177.0
1946871597.0,1623177601.83333
,22563217.6666667
29977154.8333333,19130978.1666667
9924088.5,9931298.66666666
97649700.5,86538557.8333333
54136677.6666667,28772298.6
646197922.5,533133690.333333
4588251336.66667,3962005754.5
1547300678.16667,1081630752.83333
1843920259.83333,1459634938.83333
36525974.8,26894944.75
7313433.0,10587146.6666667
,
164493654.5,132484132.0
368005360.833333,239645425.333333
385562827.166667,278288777.833333
679735819.5,384643087.666667
,6174675.0
177581936.5,84243017.8333333
426184907.666667,344934112.833333
255712599.333333,248654243.5
40191918.3333333,36405648.0
5115264883.16667,3601964578.0
613222276.5,412669353.833333
294007638.5,216138095.333333
,
119869707.5,107328803.833333
5248818.6,6166501.16666667
373864368.0,230630180.5
3105800.0,
571134127.0,387084109.666667
22238399.6666667,16912600.3333333
44213634.5,187129807.0
,
9976569552.33333,6501670487.66667
367553595.833333,311278968.5
831026514.666667,561612373.166667
0.0,0.0
,
304601461.333333,199181516.0
681096527.166667,455604443.5
685087341.666667,678954097.833333
362365204.166667,245281735.0
21005857.0,22751003.8333333
269651955.166667,229036931.0
1205142036.0,963749420.5
129056885.5,122483158.5
385760537.333333,265491616.333333
429154458.166667,235266757.5
,
21115961.5,11174029.75
151972143.666667,129547975.666667
68263308.0,46454072.8333333
172382604.666667,112662533.333333
592303221.166667,445509581.5
854334432.833333,892408638.5
1092049708.33333,1123433445.16667
14213007633.1667,9729599474.66667
21343672841.6667,11497782822.3333
1428721765.0,935576402.333333
292210904.833333,172749895.333333
1009123110.66667,621005050.5
240115984.833333,175200961.333333
289402413.333333,139567357.5
1702872030.16667,830491999.0
,0.0
31449096.0,23629681.6666667
47822335.0,45180419.3333333
0.0,21521530.0
57710452.5,62626325.6
230394397.666667,194828201.333333
115757183.833333,96090750.0
10763262.5,
0.0,
30542953.0,9715509.6
32212529.8333333,28252583.6666667
1357080736.0,1030595448.5
0.0,14280725.0
238160620.5,191878656.333333
662520682.333333,346981844.166667
783749481.5,710101498.166667
160928723.5,69328288.3333333
58885145.1666667,27881021.1666667
124017108.0,113136493.0
1875410562.16667,1083900980.0
32062956.6,29723057.1666667
60389229.5,46578792.0
442795575.166667,339179946.666667
2646191991.16667,1913027293.33333
1501073839.83333,1034287535.16667
,
318758883.333333,228500022.5
837034308.333333,670212157.166667
59807084.3333333,43616975.5
20585497.6666667,13880653.3333333
12228532.0,10025721.3333333
58114847.0,32994413.8333333
100670649.4,58836889.75
390441636.0,271770709.166667
0.0,
11431190.5,7249761.0
5103841.2,
3353392.0,4250761.66666667
6820064.8,2999819.33333333
16225294.0,11014519.25
,22552707.0
3943118673.5,2912061543.66667
174630791.333333,115026770.833333
229781129.666667,140439482.333333
0.0,7244962.33333333
5917450.0,0.0
82295657.6666667,49610247.3333333
0.0,
,38827023.1666667
171151683.833333,156939621.5
9373188247.16667,8231966314.0
4765074944.0,5341823074.16667
9208126230.0,8773577706.83333
3079917341.33333,2525109992.33333
320264634.833333,133121275.333333
0.0,3126681.0
1386545841.0,1126665168.83333
17025176.25,8627940.33333333
15124659.6,11099870.5
47147649.1666667,56766872.1666667
79794916.8333333,93017774.6666667
73513338.0,66188543.8333333
5375627146.83333,5648446232.83333
9938175258.33333,10680600219.8333
408716288.333333,286204549.166667
4484566007.33333,4011473578.16667
77010445.5,48609123.6666667
,
66664921.6666667,41356213.8333333
1230991168.83333,894880871.5
96321879.8333333,77334321.5
,
67409381.6666667,54799666.8333333
,
0.0,52709627.2
38541936.6666667,27587871.8333333
87387185.1666667,73772305.0
14056463.0,0.0
94705633.5,75448256.8333333
775615382.0,520597994.0
382768144.0,245509750.666667
0.0,
,
55341306.6666667,118661562.833333
7307211.0,
,
854410505.166667,696808510.833333
,
4757556534.16667,3201057628.33333
9104335.5,
1202487616.16667,757751878.833333
662755275.833333,407469962.666667
38248010.6666667,66665910.5
1391218025.0,792538885.666667
453447249.833333,266783483.666667
155043602.5,113744972.5
389076934.333333,253162076.5
153201280.166667,67915899.1666667
8836672204.16667,6180055463.66667
2563492452.16667,1859676207.0
1032164492.66667,863538765.833333
271680897.666667,173068055.333333
0.0,9233538.5
128900047.666667,75711062.8333333
4378473165.5,2719747289.33333
5480348510.33333,3671284092.5
436172440.0,320543767.5
10853514.8333333,8185265.16666667
214092392.0,58906101.0
,72258954.25
77881991.6666667,67480372.2
185578264.333333,174322110.166667
160702579.833333,109790583.5
26567292.0,32642009.5
20913698.8333333,12587735.75
,0.0
75962339.6666667,38602928.0
47847114.0,8989921.0
13584017.1666667,13094662.6
27357678.0,8777773.0
281574986.166667,214741414.833333
183200099.0,188553133.666667
1597122496.0,1023770075.0
1493564883.16667,1506677545.66667
113501622.5,55568390.5
947289014.0,752167095.666667
390949841.333333,201006871.333333
3845999840.33333,2546332962.0
247194783.166667,209016884.166667
116442284.0,67208476.3333333
4867825.5,3987293.66666667
17923037.6,8038469.5
10451352.25,17375357.6
217553023.333333,122863193.833333
,
3302416421.5,2276705704.83333
5062010765.66667,3388914711.83333
372174467.166667,246927773.333333
,4865934.33333333
1181095095.5,801518207.833333
1493815698.5,851000688.333333
63012258.4,37397481.8333333
108034022.166667,73615827.1666667
943120013.333333,563760466.5
,
833220766.166667,626127192.666667
,0.0
1309364291.5,740206916.0
1787960590.5,1268195510.5
45541584.6666667,21844456.0
986920628.833333,872408494.833333
164593116.0,119482875.333333
184218520.5,93090306.6666667
787195760.833333,457553781.166667
,7099589.0
,
8465227419.83333,5792920865.16667
21112519266.0,13055092085.0
584507371.666667,439140284.166667
,3076124.0
931228997.666667,654671745.0
2285583842.16667,1338234752.0
666056253.166667,373925427.0
240268432.0,137917356.5
9622036.8,
19799504.1666667,15074096.2
32799300.3333333,35593755.1666667
82048770.5,64233956.6666667
9086770534.0,5920696773.66667
380810648.833333,315187478.333333
13768597.0,19748262.8333333
95602368.0,64956769.1666667
374805680.833333,381900760.5
4786375748.5,3170872361.33333
13761832.6,6570504.0
6060615.0,
,16879520.0
7318767.5,0.0
613731382.166667,505171771.333333
,
,
649379322.833333,507981320.166667
2067742759.16667,1571154188.33333
25443128.6666667,15553493.75
1546745381.5,1126808994.0
28000391.2,21494850.0
1276452133.5,692676230.666667
594040298.666667,387274742.666667
,13863472.5
3547059553.33333,2496695775.16667
0.0,
0.0,6975875.66666667
2545709818.16667,1857229884.16667
493063826.666667,299250675.333333
85312638.1666667,64962716.3333333
127397800.833333,112486296.0
335655306.0,193908672.666667
4543289091.16667,2643245629.66667
13988253.0,0.0
13673779.6,
675112511.333333,414152911.833333
100535438.333333,109491892.833333
8563875.0,
70882394.0,34019036.1666667
,
436976213.0,451141516.8
124856293.666667,190181254.5
232790558.333333,156049833.833333
1411287674.0,963578546.0
411896015.0,295217027.5
,
19328841.6,13838947.1666667
288183976.5,237225958.333333
8294569.0,8871653.0
80298995.6666667,51806750.0
210475237.666667,138778041.833333
,0.0
20829786.8333333,18658659.8333333
17313463.3333333,
132868781.333333,92403942.1666667
67539663.1666667,52633373.8333333
32041434.3333333,24501743.6666667
21988568.2,26570583.5
373525264.5,320104759.0
0.0,3733939.0
450857246.666667,285097741.666667
311643971.833333,247211196.333333
226247910.0,160429774.666667
24788779.0,10133144.0
382906510.0,235619613.333333
,
22714383.5,13523604.0
6526806.0,5972804.5
150142328.0,67929423.0
40314743.5,14519248.5
9739544.2,2211046.5
8165460.0,11522866.6666667
1929023986.5,1939840400.5
,
26875182.0,11280910.3333333
247294107.5,73184811.1666667
,0.0
7440864.0,
6382623.5,1129527.0
60875305.3333333,48784551.6666667
57658465.1666667,27322739.6666667
490513905.666667,187258531.0
68404432.5,67451509.1666667
5839755755.16667,3694009333.0
1106701269.66667,711362606.666667
46372589.1666667,246518922.166667
405002500.0,353320994.333333
127640451.333333,89214867.5
318019174.833333,265227207.166667
26560414.6666667,12693903.2
6541125923.33333,5431975543.83333
14850141.0,
59447548.0,26618960.5
8854252357.5,6705468950.16667
4232508065.66667,3950165085.33333
19115344.6,14163575.2
602937992.666667,382326605.166667
2028073361.66667,1400003600.5
122364697.166667,75876242.8333333
969542285.166667,601207262.5
799167741.0,960131609.166667
,
54697666.0,109928341.833333
,17614031.1666667
1258776355.0,867460448.0
3513258.25,13818774.3333333
499358649.666667,409260679.666667
,11112619.0
72384522.8333333,83333272.0
236101905.666667,114433103.166667
120649894.833333,90610125.1666667
291452542.5,402107108.166667
618853205.5,695804563.5
323471035.833333,179922692.5
3039303495.83333,2234034665.66667
1757114009.66667,1165816470.83333
274785308.666667,183201193.5
3490074560.16667,2913655756.0
3824009901.33333,2976011719.66667
747090347.666667,1234287129.66667
1107232719.5,832833453.166667
4591167871.16667,2854306706.83333
1056274457.16667,601669756.333333
59362730.6,24288480.0
26492639.6666667,26452170.0
13210299968.6667,11607062255.5
1173841094.5,1228161196.5
683002564.333333,602024429.166667
510488852.833333,621724554.833333
815156435.0,598616702.166667
2083888951.5,2094336688.66667
162968847.666667,144602372.0
33865528.6666667,18869554.0
2475929673.0,1848953594.33333
1826335793.66667,1635032203.66667
90006902.8333333,50125485.0
6329311187.33333,8277525859.5
563151412.5,1035997918.83333
270317843.166667,167577727.333333
857480262.166667,600059641.333333
358766163.166667,316542813.833333
3910500.0,
256515591.833333,184613692.333333
122076270.333333,62069453.6666667
18831325.0,6087701.5
16344657.3333333,35584139.2
377380931.0,309527049.0
247895900.833333,237546649.166667
518476080.166667,405049310.666667
133175333.333333,59286421.0
27154578.3333333,18808954.8333333
1519515333.33333,1042898247.5
20481442728.5,15633088227.8333
3807496837.33333,2410514331.33333
19282988.0,
60047589.0,172262061.333333
111048377.0,86727235.6666667
9942516.33333333,
12909714884.6667,12050875738.8333
962801374.333333,847239266.833334
375400708.0,249489700.5
,13492797.8
2517477639.16667,1631555530.5
2122609083.5,1702208774.33333
4934000721.83333,2414225988.16667
1478420114.5,1669315231.33333
858161977.166667,1045332217.33333
385673228.5,353483468.833333
190371545.5,148320138.5
9992003928.83333,8287587185.83333
8154830044.16667,3797960496.0
70025918.8333333,53831040.6
501004848.166667,676028719.0
250841732.0,368420994.833333
3673539187.33333,1758110701.83333
1968379014.33333,3181864922.66667
346074420.333333,298116808.333333
171772307.666667,177970251.333333
123141019.8,60519948.6666667
,23324640.3333333
187747161.333333,316822383.5
4644398385.33333,2995837907.5
1762356653.83333,1252628355.0
1085866765.16667,492986831.0
1367828967.83333,1364510616.83333
410748158.333333,338908105.333333
2117003785.33333,1576776709.0
55562753.3333333,31156394.5
132548758.666667,64216223.0
4396796478.33333,3214658576.33333
509982319.833333,410505104.333333
,7237260.5
709060346.833333,548702732.5
2515740462.66667,1531253907.5
25198556.5,20095211.0
8912311679.0,6553589467.66667
37441400.0,17123800.0
1344155906.16667,1508897150.66667
3705553536.66667,1843592489.83333
77641012987.0,74541825610.5
213385504.833333,201475523.25
11849180883.8333,9661057119.83333
7244395317.66667,3947564161.33333
218454542.0,112065348.666667
641015376.166667,1129999348.5
1630157978.16667,1048049151.83333
462056162.0,1024604676.33333
,1873033.0
2352914543.16667,1596867444.66667
24461090.5,25386798.0
4502038.0,8429237.6
749494682.5,278655735.4
6942100111.83333,3806312457.83333
400504998.166667,639546084.166667
6130671448.5,5086537066.66667
5433559445.5,4509223472.0
2257329524.5,1991014005.5
9364444026.0,6548385351.16667
35345564873.3333,34979286004.8333
985621597.5,942010639.0
3974016823.5,2545553550.33333
,
1562493422.66667,1108595115.33333
2822607602.5,2629045918.5
1215936633.16667,687568535.833333
1391171690.5,899821584.5
,
121440026.5,63993933.5
10675602518.0,8169218059.16667
0.0,
411791910.0,456333861.833333
,
397468669.5,371154394.0
467290049.5,211570319.5
53073851.6,34329955.6666667
1719945407.5,1196661260.83333
1588644755.33333,1168711501.66667
503625150.5,334888833.6
583115057.166667,865056277.833334
,1207694919.83333
7343844489.83333,6421641470.66667
18473337.5,0.0
219672902.666667,112483226.666667
1703037190.16667,994762649.833333
,2616004.66666667
,
258091002.333333,
5830475278.16667,6610381915.83333
232593479.333333,107455178.666667
574771844.333333,386500508.0
2855103446.66667,2329903715.16667
10487972756.3333,5117127698.66667
1325309411.0,871405607.833333
63733594157.8333,75961608713.8333
203070569.8,122445026.833333
,0.0
1970105743.5,1552713467.66667
960864764.666667,504268131.166667
608565139.2,1206892381.2
15416615.0,12159650.5
52688501.1666667,39421051.6666667
,
706425360.833333,415021711.666667
,29195917.0
292193792.0,181024947.0
428971239.833333,299342321.0
115603026.833333,85113374.6666667
,
2841509301.5,1618537360.83333
126032568.5,93128628.5
506433740.666667,420120817.0
1904912456.33333,1099322106.5
149343485.0,119192676.166667
642263589.166667,391663326.333333
35563838.1666667,30264349.0
6636048.0,4641031.5
15956192529.5,9995629289.33334
7474478.66666667,
,29572851.6666667
,112937227.0
88003335.8333333,42974714.0
1301660681.33333,956793582.5
15330871.3333333,11311805.0
1594915747.33333,2507642695.0
12924652613.8333,8900767629.33333
21802730.3333333,14226715.1666667
148524860.0,
9323186.5,8652954.0
157926493.166667,105560256.166667
2918640386.16667,1986198205.0
42184764.1666667,43109291.1666667
,41689293.0
84118614.1666667,52843339.3333333
54987314.0,45920686.3333333
,13488623.0
,
1381537967.83333,1232731270.5
80948762.8333333,57513548.1666667
,
15262471.6666667,4258634.5
,23408936.4
130415080.0,111655218.666667
378058949.0,377383794.833333
203449130.666667,127223657.833333
184541135.833333,114906739.666667
473732518.5,250355683.166667
257157549.833333,242272397.833333
85754329.0,49549891.1666667
99452196.0,79758850.0
78969623.3333333,54211185.1666667
82833991.5,76074966.5
29759591.0,37434586.5
393160223.5,286212725.666667
316272340.0,238732343.0
1126371626.33333,929493582.166667
127942909.833333,109985611.166667
,
170712363.0,161022168.0
226245857.5,308095780.333333
17742772.2,17727299.4
,
271200115.833333,230607555.833333
2453268443.83333,1888020202.83333
511070156.5,417626398.166667
3018642317.5,2344636083.16667
1938383713.66667,1195531242.33333
4931147852.33333,2639725792.33333
,28454385.4
874671099.333333,1309133575.66667
6024436.0,
3630797290.0,2998285602.0
1056446331.83333,810152660.5
153945986.0,165881078.666667
,
236644531.833333,180318526.833333
46302538.8333333,36731759.6666667
,
21281905.1666667,16902525.6666667
31805336.3333333,
,
87202178.5,52821129.1666667
407441338.0,232032163.0
5267578.8,5881123.75
2197831.0,198292.0
680053642.0,520228404.666667
,
1279421941.83333,1182086903.0
183934128.5,105944565.0
32072891.3333333,24040645.1666667
16132414.0,28869955.5
919534662.666667,595131496.166667
966402941.0,730298774.333333
789400476.0,646782115.833333
523807319.666667,341956583.5
33736870.6666667,31579594.6666667
4548887153.33333,3564201103.83333
1671768745.0,1070173995.33333
692415631.666667,372694297.5
8200762.0,5583118.0
4897061226.66667,3058797412.5
1015131888.16667,749360631.666667
6745589.66666667,3792945.0
29831195.6,20536178.3333333
392351511.833333,258849650.5
13739038617.8333,10536052866.6667
189606869.5,135810392.5
704121293.166667,483465591.833333
1799329110.66667,1473255502.16667
394324699.0,345551281.0
41050071.0,35095129.3333333
3305145639.66667,1993241582.66667
30878122425.1667,28305070014.0
2813171.66666667,5134262.0
,9966606.8
735720885.0,674285776.5
21544492007.3333,16329759956.5
570849164.833333,280057158.333333
6161487114.5,6804871213.66667
101810850.166667,64522462.1666667
5949968.0,2244812.66666667
115299103.166667,74277767.0
1188652425.5,806016768.833333
8412024.33333333,20117461.0
45377933.8333333,41506458.3333333
97750789.0,42910473.3333333
427489527.5,206804141.0
24891933.0,13496065.0
4980482970.16667,5088556470.83333
2872866085.83333,2043726774.83333
317185735.666667,222195187.666667
1714333237.66667,1044918201.5
869020523.166667,635531047.0
218383520.5,90300339.8333333
148001831.0,88840741.6666667
1016607016.5,797655838.5
71941078.8333333,56695219.6666667
9508729012.33334,5669615428.66667
483522488.166667,285506451.5
214802452.333333,136677340.833333
1967444189.5,1204004420.16667
24427383.2,16397173.5
8428465.33333333,0.0
45551018.8333333,28904025.8333333
36521130.6666667,39540385.3333333
10150490.4,5730745.25
9896910.66666667,4976240.66666667
41683087.6666667,24302167.5
,
68813430.1666667,61825200.6666667
9497759.0,14929134.0
41513310.5,38859018.0
462305206.833333,285666756.333333
102439813.5,79540353.4
369937151.0,225617578.5
117451438.0,63360842.3333333
25969239.75,12727031.8
,
72882830.3333333,
,41172221.0
277160746.166667,245127348.0
18243423.0,15163535.0
1239087224.33333,1028362889.66667
,
3783632.0,6484978.0
718660108.5,492835180.0
10550220445.6667,8176208111.0
107400018.666667,92875959.8333333
18747481.6666667,16640170.0
28420119.6,8661365.66666667
7085733937.16667,6417975293.0
3107695258.0,1865248898.0
55335270.0,110059106.5
128053485.333333,100612304.666667
,13535962.0
152320536.0,100982067.833333
,
21636701.25,11243759.5
390926354.333333,254397702.333333
97397518.8333333,61644511.1666667
1851006129.5,
15497165.0,
16537695.2,16525139.0
30452550.8,17400246.6666667
56208903.2,21428819.5
222095476.0,133957672.0
132204853.666667,95787293.5
498521483.333333,348007693.5
15272572.3333333,9196146.16666667
3753773.0,
469919109.833333,260923771.833333
335395384.833333,279111084.333333
647801473.5,366694125.666667
4013434750.0,2706678281.16667
24012427.5,15676671.6666667
,
33795534.1666667,28040642.1666667
28011951.6666667,17070166.5
,0.0
273030950.166667,186099500.5
52053208.3333333,40952909.1666667
,
458699755.5,347601248.0
1153452453.16667,929373639.5
8744020.83333333,
814383384.333334,573935266.833333
286402159.0,203261306.666667
1820561530.5,1559207864.83333
96259178.75,52832249.8333333
760959730.833333,558957904.166667
8656480.5,0.0
704757367.333333,613637712.0
150706351.666667,93364583.5
0.0,5950374.0
84666292.6666667,57992694.5
53046501.0,35193321.6666667
24325089.0,791989046.0
664163510.0,688845391.833333
126512432.4,67002213.5
88334701.3333333,57941415.5
67358177.3333333,48217324.0
0.0,15286647.25
136774204.833333,79004030.5
72380125.6666667,48631189.8333333
213038388.166667,198663084.666667
0.0,5455876.0
1210752194.0,800860175.166667
37641979.3333333,32065416.0
830121432.333333,563019378.166667
1232630603.33333,827959004.166667
303684430.5,171208217.0
10664079.6666667,
2310230586.5,2296502211.66667
277677508.666667,179207590.666667
,
14737445.2,8473421.0
256411444.666667,210488100.5
215782065.833333,206806188.333333
83216447.1666667,66660509.0
261974296.5,247188307.0
,
8142993914.33333,6182046318.83333
31820624.6666667,16957449.8333333
,0.0
643032210.5,410470755.5
4358070014.33333,2739885785.0
213245247.666667,110631043.166667
14060504.5,9630889.6
,
19891704.0,41536316.8333333
6096381685.83333,6072698843.0
22452161.5,29822128.0
,9312437.0
84188893.6666667,88782086.1666667
361420673.833333,324727986.0
6269608.33333333,
10637484.25,0.0
,20986438.6666667
28734372.5,17555705.6
1460778542.5,1643697414.83333
1018913242.0,733656145.833333
19816765.0,26456541.6666667
156568456.5,118618756.5
135177507.666667,90717063.5
53378425.8333333,33234011.8333333
10887172349.5,7671647409.0
674209541.833333,566914311.0
14677508.0,6221665.0
762232673.833333,503688940.333333
181017553.0,119659532.0
110263954.0,72557430.3333333
,56988930.5
93605204.6666667,38346655.6666667
8901046.0,12278567.1666667
1244911697.83333,795633883.5
188508334.0,133656631.666667
4426289631.66667,2459298981.83333
23006268.2,8934909.0
17339533.2,15838241.0
0.0,1058128.0
80911160.1666667,85977734.1666667
37445256.1666667,11871170.5
118470379.166667,85730388.0
3344381.5,
25594332.2,22259878.8
3634872402.5,2921163075.83333
20869233.0,6878871.0
3022045358.33333,2521713905.16667
1286035877.0,928487508.333333
13001386.2,9768157.33333333
57473964.6666667,39044089.8333333
230196203.166667,197352894.5
,2503461.0
,9957165.0
0.0,12015262.0
8734911.66666667,5746007.33333333
71875273.1666667,94892156.3333333
12485098.0,9003990.0
4986643.66666667,
612856333.0,378388468.0
39856998.6666667,29217483.1666667
12217916.0,15181593.6
0.0,11050975.5
102627245.833333,50308965.0
