Geldanamycin,Tanespimycin
40191086.5,19217173.1666667
28620692.1666667,17582503.0
37928537.25,37176209.0
276891470.166667,148283382.5
222991967.333333,171597251.166667
142329246.666667,125442967.666667
41113477.0,34523799.5
43872250.8333333,46713964.1666667
373439724.0,
173015083.833333,94605600.5
2070258029.66667,1976139673.66667
,
453421107.5,419833020.166667
13741735.0,7426405.33333333
10056114.0,
34529065.2,25053710.0
171133242.833333,90281465.1666667
607562226.833333,494567957.0
12185493.0,6386667.66666667
171267550.833333,116109707.0
469247566.5,299444040.0
69393369.0,53630112.6666667
86343200.8333333,67338255.8333333
8603288.0,
5744952135.83333,4246858110.66667
437752142.666667,296714370.833333
14732191.4,18535417.0
190054936.833333,118775594.333333
,
945114992.0,499575218.833333
,0.0
137173923.333333,61632336.8333333
9843435.0,20610054.0
131157990.0,8465457.5
83382063.75,
249819090.666667,146176559.666667
4857644.33333333,0.0
237325392.166667,152210354.5
383620557.166667,222825152.666667
9187421.0,
609567867.0,453065473.333333
,6488520.33333333
,
230969915.0,193771205.5
523558632.5,336464600.666667
1323883293.83333,971304762.833333
7049057.6,4997511.66666667
31623618.0,15236313.1666667
129230621.666667,88480149.8333333
73558792.1666667,57113228.1666667
277688649.666667,143492972.333333
306857084.833333,219855308.833333
128506790.0,77869218.1666667
,39504674.4
1016763318.0,836148556.333333
2492920663.83333,1558693258.0
25676691.6666667,24077032.8333333
98376971.1666667,59906402.5
508184748.666667,513682234.0
62133758.5,46453959.5
187962210.333333,154648866.333333
365801394.833333,190015932.166667
1205775091.83333,692471818.833333
510763722.833333,333418650.333333
520804815.833333,236295651.333333
21447482.8333333,15594404.6666667
20774663.6,23556539.75
,21711158.0
105441972.5,65246357.1666667
,8240988.6
240870115.5,166081145.5
11766225.2,
170333378.666667,119379797.0
334040407.0,6072466.8
21179309.0,30755608.5
220761716.833333,183879086.5
181500537.0,98338549.0
53184140.8333333,38110448.8333333
204029955.333333,131520408.0
0.0,
,
35893294.3333333,27986152.6
25077853.3333333,18845319.6666667
9947409.66666667,
32880059.0,17346259.0
,
24767857.0,17912528.3333333
10007667241.3333,8603168808.33334
111065287.666667,72737498.3333333
210959465.166667,144552963.0
220355171.5,151468709.833333
719741283.0,465015554.0
6606332.66666667,
63140750.5,36031176.3333333
586112938.166667,386180604.0
88205292.0,63868424.3333333
135520574.0,85917417.8333333
26797389.4,18990713.5
122237397.166667,94986914.6666667
800289370.333333,490958859.666667
131785807.5,89686760.0
490770919.166667,436346440.166667
953070428.333333,622670044.0
138144276.333333,90454141.6666667
13485231.0,
15674830.6666667,8500011.75
39938303.1666667,28080002.2
1011672648.83333,675444600.5
11728850.2,6501676.0
208366934.333333,139327748.666667
369333032.333333,297896020.5
,
351277854.666667,258887771.5
56322902.3333333,35170645.3333333
231864950.5,91258898.0
53786132.6666667,58701298.6666667
82778470.1666667,52908703.3333333
139538675.833333,74557808.5
22596835.8333333,31203886.6666667
123998154.333333,108459426.0
,
0.0,
553563031.833333,524239316.333333
548276292.333333,362561382.166667
124586150.333333,89271585.0
107857414.666667,91391301.1666667
8693611.0,0.0
219055713.0,150253934.666667
16135656.3333333,
269673797.5,181989700.5
2561223827.83333,1967424564.66667
,
588250685.833333,413926187.166667
10178304.0,
26770882.0,
160509677.0,126776607.666667
6847894308.0,4154192811.5
442290646.666667,473006040.666667
10701987283.0,7905915597.5
223816054.333333,144640902.5
22901356.0,8345774.66666667
107191491.833333,86755796.3333333
257964461.0,209951298.166667
8275591.5,0.0
25862420.8,14184930.1666667
26721581.3333333,23940488.5
0.0,0.0
1836515424.83333,1061382804.16667
147353603.5,84737012.5
6037628.6,
956475931.666667,729954168.0
20682416.25,14829029.5
2095152949.83333,1305778209.16667
371363071.0,246647478.5
150568272.166667,124848441.666667
11045104.1666667,11790147.0
,2680423.0
198889674.166667,115238252.0
105736516.833333,99117083.6666667
350589574.5,217896127.666667
459724457.833333,195498960.333333
76742843.0,48014140.5
255620756.0,154316819.666667
40104243.0,30466739.8333333
7481383.5,12726864.2
28633113.6,21397522.3333333
135835846.0,110464301.333333
1014639908.33333,848115661.833333
277729200.5,176442876.333333
,9256958.0
25053618.0,
661917976.666667,303694812.166667
1078544911.83333,917286315.0
76528917.5,48774014.5
,
,4637137.0
958627791.166667,630173498.666667
87694826.3333333,99024868.3333333
31403762.5,30072601.3333333
35974160.1666667,20801384.6666667
348648680.833333,307343009.333333
3078304297.0,1919122738.66667
8355775409.16667,6387920631.16667
4408452247.83333,2896922389.83333
27643944.4,25964132.6
6645260.0,8050920.6
472217543.833333,338957544.833333
9097448.0,0.0
79998941.1666667,52828759.0
61104694.5,50753839.5
,34330232.3333333
171787601.5,122243141.5
,
172738375.0,83025110.1666667
693192864.0,661291100.166667
233955009.333333,154364447.333333
64404980.0,27248731.5
,0.0
28474118.3333333,12634930.4
7682683181.83333,5269961423.5
62717838.3333333,35605304.8333333
500761243.166667,631452014.666667
0.0,11267960.3333333
30635975.0,26880909.8
23926033.3333333,4851317.0
48795327.8333333,17610517.0
1146769900.83333,800893601.0
1571219969.83333,979668723.166667
41877326.1666667,44105466.3333333
,
1332492015.0,830669544.333333
17220206.5,19991224.5
238636410.666667,143991878.166667
110982603.166667,98923148.8333333
35531121.6666667,17113918.8333333
118719681.333333,91944006.3333333
1114139467.16667,827162298.5
1881644285.83333,1437926514.33333
457792053.833333,271328341.0
0.0,5795356.4
5037211.0,
28519695.0,12098454.0
,19831647.8
221819805.166667,187073034.833333
16612467.3333333,6391057.0
3394656542.33333,2741637304.33333
1452470108.83333,826265124.666667
25854627.0,26986745.3333333
,
340054483.333333,201773160.0
43330531.8333333,24228391.0
134320966.0,115388563.0
,8840275.0
1207816905.16667,942439936.5
155050552.166667,90794082.5
47066802.8333333,44257179.1666667
53844776.5,37361848.3333333
82625286.5,51782139.5
81727607.1666667,53317347.8333333
,37741318.0
23105139.2,3714573.0
70320408.3333333,34878117.8333333
378924723.333333,249917279.0
,
76448505.3333333,35738206.3333333
27379687.0,23914262.3333333
25585623.8333333,17851384.1666667
419067222.333333,325396950.0
23375453.6666667,12705247.3333333
3798503570.83333,
211043589.833333,97814944.3333333
26223506.25,13725087.0
2298104385.83333,1720653622.83333
17797599.0,14202704.5
0.0,
144332843.0,112060525.166667
435371614.833333,320449827.0
827500724.833334,343273184.833333
9187340.0,4471937.75
,
141812847.333333,107278431.166667
459651394.833333,255412522.166667
950069833.333333,575556009.333333
,135901237.5
2622716601.16667,1635673698.16667
50838198.8333333,30186727.6666667
600931666.5,406855640.833333
21524188.0,12498480.0
6166014.5,0.0
11277535.0,
620332679.333333,365972364.666667
129138199.0,93434448.3333333
84463377.0,42574565.1666667
714336126.5,427456061.666667
11394972.8333333,10934448.0
,
6356506.5,8527571.66666667
13347058.5,8738882.2
57134352.5,48068700.8333333
239947719.333333,216285873.0
53126319.8333333,45600692.8333333
36029066.8333333,31317700.5
1881324741.0,948276009.166667
90113191.0,73811116.5
,11332254.5
114883724.666667,78005642.8333333
26459517.0,19018486.0
,
157756385.833333,127324771.5
164809387.5,135598013.666667
861150508.666667,561052622.0
38774578.1666667,27423464.0
73700684.3333333,47660055.6666667
73581014.0,54562618.6666667
87488847.1666667,50630912.8333333
,0.0
,3849627.0
130581863.333333,83766688.5
67650732.5,48527892.3333333
48650720.5,33769448.8333333
502086248.333333,334016247.666667
10590313.6666667,13640047.0
,
205346099.0,129133305.833333
12809158.0,
17929419.2,12019385.4
662762834.0,443148877.833333
,
30521913.3333333,29962091.0
174281264.833333,125992750.333333
654885389.166667,519060416.833333
123496596.0,74829222.8333333
1709716997.5,1196670619.66667
8640330.5,6387750.0
226632618.833333,332381421.166667
572344594.666667,387044429.5
12555945.0,11087198.0
84286422.1666667,49144880.1666667
6501269.5,5252457.0
2171891676.83333,1642201118.16667
111921246.666667,68001595.0
7582820.0,0.0
59361518.1666667,25849546.5
56367386.3333333,34791227.8333333
28934907.0,19961222.3333333
231420044.833333,193267853.166667
78886459.6666667,48306105.0
,32202409.5
1308468433.33333,739275349.833333
832247072.5,559642258.333333
0.0,8723862.0
84673794.0,70115285.3333333
360144399.0,248175909.5
16025661.0,
66319437.6666667,28558045.6666667
56889740.6666667,59805089.6666667
,6797384.25
797430193.0,529000509.166667
41514239.5,25707619.8333333
272797166.333333,167293569.0
,0.0
,
77694802.8333333,173253894.5
0.0,0.0
141222599.333333,118589946.166667
506604565.5,300867365.0
0.0,
52712082.4,27556352.0
814921731.666667,552489537.0
35859384.8333333,41526254.3333333
228130097.0,174231134.0
87126677.8333333,55092606.5
93988345.3333333,63728986.6666667
0.0,
49097945.5,47927150.3333333
2467822516.0,1532193290.66667
9059177.33333333,9387965.0
835970929.5,639496724.0
21588210.5,
16320816.3333333,7172472.5
1387467845.83333,1232748388.16667
389538197.333333,290622230.166667
42186966.1666667,30139510.3333333
413556039.5,280305453.833333
102562495.0,83907348.25
192196163.5,150110825.833333
185670795.5,148404108.5
448091050.333333,332351524.0
172704478.666667,123394069.166667
59060485.6666667,44061705.3333333
13851525.6666667,9586848.5
9241518.66666667,6250727.0
,
706939816.666667,449077117.333333
0.0,7800887.0
81119032.0,51214021.0
51440731.5,38617630.5
29713210.6666667,18185500.3333333
99214876.0,81489537.6666667
1121146015.66667,1109911049.16667
982693412.166667,606676923.833333
0.0,39899625.0
3014755567.16667,2402562722.0
104838390.5,56870661.6666667
28687742.3333333,18139576.1666667
26617626.1666667,21269602.1666667
571558849.833333,441955310.0
1227448763.66667,719792375.0
371636534.0,250901520.333333
184706983.5,232362824.833333
103006435.5,86526955.0
219526868.166667,141262162.666667
54677100.1666667,25383448.6666667
268085341.0,170848103.0
26917268.8333333,19866212.5
6718497.66666667,4956347.66666667
141521766.666667,94026163.1666667
,0.0
71997533.6666667,51263690.8333333
44126852.0,0.0
51051810.8333333,39667467.8333333
1758904726.0,1520914317.16667
433275651.5,341486983.333333
18545749.0,2074760.0
549619548.666667,338964501.666667
731155991.5,552612786.5
244770407.666667,140640730.666667
794727354.5,402052908.666667
94363597.0,70902930.8333333
123639640.0,85737081.5
302758519.833333,167123343.666667
404182173.666667,302453340.833333
10202532.6666667,10129943.5
28717273.0,14863420.5
192960824.833333,122811239.0
,0.0
125866736.333333,149806235.833333
11504913.2,20334779.75
340687657.5,239789392.5
624317650.333333,402294374.0
1060953371.16667,663683118.166667
332498810.666667,251103640.333333
151373840.0,83079931.1666667
0.0,
44753338.0,27034499.6666667
57045323.8333333,39877447.0
363039225.666667,252105653.333333
380418347.833333,284218052.666667
37484471.8333333,19953699.6666667
,29016034.0
419730006.666667,271973336.0
398547797.666667,163655777.166667
0.0,18880884.0
279464558.5,213719337.666667
9683058.0,8811251.0
220505931.666667,157107967.5
146537314.166667,101970958.666667
276248196.333333,170615666.166667
10266613.6666667,13260293.25
214556793.0,135854562.5
502811467.333333,313634656.666667
48083925.2,32456037.5
1190988108.33333,678031275.166667
210995918.833333,158776686.0
0.0,0.0
10811859.3333333,22362413.0
258372503.666667,178621861.166667
824248575.666667,452010242.333333
61659756.5,37546725.6666667
221116749.333333,135077431.833333
69841296.0,11429466.0
933439933.833333,726278308.833333
703831308.0,442731471.333333
0.0,
,
247841192.666667,183725740.833333
268868539.166667,204656333.333333
1225028740.5,873000101.833334
72728278.8333333,36874849.6666667
23559419.6666667,9705895.83333333
1091395449.16667,663132425.5
,
62482212.0,42405410.5
7861046.0,8721252.5
10111626.3333333,7397002.0
,
,0.0
569204545.833333,442304265.5
867878017.5,668097382.5
312573781.166667,124226586.833333
49514814.5,32815953.1666667
14633472.0,12639329.3333333
,
422988701.0,292553563.5
32098830.0,27879328.6
14239897.4,
134033816.333333,145874046.333333
10402699.0,6559239.0
,0.0
13572974.0,7820594.0
194365972.5,139096573.333333
126834687.666667,84897883.8333333
201395025.166667,92434214.3333333
,0.0
27548605.1666667,16944047.0
178689840.166667,116356744.0
99661958.8333333,65600090.5
36137473.3333333,22316291.5
99477394.0,124882039.5
1029003408.33333,525184355.5
176457183.5,122240234.333333
129459406.666667,87787696.8333333
153395049.0,88521659.1666667
,
3407439282.0,1968028096.66667
8482929.0,0.0
270990962.333333,196251456.666667
127836844.666667,86935165.1666667
,
8401287141.16667,9319030279.83333
2539708841.66667,1651488279.0
387394742.0,206248169.166667
4910544275.0,2934696563.16667
2567370108.33333,1668750785.0
108999793.333333,42583160.8
295903703.166667,131226814.666667
,
3168302937.5,2453684118.83333
36218691.0,42136720.6666667
3949043000.5,3212773709.16667
1092681114.16667,964294426.666667
2461473416.5,1785452924.33333
89930687.8333333,60535756.1666667
33713368129.5,24532430117.0
87474327.1666667,78550434.0
24076994.0,19072232.5
,
19038748.5,27175290.3333333
12317901116.3333,8596055132.83334
,36735368.0
42358283.4,33014887.3333333
7839314.0,
10764736.0,29313548.3333333
,
15693013.5,5473411.5
28754493.5,9446994.0
,
3274310.0,0.0
,
,0.0
15143667.8,8034315.16666667
37229311.0,26606730.5
9488141.5,4735333.0
94841750.0,61300334.0
139131543.5,98767577.0
104309455.166667,50387698.0
0.0,0.0
,
,
24824080.0,16780797.4
21545026.5,42524335.5
64297324.3333333,53229039.0
,
,
36600801.5,43175787.5
820134103.166667,472595788.833333
,
349891901.833333,149275400.166667
,9711607.66666667
,0.0
7987972.0,
19098778.3333333,11334862.5
15299769.0,0.0
29907262.0,
8747412.5,5689129.5
0.0,
18431622.0,33063467.0
30251609.0,8632267.0
46499083.3333333,30798892.8333333
139174910.0,145090730.666667
,3695781.0
,0.0
,
72870259.6666667,53459553.1666667
0.0,9367166.0
415666454.333333,351140389.666667
88715045.1666667,82885887.5
1361296674.83333,1412251263.16667
,
12487934.3333333,15407697.6666667
3282785342.16667,2343437104.16667
,0.0
49314696.1666667,41340035.5
777937422.0,531462129.166667
,
,
27058888.5,17781319.5
25383780.6666667,19613714.0
87015912.0,61967095.0
208005020.0,142906356.0
22909005.6,10540810.0
18566063.6666667,14406808.5
909923928.333333,534366265.0
