,Entinostat,Mocetinostat,Romidepsin,Tacedinaline,Tucidinostat,Domatinostat,Pracinostat,Quisinostat,Vorinostat,AR-42,Belinostat,Citarinostat,Fimepinostat,Ricolinostat,Panobinostat,Givinostat,Tasquinimod,Nexturastat A,ACY738,Tubastatin A,Trichostatin-A,PCI-34051,ACY775,Selisistat,SRT2104,AZD-6482,AZD-8186,Copanlisib,Dactolisib,BGT-226,Buparlisib,Alpelisib,Idelalisib,Apitolisib,GSK-1059615,Omipalisib,GSK-2636771,PF-04691502,TG-100-115,Pilaralisib,Voxtalisib,AZD-8055,Onatasertib,Everolimus,GDC-0349,Rapamycin,Temsirolimus,AZD-5438,SNS-032,Seliciclib,HMN-214,Alvocidib,Ribociclib,Rigosertib,Riviciclib,Palbociclib,PHA-793887,Milciclib,R-547,RGB-286638,Dinaciclib,Zotiraciclib,Cerdulatinib,Fostamatinib (Free Base),Fostamatinib,TAK-659,Abemaciclib,Brigatinib,Crizotinib,Dabrafenib,Dasatinib,Nintedanib,Sunitinib,Staurosporine,Tofacitinib,Decernotinib,Baricitinib,Binimetinib,Selumetinib,Ravoxertinib,Trametinib,Ulixertinib,AMG-900,MK-5108,MLN-8054,SNS-314,(+)-JQ-1,Bromosporine,Molibresib,Apabetalone,Geldanamycin,Tanespimycin,Paclitaxel,CHM-1,Nocodazole,Colchicine,GSK2879552,Iadademstat,Tranylcypromine,Pinometostat,Tazemetostat,Pemrametostat,Lirametostat,Onametostat,5-Azacytidine,Decitabine,5-Fluoro-2'-deoxycytidine,Gemcitabine,Methotrexate,Actinomycin D,5-Fluorouracil,Pemetrexed,Cisplatin,Carboplatin,Oxaliplatin,Ixazomib,MG-132,Carfilzomib,Bortezomib,PJ34,Olaparib,Talazoparib,Rucaparib,Niraparib,Veliparib,Thalidomide,VHL ligand 1,Nutlin-3,Serdemetan,VH298,Iberdomide,Lenalidomide,Pomalidomide,Doxorubicin,Cyclophosphamide,Vincristine,Prednisone,CHDI00465983,CHDI00390576,TMP195,TMP269,NFAT activation inhibitor III,Cyclosporin A,LMK235
Fostamatinib,43860629530.034485,58574276324.337776,42020692980.52723,92082586823.75604,58268424125.68253,80382302958.00291,42079493066.62523,42840001018.185074,92086689594.58151,67860194705.00916,42120459032.29141,43265312115.157684,62985909725.46432,43257170132.63133,44813660046.13858,58371391913.0487,43418110195.039055,42483447641.35348,43643529050.6847,6884113417.402833,43430084929.26452,67965078340.14606,68110487366.66704,43403374436.26204,80461112392.54356,43641012420.89157,80591716069.60658,80399398650.58218,62053095749.03156,6532233706.230286,43345442822.82224,2871218081.1642184,62531288002.96027,80385376778.50958,42476718615.32543,80922230291.29741,92075012414.74228,42492627105.61705,42476954187.15304,43493303381.250046,67927601404.76331,67893900103.420135,92447614842.10219,80520459826.483,58307587969.57826,41360185753.48854,62054479982.994934,41148129519.69086,61172211382.533936,92058819010.92078,43300215941.786964,69115679544.7555,80446347770.00882,67857080104.05451,41149318156.88869,80389921755.7058,25506639772.268314,58298171285.0052,41147462180.55584,83619769773.58383,41168662894.48119,68445017696.10749,92073021393.60533,42498264109.65058,0.0,80966973122.92003,3557358884.8782434,41149943885.45621,42131005784.89537,70075162089.16634,67834210851.98915,6422465971.082013,92065975689.1409,80774128777.36621,6767822463.721221,42492027756.31512,2398314298.221994,43415699614.4891,71784994985.08772,42508319611.34265,42547886667.6952,61176548840.26996,2643907508.775724,42475127842.37926,92083016220.36963,92079032062.15971,43254611536.06513,92088112669.38333,3397821674.9845514,92090625586.3392,92087009918.40128,7157916993.757409,42873924699.85271,6403863459.4973,58287791287.41395,49741241566.87792,67928279116.61035,44396126869.44636,43182302039.90342,80459991105.52486,2979088036.4751043,92080922334.54454,61171317906.221375,42252007950.38977,41377932031.51997,67934019312.004456,58280202456.70299,58416696791.93908,44060282646.56944,42841416628.12652,3430435455.487258,80431593406.85428,41242689531.64691,45336550652.25597,42103428906.73288,65477669058.54884,42554194237.37861,43562849397.18913,3119688191.6561117,42472207180.469406,80388198902.89742,67964837713.07652,92079994084.57486,92073088806.2189,92118236984.31662,4952379059.142419,68367403178.65021,67879506335.79628,43489371881.96884,42492366722.559494,10002821222.767527,92142205673.53828,42372952974.6903,80418690454.63902,43725863114.486496,68918486158.47107,42472781476.51529,80384027984.90167,67853918487.49747,58622023940.08034,80423110320.53748,41289170107.28689,92075042545.14278,61170697394.31587
TAK-659,60834340909.074005,68068181059.021675,91804151352.02234,93399745542.94568,67992765146.00623,9813023508.59675,91835543192.88397,50882875776.44583,93412050151.44695,57673450764.56796,91866381671.88705,60022207783.075966,71726475584.80222,60053720819.77345,60958444462.618645,68075306624.69823,60141784398.85509,50584785741.968216,60305740937.872345,80704950828.36914,60146040700.422195,57669921088.96793,58216768787.28387,60118441252.55205,11528657572.861425,60292160826.79345,12864919219.500132,9972373944.092894,71326957191.6017,80748872158.68596,60054271547.22901,80920035986.7741,79286909093.9195,9845292972.310257,50585248287.090096,12534622008.55408,93407850538.67305,50590973481.99786,50610309662.75458,60188396546.020195,57761758653.161995,57715000539.474335,94074220250.48439,11116412817.878708,68130944803.94692,91548499273.63998,72205785673.1464,91408409963.08478,70493895146.55363,93438790642.4007,51431913024.227974,58280800910.49423,11597852031.388035,57671653717.46361,91408570788.67827,9976146352.532314,80716622733.82066,67983550744.11944,91406833567.51778,40887313070.79487,91417458253.6391,57200261263.84289,93399319785.41364,50605359405.71282,80966973122.92003,0.0,80920725481.391,91410017777.46463,91849175586.42473,59411683077.1166,57666895586.13898,80710038609.0326,93393821004.22307,15730268619.106735,80812142355.03485,50619683093.71339,80904252805.53165,60262223820.31891,70132495632.09592,92088556245.41457,50630987529.59255,70499456023.49571,80923265968.58205,92012011142.42001,93409597707.99152,93404541551.43277,51643437262.4166,93402730598.97963,80965332803.70085,93662334717.08946,93405723571.13156,80730058842.56967,50876247637.609726,80704193803.99455,68014205999.473854,72156474272.78697,57850326273.026436,60846004214.05823,51273641279.76486,10605634823.993538,80935350759.49551,93400907090.46518,70494276336.14056,92042365547.17593,91585724034.29984,57747019345.1272,67986512588.18324,68106815814.94201,60735902819.76383,50890969436.10585,80914185103.07983,10763423969.537352,91511144830.86458,61396153305.8849,91906317381.87354,73427551266.67107,50646172508.560745,60281005364.22422,80877854670.7078,50575747209.70893,9974852766.332111,57724378331.560165,93402366509.7454,93395429087.666,93500469590.0981,81184613504.74484,57693044795.15394,57695243022.06473,60192964264.661316,50587951405.681,81645794559.9774,93414425233.3294,91932650299.3069,9998693324.463253,51172579972.99623,59245088484.52657,50574741309.134254,9957100775.84021,57659297594.07772,68480040369.820984,10214437085.487473,91477255784.09686,93400134718.98492,70493930629.06287
Abemaciclib,43786895711.751854,58544491377.71846,42048913669.67448,92059396785.37558,58237614038.580956,80335104811.87854,42106512382.34145,42793139818.76763,92063800943.60748,67820039312.32497,42147833460.147964,43216945390.58231,62957224614.82127,43207327060.2118,44763429023.000435,58340169134.35655,43371089208.29372,42436127952.015236,43595586265.27316,7107012855.089033,43382711898.88084,67925385509.80536,68070294845.799805,43356147673.796425,80414712014.56662,43593575606.31746,80544611298.29567,80353270633.57661,62024279765.281044,6757717724.712419,43297385509.628265,3330980049.015729,62503012275.23636,80338837491.34894,42429349947.06013,80875333203.43282,92051351358.30371,42446143835.74068,42429825787.527794,43442816172.4645,67887500135.43267,67853133478.24703,92424831186.98915,80474052894.98558,58276549651.054184,41388118129.58416,62025978968.3895,41176371205.575516,61142671209.25751,92035529693.80664,43253779852.88621,69076049678.03201,80399519923.90817,67816923266.085236,41178143939.17531,80343981898.1543,25560158027.584343,58267417311.97293,41175471470.713234,83574862398.95178,41196552555.66335,68404743327.877556,92049448412.4057,42451692130.8044,3557358884.8782434,80920725481.391,0.0,41178027581.4537,42158852086.51157,70036480990.4325,67792481867.36809,6654773148.911155,92043488778.0455,80727068365.83275,7025311662.5618725,42444607457.02728,2934502146.2249727,43368194813.18509,71746840723.79143,42536115738.66544,42500379108.71787,61147388187.489685,3162712545.971755,42621885789.54404,92060179354.13756,92056245461.16376,43207969151.26301,92065681773.44913,3853704331.913602,92067242875.52745,92063825340.22221,7409862337.614437,42828317691.423386,6646587209.527928,58256730811.167046,49700708578.86945,67888562335.7861,44349087149.85284,43136704790.82176,80412854237.06805,3517328006.4630485,92057828541.37132,61142428279.80788,42279669783.92736,41406146437.298706,67893764361.31743,58249192376.20432,58386014349.74741,44012773741.907326,42795329458.71382,3903518353.2341137,80385093773.65419,41270640991.400185,45290538000.6581,42130830410.30839,65450404885.273026,42506745746.956474,43515530528.67649,2292990256.6361933,42424846107.279594,80342038585.61104,67924852030.3353,92056537966.81306,92049922150.78444,92094814687.94937,5292901442.342934,68327561197.41835,67839477214.24021,43441565877.07502,42446747256.05277,10149947565.483717,92119109449.5452,42400954642.26189,80372595283.46916,43680421819.909615,68878562617.21307,42425434839.59776,80336634545.59329,67813504359.594826,58591228286.607,80376968985.55045,41317341180.737076,92052022332.51994,61141151173.93924
Brigatinib,47890087665.29632,47013768445.17584,8623164908.889587,67762914148.1727,46655288771.331726,90818371751.34456,8986320555.592056,58097718327.98835,67769189291.80358,96017625129.31303,9075349580.4695,47249303063.32837,53220486032.46129,47240691987.04039,48857158386.62854,46809619967.05065,47399315110.248215,57838435466.19444,47701392894.78658,40766807895.62815,47401187659.991325,96101723933.05208,96249681491.18869,47374331600.03443,90908299777.93694,47665438710.898094,91073055850.19319,90832349100.36394,51236603191.25943,40711456518.17652,47337429486.7736,41101359118.32767,54567509268.324005,90820150469.47713,57839280364.96553,91329134611.43304,67758397455.16234,57844695920.06424,57844267539.2052,47457195057.00899,96070928539.82947,96048252299.15944,68400469270.10037,90963733428.59789,46705814570.69404,5023345773.541097,51797377599.93593,1439778218.288196,50233620840.48121,67744172801.11476,58497580849.359535,97331835374.15451,90905014389.94595,96018286615.63072,1001753014.7499801,90828494553.6963,48739824224.2983,46687595666.08976,1271458162.864271,95078231531.37798,1949816656.8412342,96478193714.27388,67751853463.900406,57847527551.096214,41149943885.45621,91410017777.46463,41178027581.4537,0.0,9211150705.010757,97755869587.66519,96005056524.38039,40675507833.96564,67742765309.298134,91337739233.12866,40793469041.69864,57848074571.87866,41075119375.24328,47444412571.26848,98868430807.89124,11840039135.31035,57891158358.04444,50241173289.73347,41110923136.89723,11670344992.421894,67763133478.70303,67761075105.49527,58629201371.101,67772011759.9221,41173528761.55123,67835566225.79916,67775624133.73173,40829294245.79069,58145696796.01619,40695378253.410416,46684003588.677704,53326687664.571915,96082540795.4894,48448331003.0034,58371309447.891685,90901518136.51529,41121067397.51201,67762644872.92897,50233556486.08168,9924853869.367085,4806931164.182278,96077364566.22229,46669296163.24405,46855110910.98211,48199524113.80043,58107881553.44894,41186589130.09519,90870318792.14209,3533620341.809075,49331186365.51644,9144328423.2949,55401243798.05262,57890984568.98021,47541433301.532486,41115442081.052124,57834877041.50782,90828037774.70958,96094673287.90028,67759916892.090996,67751846294.01093,67853465187.2972,41359552122.71043,96474934243.02664,96036985748.15807,47455856057.8918,57849425353.06324,41669027185.23499,67842811413.58288,10932646971.246553,90856868188.37285,58866770806.10834,96866717120.60625,57829797718.90564,90824848688.61813,96011530296.21982,47223141158.74106,90865433863.30788,3562762620.034226,67755479814.49103,50235114697.736244
Crizotinib,48749548992.707344,47890436683.90855,3759523271.184205,68385049063.58695,47533303984.29319,91260479077.64514,4629099241.144007,58598738147.47113,68391526543.49326,96428675322.8029,4794638926.361071,48120222031.22777,53856766576.57011,48112932249.514946,49700275298.46246,47689843091.096016,48268592247.44617,58345990152.93865,48564173220.80519,41757749877.785286,48270563629.31048,96511683315.52876,96659168068.54346,47993276805.80475,91349900034.4024,48530040750.0818,91513233691.4691,91274105280.31918,51894988048.763336,41702909289.9309,48206492301.84135,42083848418.57137,55325535372.76326,91262193285.01132,58519423255.451805,91768036291.29094,68380673441.29208,58347913946.09665,58528699180.16043,48325802739.36278,96481703247.74498,96459284705.84776,69017028590.52486,91405117806.95561,47588458766.14837,10409303377.390429,52594428658.70792,9225488740.319876,51055118884.009995,68362747657.32606,59170603698.33216,97736745116.28221,91346427239.91827,96428813609.06967,9196189505.569708,91270448475.95958,49569211935.157036,47408944543.552414,9208095927.418665,95500591308.33846,9279723658.807348,96887625967.97528,68374381158.1308,58354536813.542946,42131005784.89537,91849175586.42473,42158852086.51157,9211150705.010757,0.0,98159236565.71762,96415753145.89244,41668469135.60855,68370981187.24829,91777340268.63138,41783281149.00396,58528493588.63589,42058081331.69201,48312991872.060814,99267842466.67104,14941041474.520191,58394208517.87145,51063057432.487885,42092878422.00572,14824289548.51025,68381488821.84416,68379348691.24702,59300540919.00662,68393862043.205376,42154417919.037,68453305562.40741,68403374979.61699,41817937415.19318,58822629626.66695,41687594972.9853,47567853715.7096,54100065754.531654,96492694116.93013,49297876230.73537,59045817829.46508,91343143546.99936,42103381748.91443,68384912052.96223,51055143013.50126,6223719834.470543,10340414743.754082,96488431636.7956,47552612551.317505,47729564265.514885,49055248731.25916,58785040461.697815,42167548988.27018,91311463511.57631,9735257322.990229,50166016978.446,4934134194.287815,56147382420.79724,58570850334.18509,48406915198.73441,42098011107.06679,58515528397.476944,91270056347.85712,96504753141.57712,68378353018.2097,68374411130.93336,68470489337.89456,42333904794.06433,96883433590.35004,96447555198.05235,48322710680.763824,58356684710.86694,42638162934.8876,68463592730.725235,14224480089.938267,91298662446.2596,59539563066.36825,97273715060.07008,58510345391.716995,91266207850.83704,96421954288.42566,48090721644.316444,91307017698.04466,9786927954.459396,68377011959.49933,51056657567.28948
Dabrafenib,65049784791.464676,87891017126.24388,98118233852.93004,120067510282.63783,87839649065.73961,58832833996.19279,98153720380.7613,48685700481.674934,120077389038.13765,15138813608.144157,98171868285.15549,64452502827.392426,90757741614.40791,64469673799.88542,65454014401.00292,87895234594.21399,64554116295.93189,48383878947.781105,64668257221.89477,69847934805.84724,64633114814.75149,15365917576.162495,16889281965.135996,64527190710.316986,59020462152.458664,64748706279.29824,59171796352.117325,58857381571.35815,90421738664.18288,69837884388.56857,64501165670.91202,70055003231.64557,94051543651.75082,58836017971.32592,48381402222.35268,59287652858.77387,120071941501.60307,48390917588.81366,48398063426.36234,64610359890.29481,15464287085.77054,15315395999.131945,120377379545.9741,58999997188.994774,87872215048.7456,97893614537.11736,90722887727.87798,97753845129.1906,89791696479.56593,120093986753.81187,49130797697.847305,21751244446.013573,58908113928.9342,15140366714.913641,97747364274.72568,58858196248.37094,70267402694.67038,87843869542.9928,97745551566.2496,65919945686.990395,97755731470.72714,16953904494.087292,120066408864.9842,48394896081.7316,70075162089.16634,59411683077.1166,70036480990.4325,97755869587.66519,98159236565.71762,0.0,15373997837.187443,69802489289.06891,120062793684.46877,59473771170.44572,69890697729.4151,48400744400.569305,70037798526.8025,64609943761.79757,34552227839.28349,98365369954.93538,48439607515.42103,89795128130.04568,70054521858.93097,98226518776.6584,120072949873.13255,120071580183.06967,49312503655.74927,120077781756.32904,70095351834.73187,120198976781.20663,120075916344.06708,69840145436.17227,48697035615.65921,69803963690.5661,87847624116.75206,71663143146.02672,15648918353.259886,65005758282.13918,48927988636.58601,58966385675.587135,70069791869.93227,120069768713.75447,89791276777.46281,98298959492.68402,97868806560.96576,15512527716.518309,87842792715.80418,87930658386.38008,65087047072.31454,48688452591.84275,70066200189.41182,58938226483.198975,97812095112.80925,65871783382.85546,98176757330.34819,90421573400.13313,48423634284.737946,64656107025.10315,70004591017.30482,48372178829.338165,58858321424.69697,15551245729.616966,120070914116.22792,120066791271.28677,120132507928.20045,70247376788.31894,16413420147.669474,15249029255.971903,64609510852.845825,48386991365.950775,70514506683.75778,120075223271.01572,98193451408.20111,58876973281.99492,48977762609.153366,19122186158.880535,48372938969.489975,58846185973.443794,15082061110.999037,88072141097.9851,58879027511.982834,97815179800.02193,120068205416.26672,89790430663.8606
Dasatinib,62609336222.52735,85787746422.29822,96380866203.48666,118208239211.98048,85734814141.79509,57075632100.94243,96417209753.98085,45809872356.54014,118218430252.61021,3448681440.044059,96428635789.48854,61946714461.200966,88722057373.05325,61964921798.4506,62988533219.80289,85791906000.5225,62052673164.70359,45489234127.6978,62171073996.91487,67597455146.165405,62060990516.055305,4425923821.659725,8242773384.057809,62024628231.2936,57269006744.5528,62255120674.71587,57424965494.44077,57101301220.32419,88378048013.73814,67587144792.379,61997403693.394585,67812924548.498405,92088880870.28053,57078929891.87667,45486080630.225105,57544335384.70211,118212730000.82066,45496765607.808136,45504057133.21621,62111657701.65828,4754673993.43556,4231612886.6292176,118523004037.34164,57247911832.36533,85767884299.2433,96152395839.47362,88686382684.93964,96002977843.23961,87733637866.84286,118234914984.488,46282680662.13728,16014659539.291409,57153484511.31258,3458213793.156738,96003615266.65344,57096511170.41838,68030869395.0908,85738946080.03256,96001611598.23079,64352016946.97094,96011975913.63815,8390608949.28304,118207744995.60957,45501482416.73888,67834210851.98915,57666895586.13898,67792481867.36809,96005056524.38039,96415753145.89244,15373997837.187443,0.0,67551024538.74019,118203214942.53786,57736074904.73653,67641874319.807304,45506681560.800934,67795127706.562965,62110864406.4048,31245136553.175896,96625872110.8826,45548003817.66939,87737233113.369,67812628962.50183,96491329467.44846,118213648341.80266,118212465313.08578,46475320204.9838,118218793860.79504,67854690369.810074,118342366362.85443,118216918962.27774,67589902227.13677,45822038346.860214,67552098514.322975,85742890293.85484,69418897905.68484,5214930653.549642,62522158011.108376,46067616956.92032,57207999378.89874,67828089805.93567,118211104573.4316,87732272437.44862,96565067391.5057,96127137346.13974,4860686093.576704,85737913560.05457,85827814517.68129,62606545736.11507,45813214515.64502,67824419446.87943,57184242557.82353,96069402943.11339,63422140790.84398,96433589158.55739,88378261596.6052,45531485507.70319,62158719894.556755,67760809525.310646,45476756976.6671,57102286416.18204,4957698265.050681,118211698407.77385,118207349643.84167,118274071584.51031,68012032505.304115,6523070548.9117155,3934898729.844156,62110171632.272514,45492700522.69752,68286085899.89532,118216108258.08871,96457733863.33044,57121373773.747765,46121236140.168945,12207180250.781717,45477817336.27326,57089411047.312386,3186203258.3151636,85972725973.1236,57123722404.77422,96065480086.61217,118209055282.40376,87732317515.39494
Nintedanib,43417081417.21709,58251879808.06819,41557131192.78174,91868247293.91801,57945084669.38101,80122736261.52159,41626002252.31902,42383008214.760284,91872289774.16695,67577633359.00691,41657649311.701195,42811421706.257324,62686667777.12112,42807102965.441956,44376564442.09527,58047373122.46654,42969104877.80608,42025627457.29391,43196901634.30682,3300466258.6389523,42979218496.97238,67684172828.4061,67830281410.17815,42952853029.15455,80202543011.4655,43192275672.60448,80332832517.34798,80140295754.64342,61748462109.17257,2421317792.893939,42896068444.78868,6263373796.899034,62229590712.55493,80125154876.36835,42018978058.23064,80664720318.48642,91860452381.5007,42032740540.45991,42019687523.4232,43041013415.95628,67646178557.63927,67612351799.060616,92233935760.7931,80262119158.59839,57981625354.50065,40888408896.00356,61751352410.07346,40683986304.85277,60863087330.87828,91843240195.70128,42850999306.795105,68839474713.66647,80188162026.6049,67575251521.04582,40675763859.81148,80131781484.0736,24789780428.732513,57973981684.31593,40673466085.55028,83371116539.01236,40693762520.286865,68165916026.37257,91858122643.44199,42035862283.97423,6422465971.082013,80710038609.0326,6654773148.911155,40675507833.96564,41668469135.60855,69802489289.06891,67551024538.74019,0.0,91851256064.5467,80515760969.75685,3236765827.990835,42034170699.47163,6057171779.895184,42967027275.94495,71519069580.77142,42059287998.50956,42088717338.81027,60867611064.38375,6230737192.541259,42136672214.59729,91867580135.42117,91864577438.33937,42805635446.939,91873076909.25812,6615895238.804586,91875932280.1554,91872508708.3858,3966227474.5717645,42422056484.09509,2373880631.5129294,57964191099.959236,49349328957.941574,67646887608.86585,43957490040.39463,42729545143.670204,80199413804.31258,6366095557.873504,91866132792.68289,60863289941.561295,41789324440.81022,40906223167.38787,67651225523.572334,57956492420.409065,58093906046.24501,43613626624.18258,42386247169.96053,6617963156.438323,80173108749.28552,40780129573.65423,44904907607.806046,41640357085.10127,65189049203.743805,42097487739.98213,43115897892.15109,6336554305.844882,42014282317.88955,80129350041.03351,67683582520.3141,91864075010.63277,91858559040.49905,91903523816.64067,7482536604.086467,68086761680.40285,67598327519.40644,43041197869.17544,42035980270.38059,7982321286.352343,91927273117.95036,41923133857.59779,80160287894.49335,43281736921.99387,68641491777.637665,42014690730.648254,80124465964.22038,67571214991.7597,58300753864.64205,80164988986.48134,40816548968.04026,91860756867.10127,60861496891.52512
Sunitinib,71883747999.26067,48860791811.79437,68276323006.50402,1913470938.5740092,48477478406.551254,92695682728.83086,68353133903.1602,82865777097.78256,2684081898.7523217,118208063425.20773,68402949817.22925,71031321028.57298,56570465714.463806,71066725560.12154,72695853057.52008,48740185421.46715,71223513817.29825,82687629231.55194,71536123567.72993,91891446687.20726,71139186327.07251,118258860756.34981,118636282562.66557,71158576687.57143,92899284118.97601,71355875070.25505,93113108199.83055,92725412928.05212,53861718879.37573,91881287905.24777,71089925425.02592,92050110592.32074,60818047304.95089,92700449048.325,82686429459.7005,93279759471.44731,2173489022.571253,82690183759.53038,82699707601.12093,71199951328.2534,118279095231.3091,118245535378.1745,12749153277.789167,92930056934.86896,48625382713.65512,68107221998.15386,53970348944.2834,67740994941.41507,51935896167.4908,3273008177.4625173,83425247689.02338,119939029929.2586,92830724266.93736,118205560817.75946,67735696403.3113,92719662698.5419,95118798137.20554,48495629317.31859,67738627623.27045,100884971531.19185,67759596578.22203,118629148128.10844,1721231100.1184556,82700562706.8918,92065975689.1409,93393821004.22311,92043488778.0455,67742765309.298134,68370981187.24829,120062793684.46877,118203214942.53786,91851256064.5467,0.0,93331908980.94987,91929190624.7924,82706375348.46368,92022869826.06393,71257279835.3058,122598723363.86476,69147536603.40813,82750445180.9306,51951791497.28337,92046068023.21582,68890064353.61067,2284794831.75819,2011917497.342635,83418128208.68352,2955461517.830391,92088163545.27985,8986834273.648323,2673369484.4724975,91937157629.31233,82892506285.73062,91857245065.75475,48522126439.646965,78468935507.10233,118310970547.19968,72316814519.7251,83177411930.20064,92829087459.2225,92056826631.78464,2285823838.9848537,51934634284.76331,68723768520.73782,68015627403.96235,118282348096.06157,48497099093.17126,48786846339.97742,71995969499.1416,82879540587.96461,92064024711.355,92819748036.95668,67891507414.35315,72645332597.17026,68400401777.66985,59576204004.18015,82740685364.56302,71264441242.72221,92004686188.21059,82679761479.50964,92713995531.27884,118287939943.16695,2032683386.9441683,1788688146.9242454,5062452389.485286,92223292991.02327,118448278145.96951,118230050395.9638,71181359943.21078,82697224989.35136,92451456824.68181,4312069496.853786,68936374750.6832,92744551164.19058,83422317656.39694,119093254859.80241,82678399767.849,92708939314.39049,118196667700.03426,49631126156.245026,92752443207.71512,67830205317.70075,2003956334.7087436,51935190242.99052
Staurosporine,60683914471.217514,67884420186.80453,91731867012.75075,93337615614.24396,67808782913.284004,12317771468.548717,91763232397.2737,50499512153.76704,93350284574.21964,57737375621.768326,91794608771.368,59871244307.81979,71552180689.38263,59900927440.75935,60807895115.33948,67891570809.08843,59989451451.74076,50198896201.16539,60154047355.270256,80510841283.17815,59999655249.91708,57735637604.72017,58280108591.29846,59965918144.356384,13723716988.778435,60140063066.10354,14858779035.177052,12449366607.622374,71151089001.11072,80555610411.38904,59901361294.00246,80725902543.75229,79129232225.05017,12348478445.79919,50199242709.320435,14578553366.504032,93346024175.1766,50204872149.01627,50224514030.35877,60036227477.54552,57825479964.94975,57778881428.634186,94012929036.0248,13384078620.87721,67744277967.81862,91475972960.24605,72032512164.02898,91335786939.50212,70316410111.99898,93376922557.19777,51052423303.12013,58343946300.4702,13786041597.022886,57735917635.12974,91335517180.1082,12447600849.288263,80521638449.43054,67799454190.87891,91334139106.41501,41562199455.584175,91344530117.90266,58400304083.080734,93337420207.66109,50219515360.85578,80774128777.36621,15730268619.106735,80727068365.83275,91337739233.12866,91777340268.63138,59473771170.44572,57736074904.73653,80515760969.75685,93331908980.94987,0.0,80618943585.15538,50233992488.94038,80710334860.46301,60110165336.68089,70185037311.36996,92016884250.8603,50245249136.55033,70321931578.28477,80730395063.30836,91939814770.95622,93347592622.08553,93343553349.87505,51265522886.02303,93340944085.58946,80772607292.45834,93600678448.62875,93343841086.47359,80535683164.13011,50492446030.57718,80510614261.49269,67830299260.4375,72029453583.58403,57913349987.96618,60696654495.49271,50893006511.80626,12952347412.202333,80742369683.22833,93339173967.50688,70316941920.6794,91975797434.84409,91513276823.86853,57811421123.59237,67802587343.65195,67923248520.58647,60585036530.18882,50507319374.521065,80721202764.64252,13092019906.221088,91438558135.63257,61248591340.88711,91834458017.51239,73257194724.49875,50260678802.3368,60128537622.82173,80684802558.98605,50189672245.29061,12442885174.719563,57824850409.93805,93340476127.9342,93333289235.26524,93438623168.03726,80991529732.46205,57762518446.49661,57759457907.11279,60040727595.47792,50201764729.53984,81455040727.67076,93354920438.34589,91860425996.3417,12471855483.074543,50791005128.394806,59306520272.125175,50188863385.84432,12431994853.22925,57723166422.3732,68297584944.34836,12636069209.42337,91405101595.60764,93338951173.18039,70316450607.688
Tofacitinib,43541354369.4018,58347373682.84585,41673487976.60599,91945838048.74254,58040106045.36506,80226416258.97285,41742207740.9284,42494382935.2663,91952075299.87486,67668651783.74978,41772265596.786476,42938308024.11323,62774728710.27832,42929569893.6593,44479143171.512085,58142324870.87095,43094016270.34379,42140727439.04873,43321357915.28495,4077249574.896394,43107285704.28238,67775464157.88264,67920352727.32486,43079789622.59903,80305354767.64708,43318639528.04223,80435793519.55296,80243981063.5064,61837849559.29517,3395303515.5765114,43021338559.89032,6660917314.300862,62319108502.95197,80227990239.85283,42133807950.82353,80767330299.46674,91938123632.76767,42146625814.129745,42134026449.280594,43166235376.13641,67737331705.941025,67703352078.596794,92311046428.28987,80364766811.93423,58078454772.241325,41007062405.826546,61840753202.1338,40803159467.36842,60954385776.78415,91920887038.55716,42961424019.12952,68928676341.72847,80292380919.64,67666611196.79854,40792831460.163765,80235382035.08936,24895184370.834915,58068904749.381355,40790878953.66307,83469866055.47197,40811487835.84595,68255702074.19671,91936232934.98042,42149995025.88465,6767822463.721221,80812142355.03485,7025311662.5618725,40793469041.69864,41783281149.00396,69890697729.4151,67641874319.807304,3236765827.990835,91929190624.7924,80618943585.15538,0.0,42149302295.387886,6522443819.520499,42907211026.31602,71605242979.03871,42174053848.36291,42205481136.30499,60958794716.35582,6610965051.201775,42250337520.945885,91944851803.37138,91942140365.77782,42918147664.43572,91950337929.96811,6947553378.39982,91953751434.0122,91950345130.6504,4529955774.352368,42534993918.264496,3298876663.377681,58059509232.882065,49459260015.452126,67738189004.39766,44079821808.31191,42839585703.33591,80302864886.02835,6662562679.648081,91946258386.87703,60955131244.2382,41905357757.21599,41023610458.15579,67742323749.80613,58052467935.83235,58189614321.04548,43741149509.80452,42499077874.91204,6961512735.570337,80277647566.50076,40899051637.399345,45026222802.82742,41756911111.718925,65274246706.70037,42211778735.39699,43240193720.54816,6801763228.4856415,42126890550.84631,80232572440.47438,67774625215.64452,91944429327.88458,91938449471.76132,91981494993.12108,7797736799.341504,68176594828.995674,67689155206.98802,43166127994.65265,42150266022.48245,8323105959.167256,92005360000.85402,42038052898.95158,80263199115.60422,43390352855.67488,68730844209.1234,42127286541.765976,80228097143.09215,67661824957.92184,58395288839.0328,80267865947.68018,40933946904.68091,91940514656.62213,60953035331.91227
