,Entinostat,Mocetinostat,Romidepsin,Tacedinaline,Tucidinostat,Domatinostat,Pracinostat,Quisinostat,Vorinostat,AR-42,Belinostat,Citarinostat,Fimepinostat,Ricolinostat,Panobinostat,Givinostat,Tasquinimod,Nexturastat A,ACY738,Tubastatin A,Trichostatin-A,PCI-34051,ACY775,Selisistat,SRT2104,AZD-6482,AZD-8186,Copanlisib,Dactolisib,BGT-226,Buparlisib,Alpelisib,Idelalisib,Apitolisib,GSK-1059615,Omipalisib,GSK-2636771,PF-04691502,TG-100-115,Pilaralisib,Voxtalisib,AZD-8055,Onatasertib,Everolimus,GDC-0349,Rapamycin,Temsirolimus,AZD-5438,SNS-032,Seliciclib,HMN-214,Alvocidib,Ribociclib,Rigosertib,Riviciclib,Palbociclib,PHA-793887,Milciclib,R-547,RGB-286638,Dinaciclib,Zotiraciclib,Cerdulatinib,Fostamatinib (Free Base),Fostamatinib,TAK-659,Abemaciclib,Brigatinib,Crizotinib,Dabrafenib,Dasatinib,Nintedanib,Sunitinib,Staurosporine,Tofacitinib,Decernotinib,Baricitinib,Binimetinib,Selumetinib,Ravoxertinib,Trametinib,Ulixertinib,AMG-900,MK-5108,MLN-8054,SNS-314,(+)-JQ-1,Bromosporine,Molibresib,Apabetalone,Geldanamycin,Tanespimycin,Paclitaxel,CHM-1,Nocodazole,Colchicine,GSK2879552,Iadademstat,Tranylcypromine,Pinometostat,Tazemetostat,Pemrametostat,Lirametostat,Onametostat,5-Azacytidine,Decitabine,5-Fluoro-2'-deoxycytidine,Gemcitabine,Methotrexate,Actinomycin D,5-Fluorouracil,Pemetrexed,Cisplatin,Carboplatin,Oxaliplatin,Ixazomib,MG-132,Carfilzomib,Bortezomib,PJ34,Olaparib,Talazoparib,Rucaparib,Niraparib,Veliparib,Thalidomide,VHL ligand 1,Nutlin-3,Serdemetan,VH298,Iberdomide,Lenalidomide,Pomalidomide,Doxorubicin,Cyclophosphamide,Vincristine,Prednisone,CHDI00465983,CHDI00390576,TMP195,TMP269,NFAT activation inhibitor III,Cyclosporin A,LMK235
Tubastatin A,43500028426.691414,58293698700.83506,41646828748.32266,91907365269.08871,57986641648.88934,80117710045.30229,41705186239.58952,42459495054.069534,91911136533.31696,67624067103.71769,41746733834.95209,42894976986.771194,62725052382.62584,42891803814.69089,44458928393.635704,58088658572.16853,43053111752.84024,42102994973.31764,43279333153.41087,0.0,43063140671.84281,67730825905.21149,67876406398.58947,43037930064.6975,80197553685.90108,43275637513.894646,80327803532.81535,80135244028.45601,61787696438.40411,3683738657.298208,42978621719.42929,6800880120.438567,62269334611.56406,80120190256.80885,42096098500.761566,80659511855.37349,91899837345.58107,42109720735.709366,42096254844.479935,43128667566.57168,67690246119.37644,67658957468.69265,92273345944.40393,80257175543.29822,58023517628.80564,40979848599.30853,61790438726.23945,40765229873.466995,60903244231.466545,91879256214.94705,42926891208.19183,68884985442.45905,80182346113.10912,67622219791.40881,40767115725.89993,80126562531.61899,24929994736.096382,58015597577.33805,40764754570.600975,83366041622.88177,40784875920.43636,68212036592.66151,91897727898.36594,42113068099.03763,6884113417.402833,80704950828.36914,7107012855.089033,40766807895.62826,41757749877.78518,69847934805.84724,67597455146.165405,3300466258.6389523,91891446687.2073,80510841283.17815,4077249574.896394,42111416378.77122,6567987328.875796,43050171564.64942,71563089719.46762,42138366110.771614,42165655960.28644,60907601491.47359,6719233318.296386,42224906552.05115,91904094188.0936,91904359287.0846,42880709950.052864,91909631236.16138,7046151183.008259,91915235726.67,91911951381.53954,4772142521.907442,42498133193.81922,3481849245.336194,58005767896.19471,49422913642.21631,67693700779.63256,44038100491.40389,42805485713.42679,80194311404.08315,6814623430.023771,91905351193.29301,60903874501.937996,41878662180.97845,40997438977.983696,67698085796.952774,57998893961.34506,58136054203.30854,43697344952.0313,42462599575.00655,7067331561.82641,80167900524.24551,40861208310.909966,44984450634.544464,41729924534.713326,65226854064.262344,42167519430.4583,43198681499.5232,6816163625.046161,42091627132.30065,80124201288.26761,67727850777.8391,91905976484.0076,91900471266.36397,91943094325.78098,7886068937.514643,68132633619.855095,67644428267.53644,43124085555.456,42113556669.95266,8423826573.621856,91967304214.8723,42002187261.54924,80154788985.18234,43356852869.225105,68686947070.82998,42092015262.44248,80119208687.12924,67617441898.509735,58341700974.80764,80159864036.28981,40907516551.04451,91902290059.15237,60901020268.10045
Trichostatin-A,10824840517.359915,46545330053.5326,48165891722.77037,71155999127.84897,46220202480.07419,59259221648.78092,48273545506.24464,28112128001.01448,71168648129.17805,62079180380.18976,48290628228.25148,5003574633.895842,51430043691.58044,6189836109.617086,13285073002.371511,46412541624.43222,6824844099.84376,27574618523.73432,6453770588.778792,43063140671.84281,0.0,62183453269.90767,62627375159.1832,6365993852.274532,59471258348.34872,7419739056.387319,59757775089.88528,59290041098.95335,49312364193.48625,43043273769.82466,5738827011.163677,43392899302.69001,56725807271.89133,59262742906.284935,27567684743.30024,60115627212.94607,71158265321.71703,27583394057.93816,27601713117.248928,4758740385.255005,62166654109.72895,62134800971.54709,71910594539.00623,59517398181.7291,46252844402.48397,47805209785.25993,50320891301.54041,47402010094.481445,48242861055.162224,71161338265.25049,29314985398.18357,64322161307.265366,59521828573.227425,62080706473.783005,47396816590.290054,59285370639.33445,48614939028.213,46230677875.79021,47399724595.87718,67247761002.31251,47420358371.25826,62758407552.6692,71148137740.62764,27601473783.393284,43430084929.26452,60146040700.422195,43382711898.88084,47401187659.991325,48270563629.31048,64633114814.75149,62060990516.055305,42979218496.97238,71139186327.07251,59999655249.91708,43107285704.28238,27624194097.617218,43349389993.18759,6927120044.882752,69235887683.97723,49135390483.72449,27706499176.96743,48253869781.53849,43397055453.45465,48745095198.8768,71157167940.12787,71157597685.27869,29005714150.398266,71181386528.96542,43468014198.37779,71481095585.45717,71172750945.54877,43127561458.01159,28181012803.32695,43002854553.94979,46247912546.93435,31757639839.88565,62248278934.33248,12122703272.728012,28663384749.912716,59434021779.313896,43415750858.44352,71159115446.3611,48237551600.59645,48620707719.62868,47675336739.89978,62205028150.61258,46229101329.34753,46489485680.362305,11259624697.714268,28136458955.051807,43446201273.39523,59388231625.51473,47554321842.19986,15964018524.601913,48270116347.90961,51434826189.93241,27666995827.528664,4372431349.405889,43315995827.94549,27551370763.57836,59277720572.81989,62237501392.679794,71156491312.79956,71150977507.6258,71248214290.72417,43766475977.616394,62437583323.55807,62110322328.700066,3201577920.7140923,27592521289.97432,44187397854.04746,71216794039.77953,48397360621.61503,59321463583.56671,29373232863.106876,63697730252.70314,27551624863.090916,59270634038.56144,62066548705.04436,46900383797.897705,59326374970.28041,47239289534.205376,71152716624.92017,48236144257.53546
PCI-34051,62657108475.7765,85854981591.13165,96470120384.58159,118263691087.98756,85802175036.67924,57075190531.62176,96506128519.58621,45963972485.31499,118273645240.96394,3520805490.1015215,96524876969.4812,61995638962.81184,88787229630.27997,62013485601.73722,63036120333.3831,85863080394.57799,62101295917.95464,45643968536.25483,62219865838.87176,67730825905.21149,62183453269.90767,0.0,8255033657.568045,62073523219.31648,57268732882.331085,62303457104.94384,57424478233.92056,57100470583.70117,88443742309.24014,67720636346.21575,62046340636.669754,67944817593.16696,92151553001.86264,57078422408.61966,45641225538.29989,57543864855.69502,118268077858.49287,45651551496.3856,45659158106.30332,62159421946.865166,4692532391.1228695,4129831228.411229,118578179278.94829,57247626086.85817,85835439657.6453,96241654265.904,88751562797.70515,96099342809.72424,87799808793.8887,118290649442.42026,46435137496.45177,15990170520.964409,57152698605.467896,3483430203.8149476,96093059535.27036,57101499546.10224,68163722277.782974,85806688011.50851,96091053593.74612,64356132743.903366,96101090606.1888,7701565332.943907,118262634780.99336,45655653246.83271,67965078340.14606,57669921088.96793,67925385509.80536,96101723933.05208,96511683315.52876,15365917576.162495,4425923821.659725,67684172828.4061,118258860756.34981,57735637604.72017,67775464157.88264,45661511539.01368,67926425108.61918,62159402773.872826,31258264213.70471,96721380061.71371,45702955302.623,87803300882.65416,67944053142.2021,96580403455.21655,118269025877.92996,118267757072.09967,46626860035.55275,118274055894.88474,67986067429.74049,118397233996.41948,118272129417.0415,67723256185.39867,45975528646.36443,67685582335.378944,85810643126.99922,69461761488.43027,5208740020.019433,62570620794.69951,46220594737.917786,57212772100.31627,67960113057.16479,118265943458.82532,87799353896.82098,96653716863.01088,96216479350.34653,4850669443.497813,85805694722.09134,85895315122.58514,62655419740.35752,45966922823.4969,67955967893.89963,57183775562.84809,96158469443.2207,63469559930.63392,96529616401.59131,88443905845.8942,45685828053.7904,62207541797.34136,67892554007.89353,45631567148.22849,57101609328.31397,4974555298.606837,118267243667.02611,118262833064.77936,118329718760.96007,68143083101.85063,7249534324.803787,3917687568.4729543,62159241644.70291,45647464733.179214,68418293618.15971,118267741744.12791,96546570918.88684,57120549967.7283,46272775727.23532,12118894221.304432,45632666329.81695,57088905458.6011,3218754867.1586123,86040463853.22963,57122796349.96573,96162087717.52032,118264507724.29008,87798488810.42497
ACY775,63097123034.47165,86232414480.49661,96617695327.2067,118637888900.96619,86178904445.1155,57625983548.71951,96653746904.00218,46455988984.60764,118650223368.28116,7779801871.535119,96672482657.74399,62440093604.16325,89151381903.5521,62458462601.62639,63473573534.72944,86239033971.27393,62545053451.33542,46139813626.09638,62661399012.81149,67876406398.58947,62627375159.1832,8255033657.568045,0.0,62517193745.90843,57817580486.234566,62746025965.111465,57971924358.507195,57651307837.74322,88809674041.43524,67866247657.78719,62490453332.42976,68089395605.5332,92503100309.40291,57629049622.857185,46136612902.70084,58090122512.030106,118644467469.4727,46146745759.060776,46152665904.37594,62603427400.792915,8435286705.577351,8170944918.1893425,118953642924.3663,57796651151.23866,86212487314.85817,96389417067.69829,89115885786.9043,96247594782.90192,88167740192.69818,118666669219.24896,46089590722.114815,17473059467.235085,57702885741.64103,7776144776.3806715,96241195398.98262,57651845468.703674,68308278751.1331,86182777156.16983,96239127141.31825,64845255483.77661,96249463661.62454,10922798543.11565,118640455364.69348,46151328001.78133,68110487366.66704,58216768787.28387,68070294845.799805,96249681491.18869,96659168068.54346,16889281965.135996,8242773384.057809,67830281410.17815,118636282562.66557,58280108591.29846,67920352727.32486,46156831144.35209,68071571878.56203,62602228774.74828,32023333936.439938,96869102215.5693,46196097717.73003,88171091997.86627,68089327370.99608,96727906599.943,118646577406.2131,118644015876.7663,47110633251.215866,118650434256.2359,68131039732.205414,118323339159.32005,118649555339.07245,67868612226.68495,46467599515.26612,67831301290.623085,86187618340.8452,69858861192.48773,8726047702.659883,63011008988.21755,46709736496.00066,57762115712.85772,68104541971.58744,118643935727.83745,88167117079.91208,96489352793.933,96364416232.1624,8517884129.168205,86182046234.31633,86272216340.23378,63094729910.81872,46458817506.777695,68101143232.91798,57733641796.56679,96306731165.13724,63903846364.68609,96676929039.98367,88809918125.88258,46179789145.306465,62650309351.60737,68038145323.37044,46127399747.717865,57652318327.08638,8490851219.6584425,118644498299.71637,118640323593.0611,118706862543.2987,68288213318.212006,10074181183.67095,8013890574.333722,62602287203.52395,46142875670.665054,68562352252.84683,118648901462.35802,96694148556.28015,57671119023.19247,46762468830.70196,14055732305.318073,46128539062.3331,57639598384.15382,7659246857.357369,85909203616.59222,57673460615.5216,96310076896.79532,118641577775.85167,88166179676.60544
Selisistat,10368094920.52719,46536989973.8678,48124858478.941734,71171175614.07933,46217703520.2823,59225051227.36153,48233042335.644875,28038357892.888004,71184148456.60197,61968235076.87577,48262802646.61013,4247685601.008651,52921046114.8144,5333464653.656848,14212894180.542633,46406481755.912415,6037940121.620249,27493658365.322464,8215346312.91228,43037930064.6975,6365993852.274532,62073523219.31648,62517193745.90843,0.0,59438850356.87307,6731804651.867753,59725417406.38981,59257821110.566154,50865883054.659164,43016207060.64644,4806970125.629221,43366445016.512375,56720555586.07236,59230974980.05982,27494775532.81936,60083366727.19136,71172879406.54651,27507137458.574463,27518184204.170467,6904082273.717336,62056827186.53438,62023684942.11932,71925917996.63872,59485787778.0251,46246274163.85282,47764869739.33772,51839497448.28634,47374614902.04731,49825051823.437546,71181057435.29153,29243171405.590508,64214829608.689476,59490269087.11078,61969564676.69592,47358928337.00296,59256009249.27643,48590599489.581314,46228331196.35552,47358031520.7712,67221692265.02377,47379950871.83693,62648640578.25021,71164554849.365,27519804363.71392,43403374436.26204,60118441252.55205,43356147673.796425,47374331600.03452,47993276805.804665,64527190710.316986,62024628231.2936,42952853029.15455,71158576687.57149,59965918144.356384,43079789622.59903,27550887951.582516,43323242168.62466,6147383805.652898,69137054434.87679,49108541488.084496,27635650543.55298,49836825553.03409,43370456605.637634,48708483700.68155,71176291545.26494,71176876129.56104,28935040673.230713,71196209730.75664,43440117326.93952,71500768597.7028,71191139712.97679,43099085148.13341,28106980578.015778,42975029303.333984,46240535945.371895,31613859548.40111,62137830513.6432,11806605960.007332,28590560372.565018,59406121159.70924,43389114183.34038,71175256375.49052,49823166826.07507,48584656611.2846,47629955107.32289,62094133526.43188,46220269050.05888,46486793189.0899,10808107728.723133,28062984402.877,43418884678.87877,59354149388.99249,47513398109.23635,15752227891.313414,48242631092.88528,51427508426.7959,27593879748.244396,6637398301.308361,43290182247.79206,27476979751.702503,59243980358.31782,62126723861.860016,71175518149.12622,71166446437.48625,71267572565.80302,43742330696.27425,62403124798.694244,61999076087.21484,5989922099.959668,27508142372.75551,44160561269.0913,71231752967.33122,48642758112.796135,59289260201.18233,29294938646.1893,63589314364.046455,27476769835.08931,59236297071.45402,61955080825.82814,46897820091.533295,59295852199.57337,47501981285.3979,71167997416.21523,49819825338.7732
SRT2104,60163111169.37274,67362497819.14063,91304209420.82574,92905015772.27022,67286297994.409874,6099815926.905972,91335771318.89949,50058297247.11984,92917361042.79398,57270382657.36494,91367329536.2486,59341851682.50325,71057206720.60635,59373151711.22702,60288386016.97815,67369796273.74153,59462630519.15133,49755176630.311935,59628657095.41049,80197553685.90108,59471258348.34872,57268732882.331085,57817580486.234566,59438850356.87307,0.0,59614413919.02578,10286832123.533146,6318390270.571366,70653893195.47377,80241645810.26729,59373711214.90523,80413936425.31018,78681970643.71184,6154877152.75615,49761996855.17134,9898634538.447203,92913446358.66277,49761292409.452126,49787694410.964264,59509632153.95417,57359313410.467125,57312436824.70506,93583556214.48096,7994854540.6252575,67425910202.36659,91047151836.18494,71540946092.60153,90906652679.90953,69812804996.07654,92944475051.81686,50622727231.90425,57881752328.52855,8691818303.895222,57269050615.10477,90906367162.39514,6360108675.343751,80209271519.94391,67276888140.86202,90904643241.22408,40161536270.944756,90915375541.83719,57939033911.43798,92904883609.09361,49776074581.57835,80461112392.54356,11528657572.861425,80414712014.56662,90908299777.93694,91349900034.4024,59020462152.458664,57269006744.5528,80202543011.4655,92899284118.97601,13723716988.778435,80305354767.64708,49790575952.89322,80397923924.45341,59584445410.72258,69801553727.10417,91590568911.56741,49801930663.14901,69818401563.18953,80417184132.23468,91401905073.34164,92915005290.63464,92909730084.13666,50837478026.99055,92908371771.02281,80459694989.89822,93169287243.26918,92911304370.51035,80222725341.36404,50058037505.389,80196526016.30542,67307986737.165215,71591237682.96231,57448707481.98466,60174427617.35635,50461948261.21951,7314467316.811442,80429267009.78027,92906651457.90717,69813249317.12344,91549191098.64676,91084620060.96529,57345425506.316696,67283816816.38662,67401712604.98417,60063180904.01452,50073008156.30709,80408120017.47824,7497376412.178916,91009604579.02972,60729137241.43667,91407362181.53053,72773865239.0945,49824138143.09386,59602856603.579704,80371448530.76276,49752597425.80092,6311754932.968039,57358582201.01886,92907859531.15608,92900775074.92802,93006517208.69188,80680182250.32489,57295643341.07943,57292752946.9019,59514364423.85569,49758215407.694855,81146378990.61707,92922487307.58905,91433373669.91545,6407194282.387351,50359073130.043686,58852988867.74602,49745102693.381424,6326852013.607358,57256153673.30822,67778870614.74828,6738251682.793821,90975915154.8531,92905525693.22693,69816411855.9259
AZD-6482,11046108018.521608,46870210250.35665,48411768677.24108,71373582736.95709,46547721738.40733,59401254612.87904,48519729577.8169,28522168084.87081,71384990100.45999,62198884428.625275,48548545016.25391,5702056992.682345,53209179964.77713,6560918799.420334,14722093269.263994,46740135443.8895,7155451816.563809,27994454698.73161,9060529990.98392,43275637513.894646,7419739056.387319,62303457104.94384,62746025965.111465,6731804651.867753,59614413919.02578,0.0,59900062252.014465,59433388942.56687,51165769457.175575,43256012372.577995,6146915016.923193,43603792607.03181,56994107285.35755,59407084056.51337,27973903452.234806,60257163530.839516,71376027102.45169,28002059895.514,28020295633.206085,7901792411.650084,62286780368.253,62254012076.30998,72124681441.86401,59661281952.118385,46580102111.441795,48053869748.86598,52138592860.04881,47665982269.729095,50135995588.98665,71380045373.36916,29708455439.076202,64437390987.84596,59664999188.565445,62200285812.76849,47646724604.7603,59432398632.61626,48802725802.59439,46558558298.2664,47649666393.57143,67377248414.892456,47670818196.37226,62871547099.12154,71367110639.80252,28020702573.5292,43641012420.89157,60292160826.79345,43593575606.31746,47665438710.898186,48530040750.08172,64748706279.29824,62255120674.71587,43192275672.60448,71355875070.25511,60140063066.10354,43318639528.04223,28042517389.040302,43561123807.62333,7262123380.651337,69344058238.76729,49389452060.74415,28123525692.23552,50148050401.48935,43607348803.4523,48987778857.60441,71375280481.20041,71374466585.24297,29403362897.96847,71397626185.36885,43677897654.66297,71698870122.29959,71390673832.86658,43340325116.88773,28590133822.225998,43215256137.82074,46575664467.70396,31842858992.83923,62367983633.39294,12407612825.889349,29066976772.589245,59582115543.85161,43626232796.483574,71376073776.3277,50134308387.64695,48865126369.40896,47924207002.2035,62324401425.864525,46555567950.725815,46814829374.6429,11478252553.09801,28545966762.666023,43655450963.73877,59529986872.96969,47803496925.36458,16201785745.858835,48528794729.54921,51729229267.23166,28084507524.94201,7669079369.444369,43526445878.3618,27970424173.21965,59420045042.49655,62356929677.93756,71374596278.64795,71369035598.61691,71466412477.42572,43975641594.85038,62632185568.725044,62220916251.507286,7059489021.040005,28011025847.696682,44394054520.39897,71420620595.53093,48923486394.69199,59465319118.86593,29766638231.83936,63813982572.21865,27970760702.072353,59412691817.62862,62185867180.73416,47222894117.17136,59471975602.2498,47792223940.449745,71371150698.31567,50130146514.251144
AZD-8186,60446279766.0363,67579668982.28331,91468271636.35103,93118930134.89929,67503902173.92014,8351706047.6714525,91499719543.40201,50292017466.70826,93131081286.33324,57426242786.31345,91531151581.50868,59628896513.92514,71263209429.89037,59660028146.78945,60570971538.28463,67586991347.92337,59749123527.16089,49990449139.677086,59914210618.29257,80327803532.81535,59757775089.88528,57424478233.92056,57971924358.507195,59725417406.38981,10286832123.533146,59900062252.014465,0.0,8517902969.488956,70861064170.04668,80372639697.75185,59660734617.539444,80543833192.78429,78868084957.8205,8395365000.40049,49997060682.16567,11426522848.522913,93127265919.63887,49996413742.2679,50022684613.86493,59795906548.31378,57514804415.96325,57462377712.2433,93795595179.83528,9824904439.961077,67642994861.59099,91211570840.39464,71707961316.23746,91071077886.07336,70022477421.33946,93158267892.43987,50853954091.18749,58036164247.77115,10399222114.657558,57424750055.24825,91070798270.48988,8547538389.219135,80338692523.22118,67494419804.0403,91069406223.84846,40565785659.42819,91079713690.62186,58092829189.58566,93118726687.36565,50011033220.44287,80591716069.60658,12864919219.500132,80544611298.29567,91073055850.19319,91513233691.4691,59171796352.117325,57424965494.44077,80332832517.34798,93113108199.83055,14858779035.177052,80435793519.55296,50025439145.697365,80527921039.08421,59870321649.603386,69929396280.72919,91754152611.55609,50036742873.841446,70027911415.8986,80547793484.15952,91676791617.16699,93128515732.73024,93123541717.59688,51067717552.50502,93122157548.54369,80590208390.82391,93382543773.15337,93125237499.6054,80352813254.98997,50291774838.12963,80327656250.66124,67525539452.446144,71829451587.72382,57603957529.167984,60457667525.49829,50693762596.43615,9271548050.023136,80559882401.77083,93120369293.94112,70021564638.18195,91712950330.59499,91249023890.73659,57500624792.84068,67501297217.53232,67618859083.05322,60346909555.43552,50306475910.60024,80538655538.05373,9423317413.776417,91174158343.37901,61011694639.84143,91571199614.11287,72974965935.75471,50059014441.89797,59888753917.61128,80502166545.17862,49987666892.61858,8500670292.323406,57514132230.88819,93121827241.59828,93114711180.9895,93220240011.6776,80809583756.96275,57451542842.252655,57448464645.27722,59800676861.42146,49993369991.15054,81274398235.42859,93136279111.33421,91597242803.3794,8584725255.591972,50591317429.82733,59004474451.42825,49980248376.22032,8518944787.331883,57412067392.47701,67994755721.127365,8823446154.211905,91140503089.15405,93119320688.39868,70026020788.9079
Copanlisib,59983029568.17187,67187644645.73103,91229323096.35837,92731371652.04024,67111511829.83808,1972444573.3348005,91261084057.27354,49832988001.4152,92743728452.77469,57102353356.25205,91292524955.10468,59161341440.367065,70891790532.00352,59191626000.134865,60109682546.21192,67195150483.84341,59281537300.946754,49528506374.32302,59447377988.41977,80135244028.45601,59290041098.95335,57100470583.70117,57651307837.74322,59257821110.566154,6318390270.571366,59433388942.56687,8517902969.488956,0.0,70487480341.70343,80179777854.46144,59191679167.98267,80351642914.59496,78532322610.57378,2031382333.9007816,49535412136.10811,8043847491.723074,92740049399.6562,49534668143.68961,49561213195.57392,59328584583.15704,57191378204.14474,57144750589.70165,93410702010.1959,5517485403.0299835,67249987254.54319,90972078546.31526,71375412417.89307,90831565928.09337,69644496794.74951,92770665101.19878,50399923256.241615,57715825091.24001,6480957781.277236,57100831574.203156,90831293203.63445,2661142713.1746655,80147734117.2159,67102162032.699745,90829324992.32701,39741061136.50611,90840035177.08989,57773240431.92392,92730856046.8668,49548422508.14514,80399398650.58218,9972373944.092894,80353270633.57661,90832349100.36394,91274105280.31918,58857381571.35815,57101301220.32419,80140295754.64342,92725412928.05212,12449366607.622374,80243981063.5064,49564056258.19026,80335846214.31157,59403106657.860115,69663786622.41711,91515854691.35251,49574602762.32425,69645505176.45773,80355769059.34485,91438579452.34259,92741219676.15353,92737029291.63031,50602655218.9874,92734297278.01804,80398225354.24922,92995884582.49478,92737636206.65057,80160807659.33553,49832559142.20265,80134514216.84396,67133427290.16753,71440185448.61623,57280922195.113754,59996342090.52472,50236825883.689125,4321712504.240623,80367892997.9684,92732541309.65897,69644482466.63345,91474679284.09883,91009610852.54422,57166306067.40505,67109203708.05419,67227164890.637955,59882780347.43468,49846832515.900665,80346810809.17162,4785731265.297829,90934463072.33673,60554541619.04364,91332585433.6622,72612266886.59668,49597743763.50431,59422574388.68301,80309222806.66267,49526098360.46833,2545543221.3386793,57190787721.76256,92733906410.32184,92727030160.3584,92833033719.24216,80618643068.31003,57128005059.44268,57124890679.297844,59333475978.69121,49531387069.7603,81085041972.3214,92748717630.20929,91358686485.39177,2743994866.4666476,50135249141.53259,58689489174.562065,49518262731.55816,2604915700.302062,57088274974.49455,67605299801.49757,3398264137.7492213,90900773805.59966,92732743132.56812,69647637075.14644
Dactolisib,51688135572.55166,24277411346.13223,51796637512.74799,53885165114.906494,23702504005.482536,70461493944.10732,51874004420.70114,54809448062.69929,53898254884.31488,88388995141.50626,51915500474.18907,50719061172.716064,24579598617.475075,50754659621.16558,51068362220.39192,24125249713.966953,50920955907.84992,54539039898.81152,49750360241.329,61787696438.404045,49312364193.48625,88443742309.24014,88809674041.43524,50865883054.65909,70653893195.47377,51165769457.17565,70861064170.04668,70487480341.70343,0.0,61754069300.32033,50782784112.098335,62034881330.78242,40176053309.63861,70465368351.42352,54557585235.37623,71071702750.76591,53881138786.35555,54540118498.93141,54580878158.99199,49383643304.58036,88458422178.05827,88425689261.41615,54976793962.77893,70688745938.62395,24008946143.49306,51619565869.22474,19417383499.17153,51235591664.32242,14644865414.984188,53932706906.80573,55445870575.7197,90181703282.23595,70584942860.74829,88387821507.79092,51228950563.58526,70484115361.66718,65261625347.89265,23725847027.32587,51232303552.16219,77456557106.55795,51253725349.709816,88938631600.37526,53877794351.91626,54552995854.89073,62053095749.03156,71326957191.60176,62024279765.281044,51236603191.25943,51894988048.763336,90421738664.18288,88378048013.73814,61748462109.17257,53861718879.37573,71151089001.11072,61837849559.29517,54577908985.24664,61999617620.94832,50957179674.40774,91999983595.24109,52723612312.435455,54613189978.99298,14717558159.96813,62030148844.082954,52318159641.31237,53889122602.31724,53883731735.74101,55491108619.54658,53905216083.55175,62083441976.94015,54333639687.54854,53903168521.646866,61859514381.59305,54858498969.05996,61745311667.53886,23774683209.840847,57186908279.21573,88497883121.85071,51980458132.225746,55219385204.92931,70593475576.16774,62043430541.18305,53887549902.918884,14643786837.325392,52229159654.993484,51534692974.25221,88465803335.33037,23751558330.355778,24203011392.82466,51755368561.399704,54846881015.454445,62044983947.59593,70585729996.17662,51382653526.9307,52510182060.932465,51922053953.6539,46269578199.85523,54608193146.94754,49452909286.957275,61978059887.87407,54549653896.23185,70474435145.93517,88476435076.58176,53886296340.457954,53878357243.764145,54038542785.33256,62255155406.3999,88683129775.90486,88408746086.22597,49371248268.84581,54550095933.61083,62438656832.34902,53988793412.48404,51318366958.117775,70513215702.05205,55484456430.80315,89299618532.1352,54543780407.42874,70472511466.5378,88378261489.10855,25435576067.83751,70527067761.67474,50145276318.7496,53881823365.79284,14648607411.10206
BGT-226,43480784316.49347,58283322061.35764,41593460828.10037,91897524706.7721,57976001291.62153,80162784103.78511,41662039535.458145,42442623100.87358,91902026297.5375,67614196844.30036,41692209527.06861,42875251964.97847,62715094046.10276,42871759893.442986,44437891494.40453,58078051162.47311,43033145566.75107,42088151309.467865,43259576358.65138,3683738657.298208,43043273769.82466,67720636346.21575,67866247657.78719,43016207060.64644,80241645810.26729,43256012372.577995,80372639697.75185,80179777854.46144,61754069300.32033,0.0,42959168799.185326,6379875398.232215,62258976854.3581,80164337631.29874,42081262068.763,80704415903.44049,91889770319.39996,42095455776.677,42082387761.42506,43106312876.471664,67682624300.521385,67648476093.83805,92263510822.64835,80301185597.6532,58012614421.46402,40925190240.147194,61780227627.376274,40720922271.052315,60892486050.240074,91872635444.08458,42910029276.815,68874980195.74219,80228604746.28958,67596695104.97426,40711297793.847694,80171573978.47725,24817490298.199112,58004897403.75478,40708673583.417274,83408717898.77298,40728947201.48501,68201622298.10182,91887387580.19202,42096215469.35818,6532233706.230286,80748872158.68596,6757717724.712419,40711456518.17652,41702909289.9309,69837884388.56857,67587144792.379,2421317792.893939,91881287905.24777,80555610411.38904,3395303515.5765114,42096776138.75475,6175179953.194758,43030612639.5241,71553584261.44574,42094525722.333084,42151280108.80589,60897531328.43176,6327443347.375338,42170864761.64455,91896935398.08914,91893801398.30476,42866832241.81549,91902845988.99672,6704504703.156228,91905212991.78384,91901752657.70874,4152655981.9568357,42484028492.53611,2631216884.4060283,57994943333.62877,49406445698.303375,67683344431.9429,44018913574.96537,42788850805.67078,80239245129.54248,6456613778.558221,91895986255.45352,60893152166.28786,41825181758.97496,40941574477.0784,67687716571.59148,57987351020.660614,58122003149.2603,43676121921.59001,42446175455.13553,6732932269.412747,80213869298.00249,40817095674.911285,44965474018.74538,41676519501.15039,65216359499.78935,42159797723.14021,43178829837.23112,6501265287.412069,42074207197.193436,80169023960.41306,67720029044.57277,91893350527.32903,91888002709.99095,91932655174.87808,7590648956.150662,68122636964.19803,67634650145.11721,43104358864.72334,42098903587.856476,8081107967.516722,91957217283.89876,41958850164.12322,80199805739.51259,43339978522.31592,68677036788.150795,42075017308.698715,80164270152.99045,67607260731.832855,58331261857.804924,80204439878.90656,40848436963.09678,91889380767.85916,60890861173.35209
