GSK2879552,Iadademstat,Pinometostat,Tazemetostat,Pemrametostat,Lirametostat,Onametostat
45983964.5,41473779.5,47613184.8,21844456.0,45541584.6666667,40249231.5,46678575.3333333
743454702.166667,1028760082.0,740887458.833333,872408494.833333,986920628.833333,941558810.166667,941078482.166667
128976474.166667,149463136.666667,122475765.166667,119482875.333333,164593116.0,137025429.666667,118707059.333333
192820794.5,128413844.5,379606618.5,93090306.6666667,184218520.5,172100824.666667,115938272.833333
801129783.166667,676570196.0,671008601.0,457553781.166667,787195760.833333,649982679.0,476902463.333333
7485638.0,,16210997.0,7099589.0,,,13655164.0
,4581159.75,0.0,,,,
5899027985.83333,8056376447.5,6671555528.33333,5792920865.16667,8465227419.83333,7207192807.83333,6291189368.0
15515641632.8333,17920325718.3333,18440517400.3333,13055092085.0,21112519266.0,18178054173.5,14175359522.3333
428665213.166667,459742404.833333,336570768.166667,439140284.166667,584507371.666667,564644691.666667,442403150.833333
,2841462.0,,,,,
682457562.5,810665474.666667,706927291.666667,654671745.0,931228997.666667,808204643.166667,755508239.666667
1121394893.83333,1602360594.83333,1281774392.83333,1338234752.0,2285583842.16667,1784225716.33333,1657376397.66667
511488053.5,520921398.5,615728597.5,373925427.0,666056253.166667,565845461.0,422346887.333333
145713977.333333,168793393.833333,177551583.0,137917356.5,240268432.0,204970811.166667,144461089.666667
6701831.5,18172039.0,5992097.16666667,6115682.33333333,9622036.8,10006883.3333333,5789547.0
14900230.8333333,13164500.8333333,12901840.2,15074096.2,19799504.1666667,16330421.5,14809303.0
22375642.5,21358123.3333333,34791996.5,35593755.1666667,32799300.3333333,27986704.3333333,31880827.8333333
47873383.1666667,68473675.3333333,39835345.6666667,64233956.6666667,82048770.5,71398127.8333333,60824086.5
8353876269.66667,7126165295.33333,12156494137.3333,5920696773.66667,9086770534.0,7991828322.16667,6869620104.33333
304365277.166667,335497654.0,325954810.166667,315187478.333333,380810648.833333,334598459.166667,312395214.0
10053083.0,13453296.3333333,22460591.6666667,19748262.8333333,13768597.0,12867287.0,22142344.0
65674881.6666667,79011842.1666667,79431856.3333333,64956769.1666667,95602368.0,77904473.5,67597873.0
329368428.333333,375781952.5,212548471.5,381900760.5,374805680.833333,339442712.5,370118274.166667
3448346123.16667,4272874586.66667,4261816758.0,3170872361.33333,4786375748.5,4130026419.5,3392885091.83333
7338103.33333333,9990720.0,7329993.6,6570504.0,13761832.6,16425591.75,12754575.0
3760861.5,,0.0,5095877.5,6060615.0,4819394.0,4812276.5
,,,16879520.0,,,14314645.6666667
1788759.0,,,0.0,,0.0,7776573.0
229582684.0,424727613.5,188657618.5,505171771.333333,613731382.166667,555184118.0,519821664.666667
,,4385965.75,5664065.0,,0.0,
9865678.0,,11982609.3333333,,15615569.0,,
465291405.166667,670604156.666667,567546064.166667,507981320.166667,649379322.833333,587593490.5,516088307.833333
1059982427.66667,1679424021.5,1041109645.33333,1571154188.33333,2067742759.16667,1748585780.83333,1549992092.83333
13209793.25,11919906.0,17295685.8,15553493.75,25443128.6666667,,10945941.6666667
964463396.0,1294485652.66667,1067269268.16667,1126808994.0,1546745381.5,1320929813.0,1177059810.16667
14297582.0,19227817.6,15131039.3333333,21494850.0,28000391.2,18566856.6666667,20981226.6666667
718899101.666667,831307448.333334,717215106.333333,692676230.666667,1276452133.5,1153569249.33333,795265219.666667
520201285.5,513173521.166667,873309344.666667,387274742.666667,594040298.666667,549625539.5,469257100.166667
0.0,,,13863472.5,16494402.0,9553999.8,16464736.2
2628484613.83333,3118470151.5,,2496695775.16667,3547059553.33333,3056651107.16667,2717590516.5
,,,,0.0,,
34066823.6666667,9566300.4,10533778.0,6975875.66666667,0.0,,9166659.0
1620149839.33333,2354449321.16667,1592414577.83333,1857229884.16667,2545709818.16667,1965336637.5,1951775641.33333
442305982.833333,445377115.5,473708946.5,299250675.333333,493063826.666667,391066662.0,319026831.5
37435421.5,59499419.0,42414959.0,64962716.3333333,85312638.1666667,72340592.3333333,65831336.6666667
96126691.6666667,117714302.833333,99352814.8333333,112486296.0,127397800.833333,124507709.0,109219747.5
291307574.333333,346170721.333333,330010067.833333,193908672.666667,335655306.0,303730274.5,207344055.833333
3463651214.0,3763843552.83333,4209651043.16667,2643245629.66667,4543289091.16667,3815841726.33333,2878861478.0
11316809.5,,14253367.0,0.0,,10247410.0,21267811.0
9590443.83333333,11328163.5,9484104.2,7411417.0,13673779.6,9817783.0,8169893.0
441032778.2,531898251.0,387671985.333333,414152911.833333,675112511.333333,634636679.0,435149515.833333
73415645.5,110072994.166667,111700953.833333,109491892.833333,100535438.333333,77381834.6666667,101620956.0
,4636699.0,,,8563875.0,,
50269637.0,59067789.6666667,70741827.1666667,34019036.1666667,70882394.0,69149175.1666667,46376027.5
0.0,21221999.75,29262315.8333333,21819901.5,,12694834.0,
305128314.833333,387758433.2,362196497.0,451141516.8,436976213.0,370893011.5,350202690.666667
59804900.3333333,170394995.666667,27280151.8,190181254.5,124856293.666667,87648821.5,193360757.333333
172696045.0,123861567.0,113944057.5,156049833.833333,232790558.333333,189880634.166667,180062103.666667
1182566160.0,1276658993.83333,1040600344.83333,963578546.0,1411287674.0,1109122587.83333,1016532636.33333
307022435.333333,438785510.333333,273882571.333333,295217027.5,411896015.0,291288467.666667,324161110.666667
,,,,,,
15259315.6666667,,,13838947.1666667,19328841.6,14632941.0,15732828.6666667
218654850.5,287744427.5,446723828.0,237225958.333333,288183976.5,218991814.833333,238351308.5
,51716200.0,,,8294569.0,,0.0
53645985.2,70612476.1666667,59441577.5,51806750.0,80298995.6666667,63925233.3333333,58753164.6666667
141021866.333333,149531849.166667,122868614.833333,138778041.833333,210475237.666667,166708921.0,155497234.166667
52381469.0,49162163.0,74805683.3333333,,,51390392.6666667,
18248427.1666667,20725001.5,11514447.5,18658659.8333333,20829786.8333333,19455001.0,14813628.3333333
13090828.5,20128751.8333333,9865304.0,29219501.25,17313463.3333333,14904016.5,16631585.0
134566634.166667,89292835.3333333,89885049.0,92403942.1666667,132868781.333333,131951085.5,86870139.3333333
57367950.6666667,49514777.8333333,131141395.666667,52633373.8333333,67539663.1666667,70459208.8333333,62767485.5
31221637.5,30770313.5,37311647.3333333,24501743.6666667,32041434.3333333,28246224.2,34292202.8333333
16756812.1666667,25902866.1666667,,26570583.5,21988568.2,20038816.5,24873048.5
260520938.166667,334096943.833333,218093772.833333,320104759.0,373525264.5,316687571.0,347953557.5
4412039.5,0.0,0.0,3733939.0,0.0,,
353412081.5,365545886.666667,393292432.666667,285097741.666667,450857246.666667,351909976.0,325595928.166667
264864804.666667,297668621.666667,264774824.333333,247211196.333333,311643971.833333,291018638.5,264507021.5
189024571.833333,192085968.166667,132526489.166667,160429774.666667,226247910.0,216639464.0,175567824.166667
8043078.0,5857358.5,9225569.0,,24788779.0,,
275085404.5,295017981.666667,254737725.333333,235619613.333333,382906510.0,308746512.5,234832270.333333
2606980.8,2810179.25,1673044.5,,0.0,,6632876.66666667
19605030.6666667,18830017.3333333,14958013.0,13523604.0,22714383.5,22664837.5,13753521.6666667
,,31768126.25,5972804.5,,0.0,
49053976.4,107132484.666667,110037185.666667,67929423.0,150142328.0,80932854.6666667,137857450.333333
16612374.8333333,19577124.3333333,14847540.6666667,14519248.5,40314743.5,32580160.5,17416892.8
7074577.66666667,,5252761.16666667,2211046.5,9739544.2,10806873.25,16152242.75
16276166.6666667,18659400.0,,11522866.6666667,8165460.0,7928100.0,10012360.0
571076215.333333,1123181809.33333,1319014523.83333,1939840400.5,1929023986.5,1987948893.16667,1724327696.66667
,,,,,,
14595675.6,,16524270.6,11280910.3333333,26875182.0,,17730819.6
165257797.5,157920251.333333,201681084.166667,73184811.1666667,247294107.5,233612511.333333,96767520.6666667
,10306788.5,0.0,0.0,,,
,,,,,5123616.0,
2750184.8,,3548173.75,,6382623.5,5575293.33333333,4514074.0
79660687.3333333,55821344.8,194508371.4,48784551.6666667,60875305.3333333,68243463.8333333,66311741.0
63433569.1666667,54365304.5,97635445.3333333,27322739.6666667,57658465.1666667,43631934.3333333,34456910.0
518585325.166667,405248433.5,949258531.833333,187258531.0,490513905.666667,436969771.0,278762488.666667
75259613.1666667,113797464.4,103820142.5,67451509.1666667,68404432.5,55411765.0,36869435.1666667
3764080150.83333,3905701439.66667,5343261777.66667,3694009333.0,5839755755.16667,4936714009.16667,4604268471.5
1282047357.16667,1051513587.66667,1612038158.83333,711362606.666667,1106701269.66667,946177425.0,1002689873.0
25759102.0,115849290.5,34417944.5,246518922.166667,46372589.1666667,35554232.5,134918613.0
430832832.0,392585257.666667,437673596.0,353320994.333333,405002500.0,386186883.0,324987326.333333
82312256.1666667,77813421.3333333,140927530.0,89214867.5,127640451.333333,104033381.333333,52672298.6666667
296207523.666667,319942533.666667,423263758.6,265227207.166667,318019174.833333,385499896.833333,228300920.166667
21871118.8333333,27568765.0,32469435.5,12693903.2,26560414.6666667,23956272.0,18901560.25
5962069443.33333,5092305571.83333,5363461812.5,5431975543.83333,6541125923.33333,6556426775.33333,6092796631.0
19350399.6666667,12837252.0,,,14850141.0,11644485.0,4308137.0
35201792.5,44942802.3333333,51553208.8333333,26618960.5,59447548.0,47647356.0,31375522.0
7704745229.0,8612603953.0,7523190501.33333,6705468950.16667,8854252357.5,7997481875.0,7992189026.5
2843855206.33333,3820774348.0,2648616114.83333,3950165085.33333,4232508065.66667,4031527074.66667,4335958207.83333
12217576.5,19183145.0,12756276.0,14163575.2,19115344.6,15395048.0,14324759.0
548173945.0,428314217.666667,596053104.5,382326605.166667,602937992.666667,567750854.166667,419211435.333333
1917855041.66667,2009906594.66667,2147994722.0,1400003600.5,2028073361.66667,1626676107.66667,1608924111.83333
55891556.3333333,71644772.2,67147876.0,75876242.8333333,122364697.166667,96957289.3333333,79986426.3333333
838807544.5,769053556.333333,1345170361.66667,601207262.5,969542285.166667,835714881.0,674651296.0
570004756.166667,844185964.5,337635029.5,960131609.166667,799167741.0,726739875.666667,809139520.166667
,,7721531.0,,,,
56941358.8333333,111315201.0,114398446.0,109928341.833333,54697666.0,51663595.0,91870916.0
,14587880.6666667,10890273.6666667,17614031.1666667,0.0,23642386.8333333,19314817.5
928522722.333333,1055983481.83333,1494805475.33333,867460448.0,1258776355.0,1200688890.0,941774880.166667
3434003.75,9753844.33333333,11210950.75,,3513258.25,4288352.0,0.0
412917248.833333,531556994.5,407386571.5,409260679.666667,499358649.666667,482396091.333333,461586364.833333
,26909553.4,27925174.0,11112619.0,,,
92429947.1666667,61117433.0,76741057.8333333,83333272.0,72384522.8333333,101526119.833333,84175032.3333333
132566962.833333,140206300.833333,176266091.5,114433103.166667,236101905.666667,156413869.333333,122569951.5
73241245.5,98838821.5,50765939.5,90610125.1666667,120649894.833333,100034959.333333,85968395.0
178879806.5,355946562.833333,486240195.5,402107108.166667,291452542.5,243728558.666667,418131888.0
324396949.0,933517856.666667,643051222.333333,695804563.5,618853205.5,719168427.0,583593100.333333
259835296.666667,276971888.0,154396929.333333,179922692.5,323471035.833333,287362652.666667,247848311.333333
3005209884.0,3440542604.5,3372294707.83333,2234034665.66667,3039303495.83333,2707265966.16667,2546315062.66667
1219895934.16667,1353565310.5,1432057398.66667,1165816470.83333,1757114009.66667,1599004813.5,1245426801.66667
169669094.166667,202332714.0,158206368.833333,183201193.5,274785308.666667,244027284.333333,265971387.833333
2635949961.83333,3221440405.66667,2305789244.16667,2913655756.0,3490074560.16667,3312696701.0,3514636367.5
2981659258.33333,3458616122.33333,3557994852.0,2976011719.66667,3824009901.33333,3316850893.5,2895855127.16667
495911422.0,793386216.5,568429064.333333,1234287129.66667,747090347.666667,680972867.666667,1072390702.5
670686956.333333,892947895.833333,694507443.666667,832833453.166667,1107232719.5,961325474.833333,912278219.333333
4109086674.66667,4247017552.33333,5295126662.0,2854306706.83333,4591167871.16667,3675499820.16667,3154258086.83333
637087576.166667,806018499.0,802575819.166667,601669756.333333,1056274457.16667,894496736.833333,637124080.166667
37340576.4,31584493.3333333,48227014.1666667,24288480.0,59362730.6,50582186.3333333,
32119284.0,25486348.5,76024725.0,26452170.0,26492639.6666667,32602970.3333333,32016677.6666667
8375655809.16667,12207755249.0,6233852899.5,11607062255.5,13210299968.6667,12440764249.8333,11771422618.8333
626848853.833333,1291023556.66667,939014256.833333,1228161196.5,1173841094.5,1327023873.33333,1166268993.33333
404546976.0,697091225.5,197097594.166667,602024429.166667,683002564.333333,555144132.0,642582255.666667
806820173.333333,630312019.5,1074885642.0,621724554.833333,510488852.833333,429742016.333333,844534934.0
540199864.0,710069402.833333,326857020.666667,598616702.166667,815156435.0,653343233.833333,677072932.666667
1352674064.0,1772834477.0,770766859.833333,2094336688.66667,2083888951.5,1770807260.33333,2032019654.33333
115460902.666667,155979017.833333,74906530.6666667,144602372.0,162968847.666667,121387745.0,160915451.5
15848517.0,52751647.5,9530236.33333333,18869554.0,33865528.6666667,23879767.6666667,21831064.6666667
1713748446.33333,1931804083.83333,994385963.666667,1848953594.33333,2475929673.0,1926486617.66667,1569961223.16667
1157318329.5,1478712843.33333,875320270.0,1635032203.66667,1826335793.66667,1689524512.16667,1798974234.83333
55446613.5,65003388.8,64366131.2,50125485.0,90006902.8333333,79647960.6666667,61638813.5
3926360685.5,5938725565.33333,3093199030.66667,8277525859.5,6329311187.33333,6409630880.0,10437495216.1667
288443488.5,826767212.333333,334578109.166667,1035997918.83333,563151412.5,575725197.5,1089372697.5
132913752.666667,225331104.5,151947097.333333,167577727.333333,270317843.166667,269185313.166667,216567845.166667
634436793.333333,837827244.0,764026681.5,600059641.333333,857480262.166667,760932858.833333,709628474.166667
461559417.5,282807474.666667,330026394.333333,316542813.833333,358766163.166667,396618929.166667,432209047.666667
0.0,,25306683.3333333,2817200.0,3910500.0,3466900.0,
216878803.666667,278010811.0,276755558.166667,184613692.333333,256515591.833333,227209442.0,145971678.666667
142697965.833333,99129584.1666667,253614668.166667,62069453.6666667,122076270.333333,117673827.0,91059074.8333333
0.0,0.0,3692685.0,,,12123228.0,16249536.0
21084964.1666667,,1820128.0,35584139.2,16344657.3333333,18622564.1666667,18785926.5
257667629.5,358869716.666667,441784078.833333,309527049.0,377380931.0,323248263.333333,297823648.166667
196958923.0,223919038.833333,306907365.166667,237546649.166667,247895900.833333,200778658.666667,204800850.0
343756529.166667,503624101.333333,361390184.0,405049310.666667,518476080.166667,443725503.166667,453720355.833333
80419902.3333333,90843581.5,107669183.0,59286421.0,133175333.333333,114918056.833333,64389975.1666667
27902385.8333333,29604274.6666667,43039101.3333333,18808954.8333333,27154578.3333333,26951953.5,17144441.4
799595540.666667,1361699912.16667,1323169564.33333,1042898247.5,1519515333.33333,1309900469.0,1056381686.0
15761723736.6667,19262384614.5,15308209478.1667,15633088227.8333,20481442728.5,18574438129.0,18925442563.3333
3691742202.5,2872379750.83333,5769120657.0,2410514331.33333,3807496837.33333,3263450222.33333,2246544118.16667
,0.0,4158258.0,,19282988.0,0.0,
55182031.5,50653704.6666667,53263294.6666667,172262061.333333,60047589.0,46527022.3333333,34145807.5
71349586.0,110891332.333333,30213031.1666667,86727235.6666667,111048377.0,94153003.1666667,76238763.8333333
5723723.0,9032376.0,4677220.0,0.0,9942516.33333333,6982014.33333333,0.0
5862987458.5,9852711582.0,6626332145.5,12050875738.8333,12909714884.6667,12013376266.5,14756000521.1667
720935621.166667,960588360.0,593943392.666667,847239266.833334,962801374.333333,893800761.333333,950125295.5
280590904.166667,277038993.666667,224334598.166667,249489700.5,375400708.0,286620392.5,269993940.333333
13188187.8333333,14281463.0,13178746.1666667,13492797.8,,10270845.0,9804835.83333333
2073711593.83333,2082294065.66667,3088896050.33333,1631555530.5,2517477639.16667,2068888734.0,1815093386.16667
1588793387.5,2001619951.16667,1973544270.0,1702208774.33333,2122609083.5,1819412564.5,1866708230.5
3886250934.0,3792461428.16667,3990832034.5,2414225988.16667,4934000721.83333,4422454526.5,2872809421.66667
1340892235.83333,1308318242.16667,735552111.0,1669315231.33333,1478420114.5,1601081637.83333,1726495795.5
596665680.666667,933190708.5,577441828.166667,1045332217.33333,858161977.166667,811455599.5,1261102251.0
255992482.333333,369569327.833333,366138424.666667,353483468.833333,385673228.5,313118312.333333,379713755.833333
144690115.833333,202628741.166667,137941151.833333,148320138.5,190371545.5,130493683.0,159968062.5
8545337073.33333,9285320538.83333,11142948257.0,8287587185.83333,9992003928.83333,9146211138.33334,9615186617.16667
5827515502.16667,6439696397.83333,5854343109.66667,3797960496.0,8154830044.16667,6383648601.5,4615157902.66667
59651105.5,39060121.25,209735956.166667,53831040.6,70025918.8333333,91071497.5,56390539.5
291210992.333333,532763579.166667,107443027.333333,676028719.0,501004848.166667,409799470.166667,697656475.833333
146862482.833333,272001036.5,97612643.3333333,368420994.833333,250841732.0,167332033.8,272106317.166667
3681531910.16667,2658237967.33333,4995620079.16667,1758110701.83333,3673539187.33333,2820536700.83333,2352326515.33333
1280792506.0,2270580029.66667,680248071.333333,3181864922.66667,1968379014.33333,1799015872.16667,3073428395.0
347712989.333333,492605929.333333,342992657.666667,298116808.333333,346074420.333333,353107516.166667,367791232.666667
149408066.0,141778671.833333,181450231.5,177970251.333333,171772307.666667,143037597.0,194747688.5
111601377.0,68869727.8333333,207347106.833333,60519948.6666667,123141019.8,100536646.666667,69246011.5
19091310.3333333,25213467.1666667,12163640.3333333,23324640.3333333,14152407.0,21851214.3333333,33811153.1666667
114804530.166667,282862516.166667,30241223.8333333,316822383.5,187747161.333333,169815786.166667,350876710.166667
3167971798.33333,3507221542.0,2501708005.66667,2995837907.5,4644398385.33333,3908641738.16667,3332892442.66667
1660245399.83333,1698894327.33333,1943521911.0,1252628355.0,1762356653.83333,1806390890.16667,1524526746.33333
1102476251.16667,1137772456.83333,2657989456.16667,492986831.0,1085866765.16667,1083429250.0,611100766.5
296133178.0,1118765025.0,322746359.333333,1364510616.83333,1367828967.83333,1562190678.66667,1000394480.0
295207378.833333,312828193.666667,193645561.833333,338908105.333333,410748158.333333,359599273.0,341175471.166667
1725250366.33333,1654186381.83333,1776925195.5,1576776709.0,2117003785.33333,1935080738.0,1702066107.5
24504645.5,32414523.5,20784740.6,31156394.5,55562753.3333333,60109953.8333333,37226711.1666667
127393345.333333,,139580803.333333,64216223.0,132548758.666667,111098105.0,60847351.3333333
3398537691.33333,4205512674.5,3233862921.66667,3214658576.33333,4396796478.33333,3824977996.66667,3294509230.66667
426951501.0,525223340.666667,533668618.833333,410505104.333333,509982319.833333,479265272.0,364944403.833333
,,,7237260.5,,,
584376284.0,752574858.666667,756954278.666667,548702732.5,709060346.833333,610677305.833333,655174840.5
1995520503.0,2246726436.66667,2424334632.33333,1531253907.5,2515740462.66667,2027874959.83333,1442569725.16667
26792613.8333333,11829575.5,19432202.0,,,18842740.6666667,
9020268665.0,8831695737.33333,12267671197.3333,6553589467.66667,8912311679.0,7638970765.33333,7803775959.83333
30613833.3333333,31013833.3333333,62611166.6666667,17123800.0,37441400.0,29837333.3333333,16512333.3333333
1091595787.66667,1314820918.66667,844873390.0,1508897150.66667,1344155906.16667,1440736032.16667,1415812918.0
2492149825.66667,2875759099.16667,3238121266.0,1843592489.83333,3705553536.66667,2942647375.83333,1941684382.83333
51829922331.8333,61531608294.3333,54214001342.1667,74541825610.5,77641012987.0,74569884563.0,81863838205.6667
220332948.166667,281939583.666667,476528485.0,201475523.25,213385504.833333,224129925.5,131854241.666667
7727237883.16667,9561588212.33334,6096892828.33333,9661057119.83333,11849180883.8333,11303240687.0,12877432914.3333
3427246515.33333,5589123288.0,3952024649.16667,3947564161.33333,7244395317.66667,6111617002.0,4857243901.16667
144285381.0,153325049.0,166811829.5,112065348.666667,218454542.0,209649918.666667,113871249.166667
764290472.333333,706255797.833333,446516132.0,1129999348.5,641015376.166667,500437973.5,883535975.0
1425074239.16667,1517186653.16667,1267102044.33333,1048049151.83333,1630157978.16667,1335966244.66667,1102617313.16667
452728823.0,808605629.0,192990417.833333,1024604676.33333,462056162.0,606922823.5,1527205892.66667
37493322.6666667,16937358.6666667,217108148.666667,1873033.0,0.0,,855383.0
2219079576.66667,1899430436.5,2213052881.83333,1596867444.66667,2352914543.16667,2296454829.0,1642688083.83333
17544186.8333333,27455164.6666667,19309774.3333333,25386798.0,24461090.5,25472832.8333333,27226118.1666667
22702266.6,7212018.0,,8429237.6,4502038.0,7749405.0,6980388.4
820558150.333334,607013652.833333,738342342.0,278655735.4,749494682.5,608032075.0,309418360.5
5084541293.16667,5935600464.33333,4642494321.0,3806312457.83333,6942100111.83333,6043298061.16667,4310571696.0
213847854.5,466869169.0,69424924.3333333,639546084.166667,400504998.166667,429463912.166667,549173583.833333
4327219315.83333,5706657169.0,3652077918.5,5086537066.66667,6130671448.5,6090658476.66667,5841701602.66667
3172420080.0,4594060678.66667,2366533899.0,4509223472.0,5433559445.5,4538913959.5,5158084815.33333
2595287188.5,2241278374.0,1690749910.66667,1991014005.5,2257329524.5,2023507342.66667,2129924942.66667
7458228150.0,9548423426.33333,8625281111.33334,6548385351.16667,9364444026.0,7814911739.0,8024886033.0
28673690500.1667,35671182871.8333,22107107946.5,34979286004.8333,35345564873.3333,31350336266.8333,41415935305.3333
774036525.0,994827945.166667,907113757.333333,942010639.0,985621597.5,928068199.0,1013402166.83333
3105247071.83333,3498215516.66667,2898461899.33333,2545553550.33333,3974016823.5,3599620987.83333,2621474450.66667
0.0,3081266.66666667,,,,,
1245816225.0,1269164579.83333,1207707189.5,1108595115.33333,1562493422.66667,1393961346.83333,1198562157.83333
2105779338.0,1926051195.5,1976431561.16667,2629045918.5,2822607602.5,2584409713.5,2664522642.33333
695001475.666667,927222007.0,,687568535.833333,1215936633.16667,993092003.333333,754306086.833333
1277350402.5,1223370491.0,1435223113.0,899821584.5,1391171690.5,1216555195.66667,908935175.5
51896495.0,,65047252.5,,75560122.0,49566730.0,
77149784.8333333,70831980.8333333,106402916.666667,63993933.5,121440026.5,108888802.166667,69748299.8
8476484733.5,8364984581.0,8734104818.66667,8169218059.16667,10675602518.0,9819305464.66667,10329631432.8333
10023044.75,,14503827.2,,,,
184940789.0,404460088.333333,269400707.166667,456333861.833333,411791910.0,372389591.333333,407963788.333333
,,,,0.0,,5798228.0
252288810.666667,311621507.5,165311016.0,371154394.0,397468669.5,325536061.166667,377230435.5
498412127.166667,403198585.0,1413995757.33333,211570319.5,467290049.5,428727346.833333,275074822.5
55408769.1666667,49304009.5,112310825.0,34329955.6666667,53073851.6,39216817.4,41843232.0
1126756829.66667,1386879536.16667,1420108625.16667,1196661260.83333,1719945407.5,1709918595.5,1323856402.16667
736166279.666667,1219182257.33333,819354685.333333,1168711501.66667,1588644755.33333,1541346351.33333,1180804290.5
286513882.333333,300730901.6,622124633.5,334888833.6,503625150.5,540366375.166667,236581883.833333
424026672.666667,637988084.166667,261004413.666667,865056277.833334,583115057.166667,601187502.166667,829067699.333333
1398274738.83333,1414865847.0,1307918188.0,1207694919.83333,1496945900.66667,1387648257.33333,1331515383.83333
5900340660.83333,8471715243.66667,7835688668.66667,6421641470.66667,7343844489.83333,6662558545.83333,7509028779.16667
,22500643.5,30800457.8,0.0,18473337.5,0.0,9113316.75
194390001.4,196500363.333333,237606477.666667,112483226.666667,219672902.666667,189125882.5,129227844.5
1384206525.0,1347489886.0,1139350126.16667,994762649.833333,1703037190.16667,1469834747.5,1085311049.83333
,0.0,5334024.0,2616004.66666667,,,
,10287326.8,,0.0,,,
239608318.0,264937987.5,427827249.2,88156130.0,258091002.333333,195670671.833333,0.0
3718333027.16667,5919045434.33333,2256370424.33333,6610381915.83333,5830475278.16667,5259107065.16667,7165683615.66667
162857167.166667,176117971.5,169228977.5,107455178.666667,232593479.333333,205250851.166667,124820695.333333
533648468.5,473664833.5,895054174.333333,386500508.0,574771844.333333,506080269.0,487418071.833333
2302428863.33333,2598915458.83333,1348978677.16667,2329903715.16667,2855103446.66667,2800934614.0,2142371057.16667
13341451620.6667,6831782368.5,5386154979.33333,5117127698.66667,10487972756.3333,8745584207.33333,6292331020.16667
1083496751.0,977116229.833333,1003421928.66667,871405607.833333,1325309411.0,1081096082.5,1203594531.5
60572001021.8333,79302850084.0,47985490950.1667,75961608713.8333,63733594157.8333,53737355039.3333,82996876749.3333
165234171.0,159049899.5,231421925.333333,122445026.833333,203070569.8,161855746.666667,127928945.833333
0.0,,0.0,,,9962116.0,
1302918306.33333,1515520795.83333,1159359945.0,1552713467.66667,1970105743.5,1797498081.66667,1666121448.83333
456155785.166667,581505115.833333,223286689.166667,504268131.166667,960864764.666667,604936174.0,616810055.333333
379247104.0,349720663.4,334943617.4,1206892381.2,608565139.2,498962415.666667,512277813.666667
7579931.2,14218485.3333333,7921900.0,12159650.5,15416615.0,14338450.5,13073815.8
49943188.75,51663680.8333333,39071950.5,39421051.6666667,52688501.1666667,46145996.4,34286019.4
2817462.2,28784321.0,2413423.0,3108431.0,0.0,3664477.0,
574622533.5,584604723.333333,627494054.333333,415021711.666667,706425360.833333,606171127.833333,449042771.0
14564935.3333333,14821090.8,11319677.0,,0.0,19911760.0,18132969.1666667
182091903.166667,325554123.833333,208277967.833333,181024947.0,292193792.0,235452638.166667,185580394.5
263626756.0,324061853.333333,261537623.0,299342321.0,428971239.833333,341929735.0,303132808.333333
84164094.1666667,94725694.5,75943295.3333333,85113374.6666667,115603026.833333,97862935.1666667,104358351.166667
1330450.0,,1142635.0,0.0,,0.0,
2233589013.83333,2500232644.16667,2460367378.5,1618537360.83333,2841509301.5,2452404892.66667,1763983278.0
98471215.5,126926025.166667,90277735.3333333,93128628.5,126032568.5,105860203.333333,95124052.0
413479376.333333,497635389.166667,426192097.166667,420120817.0,506433740.666667,453479081.333333,442443752.166667
1411997474.5,1610844551.33333,1511516118.0,1099322106.5,1904912456.33333,1673136500.83333,1211289244.33333
119318254.666667,139140493.5,102730537.5,119192676.166667,149343485.0,131399223.5,129552995.333333
518149089.666667,405523627.666667,690018872.333333,391663326.333333,642263589.166667,562374907.833333,394625606.166667
19066663.3333333,26258371.8333333,18485589.6666667,30264349.0,35563838.1666667,33271262.6666667,34105990.3333333
,,2741877.0,,6636048.0,0.0,4533521.0
13197552945.5,13574653335.5,16318416942.8333,9995629289.33334,15956192529.5,13972216579.0,12571426056.8333
6723786.33333333,10939199.5,3246135.25,0.0,7474478.66666667,5269878.0,
14917876.0,,,29572851.6666667,,,22964405.6666667
54674461.0,,0.0,112937227.0,,,121964706.0
56936606.1666667,71585428.5,65521430.1666667,42974714.0,88003335.8333333,65172442.3333333,42385070.6666667
843671977.666667,1044012321.33333,803504262.5,956793582.5,1301660681.33333,1144682460.16667,1022178601.16667
8918749.66666667,10583847.0,7266261.16666667,11311805.0,15330871.3333333,12248881.6666667,10969340.5
915863407.0,2151164655.66667,598809441.166667,2507642695.0,1594915747.33333,1328742416.0,2438576135.5
9997647829.5,10809784205.1667,11279929253.5,8900767629.33333,12924652613.8333,11079831229.8333,9509513802.83333
17975359.1666667,18632838.0,12619045.8333333,14226715.1666667,21802730.3333333,16433463.0,14346586.1666667
57139672.1666667,84818857.0,113250736.5,,148524860.0,0.0,
5317722.5,12242853.0,20161880.0,8652954.0,9323186.5,8492057.33333333,8670059.0
88469101.3333333,141631367.0,185504603.666667,105560256.166667,157926493.166667,131610766.166667,123289907.666667
2148837157.66667,2810495117.0,2734963032.0,1986198205.0,2918640386.16667,2456757776.66667,2082879933.83333
31156807.0,35629858.5,32954016.8333333,43109291.1666667,42184764.1666667,37317822.1666667,42718750.8333333
0.0,,,,,,49050728.0
51938125.3333333,58958802.1666667,60968009.8333333,52843339.3333333,84118614.1666667,70559290.3333333,67312060.1666667
46521233.3333333,44895165.5,33685877.3333333,45920686.3333333,54987314.0,50917843.1666667,40986195.6666667
