Selisistat,SRT2104
81500439.3333333,82783796.0
74964144.1666667,77854124.0
430956176.166667,259841049.333333
71397978.1666667,52766596.1666667
478962374.333333,422418219.0
0.0,
7925759.8,13019389.0
2497407893.66667,5423896418.5
2553374743.66667,3011249571.16667
519717501.5,475226534.666667
4117309.0,8646372.0
53041707.0,39357939.0
17307613.1666667,12554749.5
120970750.833333,106484711.833333
6743313.66666667,4650182.33333333
803797464.833333,745507069.333333
,6158801.0
,7867567.0
11164411.5,11183598.6666667
22641468.0,20071131.5
1202996127.66667,982250242.5
137314995.166667,126403163.0
22766418.8,18254813.8333333
,
72496118.8333333,42989973.5
,7078140.0
12953084.5,8414822.33333333
3515081.5,4059732.83333333
7295674.0,178654781.333333
26517126.5,23486463.6666667
4566972002.0,4055939514.16667
11016250.5,
44174980.5,30803732.5
334232947.5,305304266.0
18962365.3333333,10233081.3333333
52633484.3333333,50911848.5
165319182.833333,135582638.166667
174791091.0,472150785.666667
884758785.833333,990773749.333333
30917742.6666667,22884591.5
6677720.8,4214078.4
50337679.0,46764938.5
37828572.1666667,40361151.0
409525714.8,302211892.166667
1569948027.33333,1375735170.16667
1305801130.66667,503550654.5
146644277.5,44098816.0
6595410.0,3686352.83333333
162513787.0,229239116.666667
314192253.5,286870999.333333
15514076.8333333,7519320.2
9433087.0,9422396.0
3249977.0,4158678.66666667
314253619.5,382827345.333333
27979332.0,15030740.75
6203257.0,2783283.0
604996388.0,610359467.0
429636275.0,430589616.666667
149358590.833333,85774294.8333333
450058237.666667,477707704.166667
35318104.3333333,8109700.5
17210700.3333333,23639807.5
26800075.5,14784488.8333333
35125148.5,
22444580.0,7574493.0
68626577.3333333,51857347.5
299696853.166667,303050708.666667
132926243.833333,386506324.333333
7837024.8,8624638.0
188524926.833333,126587992.833333
324960286.166667,346227633.333333
13918934.6666667,13216203.25
388863861.833333,434368981.0
12027594.5,14584921.2
10883128.0,
198131246.333333,175640922.333333
8186470.5,6352439.0
12949335.5,14454023.5
25224279.6666667,12612378.8333333
784453615.5,821100492.0
2274037339.16667,1702545919.5
21727416.5,17695900.6666667
,
1064178767.83333,1334347627.5
1579052084.16667,1646886133.16667
197177297.0,241091331.666667
160217966.333333,110581973.166667
1060426113.16667,1058488967.16667
51192284.1666667,36566335.1666667
80105248.3333333,60972312.1666667
325207121.333333,348189875.166667
108176963.166667,106564509.833333
16416988.4,9736327.5
32276560.6666667,15991420.6666667
32052549.8333333,20320380.0
16367957.6666667,23706837.75
18392166.2,16441695.8333333
158809253.833333,145379819.0
6556025.66666667,0.0
9885892.0,6457461.6
294737647.166667,424670438.833333
,
120177167.833333,112660324.0
866509504.333333,1028867365.83333
433282001.0,605691417.5
,
7851821.83333333,6019127.0
,
172170596.0,151382167.0
98026020.3333333,36731459.6666667
39512546.2,9618651.83333333
68833718.8333333,81833648.5
22525208.3333333,18360614.3333333
5170162554.5,5785603353.33333
229625210.833333,143316411.166667
314535245.333333,249890292.333333
12617134.3333333,8556362.6
228166505.666667,284657659.166667
,9388104.0
374145488.0,305550252.833333
89417037.1666667,103007793.333333
109889944.333333,76658523.3333333
12611509.3333333,14514312.0
568546308.5,502819738.666667
869267717.0,728556676.5
2970719150.0,2819996540.33333
40393357.1666667,74450141.3333333
6885547.0,5389153.0
,
92188535.5,80738657.6666667
2666896074.83333,1899458275.33333
25863373.25,30174622.8333333
749276897.166667,444096618.333333
7105403.5,4304963.0
582196597.166667,585095333.166667
13159324.0,8872689.0
1227160844.33333,1349737114.83333
0.0,0.0
11221172.6666667,5151315.0
28373661.1666667,35411208.0
26610546.0,41138872.75
10317362.2,7298096.25
17914364.0,24905501.1666667
84440242.4,30284033.6666667
,
56244263.1666667,38788945.8333333
42216553.1666667,24908842.1666667
,
83013657.0,101632514.0
158170204.5,112712406.166667
130726646.833333,243629208.5
,
4302352.75,1758770.0
211927546.166667,149114611.166667
2709387065.66667,2375759576.0
809298553.5,552824730.833333
965707964.333333,1084663410.83333
589456722.5,820537041.0
74878659.5,55131991.6666667
,0.0
10027793.3333333,9228193.33333333
104115040.0,83431982.0
65008583.8333333,36911372.8333333
81776837.0,60120412.8333333
199536300.333333,150133207.166667
9890553.6,8442144.0
166695729.833333,92671334.8333333
,
8510907.0,12000333.0
38037132.1666667,20287839.8333333
67214509.3333333,92959037.8333333
498711675.0,732568500.833333
664030415.0,617161048.833333
66122565.0,35505821.5
25328401.1666667,33138083.3333333
259392283.0,130136291.833333
10067742.3333333,10552600.3333333
31096917.6666667,18425216.6666667
120237258.333333,111382059.166667
,0.0
15689727.3333333,23747537.0
15414034.0,
23436275.8333333,29756972.1666667
7598141.4,5013105.66666667
136339095.166667,70720728.8333333
165147803.333333,175583207.166667
,0.0
31341724.8333333,27061989.6666667
529216092.666667,323122331.333333
6730904.5,8830071.0
515529963.666667,792058447.0
644044788.5,638013449.666667
1015370481.16667,642145597.333333
17641973.0,16947937.6666667
161053920.166667,158238777.166667
120202123.666667,111082312.666667
985600095.333333,655527575.666667
120684967.166667,96617850.0
257551581.833333,318025132.333333
505945075.833333,332263141.0
47310632.3333333,27599865.5
5760145.75,4793154.2
,
23657000.0,94141333.3333333
486813669.0,912993684.333333
223031194.333333,206044161.333333
1466280294.83333,1956427658.5
,6917470.2
6092695815.5,6377745689.0
86145999.1666667,131181486.333333
74289822.0,35880532.8333333
44523336.6666667,39080437.1666667
53844163.0,108052844.333333
1216058811.66667,1124450422.33333
114531929.166667,103832439.166667
11295552.0,
,7512039.0
753610584.0,570388808.833333
41023544.8333333,41516204.8333333
885365103.666667,449520945.5
10869909.75,14527165.3333333
291457536.0,274087610.666667
40530974.3333333,
2927485033.5,3404038821.16667
,
42435826.4,108212537.0
362997644.0,357556535.166667
215274913.5,168749772.833333
1005454161.5,783144673.833333
514908886.833333,364730175.0
284767676.666667,284253850.833333
527358012.833333,547187253.333333
67112811.5,44738653.8333333
0.0,2181217.0
278604973.5,241727149.333333
40205046.8,15572346.3333333
56168902.4,60862812.8333333
2252206773.83333,1562437716.16667
1424793350.83333,1513281763.33333
1361430401.5,1607622482.66667
47372052.6,17824615.0
175199383.166667,175764133.5
10089820.5,8742338.4
,
8991929.0,8588158.8
,10720899.3333333
24040259.3333333,32214956.6666667
,
54793711.0,33592580.25
12697470.6,45062447.5
330132088.666667,230473582.833333
51573551.3333333,41132234.6666667
408028810.333333,481228283.833333
,67151214.8
821730454.166667,1162960735.5
248950898.333333,322405719.666667
110423657.166667,381642782.333333
2866970.5,11159746.8
27480238.3333333,23139530.0
9556437.16666667,4341533.0
5066887.66666667,5891437.5
366992221.166667,276339761.833333
1103823781.5,1223983594.0
,
1300381048.33333,1030579200.16667
49204958.4,15610136.5
388209467.166667,300400032.5
139232116.166667,109042023.5
,19202403.5
504782902.333333,459089354.333333
,9591828.33333333
25672488.6666667,20319867.3333333
10714973.5,6072068.0
190866345.5,199415330.5
83786159.8333333,74012928.3333333
0.0,
,23957888.0
4911142.5,1786866.33333333
1256803358.0,1014422658.0
20400466.3333333,11951701.75
13256904.8,9938037.4
461179740.666667,428751787.166667
154873065.833333,160051591.0
23217032.5,14227408.4
85300845.3333333,73982772.1666667
19700130.8333333,9479318.33333333
15807107.75,8021704.0
1522982673.5,1539765896.5
380183319.833333,284359502.333333
13120338.0,10444704.5
16510529.75,17458462.2
6460774.0,
29132341.6666667,41904888.1666667
15920655.0,16435776.0
38538327.0,48222662.6666667
173002299.5,222745567.5
207754169.666667,159824729.0
144238581.0,90907529.8333333
31946052.3333333,14584210.0
37224706.3333333,33512310.5
54698920.5,218278384.666667
101560753.666667,122850764.333333
1816977202.33333,1918220995.33333
,
434710714.166667,480790179.166667
9449580.0,7316018.83333333
1137351.0,8123138.6
49486300.6,45490833.1666667
139554833.333333,116740671.833333
550561368.0,467896845.166667
4528372.5,11440185.4
136252405.833333,84720578.6666667
416522196.0,399997126.333333
58355255.5,33842222.5
91487222.8333333,93317391.8333333
8520311.83333333,5897939.83333333
4910200646.0,4742667349.0
395354870.333333,495152850.333333
0.0,
148492256.666667,171356988.666667
4577576.5,10506453.0
674562720.5,913101794.0
0.0,
69284915.5,57411960.6666667
,12952858.0
,8449193.5
61862738.1666667,55003524.2
245061555.166667,231269223.5
2205303.0,4656158.83333333
211295191.666667,354936713.833333
308547621.833333,308401377.833333
13274845.5,
485196657.833333,282521050.166667
0.0,34023981.6
,
182775697.833333,237311902.166667
376677496.5,487714141.333333
1226379746.16667,1150752948.16667
7571749.5,8582565.83333333
28079590.1666667,21411422.3333333
129790178.166667,136190468.833333
64342348.0,55357667.6666667
212598067.5,291601630.5
271973026.333333,241956682.833333
111752140.833333,124912909.166667
,
898466423.166667,611728230.5
2019239148.33333,1566546422.16667
23245672.6666667,16990943.0
99389399.3333333,128896613.666667
458305925.333333,194987057.0
59721755.3333333,38606803.75
150914596.166667,90450405.3333333
259548277.833333,277835720.833333
1089693940.16667,1684571755.33333
447749321.333333,411763431.166667
495000464.0,414558743.666667
19083898.8333333,8432668.83333333
13969685.0,11347031.0
,21448258.8
86813827.6666667,61580460.8333333
4601236.16666667,2449252.0
230730538.5,153681673.833333
0.0,13579670.5
134672196.333333,109007414.666667
10509899.5,9148748.66666667
,
226817822.166667,163384005.666667
145000996.666667,157032324.333333
49094134.6666667,40456049.5
167952907.166667,190549476.666667
0.0,
50805330.0,9732133.0
32070042.4,20854833.1666667
25226033.8333333,21926162.3333333
8722469.0,6201857.66666667
27003608.0,42310951.6
,0.0
16096856.0,7857054.16666667
8958759537.66667,8967328785.5
82475243.8333333,75685550.0
180104241.333333,185987210.5
209694998.5,240751375.166667
602442052.166667,560236397.666667
,
49015488.3333333,33558087.8333333
435064511.333333,339127018.5
66985319.6666667,46717863.6666667
105684196.666667,125546099.0
26858012.3333333,12518743.6666667
115694425.333333,84773877.3333333
632186440.166667,554107885.0
93603181.6666667,109411711.0
456648870.166667,366532688.833333
1061729802.33333,828557525.666667
103257783.166667,87377551.6666667
,
11790776.1666667,8580079.75
25583690.3333333,39647300.0
800410790.166667,646697055.666667
6860633.75,6912256.5
178833612.5,156145127.333333
347697281.666667,325077187.833333
3416529.0,16061786.5
359447569.166667,310034272.0
48424802.3333333,44882185.4
125670449.833333,154651829.833333
52447680.8333333,77654578.8333333
62689544.0,49423155.8333333
117501703.5,92995604.3333333
23031722.6,28691930.4
102234415.0,57020297.0
5607899.66666667,3401825.0
,
519636157.833333,619573146.166667
502366373.0,608986097.333333
99243028.5,52463925.0
90467091.5,53142819.3333333
,
220645090.666667,231291565.833333
,
207670621.666667,203197147.166667
1693623338.83333,1350081979.83333
13705145.0,0.0
439825479.166667,351261300.333333
,6365807.0
24020049.0,15526322.5
152298881.5,113100215.0
5317976074.83333,5396515921.83333
368770594.333333,489365207.0
9298720864.33334,7840654079.33333
171596888.5,174756846.333333
16422192.6,39725464.3333333
80811574.1666667,36376691.1666667
214329739.666667,157072529.5
11410521.75,4473790.0
20703171.6666667,13973268.1666667
24633366.8333333,24470923.5
1760573.0,15810713.6
1936127263.0,1614493582.66667
99044937.8333333,64261585.0
,2764707.5
938495295.666667,1070173450.16667
20195901.75,13332430.0
1918194056.0,2708220379.16667
349740627.833333,292526374.666667
163168022.5,118380016.833333
12650509.8333333,14386818.25
,0.0
152504467.0,132843663.5
95940395.6666667,55390286.3333333
322395358.666667,345856124.166667
401301185.833333,732573788.0
157285024.0,72576910.6
196564679.0,196943798.666667
42547686.6,37297494.8333333
4882017.0,6040244.0
25575550.8333333,21375354.8
135144917.333333,50186095.0
902580001.166667,649697927.333333
250273472.5,245981199.0
8582837.5,8940628.33333333
17378159.1666667,14267582.0
483486668.5,623579215.0
804026616.0,881116657.833333
70762470.6666667,54064870.5
0.0,
19343205.0,
870652061.166667,841151564.666667
95346486.8333333,44340338.8
44637593.8,30675836.3333333
23802072.0,22651145.8333333
319971455.666667,235918841.666667
1712556948.83333,4286614750.5
7541209354.66667,5725241087.83333
3868329236.83333,3734003917.5
54406553.6666667,10845806.1666667
6082540.6,6559438.5
346452964.333333,277562245.0
8550261.33333333,10577031.1666667
56300160.0,41579380.8333333
52285684.5,49069165.1666667
26709714.1666667,29245222.6666667
152765340.833333,151790021.666667
351937441.0,
164006645.0,121633386.666667
730081749.333333,468671695.333333
185200804.333333,177028195.833333
44617761.1666667,79650931.8333333
0.0,
14261941.25,23661104.3333333
6931735074.16667,7701170705.83333
56626810.5,39477574.3333333
441572106.5,172963764.666667
,12004838.0
30169623.6666667,18230635.0
31000512.8,13193116.8333333
39679041.3333333,46620828.3333333
1070241877.83333,958463466.833333
1341997693.83333,1196508685.66667
52084699.8333333,25558735.75
,4673676.33333333
1081259538.0,1017939025.33333
25072373.1666667,15306951.0
188705463.0,230334759.666667
,80207341.0
19599678.0,16564758.8333333
115771768.833333,125522068.333333
984064580.666667,847325996.0
1687006465.16667,1721780258.0
372204034.666667,454506297.166667
2101580.0,
42756262.0,9230844.0
,5067281.4
39979972.6666667,57920073.0
298278801.333333,226313824.833333
12475829.6,10462031.8333333
3519925369.5,2570894046.0
1182631251.5,1265217467.16667
,30006405.0
,
283940758.333333,414712546.5
35102408.5,31119930.8333333
149930565.666667,100577563.666667
0.0,8323647.0
1068772266.0,1394614469.0
156910217.666667,126863832.166667
24967152.6,36788564.8333333
61516288.0,36764027.0
60597169.0,56856148.6666667
86648337.6666667,58630448.6666667
,14376692.0
,38826926.8333333
50922279.3333333,57459758.1666667
348427581.666667,403159075.333333
,
,193129023.75
30760238.5,18635662.0
22347386.6666667,17641661.3333333
333459946.666667,315659165.0
17132034.0,47338013.0
3400116771.0,2043319983.0
181857527.333333,309669591.5
12695990.0,10617767.3333333
2074350055.0,2134620676.16667
14690188.8333333,11312716.4
,
101046124.333333,110664385.333333
304483231.166667,262564323.0
870162797.5,846777929.166667
4712055.2,6818869.16666667
,
127505281.166667,103571587.666667
285200950.0,433588849.666667
771724574.0,1110449804.66667
,
2127510509.5,1546666837.66667
29599560.5,31982501.6
580937884.666667,532237770.833333
18788754.5,20005710.8333333
4257588.0,
,15078656.0
536757718.166667,563001103.333333
65070770.8,115057600.333333
58355761.8333333,55254989.1666667
528994561.166667,517519061.0
9010735.5,6779740.0
,
,17135221.0
13517207.1666667,10242187.1666667
60631256.5,50100072.6666667
226852502.833333,145740115.666667
39386146.3333333,44190141.3333333
30100598.3333333,28004856.6666667
1474313483.33333,2368129034.83333
76903169.8333333,73303142.3333333
16487009.75,24479443.0
100197041.166667,77807192.8333333
23925912.0,
0.0,
122651561.666667,133332281.0
146099680.333333,110501910.333333
759356813.666667,760814613.833333
37527405.1666667,21515812.6666667
52448955.3333333,45122175.8333333
56889493.6666667,61418574.5
71260434.0,68959971.8333333
,
,6292552.6
143624999.833333,83987989.3333333
57023054.0,56634441.8333333
39196007.3333333,48980783.0
408730223.0,427213140.666667
18023313.6666667,10467932.0
,38532584.25
167139406.166667,131871951.0
8562019.0,13395875.0
33349285.6,37843492.0
521851878.333333,517719792.0
,8919261.33333333
21202147.1666667,26396555.3333333
131899651.166667,150609634.833333
477553286.166667,335276682.5
95364613.3333333,145896065.166667
1336321809.0,1377232552.33333
0.0,0.0
183441710.833333,158521579.5
575256458.666667,554599526.166667
12090666.8333333,7791157.0
69458094.8333333,76377165.1666667
114167806.666667,2610916.5
1954471405.83333,1700462472.66667
81787026.5,113467389.0
,2984200.2
35203157.5,65458400.3333333
40367567.8333333,37653413.8333333
25734211.0,14836301.3333333
227615397.833333,167653841.833333
62155439.3333333,60833613.0
,
1090706675.5,1137174971.5
628907235.166667,481356142.166667
8848334.0,8202223.66666667
60882042.5,70276884.3333333
233649055.666667,241532565.833333
,20666904.0
58817073.0,67586786.0
65180691.6666667,80921810.1666667
6584863.66666667,
691726517.333333,681856977.166667
31160613.5,26485982.1666667
240754537.666667,356023889.5
37123679.0,
43427701.6666667,28084182.2
72269320.1666667,55492920.8333333
,0.0
135448277.333333,59324270.0
411244327.666667,434274081.5
,
36878477.1666667,37278924.3333333
674984112.333333,774683392.0
28457033.5,9149073.33333333
196026254.833333,190395763.0
79492589.1666667,111398827.5
53666087.1666667,16531801.8333333
0.0,
33447172.5,155608767.166667
2081852039.16667,2531188018.0
,10362982.4
608198312.166667,363627760.166667
16225838.0,12807088.6666667
,20079337.6666667
1213254435.16667,810436623.166667
430165664.333333,339915941.166667
40678127.1666667,28321766.8333333
369732627.833333,310165540.666667
82506091.8333333,70961883.3333333
178184760.833333,173102494.0
151902173.166667,129668967.0
378860073.5,273315678.5
163427007.833333,91988987.6666667
44701908.6666667,30532033.5
10567751.3333333,8983077.83333333
7625263.0,4463218.25
,
612971121.0,586251124.166667
4592511.0,4268030.33333333
54694151.6666667,66813200.5
28657160.3333333,18625560.1666667
28865804.5,8988962.66666667
82259988.1666667,74686963.6666667
1108597898.0,1069776969.33333
867672450.666667,758661951.666667
0.0,
2508328866.16667,1786817208.5
84233017.0,133511778.833333
16395557.0,23437999.2
24493096.6666667,14227765.6
453725002.833333,345117014.333333
1164112264.33333,1803186241.0
341161736.666667,249730576.166667
216799516.166667,117214414.166667
96586869.1666667,52455623.5
185177206.5,145683918.833333
39682638.3333333,39699362.0
219889624.333333,187349233.833333
20831182.5,31071975.1666667
4087700.0,
116197764.6,50626568.0
26065429.0,47401090.0
66480186.3333333,49407584.0
10952790.75,0.0
42222452.8333333,50082872.6666667
1539376845.16667,1699184753.33333
401090605.666667,314826751.0
9168630.0,8489610.0
441242733.166667,511395904.0
684425377.333333,524421101.666667
211691867.166667,221746211.333333
508070408.0,886812997.333333
66871203.0,54562391.8333333
69680944.6666667,51850862.8333333
231924986.166667,274316550.666667
374011886.833333,261638932.166667
7864337.0,11550409.6666667
19226794.3333333,25285655.8
159119805.166667,206533647.166667
,
147435582.833333,78227086.1666667
12731734.6666667,20453679.6666667
277139794.666667,278279436.666667
485362737.5,505846708.166667
928259138.166667,888360101.5
307297752.0,193062873.666667
133291125.0,115035205.0
8820221.5,7071285.25
30815214.5,16467537.3333333
41637016.5,61697149.0
325226978.833333,278737798.166667
342037326.666667,270726074.833333
32242386.0,30655927.0
,
279124800.5,333414503.166667
292494290.5,225040136.666667
0.0,0.0
282053461.166667,255066072.0
10940284.25,9191301.0
179950469.333333,134447880.833333
122946123.166667,79670470.0
217337756.333333,199115140.666667
12849185.8333333,
155326455.166667,173891474.666667
368602614.0,506061038.333333
29035770.5,35246526.6666667
864744252.666667,1190102379.5
219071905.0,166611311.5
,
11049681.0,
195664514.333333,613872955.5
723487650.5,824126066.5
44600095.1666667,43446621.5
164020880.0,182111188.833333
17699719.2,14223969.2
802427782.666667,426756866.333333
652055014.333333,798023967.0
,0.0
,24068767.0
241290721.5,270412852.5
223240995.166667,293277341.333333
961641568.666667,774462846.5
48161305.5,67737582.0
17143427.1666667,15159721.5
781794068.5,1431444810.83333
,
39764129.3333333,42491998.6666667
16098544.0,6939396.0
10185172.5,27920359.0
,0.0
,
457545606.166667,480665596.166667
667447198.833333,405778316.166667
221515361.166667,283053822.833333
31704097.8333333,35813273.6666667
13623600.5,8784960.16666667
,3165419.5
242169417.333333,338558175.333333
39169249.1666667,31456870.6666667
6176337.33333333,14797423.6
108204737.166667,82095427.3333333
10806976.6666667,10677191.6666667
,0.0
22177378.5,6411457.0
123491143.166667,504271045.5
98331255.5,98870648.6666667
145219316.833333,168395930.333333
0.0,
17593123.1666667,17588793.5
146656015.833333,151892612.166667
95908237.3333333,107169428.333333
23063110.0,14732685.8333333
64506951.6666667,98191737.0
876564260.0,1599675195.83333
145512151.333333,111895325.333333
108860722.333333,82612482.3333333
147531799.333333,150849472.0
0.0,16354326.1666667
2805212429.16667,2217689971.5
8233862.0,6435927.4
253027225.833333,152519480.5
92898476.6666667,85797805.0
,
7558449138.16667,3559214527.0
2050575271.66667,2122677912.16667
356665284.666667,249902343.166667
3965220629.16667,4666636709.0
2143128231.5,2192474644.83333
108824623.5,107482910.666667
177600617.0,281812127.833333
,
2392864670.66667,2782786297.0
64644775.75,47041466.0
4046855220.83333,4722558198.5
976228604.333333,595197400.5
1853419326.0,2068863024.33333
69986800.8333333,45590800.0
26762956959.3333,31586568536.8333
68930985.5,69147476.0
8611324.0,36516179.0
,
53758332.0,12078506.0
9127769295.0,6380725558.0
48607637.6666667,
,
0.0,10152284.0
13676090.4,
4566028.0,0.0
3601502.0,4703274.5
0.0,
,
,2911010.5
,
,0.0
22141109.3333333,15314742.4
41341498.1666667,59184545.5
,2846782.33333333
82021257.1666667,74648033.1666667
124447318.833333,72845882.8333333
86256382.8333333,86096093.8
,5813626.0
,
,
14055989.3333333,29647597.0
14762171.1666667,
42937035.5,21432624.6666667
12277034.0,
,
42079735.6666667,48899518.25
561478541.0,503953996.333333
,
268355616.666667,259361822.166667
,
,0.0
,
13891897.0,87815024.0
,7262983.5
109905946.5,
16659125.0,8958287.0
,
,15240512.0
12280292.3333333,24343235.1666667
39165400.5,24445840.8333333
235195607.0,125314714.166667
,14842894.0
,12571988.0
,7323153.33333333
