Selisistat,SRT2104
2.4352102466788,169.451499119245
57.4466782222786,17.4163092214374
525.569817309006,
,
336.148736448285,264.194686936013
,
,
527.918047706044,41.5485576403956
43.1842116303827,440.707019408705
,1.7401776392809
,
185.682299679702,1329.12276407737
295.991123637518,9.1130096501059
,32.1922495350218
3.1586974167797,
,2356.42447875183
3870.5971277708495,291.60446299885
,
3022.61029369297,107.495268532905
676.232560763453,6207.63898178152
,
910.940220140779,6.26649370204
,
,
981.506886691789,6.9131065551232
3467.89215340222,149.810784319824
3902.6573516514895,100.351865514774
,7987.673576148579
,
2714.94421361355,24.1250514094907
,
8034.60820226864,3.0539739753685
,
58.3743436651013,1509.58689764257
337.396407341359,48.4083846498006
371.198051480081,1110.47172288636
3.5610145338034,6.7413663252637
34.7191096832721,270.394352805617
30.80077090181,
,236.23389024505
,8.0344514120561
525.569817309006,28.919722327956
,
698.892333402166,5340.42389661714
3997.7995240819505,207.336136172082
1129.40180881934,264.043008797399
,2166.17455019419
,525.569817309006
4037.66747376734,398.495503508923
267.414218218541,
3115.938575908,16.4107901403197
,
5212.55424844882,55.5671562209297
2912.55283824522,514.230928800836
731.838652860142,130.023456598437
1118.44278597465,2524.08325246649
225.199818929523,556.396643609369
0.2231731223766,
5204.2032541054305,1980.49810637178
,573.0123363948
,156.535401216341
8.4473748116552,2.6837782961081
,52.8466732566549
,881.096976493857
,4894.49693371027
,7532.89099372672
,
267.33276104227,2921.03675827525
,
33.5496427036858,370.386312000376
556.432750288805,88.9261481298954
2502.50410087355,0.4400059559303
,7.4799972764666
,1.3795013396925
,4.3993537572975
163.400480379242,9007.42613055112
31.4412079832028,14.0698489968737
304.728532665322,
,525.569817309006
1185.09671113133,8.0261926177175
7230.11515705065,4175.29428047246
9290.71346275896,624.434515305629
2.3545970031689,3.2924536603249
,4.2759534899159
,
21.6624822212204,1609.71064403164
1165.29244447857,44.3064557691582
8499.10688008165,2261.40319567768
3666.1774902104703,6704.73775335098
503.786782914848,230.710628010322
1.4958550095138,27.4317532827255
,272.677035588228
1109.02122686913,1.6779287025895
,
0.1134993712781,3389.83889461351
30.0789523249689,5342.91552258767
,
,
,0.0102007628196
14.8863400327157,
2.948827724281,3.1163002057637
,259.034071043865
13.8397257898437,7.8653458185596
,2.9580235040621
4.7544446492557,0.8048681836424
,1454.56744494042
2923.89022222072,36.7078048824904
98.1281659957571,38.8587720700534
23.3837575031783,3.3481208717077
141.540107157724,323.477834570222
,304.785274310858
555.21007320175,5.026821231645
0.1134993712781,3.2064770242675
318.709902384158,
1114.89003239086,0.1052301615187
2834.94336727678,163.303027487736
,193.085558668445
259.796723328115,0.4989683385109
72.4911201395122,5725.07016448156
179.165353389185,
170.896254474046,7593.838013546861
,
1685.4366911707,4174.01268823808
0.0514409616251,156.223975698837
517.055148673852,0.5942424602687
738.22934400525,2.3476985283959
3.4910946629468,330.507269750739
,5050.29149633409
2405.17871113688,3.3483883339839
,12.5202834630088
,292.512404106575
4669.8985089266,550.365367530435
3577.37666556356,7.1711686192498
10.0146690840188,9.1347965211292
34.8812173763634,3.3105052271902
0.4644155353605,7658.551733407379
4062.9497202590496,534.388003116286
1791.42924899136,19.5352248282448
,60.1407233278528
21.7774901806936,3.4539739868572
5252.82786399852,261.197738022824
15.6512703659325,511.451981459797
147.586747982459,0.0214528822658
59.0470505044735,4.2137553393746
8919.25641957223,1.8517794406453
1138.02688536995,374.115194341718
,6.7558189701784
29.266856562187,371.834896309085
12.9084477087128,0.1189658617345
960.29360325076,
6191.72567480892,
5.8708948605596,2919.11520902801
,
3442.49672729032,33.702291693354
451.170773522135,3.6407410134483
332.070550113604,114.707324379075
108.506729687493,698.193631497953
846.645219247981,260.541404196746
1700.0000389663,0.0651058532382
,9018.065137352769
713.353678923295,3134.94140752752
3.0706660081801,3210.77497114679
234.651000614222,495.520950160617
390.972078632572,4.1240044170468
0.1134993712781,613.929814387458
1088.41504279059,506.178367811137
1156.15231732707,
14.1626444743394,744.138626657938
29.7947285967874,7542.6354065864
,66.0508071486762
,2542.21942232618
2260.33866617715,13.9373785925753
0.0511126389283,7.7549792704852
27.2646507232229,392.364289868186
,
361.40084740442,2867.31214678319
16.440426589121,542.151998938584
35.3327860730687,924.554528270653
127.712052203038,6993.804324428
982.831273797989,
144.555442114172,60.1739401900506
0.061247797945,518.473399508207
,1518.15997904513
1150.81681582385,133.457324840032
,497.074806270182
234.647831920095,294.570437326724
,198.124032702197
29.8212677884663,3.3900088225717
1023.61357131951,253.96196257851
,0.3357488858394
416.840276243573,
322.548940748309,2.7641826212549
352.703182782306,7.7476243129781
605.388524945264,1376.12922916376
,9.3470529720936
,
190.85492296662,32.0236076840914
83.2322763109586,5.5455169036248
96.8623370321772,1083.79098594656
1.1404241040069,6317.83832465079
,0.1134993712781
,
0.0113174644707,
24.3122865882592,
,7.8367011225898
1.7496395149195,1266.92443105112
4274.30421558163,219.263713682835
51.1137904026075,333.340229693871
448.907451364304,4.2043562872307
163.339802388634,730.393193190863
149.596956017115,103.237472791794
75.6396254930801,1284.27229896473
270.653424895434,383.639983953914
8.181510080586,56.2886244447819
,
44.6707714266355,
650.346717739755,7532.89099372672
5958.621822334409,3916.63887458378
234.647831920095,
1.2815662972016,804.428459248476
1178.5153854923,100.874622567775
1.0201533577366,5492.99221660822
2420.90859374261,4.2141472442315
1.1031289220592,453.662915102426
750.828817633842,964.725652471114
939.826226193675,5.3465479006165
301.14284838742,0.4701240058433
4.3526876148707,
65.7254254967707,356.002670551389
5847.2984915853,
,4.2790182037817
133.196382446296,
325.650305996533,575.083582478074
2903.83500150362,1.8592237332155
,
1209.21246584277,465.39847464176
39.8074518664453,
,
9314.6188351853,
48.5470175043919,30.4323739069531
0.1134993712781,
416.615712649977,5593.25420763307
86.4105790102148,322.705956653114
3537.9346798993,111.528211626148
4160.46946569648,43.6015924656368
125.819903829332,34.091178665533
