5-Azacytidine,Decitabine,5-Fluoro-2'-deoxycytidine,Gemcitabine,Methotrexate,Actinomycin D,5-Fluorouracil,Pemetrexed,Cisplatin,Carboplatin,Oxaliplatin,Doxorubicin,Cyclophosphamide
0.0,310697506.0,,230821315.0,54698920.5,239611131.666667,,218278384.666667,0.0,54698920.5,,218278384.666667,239611131.666667
108747615.333333,113895929.166667,145757545.833333,145757545.833333,101560753.666667,110725933.5,94605600.5,122850764.333333,108747615.333333,101560753.666667,108747615.333333,122850764.333333,110725933.5
1890148114.5,1624737704.83333,1987362878.66667,1987362878.66667,1816977202.33333,1901076600.83333,1976139673.66667,1918220995.33333,1890148114.5,1816977202.33333,1890148114.5,1918220995.33333,1901076600.83333
,,,,,,,,,,,,
397858677.5,413327772.333333,423792149.333333,423792149.333333,434710714.166667,417732959.5,419833020.166667,480790179.166667,397858677.5,434710714.166667,397858677.5,480790179.166667,417732959.5
7363665.0,8808554.0,12171028.6666667,12171028.6666667,9449580.0,9727432.33333333,7426405.33333333,7316018.83333333,7363665.0,9449580.0,7363665.0,7316018.83333333,9727432.33333333
,7292123.8,15765851.0,,1137351.0,8724162.75,,8123138.6,,,0.0,8123138.6,8724162.75
31251103.2,31565047.8333333,39023587.6666667,39023587.6666667,49486300.6,43349522.3333333,25053710.0,45490833.1666667,31251103.2,49486300.6,31251103.2,45490833.1666667,43349522.3333333
79087430.8333333,113476411.166667,177139009.5,177139009.5,139554833.333333,110538473.5,90281465.1666667,116740671.833333,79087430.8333333,139554833.333333,79087430.8333333,116740671.833333,110538473.5
494138257.0,412599314.0,513578478.666667,513578478.666667,550561368.0,438318441.5,494567957.0,467896845.166667,494138257.0,550561368.0,494138257.0,467896845.166667,438318441.5
10851188.5,6153568.66666667,12527966.5,12527966.5,4528372.5,8338592.33333333,6386667.66666667,11440185.4,10851188.5,,10851188.5,11440185.4,8338592.33333333
118608770.666667,82717685.0,130623825.5,130623825.5,136252405.833333,119337607.666667,116109707.0,84720578.6666667,118608770.666667,136252405.833333,118608770.666667,84720578.6666667,119337607.666667
298346473.666667,310519974.666667,432767699.166667,432767699.166667,416522196.0,384496140.166667,299444040.0,399997126.333333,298346473.666667,416522196.0,298346473.666667,399997126.333333,384496140.166667
52345121.1666667,40794113.0,52738692.6666667,52738692.6666667,58355255.5,42250624.5,53630112.6666667,33842222.5,52345121.1666667,58355255.5,52345121.1666667,33842222.5,42250624.5
79803790.8333333,71501480.3333333,76385406.0,76385406.0,91487222.8333333,67412417.1666667,67338255.8333333,93317391.8333333,79803790.8333333,91487222.8333333,79803790.8333333,93317391.8333333,67412417.1666667
9513476.0,6549151.16666667,6857557.5,6857557.5,8520311.83333333,7261653.83333333,9614408.0,5897939.83333333,9513476.0,8520311.83333333,9513476.0,5897939.83333333,7261653.83333333
4794307655.83333,4274002516.83333,4874974328.5,4874974328.5,4910200646.0,4340240443.5,4246858110.66667,4742667349.0,4794307655.83333,4910200646.0,4794307655.83333,4742667349.0,4340240443.5
352585070.166667,318716614.0,359268351.333333,359268351.333333,395354870.333333,283701632.166667,296714370.833333,495152850.333333,352585070.166667,395354870.333333,352585070.166667,495152850.333333,283701632.166667
15126333.6,11399179.6666667,12464818.2,12464818.2,0.0,11626131.8333333,18535417.0,28926472.5,15126333.6,,15126333.6,28926472.5,11626131.8333333
132453218.5,148640381.333333,174886413.666667,174886413.666667,148492256.666667,145521897.833333,118775594.333333,171356988.666667,132453218.5,148492256.666667,132453218.5,171356988.666667,145521897.833333
0.0,,0.0,,4577576.5,,,10506453.0,,4577576.5,,10506453.0,12158148.0
549190386.5,639020213.666667,803264888.833333,803264888.833333,674562720.5,703264713.5,499575218.833333,913101794.0,549190386.5,674562720.5,549190386.5,913101794.0,703264713.5
,,,,,,,6053360.0,,,,,0.0
61180380.5,60620971.0,104318099.833333,104318099.833333,69284915.5,,61632336.8333333,57411960.6666667,61180380.5,69284915.5,61180380.5,57411960.6666667,86599914.1666667
14362940.0,13035479.25,16291796.0,16291796.0,,17708545.6,20610054.0,,,12120977.0,14362940.0,12952858.0,17708545.6
26086783.5,,38032205.0,38032205.0,187203829.0,4233829.0,8465457.5,8449193.5,26086783.5,187203829.0,26086783.5,8449193.5,4233829.0
53276747.0,56288497.0,68714259.0,68714259.0,61862738.1666667,66397383.5,30701578.6,,53276747.0,61862738.1666667,53276747.0,55003524.2,66397383.5
183122983.833333,177929099.5,214848898.666667,214848898.666667,245061555.166667,197533369.5,146176559.666667,231269223.5,183122983.833333,245061555.166667,183122983.833333,231269223.5,197533369.5
8545212.0,3202491.2,4254149.5,4254149.5,2205303.0,3491499.0,0.0,4656158.83333333,8545212.0,2205303.0,8545212.0,4656158.83333333,3491499.0
143398734.0,229681166.833333,204652477.5,204652477.5,211295191.666667,244527614.0,152210354.5,354936713.833333,143398734.0,211295191.666667,143398734.0,354936713.833333,244527614.0
217959869.333333,256137542.666667,345095343.5,345095343.5,308547621.833333,284072039.0,222825152.666667,308401377.833333,217959869.333333,308547621.833333,217959869.333333,308401377.833333,284072039.0
5963015.0,7812236.4,5363588.0,,13274845.5,10479519.0,,0.0,,13274845.5,5963015.0,0.0,10479519.0
499889978.0,382398296.333333,561549890.333333,561549890.333333,485196657.833333,443241057.333333,453065473.333333,282521050.166667,499889978.0,485196657.833333,499889978.0,282521050.166667,443241057.333333
9580977.25,20407218.8333333,,,,13649537.5,6488520.33333333,34023981.6,9580977.25,,9580977.25,34023981.6,13649537.5
,,,,,,,,,,,,0.0
195380818.0,164425936.833333,181124869.5,181124869.5,182775697.833333,173114716.5,193771205.5,237311902.166667,195380818.0,182775697.833333,195380818.0,237311902.166667,173114716.5
282896948.833333,327999092.666667,435878164.5,435878164.5,376677496.5,365143196.0,336464600.666667,487714141.333333,282896948.833333,376677496.5,282896948.833333,487714141.333333,365143196.0
956908095.833333,1106962459.66667,1192658754.0,1192658754.0,1226379746.16667,1043654620.5,971304762.833333,1150752948.16667,956908095.833333,1226379746.16667,956908095.833333,1150752948.16667,1043654620.5
8817470.0,4464393.0,6517753.8,6517753.8,7571749.5,3797738.2,4997511.66666667,8582565.83333333,,7571749.5,8817470.0,8582565.83333333,
22100646.2,32052483.4,24794809.2,24794809.2,28079590.1666667,17356101.5,15236313.1666667,21411422.3333333,22100646.2,28079590.1666667,22100646.2,21411422.3333333,17356101.5
90375804.3333333,98400855.5,117399503.333333,117399503.333333,129790178.166667,98787584.0,88480149.8333333,136190468.833333,90375804.3333333,129790178.166667,90375804.3333333,136190468.833333,98787584.0
43909762.3333333,51137864.3333333,56259499.3333333,56259499.3333333,64342348.0,56510218.1666667,57113228.1666667,55357667.6666667,43909762.3333333,64342348.0,43909762.3333333,55357667.6666667,56510218.1666667
166757191.666667,244708837.166667,214294166.833333,214294166.833333,212598067.5,213938842.666667,143492972.333333,291601630.5,166757191.666667,212598067.5,166757191.666667,291601630.5,213938842.666667
220484557.666667,227668793.5,272688679.5,272688679.5,271973026.333333,246602006.833333,219855308.833333,241956682.833333,220484557.666667,271973026.333333,220484557.666667,241956682.833333,246602006.833333
92934933.5,112791698.333333,124365706.0,124365706.0,111752140.833333,116239082.5,77869218.1666667,124912909.166667,92934933.5,111752140.833333,92934933.5,124912909.166667,116239082.5
37438725.5,,,,24276118.0,,39504674.4,,37438725.5,24276118.0,37438725.5,17411748.0,0.0
826927149.166667,740982863.166667,860677440.333333,860677440.333333,898466423.166667,744548166.333333,836148556.333333,611728230.5,826927149.166667,898466423.166667,826927149.166667,611728230.5,744548166.333333
1719051863.66667,1649859722.16667,2142049001.83333,2142049001.83333,2019239148.33333,1910754075.33333,1558693258.0,1566546422.16667,1719051863.66667,2019239148.33333,1719051863.66667,1566546422.16667,1910754075.33333
20777051.8333333,13718021.0,20552385.5,20552385.5,23245672.6666667,15162662.6666667,24077032.8333333,16990943.0,20777051.8333333,23245672.6666667,20777051.8333333,16990943.0,15162662.6666667
59409497.1666667,106930292.833333,92870223.8333333,92870223.8333333,99389399.3333333,89911812.8333333,59906402.5,128896613.666667,59409497.1666667,99389399.3333333,59409497.1666667,128896613.666667,89911812.8333333
442606255.5,369199410.833333,352789644.666667,352789644.666667,458305925.333333,397841322.166667,513682234.0,194987057.0,442606255.5,458305925.333333,442606255.5,194987057.0,397841322.166667
50024346.0,41167314.1666667,49170990.0,49170990.0,59721755.3333333,49651751.1666667,46453959.5,38606803.75,50024346.0,59721755.3333333,50024346.0,38606803.75,49651751.1666667
166960396.0,118973266.666667,150272778.166667,150272778.166667,150914596.166667,127057520.5,154648866.333333,90450405.3333333,166960396.0,150914596.166667,166960396.0,90450405.3333333,127057520.5
291429831.666667,282206844.666667,337214551.666667,337214551.666667,259548277.833333,300108048.5,190015932.166667,277835720.833333,291429831.666667,259548277.833333,291429831.666667,277835720.833333,300108048.5
693158610.666667,944749327.0,1070938217.16667,1070938217.16667,1089693940.16667,978510536.166667,692471818.833333,1684571755.33333,693158610.666667,1089693940.16667,693158610.666667,1684571755.33333,978510536.166667
341250100.833333,379593112.333333,426392913.166667,426392913.166667,447749321.333333,353116554.333333,333418650.333333,411763431.166667,341250100.833333,447749321.333333,341250100.833333,411763431.166667,353116554.333333
248801031.166667,246505019.666667,427960755.5,427960755.5,495000464.0,412199755.0,236295651.333333,414558743.666667,248801031.166667,495000464.0,248801031.166667,414558743.666667,412199755.0
14591594.3333333,15012244.1666667,16692341.6666667,16692341.6666667,19083898.8333333,15132043.5,15594404.6666667,8432668.83333333,14591594.3333333,19083898.8333333,14591594.3333333,8432668.83333333,15132043.5
16881091.8,14205072.0,23455689.0,23455689.0,13969685.0,12568343.5,,,16881091.8,13969685.0,16881091.8,11347031.0,12568343.5
16400121.25,15611345.4,18154445.0,18154445.0,24466059.0,20987865.75,21711158.0,21448258.8,16400121.25,24466059.0,16400121.25,21448258.8,20987865.75
72755499.3333333,68919233.0,83806652.5,83806652.5,86813827.6666667,75107096.8333333,65246357.1666667,61580460.8333333,72755499.3333333,86813827.6666667,72755499.3333333,61580460.8333333,75107096.8333333
12210253.2,4347357.5,0.0,0.0,4601236.16666667,3648818.0,8240988.6,2449252.0,12210253.2,4601236.16666667,12210253.2,2449252.0,3648818.0
190965748.666667,185049320.5,197482709.333333,197482709.333333,230730538.5,177111520.166667,166081145.5,153681673.833333,190965748.666667,230730538.5,190965748.666667,153681673.833333,177111520.166667
24860965.0,12749241.0,11161396.25,11161396.25,0.0,6264489.5,3210588.0,13579670.5,,,24860965.0,13579670.5,6264489.5
109274909.833333,138968046.666667,162991108.666667,162991108.666667,134672196.333333,109238467.0,119379797.0,109007414.666667,109274909.833333,134672196.333333,109274909.833333,109007414.666667,109238467.0
,7307529.25,,,10509899.5,0.0,6072466.8,9148748.66666667,,10509899.5,,9148748.66666667,
17320380.0,17307626.8,21642406.5,21642406.5,26570108.0,21432041.5,30755608.5,14018019.5,17320380.0,,17320380.0,14018019.5,21432041.5
177855329.166667,160881144.166667,187038833.333333,187038833.333333,226817822.166667,180488877.166667,183879086.5,163384005.666667,177855329.166667,226817822.166667,177855329.166667,163384005.666667,180488877.166667
95647910.5,137382400.333333,149441319.0,149441319.0,145000996.666667,140889094.833333,98338549.0,157032324.333333,95647910.5,145000996.666667,95647910.5,157032324.333333,140889094.833333
37500210.1666667,39576513.5,47454795.6666667,47454795.6666667,49094134.6666667,42058406.3333333,38110448.8333333,40456049.5,37500210.1666667,49094134.6666667,37500210.1666667,40456049.5,42058406.3333333
148093643.833333,127715276.0,171129622.166667,171129622.166667,167952907.166667,179887487.833333,131520408.0,190549476.666667,148093643.833333,167952907.166667,148093643.833333,190549476.666667,179887487.833333
,0.0,,0.0,,,0.0,0.0,,,,0.0,
3683161.0,9241141.5,6074860.0,6074860.0,50805330.0,,6137562.0,9732133.0,3683161.0,,3683161.0,,15368284.0
24080204.2,23679421.6666667,33251707.0,33251707.0,32070042.4,23906415.2,27986152.6,20854833.1666667,24080204.2,32070042.4,24080204.2,20854833.1666667,23906415.2
16514844.0,20108184.1666667,24050903.8333333,24050903.8333333,25226033.8333333,22100467.0,18845319.6666667,21926162.3333333,16514844.0,25226033.8333333,16514844.0,21926162.3333333,22100467.0
26527274.5,11571391.5,11703148.3333333,11703148.3333333,8722469.0,12351936.8,,6201857.66666667,26527274.5,8722469.0,26527274.5,6201857.66666667,12351936.8
,13007819.6,22741449.6666667,22741449.6666667,,15922423.8333333,,,12944358.5,,,42310951.6,15922423.8333333
0.0,,,,,,5552927.0,0.0,0.0,12831552.0,0.0,0.0,
19621053.8333333,16452621.2,23354097.3333333,23354097.3333333,16096856.0,12736351.0,17912528.3333333,7857054.16666667,19621053.8333333,16096856.0,19621053.8333333,7857054.16666667,12736351.0
9124041942.0,7324098333.16667,9899919955.16667,9899919955.16667,8958759537.66667,9206848305.66667,8603168808.33334,8967328785.5,9124041942.0,8958759537.66667,9124041942.0,8967328785.5,9206848305.66667
65294644.3333333,70550059.5,90132315.5,90132315.5,82475243.8333333,82916284.5,72737498.3333333,75685550.0,65294644.3333333,82475243.8333333,65294644.3333333,75685550.0,82916284.5
128661684.666667,167052064.666667,183763307.333333,183763307.333333,180104241.333333,159941841.833333,144552963.0,185987210.5,128661684.666667,180104241.333333,128661684.666667,185987210.5,159941841.833333
169657865.5,185469953.833333,186344034.166667,186344034.166667,209694998.5,193600808.333333,151468709.833333,240751375.166667,169657865.5,209694998.5,169657865.5,240751375.166667,193600808.333333
471100204.166667,540038244.0,605127896.0,605127896.0,602442052.166667,583164874.166667,465015554.0,560236397.666667,471100204.166667,602442052.166667,471100204.166667,560236397.666667,583164874.166667
0.0,,,,,,,0.0,0.0,,0.0,,
58119197.8333333,38983963.5,64949088.6666667,64949088.6666667,49015488.3333333,44520496.6666667,36031176.3333333,33558087.8333333,58119197.8333333,49015488.3333333,58119197.8333333,33558087.8333333,44520496.6666667
453982060.5,364712366.833333,463852504.0,463852504.0,435064511.333333,442012222.666667,386180604.0,339127018.5,453982060.5,435064511.333333,453982060.5,339127018.5,442012222.666667
65243919.6666667,65630292.0,75805223.1666667,75805223.1666667,66985319.6666667,56328422.1666667,63868424.3333333,46717863.6666667,65243919.6666667,66985319.6666667,65243919.6666667,46717863.6666667,56328422.1666667
96713892.6666667,124060842.333333,102003368.833333,102003368.833333,105684196.666667,112585268.0,85917417.8333333,125546099.0,96713892.6666667,105684196.666667,96713892.6666667,125546099.0,112585268.0
20946229.1666667,18220658.4,22228062.0,22228062.0,26858012.3333333,19389340.3333333,18990713.5,12518743.6666667,20946229.1666667,26858012.3333333,20946229.1666667,12518743.6666667,19389340.3333333
94496753.8333333,85282154.3333333,111667456.833333,111667456.833333,115694425.333333,111253009.5,94986914.6666667,84773877.3333333,94496753.8333333,115694425.333333,94496753.8333333,84773877.3333333,111253009.5
517587436.166667,602239254.333333,666508253.0,666508253.0,632186440.166667,590079725.166667,490958859.666667,554107885.0,517587436.166667,632186440.166667,517587436.166667,554107885.0,590079725.166667
84307723.0,101228561.5,110375156.0,110375156.0,93603181.6666667,92775921.5,89686760.0,109411711.0,84307723.0,93603181.6666667,84307723.0,109411711.0,92775921.5
441564663.0,335441787.833333,417899422.666667,417899422.666667,456648870.166667,349535894.666667,436346440.166667,366532688.833333,441564663.0,456648870.166667,441564663.0,366532688.833333,349535894.666667
647961173.333333,809182798.166667,817145009.666667,817145009.666667,1061729802.33333,832759265.833333,622670044.0,828557525.666667,647961173.333333,1061729802.33333,647961173.333333,828557525.666667,832759265.833333
105096500.666667,75350274.1666667,132600508.833333,132600508.833333,103257783.166667,88846184.6666667,90454141.6666667,87377551.6666667,105096500.666667,103257783.166667,105096500.666667,87377551.6666667,88846184.6666667
,,,,,0.0,8597749.0,,0.0,0.0,,,0.0
11835090.0,9235693.83333333,11390523.8333333,11390523.8333333,11790776.1666667,10014792.5,8500011.75,8580079.75,11835090.0,11790776.1666667,11835090.0,8580079.75,10014792.5
31470111.6666667,32343310.5,32670362.3333333,32670362.3333333,25583690.3333333,30366211.6666667,28080002.2,39647300.0,31470111.6666667,25583690.3333333,31470111.6666667,39647300.0,30366211.6666667
718582657.333333,687454347.0,834356056.666667,834356056.666667,800410790.166667,776278132.666667,675444600.5,646697055.666667,718582657.333333,800410790.166667,718582657.333333,646697055.666667,776278132.666667
,13537337.5,13996135.5,13996135.5,6860633.75,12871947.4,6501676.0,6912256.5,15343140.0,6860633.75,15343140.0,6912256.5,12871947.4
137380847.0,139980506.833333,174865019.666667,174865019.666667,178833612.5,145845039.666667,139327748.666667,156145127.333333,137380847.0,178833612.5,137380847.0,156145127.333333,145845039.666667
309704567.0,241242139.5,345130978.0,345130978.0,347697281.666667,317823274.5,297896020.5,325077187.833333,309704567.0,347697281.666667,309704567.0,325077187.833333,317823274.5
,8596707.33333333,5259973.5,5259973.5,,7120835.2,0.0,16061786.5,,,,16061786.5,
254969084.666667,261761033.333333,315824844.5,315824844.5,359447569.166667,319641702.666667,258887771.5,310034272.0,254969084.666667,359447569.166667,254969084.666667,310034272.0,319641702.666667
45384674.6666667,38511416.1666667,47587361.0,47587361.0,48424802.3333333,49265889.3333333,35170645.3333333,44882185.4,45384674.6666667,48424802.3333333,45384674.6666667,44882185.4,49265889.3333333
104268483.166667,94430597.8333333,69712152.5,69712152.5,125670449.833333,127131449.333333,91258898.0,154651829.833333,104268483.166667,125670449.833333,104268483.166667,154651829.833333,127131449.333333
41707774.8333333,48739903.0,44424740.8333333,44424740.8333333,52447680.8333333,42780882.8333333,58701298.6666667,77654578.8333333,41707774.8333333,52447680.8333333,41707774.8333333,77654578.8333333,42780882.8333333
50798112.8333333,53687107.3333333,69081072.5,69081072.5,62689544.0,61009542.6666667,52908703.3333333,49423155.8333333,50798112.8333333,62689544.0,50798112.8333333,49423155.8333333,61009542.6666667
72336536.0,105127223.5,125454231.833333,125454231.833333,117501703.5,115492342.5,74557808.5,92995604.3333333,72336536.0,117501703.5,72336536.0,92995604.3333333,115492342.5
31135575.0,17206298.0,23862337.1666667,23862337.1666667,23031722.6,17107707.0,31203886.6666667,28691930.4,31135575.0,23031722.6,31135575.0,28691930.4,17107707.0
123685098.0,89756285.3333333,101092343.833333,101092343.833333,102234415.0,99075791.6666667,108459426.0,57020297.0,123685098.0,102234415.0,123685098.0,57020297.0,99075791.6666667
2562216.5,,,,5607899.66666667,,4757727.0,3401825.0,,,,,
,,,,,,,,,,,,
543073288.0,360243538.666667,523434251.166667,523434251.166667,519636157.833333,452015599.0,524239316.333333,619573146.166667,543073288.0,519636157.833333,543073288.0,619573146.166667,452015599.0
376793288.666667,405693106.333333,473192010.333333,473192010.333333,502366373.0,456991194.666667,362561382.166667,608986097.333333,376793288.666667,502366373.0,376793288.666667,608986097.333333,456991194.666667
121050226.833333,73106826.1666667,96904760.6666667,96904760.6666667,99243028.5,95700793.3333333,89271585.0,52463925.0,121050226.833333,99243028.5,121050226.833333,52463925.0,95700793.3333333
96967941.3333333,61331155.5,90310335.1666667,90310335.1666667,90467091.5,77490794.6666667,91391301.1666667,53142819.3333333,96967941.3333333,90467091.5,96967941.3333333,53142819.3333333,77490794.6666667
0.0,,0.0,,,,0.0,,,0.0,0.0,,
141159852.333333,198753780.333333,193549575.5,193549575.5,220645090.666667,238365786.833333,150253934.666667,231291565.833333,141159852.333333,220645090.666667,141159852.333333,231291565.833333,238365786.833333
7741445.5,30184928.0,,6485937.0,,6599340.33333333,10409072.6666667,,7741445.5,0.0,7741445.5,,6599340.33333333
278497548.833333,212810761.5,230117650.833333,230117650.833333,207670621.666667,219125610.833333,181989700.5,203197147.166667,278497548.833333,207670621.666667,278497548.833333,203197147.166667,219125610.833333
2137729662.16667,1144653741.83333,2431279507.5,2431279507.5,1693623338.83333,1669670825.83333,1967424564.66667,1350081979.83333,2137729662.16667,1693623338.83333,2137729662.16667,1350081979.83333,1669670825.83333
,,,,,17576299.5,,,0.0,,,0.0,
449109702.0,380751496.666667,499707636.166667,499707636.166667,439825479.166667,410323083.666667,413926187.166667,351261300.333333,449109702.0,439825479.166667,449109702.0,351261300.333333,410323083.666667
0.0,7943174.33333333,7774456.66666667,7774456.66666667,10566034.0,8683121.25,11940283.0,,,10566034.0,0.0,6365807.0,
16654716.0,13326840.2,19486591.0,19486591.0,24020049.0,18887097.0,0.0,15526322.5,16654716.0,24020049.0,16654716.0,,18887097.0
158173619.833333,129383093.666667,144626420.166667,144626420.166667,152298881.5,130689251.833333,126776607.666667,113100215.0,158173619.833333,152298881.5,158173619.833333,113100215.0,130689251.833333
4999065261.83333,4762545031.16667,5756449945.66667,5756449945.66667,5317976074.83333,5174702799.66667,4154192811.5,5396515921.83333,4999065261.83333,5317976074.83333,4999065261.83333,5396515921.83333,5174702799.66667
445312650.333333,327285102.666667,364454131.333333,364454131.333333,368770594.333333,553476472.0,473006040.666667,489365207.0,445312650.333333,368770594.333333,445312650.333333,489365207.0,553476472.0
8320211851.5,7678953556.0,9291601576.33333,9291601576.33333,9298720864.33334,8541656352.83333,7905915597.5,7840654079.33333,8320211851.5,9298720864.33334,8320211851.5,7840654079.33333,8541656352.83333
148601139.5,144475223.166667,194412257.5,194412257.5,171596888.5,169414064.333333,144640902.5,174756846.333333,148601139.5,171596888.5,148601139.5,174756846.333333,169414064.333333
11676800.5,23255149.5,18438844.6666667,18438844.6666667,,18383420.3333333,8345774.66666667,39725464.3333333,11676800.5,16422192.6,11676800.5,39725464.3333333,18383420.3333333
88643139.8333333,56493925.3333333,100985032.333333,100985032.333333,80811574.1666667,76218578.3333333,86755796.3333333,36376691.1666667,88643139.8333333,80811574.1666667,88643139.8333333,36376691.1666667,76218578.3333333
241334526.666667,154619013.5,210770460.166667,210770460.166667,214329739.666667,180512277.666667,209951298.166667,157072529.5,241334526.666667,214329739.666667,241334526.666667,157072529.5,180512277.666667
20034361.0,6337359.4,5760411.0,5760411.0,11410521.75,7524653.0,,4473790.0,20034361.0,11410521.75,20034361.0,4473790.0,7524653.0
19382693.8333333,19201372.0,29519513.3333333,29519513.3333333,20703171.6666667,18997684.6666667,14184930.1666667,13973268.1666667,19382693.8333333,20703171.6666667,19382693.8333333,13973268.1666667,18997684.6666667
27351828.25,25084992.5,29956423.0,29956423.0,24633366.8333333,21757656.0,23940488.5,24470923.5,27351828.25,24633366.8333333,27351828.25,24470923.5,21757656.0
,0.0,,,,10071951.5,,15810713.6,,1760573.0,,15810713.6,10071951.5
1159505086.5,1279603310.5,1491045058.83333,1491045058.83333,1936127263.0,1511852426.66667,1061382804.16667,1614493582.66667,1159505086.5,1936127263.0,1159505086.5,1614493582.66667,1511852426.66667
83620217.1666667,99324708.3333333,124090094.833333,124090094.833333,99044937.8333333,108957562.833333,84737012.5,64261585.0,83620217.1666667,99044937.8333333,83620217.1666667,64261585.0,108957562.833333
16224315.4,4617049.2,5888707.83333333,5888707.83333333,,13138890.0,,2764707.5,16224315.4,,16224315.4,,13138890.0
755941276.0,826024138.166667,858845536.5,858845536.5,938495295.666667,933763420.833333,729954168.0,1070173450.16667,755941276.0,938495295.666667,755941276.0,1070173450.16667,933763420.833333
16525258.6666667,13983686.6666667,16284411.2,16284411.2,20195901.75,13488970.0,14829029.5,,16525258.6666667,20195901.75,16525258.6666667,13332430.0,13488970.0
1384981327.83333,1851403041.33333,1961810599.66667,1961810599.66667,1918194056.0,1774205523.66667,1305778209.16667,2708220379.16667,1384981327.83333,1918194056.0,1384981327.83333,2708220379.16667,1774205523.66667
262223016.5,277717122.166667,316533477.833333,316533477.833333,349740627.833333,301073056.0,246647478.5,292526374.666667,262223016.5,349740627.833333,262223016.5,292526374.666667,301073056.0
124515988.0,143634483.666667,119432387.0,119432387.0,163168022.5,138767419.5,124848441.666667,118380016.833333,124515988.0,163168022.5,124515988.0,118380016.833333,138767419.5
13928978.4,8399792.0,11028099.8333333,11028099.8333333,12650509.8333333,10435314.5,11790147.0,14386818.25,13928978.4,12650509.8333333,13928978.4,14386818.25,10435314.5
6323375.0,,,,4356707.0,,2680423.0,,6323375.0,4356707.0,6323375.0,,
107399186.833333,158736215.166667,155457289.833333,155457289.833333,152504467.0,157479015.166667,115238252.0,132843663.5,107399186.833333,152504467.0,107399186.833333,132843663.5,157479015.166667
103085453.666667,99092307.6666667,69579684.5,69579684.5,95940395.6666667,87379785.0,99117083.6666667,55390286.3333333,103085453.666667,95940395.6666667,103085453.666667,55390286.3333333,87379785.0
242015797.833333,261488670.0,308400033.666667,308400033.666667,322395358.666667,295377014.333333,217896127.666667,345856124.166667,242015797.833333,322395358.666667,242015797.833333,345856124.166667,295377014.333333
220033742.166667,431023777.166667,396002407.833333,396002407.833333,401301185.833333,374224812.0,195498960.333333,732573788.0,220033742.166667,401301185.833333,220033742.166667,732573788.0,374224812.0
55026431.5,56592074.5,72999305.8333333,72999305.8333333,157285024.0,66506140.0,48014140.5,72576910.6,55026431.5,157285024.0,55026431.5,72576910.6,66506140.0
146903420.833333,195544294.333333,220814590.5,220814590.5,196564679.0,197653897.833333,154316819.666667,196943798.666667,146903420.833333,196564679.0,146903420.833333,196943798.666667,197653897.833333
37489206.6666667,34973179.6666667,33035428.3333333,33035428.3333333,42547686.6,34938534.5,30466739.8333333,37297494.8333333,37489206.6666667,42547686.6,37489206.6666667,37297494.8333333,34938534.5
0.0,4868514.0,7776601.6,7776601.6,4882017.0,4596357.66666667,12726864.2,6040244.0,0.0,4882017.0,0.0,6040244.0,4596357.66666667
19524386.6666667,24204168.1666667,24118448.0,24118448.0,25575550.8333333,29549586.5,21397522.3333333,21375354.8,19524386.6666667,25575550.8333333,19524386.6666667,21375354.8,29549586.5
120564532.0,107309860.666667,124119265.833333,124119265.833333,135144917.333333,112780525.5,110464301.333333,50186095.0,120564532.0,135144917.333333,120564532.0,50186095.0,112780525.5
844384927.833333,661737448.5,892813032.333334,892813032.333334,902580001.166667,766443006.166667,848115661.833333,649697927.333333,844384927.833333,902580001.166667,844384927.833333,649697927.333333,766443006.166667
190077009.833333,186285496.666667,253033529.333333,253033529.333333,250273472.5,177692779.0,176442876.333333,245981199.0,190077009.833333,250273472.5,190077009.833333,245981199.0,177692779.0
0.0,8583636.16666667,10525161.0,10525161.0,8582837.5,7462674.4,,8940628.33333333,0.0,8582837.5,0.0,8940628.33333333,7462674.4
18030141.5,15950041.0,18325592.2,18325592.2,17378159.1666667,23797865.0,8106247.5,14267582.0,18030141.5,17378159.1666667,18030141.5,14267582.0,23797865.0
410774882.666667,508436178.833333,523156702.5,523156702.5,483486668.5,536280974.333333,303694812.166667,623579215.0,410774882.666667,483486668.5,410774882.666667,623579215.0,536280974.333333
1063924805.16667,733462588.0,937068540.666667,937068540.666667,804026616.0,938120207.0,917286315.0,881116657.833333,1063924805.16667,804026616.0,1063924805.16667,881116657.833333,938120207.0
64016748.3333333,87452286.8333333,72374159.0,72374159.0,70762470.6666667,67727594.3333333,48774014.5,54064870.5,64016748.3333333,70762470.6666667,64016748.3333333,54064870.5,67727594.3333333
,,,,,,,,,,,,
,,,,,,4637137.0,,0.0,,0.0,,0.0
583780844.5,608810914.0,865631630.666667,865631630.666667,870652061.166667,726065239.333333,630173498.666667,841151564.666667,583780844.5,870652061.166667,583780844.5,841151564.666667,726065239.333333
116584757.0,50491729.6666667,77726344.0,77726344.0,95346486.8333333,79832269.5,99024868.3333333,44340338.8,116584757.0,95346486.8333333,116584757.0,44340338.8,79832269.5
32524303.8333333,34352566.1666667,31665397.3333333,31665397.3333333,44637593.8,34930147.6666667,30072601.3333333,30675836.3333333,32524303.8333333,44637593.8,32524303.8333333,30675836.3333333,34930147.6666667
26251552.6666667,27225137.1666667,25516792.8333333,25516792.8333333,23802072.0,24571304.8333333,20801384.6666667,22651145.8333333,26251552.6666667,23802072.0,26251552.6666667,22651145.8333333,24571304.8333333
