VHL ligand 1,Nutlin-3,Serdemetan,VH298
1362350907.83333,1362350907.83333,1538358541.33333,1501921107.33333
533922464.0,533922464.0,708622114.333333,654741216.5
20091109.8333333,20091109.8333333,35047515.3333333,21848179.6666667
329384609.5,329384609.5,349855627.5,344943916.0
,,,29737710.0
4402171764.5,4402171764.5,4893960766.16667,4760125701.33333
28618549.2,28618549.2,23430160.8333333,21181643.8333333
,0.0,,6581733.0
468508369.666667,468508369.666667,590760679.0,507826319.166667
3111290645.33333,3111290645.33333,3481460286.66667,3386917925.33333
217225846.5,217225846.5,239965395.5,232725795.166667
55666809.1666667,55666809.1666667,68261702.1666667,57351020.0
21621180.1666667,21621180.1666667,30374860.8333333,22222826.3333333
2851540118.33333,2851540118.33333,3700829218.16667,3794579296.16667
91936653.8333333,91936653.8333333,131068406.0,128214334.5
8766497701.16667,8766497701.16667,11358889931.8333,12102209443.0
,,,
2664263690.33333,2664263690.33333,3560330901.16667,3496342503.33333
1686024012.0,1686024012.0,1801856639.66667,1655071876.33333
598691111.5,598691111.5,807195658.0,769823418.666667
699299042.0,699299042.0,916696936.0,849938613.166667
14983619.5,14983619.5,13693698.4,11969213.0
11626125.5,,,
17046045.5,17046045.5,58045107.6666667,18687297.6
6897467.5,6897467.5,0.0,6094911.0
9016697.2,9016697.2,5901967.0,12129733.5
13544894897.8333,13544894897.8333,15021940477.1667,14833460609.0
,,0.0,
2556378999.83333,2556378999.83333,2920059716.5,2610065970.0
3596092610.16667,3596092610.16667,4242844809.83333,3494181955.66667
4283129925.16667,4283129925.16667,4186398639.33333,4045290258.0
632539555.5,632539555.5,1501439748.5,754731041.5
4189233.2,4189233.2,8551375.16666667,7614897.83333333
125759542.5,125759542.5,111799011.5,112390582.166667
7825850.0,7825850.0,,5546100.0
17596169.6666667,17596169.6666667,18669609.1666667,19056878.8
2938013996.0,2938013996.0,3855434772.16667,3197778894.16667
8835190090.66667,8835190090.66667,8113409415.5,7731963752.66667
3373560685.16667,3373560685.16667,3424799713.5,3238098945.16667
1637296410.0,1637296410.0,2053857796.16667,2002253292.16667
10226613179.3333,10226613179.3333,11760169454.1667,11148050592.3333
5595196.0,5595196.0,3797082.5,3310020.0
5500282.5,5500282.5,3249697.0,5619858.66666667
287801831.833333,287801831.833333,251273881.833333,225332203.0
20438431.0,20438431.0,19344932.0,22445975.0
5280076.33333333,5280076.33333333,,
7300077242.16667,7300077242.16667,8539597236.66667,8106196452.66667
133562435.833333,133562435.833333,175352348.666667,183126180.833333
126118934.5,126118934.5,169753918.0,144192114.166667
10597888.25,10597888.25,,
64297537.5,64297537.5,90122896.1666667,81214268.8333333
9100603.0,9100603.0,,0.0
4546957594.83333,4546957594.83333,6786995700.16667,5853750680.0
2986016063.16667,2986016063.16667,2859397920.0,2949196352.83333
5939096683.33333,5939096683.33333,7207238888.83333,6610816036.5
878720469.666667,878720469.666667,699820072.0,621389566.0
747103229.666667,747103229.666667,889000381.0,756306668.333333
3402118901.83333,3402118901.83333,3828741404.83333,3622356289.83333
2460994509.16667,2460994509.16667,3586149493.16667,3261305472.0
0.0,,7460666.33333333,4359031.0
1272626708.5,1272626708.5,1481502201.83333,1453431451.5
3179062473.83333,3179062473.83333,4400283178.83333,3597745548.0
173660967.833333,173660967.833333,215271590.666667,202622190.666667
9417195.0,,12432420.0,9123304.33333333
259206013.0,259206013.0,385216126.0,313064675.5
158679762.666667,158679762.666667,207716756.833333,191344236.833333
1527524334.33333,1527524334.33333,1275361965.0,1399174033.0
2193755896.5,2193755896.5,2552572645.33333,2038926699.33333
582666626.166667,582666626.166667,517414226.0,666543382.666667
809356791.166667,809356791.166667,957849572.333333,800276980.333334
145768626.0,145768626.0,112722947.166667,119120019.333333
627907796.666667,627907796.666667,804720013.833333,728733211.5
17665915.3333333,17665915.3333333,19515116.0,15325885.5
,,10389095.0,14997486.0
3660079.33333333,3660079.33333333,,2480661.0
757397823.333333,757397823.333333,796805871.166667,702940858.166667
541638688.5,541638688.5,645054632.166667,553954726.666667
7522938.66666667,7522938.66666667,12526116.0,7842841.83333333
,,,34695539.5
779718695.5,779718695.5,757287663.833333,746962566.833333
,,,
11093932.5,11093932.5,7518966.0,13103487.3333333
51098713.5,51098713.5,57721901.1666667,62926102.0
147565020.666667,147565020.666667,186506985.333333,167360672.166667
20750647.6666667,20750647.6666667,19678187.6666667,11853202.25
15406852.5,15406852.5,47791675.5,15104499.6666667
1605504361.66667,1605504361.66667,1826674975.5,1863537093.66667
16010260.6666667,16010260.6666667,26806703.6666667,19705123.1666667
49595320.3333333,49595320.3333333,60797687.3333333,37143210.3333333
23520290.3333333,23520290.3333333,28096564.0,29347975.4
,,12371600.3333333,
35834523.0,,26789846.0,0.0
182109490.666667,182109490.666667,178202310.333333,156451856.833333
200545777.833333,200545777.833333,225044408.333333,202599804.5
1365454339.5,1365454339.5,1593908181.5,1494196889.83333
210172252.5,210172252.5,324089589.0,321496478.0
15343434.8333333,15343434.8333333,15177171.5,16575384.25
8741877.75,8741877.75,13913717.0,8765306.0
733545552.333333,733545552.333333,927157796.5,804185112.166667
128770341.166667,128770341.166667,144581801.0,137923188.5
142106308.166667,142106308.166667,154943585.833333,130256596.833333
,,,
123155148.666667,123155148.666667,147280509.166667,151463047.333333
62602725.5,62602725.5,59299926.8333333,53200479.1666667
12323498502.1667,12323498502.1667,15453979541.1667,14956754836.5
16727607.5,16727607.5,,18600352.5
68402052.6666667,68402052.6666667,115902032.666667,78739370.3333333
521656329.333333,521656329.333333,658257803.333333,597364005.833333
20037870.6666667,20037870.6666667,39460773.1666667,33871211.3333333
3431441656.0,3431441656.0,4218774420.16667,3437403911.5
250733337.666667,250733337.666667,288074173.333333,236097877.666667
,,,
25334954.75,25334954.75,15695322.3333333,12764238.0
7077516.0,7077516.0,2948142.0,11182811.0
17052723.5,17052723.5,18372043.6666667,12518012.8333333
133002337.5,133002337.5,143739295.5,137718318.666667
,,,4572449.0
421298335.166667,421298335.166667,475981412.333333,479960015.0
2534539766.83333,2534539766.83333,3005739173.66667,2862640732.83333
202684619.5,202684619.5,229754903.5,245654945.0
1075170693.33333,1075170693.33333,1267333406.5,1452720597.33333
326917110.5,326917110.5,269329048.0,266209970.5
0.0,0.0,2465625.0,
1164698312.5,1164698312.5,1190958456.16667,1257493428.83333
12411526.6666667,12411526.6666667,15670954.25,14478565.1666667
6121896260.66667,6121896260.66667,7001627594.16667,6324741978.83333
1875758632.5,1875758632.5,1530896372.83333,1778298453.16667
400882784.166667,400882784.166667,528345948.333333,449339651.166667
5047122243.16667,5047122243.16667,4613976328.16667,4469720816.66667
2672301286.0,2672301286.0,3403261574.16667,3338416667.5
1969115274.66667,1969115274.66667,2300362304.83333,2189174497.5
524732359.5,524732359.5,540653469.333333,628763878.5
14044589.5,14044589.5,13050350.6666667,15126988.0
482459300.0,482459300.0,587382365.166667,548243928.833333
,,12873579.0,10933893.0
62695605.1666667,62695605.1666667,72369518.5,53496257.3333333
7464208.66666667,7464208.66666667,0.0,5254981.25
10456468.25,10456468.25,12916906.5,10472533.0
,6175908.75,54483795.0,9670142.4
723229644.333333,723229644.333333,722288040.666667,665605676.166667
50126663.8333333,50126663.8333333,78552042.0,55542569.0
704331203.833333,704331203.833333,670057460.666667,674193968.166667
557034308.0,557034308.0,562873531.5,550129039.833333
1117500924.5,1117500924.5,925307798.166667,896170199.0
171796894.5,171796894.5,227068112.5,178306343.5
1993965710.66667,1993965710.66667,2058716022.5,2121812191.33333
273406980.166667,273406980.166667,308049706.5,291964097.166667
95296345.0,95296345.0,204116726.333333,225738905.833333
31257750.5,31257750.5,42123082.0,40368557.5
35776898.4,35776898.4,52130801.3333333,27248695.3333333
1144417614.16667,1144417614.16667,1141285271.5,1114739855.5
3029037282.5,3029037282.5,3426792685.5,3053666032.83333
15582977831.6667,15582977831.6667,16843896343.1667,13115620843.1667
1604681033.33333,1604681033.33333,1841926065.83333,1841389978.16667
2073782740.33333,2073782740.33333,3027671936.16667,2904583499.83333
16470454.0,16470454.0,38553792.0,23199682.6666667
82425078.8333333,82425078.8333333,66425709.6666667,86111932.8333333
0.0,,,0.0
1818271946.33333,1818271946.33333,1960714772.66667,1968363870.33333
569361500.166667,569361500.166667,628210334.0,647649301.333333
,,46372451.0,
4408485488.83333,4408485488.83333,5306760542.83333,4737814403.33333
106771508.833333,106771508.833333,113451805.166667,102804636.333333
78102345.0,78102345.0,93983356.5,74641307.1666667
83681754.0,83681754.0,77155216.6666667,85593411.1666667
814305220.166667,814305220.166667,624914540.333333,550113891.0
296836524.0,296836524.0,333657233.333333,332084091.666667
9860114502.5,9860114502.5,10010335153.6667,10425997100.0
4217170145.5,4217170145.5,4728332846.0,4434653149.33333
3438648396.0,3438648396.0,3661190120.66667,3381396178.16667
6647645098.16667,6647645098.16667,6536154040.83333,5948510179.33333
6251485.0,,24437317.6,13755183.0
9205050835.0,9205050835.0,10557708348.5,9307625512.5
,,0.0,0.0
22167088.1666667,22167088.1666667,20935606.8333333,26579958.0
1733475787.66667,1733475787.66667,1364695251.33333,2131040594.5
113680386.333333,113680386.333333,153668545.5,118062622.666667
19504934.0,19504934.0,22194973.0,20875916.0
0.0,0.0,,0.0
,,2583177.0,1075615.0
214512525.333333,214512525.333333,235706262.166667,195175969.833333
380699689.666667,380699689.666667,479536951.0,391344584.666667
232934581.833333,232934581.833333,281700786.166667,263863211.5
198052605.166667,198052605.166667,244334387.833333,210783643.333333
27672368.1666667,27672368.1666667,33309336.5,28892548.8333333
10248856.6666667,10248856.6666667,12403293.0,8895676.16666667
48981814.0,48981814.0,61429498.8333333,53270342.0
187820299.833333,187820299.833333,181310420.333333,199980051.666667
5014307830.66667,5014307830.66667,5475170752.5,4876964724.16667
0.0,,0.0,
65287541.6666667,65287541.6666667,61577024.8333333,71205079.0
1364136361.66667,1364136361.66667,1403264254.83333,1289179324.83333
35057364.5,35057364.5,50725120.0,37337975.3333333
58003962.3333333,58003962.3333333,47863862.5,46941758.8333333
3301184543.16667,3301184543.16667,3570579910.33333,3445281191.16667
431906084.333333,431906084.333333,450779985.166667,433499966.666667
6544767.5,6544767.5,8413857.5,13361245.8333333
10998907.6666667,10998907.6666667,19959937.4,12739671.5
1904719.0,1904719.0,9643039.5,9647147.25
150586258.166667,150586258.166667,180524175.833333,167491608.666667
5377740525.5,5377740525.5,5878111843.33333,5348518817.66667
4485619757.5,4485619757.5,5493585362.83333,4900016147.16667
5160499769.0,5160499769.0,5981032879.33333,5697477308.33333
21661425.1666667,21661425.1666667,19287311.0,28195682.0
498535423.333333,498535423.333333,558549150.5,600427088.0
2604976449.33333,2604976449.33333,2414115748.66667,2226487135.66667
234466289.166667,234466289.166667,276615822.666667,258368090.0
115689616.333333,,,
10518056081.6667,10518056081.6667,13395766203.1667,11993583328.0
70876700.0,70876700.0,76508716.0,81071595.5
163453988.833333,163453988.833333,206847178.333333,197015526.5
,,0.0,3093526.0
0.0,0.0,5777885.0,
108058646.0,108058646.0,165412654.666667,154049589.166667
268232112.0,268232112.0,158473500.666667,214004112.166667
223775161.666667,223775161.666667,283458151.333333,256356047.666667
52670616.0,52670616.0,71427181.5,63932018.0
88407072.1666667,88407072.1666667,148752263.0,121934528.666667
15483570.6666667,15483570.6666667,19076464.8333333,14642250.1666667
1048522920.66667,1048522920.66667,999514843.5,929091315.0
258404238.5,258404238.5,355901111.166667,332092662.5
38709490.5,38709490.5,52460996.3333333,51861679.1666667
44797691.1666667,44797691.1666667,92762528.6666667,48402398.8333333
922184754.5,922184754.5,776642567.833333,1004929078.5
2077985955.16667,2077985955.16667,2045559202.66667,1827433413.66667
730405040.666667,730405040.666667,663302007.833333,655503303.5
1042885296.16667,1042885296.16667,1108541414.33333,1151422510.33333
1390343276.33333,1390343276.33333,1897337114.0,1989825350.0
689002493.666667,689002493.666667,750703473.666667,807950635.666667
402126781.333333,402126781.333333,549195757.0,507787583.666667
,,,11404153.0
,0.0,,4937635.0
4012122.0,4012122.0,13799144.75,6260544.0
61083388.4,61083388.4,85785751.0,39775903.4
28618892.0,28618892.0,54363609.3333333,60526212.8333333
36587356.2,36587356.2,33971224.5,46015474.8333333
4709632.5,4709632.5,,4844475.0
675365281.666667,675365281.666667,757503755.666667,703154208.833333
26830765386.0,26830765386.0,30244989400.3333,28490945241.1667
2845160019.0,2845160019.0,3415010706.83333,2915143777.66667
2763407579.16667,2763407579.16667,3006130990.0,2871496094.66667
710092679.666667,710092679.666667,602790594.333333,593855782.166667
761886834.5,761886834.5,843783649.5,851656459.666667
8040360.33333333,8040360.33333333,20132460.5,17330070.6
1545340923.33333,1545340923.33333,1901846984.33333,1811257637.83333
222319967.0,222319967.0,272057830.833333,241709854.5
3704612552.0,3704612552.0,4296422033.5,4669042700.66667
668905830.333333,668905830.333333,774885609.5,699477058.5
700805578.666667,700805578.666667,701820873.833333,691481028.833333
,0.0,,0.0
341419974.166667,341419974.166667,429537381.0,628176486.5
65109915.0,65109915.0,71040848.3333333,63049719.0
128654441.833333,128654441.833333,155247350.5,136682514.5
23966116.2,23966116.2,9669946.5,6033674.33333333
70995686.0,70995686.0,89849419.8333333,92858991.6666667
1500345181.5,1500345181.5,2000061817.0,1969154988.83333
,,,
50575924.5,50575924.5,57566056.5,46715435.3333333
278923806.333333,278923806.333333,222321171.333333,240032471.0
83929744.1666667,83929744.1666667,104892736.833333,104643258.166667
,,,
463588141.5,463588141.5,584865061.5,517234756.833333
522878322.5,522878322.5,941531430.333333,620435231.0
422912097.666667,422912097.666667,335511103.0,424273082.0
188339661.333333,188339661.333333,293567252.333333,247160915.0
5913989040.0,5913989040.0,6326633012.16667,6100192916.83333
459993439.333333,459993439.333333,473937978.5,510827922.5
1328721272.33333,1328721272.33333,1604942472.33333,1561500285.0
1327535739.33333,1327535739.33333,1511143845.66667,1365897895.5
3685819.0,3685819.0,,3496433.0
,,0.0,
926283649.0,926283649.0,1028178460.5,990862032.166667
294515086.166667,294515086.166667,328480034.833333,326886412.5
,,,
10050208.5,10050208.5,10522591.8,10098677.4
0.0,0.0,14587366.5,
,,,
260081279.0,260081279.0,360859344.333333,340573491.0
710134014.0,710134014.0,913640757.666667,964387862.666667
696004111.0,696004111.0,837635064.5,760814807.833333
217331455.833333,217331455.833333,333974598.166667,283763553.166667
1343293950.83333,1343293950.83333,1874059330.5,1909070384.16667
79210691.6666667,79210691.6666667,118843172.666667,89207003.6666667
8872811.0,8872811.0,18448495.0,10957284.0
2160917186.83333,2160917186.83333,1677157084.33333,1888659614.16667
371183620.5,371183620.5,611625289.333333,457272199.166667
657536725.333333,657536725.333333,1011576355.33333,1026744622.83333
22562563.8333333,22562563.8333333,101274869.666667,69729477.3333333
28877206.0,28877206.0,40407093.5,29967070.3333333
40868740.0,40868740.0,44813717.8,31680149.0
,,7308074.5,
176199736.5,176199736.5,213766142.666667,187178806.833333
1404185693.16667,1404185693.16667,1632213213.33333,1664085428.33333
11561228268.5,11561228268.5,14531260265.6667,14216021182.3333
2389467812.0,2389467812.0,2705751034.16667,2747562972.16667
164433094.333333,164433094.333333,192823920.833333,191573395.333333
2773654461.0,2773654461.0,4136583602.66667,3550264425.33333
5406052194.16667,5406052194.16667,6059123031.33333,5295225806.0
5714039.2,5714039.2,12353549.0,8444774.0
1507213067.16667,1507213067.16667,1532727717.5,1864513379.33333
1674470303.5,1674470303.5,1337938939.0,1766074202.0
1286052341.16667,1286052341.16667,1666642352.16667,1848351564.33333
2007157243.0,,2124554114.0,1780921609.5
,,,
0.0,,450985.0,0.0
431357581.333333,431357581.333333,505259852.833333,442437454.833333
4290103774.83333,4290103774.83333,3436734950.16667,4155936155.83333
847367948.0,847367948.0,809392803.166667,755731194.833333
22684708.5,22684708.5,33844143.6666667,21212755.6666667
10840025.8333333,10840025.8333333,12417119.5,9054337.6
4733872.0,4733872.0,8296277.5,5896228.33333333
446562096.333333,446562096.333333,527024714.166667,447321549.5
298890563.833333,298890563.833333,225722708.166667,224704915.666667
181362304.5,181362304.5,191392677.0,196914682.833333
1113956366.0,1113956366.0,1309093874.16667,1391143427.33333
116486772.5,116486772.5,147505510.5,152329947.833333
460111130.666667,460111130.666667,514991843.166667,524530477.0
1834718061.83333,1834718061.83333,2553261833.16667,2720404887.83333
15470040580.8333,15470040580.8333,15626584596.5,15939252645.5
632340642.833333,632340642.833333,660045243.166667,701389464.666667
1051186812.16667,1051186812.16667,1097021620.5,1025840798.5
2003431618.83333,2003431618.83333,2380926669.5,2348272662.5
,,10697740.0,6723905.0
2908843810.5,2908843810.5,3538061930.5,3277063195.33333
45636658.8333333,45636658.8333333,29181875.0,40994135.1666667
11293764.3333333,11293764.3333333,18974098.8,10361266.0
20431147.3333333,20431147.3333333,26830150.0,8050245.5
395897124.166667,395897124.166667,332259231.333333,283465158.5
34508213.6666667,34508213.6666667,32283295.8,22380433.6666667
259075403.5,259075403.5,298701207.333333,237375213.5
,,0.0,
133282744.166667,133282744.166667,81616770.6666667,102744659.5
11957279.25,11957279.25,10221925.5,10566566.6
573361406.666667,573361406.666667,781682541.666667,752993445.833333
24467912.5,24467912.5,30680413.8333333,28250788.1666667
72113256.6666667,72113256.6666667,87384569.3333333,86254451.6666667
1101641859.16667,1101641859.16667,1231101130.0,1090761628.5
2456375994.0,2456375994.0,2924116056.66667,2943926406.16667
2940817552.83333,2940817552.83333,3438070883.33333,3187507920.16667
,,0.0,
,2300756.0,4525890.0,4032714.6
1006161844.16667,1006161844.16667,1092825326.66667,1236658821.33333
143541897.0,143541897.0,167927290.333333,147654283.166667
76413253.6666667,76413253.6666667,64657088.0,80970451.1666667
76616750.8333333,76616750.8333333,91323941.5,71941056.0
3300091992.33333,3300091992.33333,3360584029.5,3290984838.83333
921651078.333333,921651078.333333,1063811253.33333,972680289.333333
140625420.666667,140625420.666667,152035667.166667,143316553.166667
1351527902.5,1351527902.5,1455949715.66667,1369908407.83333
19999237.0,19999237.0,23889366.0,29196730.3333333
114127202.0,114127202.0,137057714.166667,128866469.0
180020724.0,180020724.0,193284935.333333,192825129.333333
12843535.1666667,12843535.1666667,15109199.0,14015922.5
560659813.666667,560659813.666667,663015124.5,619395142.833333
69035123.3333333,69035123.3333333,67221346.0,60276096.5
,,,
341981779.333333,341981779.333333,364152074.333333,373539465.0
11773396.0,11773396.0,12913348.1666667,13522012.4
549609775.666667,549609775.666667,544613628.5,540020480.333333
565487480.166667,565487480.166667,450996776.666667,483561190.166667
248969644.5,248969644.5,536835837.833333,455294992.0
13836684.0,13836684.0,20097905.8333333,16048595.0
174460341.166667,174460341.166667,209484778.833333,215744437.166667
664497748.333333,664497748.333333,814007213.833333,682042487.666667
318634741.833333,318634741.833333,306519669.833333,254914750.5
4156692645.33333,4156692645.33333,4416679664.5,4216853009.0
445790641.833333,445790641.833333,446662925.666667,457596752.833333
1464073964.83333,1464073964.83333,2083145556.33333,1560258619.33333
300654928.666667,300654928.666667,336025621.666667,278302705.166667
11870833.5,11870833.5,11244981.0,14249203.1666667
200867581.166667,200867581.166667,222316323.666667,282088303.666667
259399522.333333,259399522.333333,301386815.666667,304849989.5
108480749.5,108480749.5,83252198.6666667,115196357.5
31948704.0,31948704.0,45337808.0,36641206.5
28752725.6666667,28752725.6666667,51802197.6666667,49472802.8333333
920289765.166667,920289765.166667,1129307137.5,1134867177.33333
11829797.5,11829797.5,13388033.6666667,15607865.75
10904823483.8333,10904823483.8333,13180467817.5,12093641151.1667
45449196.6666667,45449196.6666667,47963473.0,48612777.6666667
108316415.833333,108316415.833333,60199108.5,89678445.1666667
104893038.0,104893038.0,96961097.3333333,78889989.6666667
77772989.3333333,77772989.3333333,87107663.6666667,77780178.6666667
2058956680.0,2058956680.0,2133595055.33333,2206786258.0
161933502.5,161933502.5,211544164.0,215642083.833333
,,,
665978588.666667,665978588.666667,466131494.5,560575734.833333
1638470977.83333,1638470977.83333,2238939536.33333,1882147857.33333
482181891.166667,482181891.166667,533162676.166667,582819551.0
6508342.0,6508342.0,11125386.3333333,8113835.83333333
1787291018.5,1787291018.5,1739822369.5,1917229223.0
289759092.833333,289759092.833333,357312083.666667,292684517.5
1632667458.0,1632667458.0,2227215201.0,1703082523.66667
938620152.833333,938620152.833333,1071102338.0,1114922195.0
65472954.5,65472954.5,88098817.5,69577771.5
97819009.3333333,97819009.3333333,106346340.166667,101532207.0
245596255.166667,245596255.166667,227917767.333333,259967796.0
1750939986.16667,1750939986.16667,2433600219.66667,2184716253.16667
83573578.0,83573578.0,104726911.666667,98280851.1666667
36838089.5,36838089.5,57910753.3333333,48977967.3333333
825760790.666667,825760790.666667,1063197333.16667,998988961.666667
446368946.0,446368946.0,549736591.166667,516304194.0
720514248.0,720514248.0,972671890.666667,838444351.166667
225128119.5,225128119.5,266181638.833333,239706359.666667
321606805.666667,321606805.666667,396099421.166667,336013921.166667
1118688721.5,1118688721.5,1332560629.83333,1211606834.5
17449630.0,17449630.0,24710800.1666667,17388618.6666667
857377102.166667,857377102.166667,913825119.333333,875803152.333334
798627678.833333,798627678.833333,1067611872.66667,907835066.0
38691747.6666667,38691747.6666667,20224801.8333333,15680490.4
30157537.3333333,30157537.3333333,43726366.3333333,30524743.0
91746083.3333333,91746083.3333333,95094838.8333333,106382574.666667
257487299.333333,257487299.333333,310374481.666667,239317718.833333
405522835.666667,405522835.666667,409781970.833333,331822224.833333
7588827728.33333,7588827728.33333,10774929126.0,8200710308.83333
5008348744.16667,5008348744.16667,4354982261.0,4112310400.33333
386265568.666667,386265568.666667,552038825.333333,516824348.833333
,2622429731.33333,3498872636.83333,3271499060.16667
2150318350.0,2150318350.0,2849976001.0,2055843258.0
2465380740.33333,2465380740.33333,3252484756.33333,2402203822.66667
352212408.666667,352212408.666667,378682804.833333,464333372.666667
160523377.833333,160523377.833333,218564078.166667,197616542.166667
,,,
127279742.5,127279742.5,143178348.333333,134146817.5
4661214423.16667,4661214423.16667,4584290076.83333,4157154638.33333
52431700.0,52431700.0,68347624.0,53032840.5
147447133.166667,147447133.166667,191496281.166667,221917503.833333
,,,8168532.0
38775394.5,38775394.5,65960666.6666667,50920345.1666667
1321542496.33333,1321542496.33333,1561328607.83333,1515863517.16667
3448255731.5,3448255731.5,4216396237.5,3998771730.83333
4987152.0,4987152.0,21755630.6666667,25715304.0
2811930482.16667,2811930482.16667,3157719762.83333,2944219639.33333
2394134850.16667,2394134850.16667,1711657490.5,2177903253.5
76196785.0,76196785.0,93770817.3333333,50255681.0
63287349.5,63287349.5,90687442.6666667,64679334.5
1738055472.66667,1738055472.66667,1363103124.0,1548841109.0
280662700.333333,280662700.333333,342028213.666667,333660391.166667
,,0.0,0.0
2726147493.16667,2726147493.16667,2861656607.0,2645039557.5
44475746.1666667,44475746.1666667,42683054.0,52255761.1666667
,,,23071291.0
27675032.8333333,27675032.8333333,39797494.6666667,28536820.6666667
89287377.5,89287377.5,110466647.333333,104079568.166667
141132418.666667,141132418.666667,237081914.5,173129585.333333
915921135.833333,915921135.833333,,1005064634.66667
462425139.333333,462425139.333333,607706754.333333,566603230.833333
25175784.3333333,25175784.3333333,24535790.6666667,28341971.0
231963069.333333,231963069.333333,292562273.666667,310603326.666667
222580199.666667,222580199.666667,258478601.5,249797918.333333
,,,3436066.66666667
7898375.25,7898375.25,7083630.0,0.0
94595835.1666667,94595835.1666667,103823984.166667,114427775.166667
415920216.0,415920216.0,524900965.666667,451890759.166667
3067970.0,3067970.0,,
303549997.5,303549997.5,400550283.833333,314003587.5
302965819.5,302965819.5,267162469.166667,303332175.166667
9680633411.0,9680633411.0,12734473521.3333,11236048017.6667
70196771.0,70196771.0,74933094.5,84470777.8333333
,,,
4619075.5,4619075.5,,
22645258.8333333,22645258.8333333,24660619.8333333,41921744.8333333
27032287.1666667,27032287.1666667,59265693.5,48625076.5
45909931.1666667,45909931.1666667,60616695.3333333,59073659.1666667
5952837637.83333,5952837637.83333,7075029214.83333,6990671932.16667
11926216.0,11926216.0,17731547.1666667,13106991.0
531260525.5,531260525.5,587573393.166667,582956340.0
,,,
91840044.6666667,91840044.6666667,96248631.5,90178111.0
365522003.666667,365522003.666667,417820436.666667,354363431.0
39012083.6666667,39012083.6666667,103357558.5,26150042.0
287748648.333333,287748648.333333,286211824.666667,285265512.166667
51221898.6666667,51221898.6666667,76010692.3333333,64724325.5
32983071.6666667,,44396644.3333333,28790040.8333333
74002362.6666667,74002362.6666667,83552492.1666667,76537489.5
885666747.166667,885666747.166667,1001741240.33333,979030129.166667
16008768.8333333,16008768.8333333,10568611.0,13308409.1666667
1749965837.83333,1749965837.83333,1792590930.5,1840252936.33333
2019562397.16667,2019562397.16667,2120440645.66667,2187414790.33333
11483503.8,11483503.8,14961851.5,16004052.8333333
2832694929.83333,2832694929.83333,2849313810.83333,2558858056.66667
4101283412.83333,4101283412.83333,5069248070.0,4802926625.33333
38849248.6666667,38849248.6666667,48708775.3333333,33219435.8333333
433511170.833333,433511170.833333,280826429.0,323791617.0
105399562.5,105399562.5,80797872.3333333,88736295.1666667
253381994.166667,253381994.166667,320259188.666667,282250223.333333
7083038233.66667,7083038233.66667,8306845175.83333,7639507696.83333
30595398.8,30595398.8,40391211.6666667,22924896.4
64777779.8333333,64777779.8333333,64374926.3333333,57678200.1666667
3397972498.83333,3397972498.83333,4516687575.16667,4006927948.5
0.0,,,8308471.5
3967979.0,3967979.0,8542113.33333333,9763613.6
376471894.0,376471894.0,457288150.0,467079388.166667
112000238.333333,112000238.333333,268043789.833333,215772411.666667
34651630.0,34651630.0,12895015.5,26048844.75
61185196.1666667,61185196.1666667,82077512.5,79677258.5
3257640619.33333,3257640619.33333,3485852041.66667,3272994703.66667
1159453909.16667,1159453909.16667,1499406723.33333,1250348523.5
93422508.0,93422508.0,99853185.5,120964638.5
2753394683.5,2753394683.5,3508128660.16667,3387948849.66667
335488971.833333,335488971.833333,323546008.666667,312456420.166667
,,,
6681740.6,6681740.6,9210325.0,7238452.25
190019284.333333,190019284.333333,180782354.5,177591460.333333
130246251.166667,130246251.166667,168194704.166667,146450700.5
31040236.0,31040236.0,39791978.1666667,34789645.1666667
735986954.5,735986954.5,1110577466.16667,762978873.333333
3207690943.5,3207690943.5,3340513173.0,3380526848.66667
369994610.0,369994610.0,616655877.333333,525271119.166667
3671144160.0,3671144160.0,4186113996.5,3964477578.16667
3911422.33333333,,,0.0
244254817.5,244254817.5,311272645.166667,251897194.666667
631790062.666667,,838050433.833333,729053011.833333
70680689.6666667,70680689.6666667,78210046.3333333,77761783.6666667
636524211.833333,636524211.833333,706940439.166667,542730721.666667
1586046878.83333,1586046878.83333,1958020268.5,1796594794.33333
21589267.5,21589267.5,24666498.4,31365485.6666667
20849616.3333333,20849616.3333333,24300138.1666667,22160873.6666667
,0.0,7710893.0,11584014.5
63055547.6666667,63055547.6666667,103341695.833333,85833930.1666667
52792510.1666667,52792510.1666667,60290538.1666667,52648260.3333333
400805325.666667,400805325.666667,598276871.5,513431521.333333
1725320959.5,1725320959.5,2424701719.5,2969756397.16667
1229723813.33333,1229723813.33333,1233732759.16667,1248914263.66667
1539057270.83333,1539057270.83333,1798105041.16667,1661357422.66667
22846543.6666667,22846543.6666667,32173285.4,23724897.2
13162517.2,13162517.2,15574225.5,8662395.4
8042105.0,,1317581.0,
139821453.5,139821453.5,149343613.0,139079903.5
334371104.166667,334371104.166667,347813724.0,325143801.5
292502969.666667,292502969.666667,390521441.833333,317707989.166667
504171833.5,504171833.5,549695033.5,627635810.0
0.0,0.0,0.0,11392739.25
111085122.666667,111085122.666667,119335161.5,121705060.0
360732312.833333,360732312.833333,364537694.0,343725839.666667
151802064.666667,151802064.666667,286365972.666667,268751944.5
48010048.6666667,48010048.6666667,57548007.5,69872376.1666667
3842754487.66667,3842754487.66667,4544593038.33333,4375974525.83333
