VHL ligand 1,Nutlin-3,Serdemetan,VH298
32595763.4,32595763.4,36730437.0,39936331.4
84842192.8333333,84842192.8333333,81500439.3333333,90171030.3333333
79542206.1666667,79542206.1666667,74964144.1666667,73696990.3333333
328386220.5,328386220.5,430956176.166667,389760438.166667
41463119.8333333,41463119.8333333,71397978.1666667,45563360.0
397198547.166667,397198547.166667,478962374.333333,432993583.166667
0.0,,0.0,
6419626.66666667,6419626.66666667,7925759.8,6486417.0
2502096503.33333,2502096503.33333,2497407893.66667,2976071385.5
2434717356.66667,2434717356.66667,2553374743.66667,2442903462.83333
410396498.833333,410396498.833333,519717501.5,449973264.5
0.0,,,
44798328.6666667,44798328.6666667,53041707.0,43692202.0
14551643.1666667,14551643.1666667,17307613.1666667,12743753.3333333
98610390.5,98610390.5,120970750.833333,105387080.666667
,34270625.6,6743313.66666667,25479006.0
635587449.166667,635587449.166667,803797464.833333,707922693.833333
9183816.0,9183816.0,3308047.66666667,0.0
,28627162.0,0.0,
12947233.3333333,12947233.3333333,11164411.5,12037155.0
17139018.5,17139018.5,22641468.0,17965149.0
1020937101.33333,1020937101.33333,1202996127.66667,1010671450.33333
108079174.666667,108079174.666667,137314995.166667,124155845.833333
25212221.2,25212221.2,22766418.8,26841901.5
,,,12969660.0
55798354.6666667,55798354.6666667,72496118.8333333,74832577.8333333
,,0.0,11109616.5
,,12953084.5,
3479121.25,3479121.25,3515081.5,4328458.4
7270215.5,7270215.5,7295674.0,
20295580.0,20295580.0,26517126.5,21691245.1666667
3781427066.83333,3781427066.83333,4566972002.0,4240647185.16667
15852213.0,15852213.0,11016250.5,5016856.0
24795871.1666667,24795871.1666667,44174980.5,27969394.0
294938342.333333,294938342.333333,334232947.5,315427640.333333
15005766.2,15005766.2,18962365.3333333,14527075.4
41849228.5,41849228.5,52633484.3333333,42112460.0
137288259.5,137288259.5,165319182.833333,159751273.0
176287501.833333,176287501.833333,174791091.0,157092204.333333
676904455.0,676904455.0,884758785.833333,688509365.666667
20983405.1666667,20983405.1666667,30917742.6666667,36519615.3333333
2577027.0,2577027.0,6677720.8,
48461375.3333333,48461375.3333333,50337679.0,43142946.5
23791828.1666667,23791828.1666667,37828572.1666667,32520664.0
377744282.333333,377744282.333333,409525714.8,392497767.666667
1341230017.33333,1341230017.33333,1569948027.33333,1482479533.33333
999580184.166667,999580184.166667,1305801130.66667,1097019087.16667
67816971.5,67816971.5,146644277.5,88832619.8333333
6021632.66666667,6021632.66666667,6595410.0,5164983.2
168247119.5,168247119.5,162513787.0,192172302.5
319952347.833333,319952347.833333,314192253.5,295172098.0
8671558.5,8671558.5,15514076.8333333,10108057.8333333
9571954.6,9571954.6,9433087.0,8656348.5
3577624.75,3577624.75,3249977.0,4361511.2
272625890.833333,272625890.833333,314253619.5,343543909.0
11501267.0,11501267.0,27979332.0,12970355.0
5631133.75,5631133.75,6203257.0,3329642.0
504116019.166667,504116019.166667,604996388.0,576528197.166667
335157829.666667,335157829.666667,429636275.0,386667970.0
137901726.0,137901726.0,149358590.833333,128478763.666667
354451096.5,354451096.5,450058237.666667,428425210.166667
,5557192.0,35318104.3333333,5798529.5
36130275.3333333,,17210700.3333333,16284867.3333333
17837247.5,17837247.5,26800075.5,16361751.5
13910486.8333333,13910486.8333333,35125148.5,24139666.3333333
2325815.0,,22444580.0,
32742213.8333333,32742213.8333333,68626577.3333333,39507180.3333333
236359817.333333,236359817.333333,299696853.166667,206136644.5
187075389.333333,187075389.333333,132926243.833333,130870845.833333
10449064.5,10449064.5,7837024.8,7221327.6
169059461.333333,169059461.333333,188524926.833333,159685486.333333
318007979.333333,318007979.333333,324960286.166667,329553398.5
13651365.8333333,13651365.8333333,13918934.6666667,11302155.3333333
408205206.666667,408205206.666667,388863861.833333,389972425.166667
15552876.6666667,15552876.6666667,12027594.5,15813870.6666667
12648775.0,12648775.0,,11065227.6666667
148796085.0,148796085.0,198131246.333333,184663868.833333
6592252.66666667,6592252.66666667,8186470.5,7753163.25
15415214.0,15415214.0,12949335.5,19110036.1666667
13174756.5,13174756.5,25224279.6666667,11933295.1666667
754087865.333333,754087865.333333,784453615.5,687206734.333333
1737596047.5,1737596047.5,2274037339.16667,2072597008.33333
21757331.3333333,21757331.3333333,21727416.5,19508355.0
,,,
1226831626.83333,1226831626.83333,1064178767.83333,1131317411.16667
1548632787.5,1548632787.5,1579052084.16667,1380864277.33333
176769165.0,176769165.0,197177297.0,182007441.166667
126368732.666667,126368732.666667,160217966.333333,147494301.0
945935462.5,945935462.5,1060426113.16667,962913852.666667
43662051.0,43662051.0,51192284.1666667,62485889.5
85825686.6666667,85825686.6666667,80105248.3333333,114955176.333333
377750043.333333,377750043.333333,325207121.333333,320108706.166667
141381252.166667,141381252.166667,108176963.166667,180643126.0
7316912.33333333,7316912.33333333,16416988.4,18475196.5
37317787.4,37317787.4,32276560.6666667,21888495.0
28251110.1666667,28251110.1666667,32052549.8333333,32605709.3333333
21170637.75,21170637.75,16367957.6666667,19648416.1666667
15736376.4,15736376.4,18392166.2,10714432.25
155692951.666667,155692951.666667,158809253.833333,167764222.666667
13287066.75,13287066.75,6556025.66666667,
7414589.2,7414589.2,,5681344.0
291695754.0,291695754.0,294737647.166667,248620148.5
8293050.75,8293050.75,12742154.0,7200554.5
93560273.3333333,93560273.3333333,120177167.833333,92180360.6666667
828245915.166667,828245915.166667,866509504.333333,970620172.833333
488525389.5,488525389.5,433282001.0,500029141.5
9950650.0,,,
4966692.6,4966692.6,7851821.83333333,
4389642.0,4389642.0,,0.0
160810050.333333,160810050.333333,172170596.0,174562022.0
80533754.5,80533754.5,98026020.3333333,56748023.0
12004329.1666667,12004329.1666667,39512546.2,14261701.25
61752555.3333333,61752555.3333333,68833718.8333333,78918280.3333333
18377046.5,18377046.5,22525208.3333333,22855174.1666667
4809570237.66667,4809570237.66667,5170162554.5,4727385614.16667
164214932.666667,164214932.666667,229625210.833333,205977126.333333
243089589.166667,243089589.166667,314535245.333333,263781735.333333
10298929.8333333,10298929.8333333,12617134.3333333,10552529.2
221065426.333333,221065426.333333,228166505.666667,224666342.166667
6306182.6,6306182.6,,13946267.3333333
276900151.666667,276900151.666667,374145488.0,321074916.833333
70137848.3333333,70137848.3333333,89417037.1666667,93401881.5
91440479.5,91440479.5,109889944.333333,102369888.166667
18106659.6666667,18106659.6666667,12611509.3333333,15647197.1666667
548406978.833333,548406978.833333,568546308.5,609815628.0
720047662.0,720047662.0,869267717.0,825421710.833333
2236802172.83333,2236802172.83333,2970719150.0,2709177244.16667
60081878.1666667,60081878.1666667,40393357.1666667,37532454.1666667
7768168.5,7768168.5,6885547.0,8727827.33333333
,,,
75738833.1666667,75738833.1666667,92188535.5,83235971.3333333
2013285147.5,2013285147.5,2666896074.83333,2167229024.83333
21271392.25,21271392.25,25863373.25,24604185.2
504124609.333333,504124609.333333,749276897.166667,646592196.666667
4867679.33333333,4867679.33333333,7105403.5,4028355.0
478764689.166667,478764689.166667,582196597.166667,529812628.5
7128213.4,7128213.4,13159324.0,7589982.5
1181983465.0,1181983465.0,1227160844.33333,1247132460.0
,8280516.0,0.0,2466821.75
5668999.8,5668999.8,11221172.6666667,7456995.5
29065260.0,29065260.0,28373661.1666667,24523541.0
18823600.3333333,18823600.3333333,26610546.0,23116197.6666667
8648004.5,8648004.5,10317362.2,10726550.0
20307355.3333333,20307355.3333333,17914364.0,20323025.1666667
29579557.3333333,29579557.3333333,84440242.4,20332518.1666667
,398097152.0,0.0,4235620.0
43639845.1666667,43639845.1666667,56244263.1666667,50375864.8333333
30854965.1666667,30854965.1666667,42216553.1666667,31534540.6666667
,0.0,,
93683904.8333333,93683904.8333333,83013657.0,86998056.1666667
120971052.166667,120971052.166667,158170204.5,157169634.666667
121549913.333333,121549913.333333,130726646.833333,127490409.5
,,5270462.66666667,4110369.0
,,4302352.75,
160329759.333333,160329759.333333,211927546.166667,198333431.5
2544305402.83333,2544305402.83333,2709387065.66667,2785070369.16667
573688884.166667,573688884.166667,809298553.5,663166932.666667
854440846.5,854440846.5,965707964.333333,908281512.333333
510447259.5,510447259.5,589456722.5,632848176.833333
74860934.3333333,74860934.3333333,74878659.5,76037918.0
0.0,0.0,0.0,
12300923.0,,10027793.3333333,11426414.0
70033730.3333333,70033730.3333333,104115040.0,74031687.3333333
46944965.6666667,46944965.6666667,65008583.8333333,62564148.5
86151516.6666667,86151516.6666667,81776837.0,85504796.5
168555114.5,168555114.5,199536300.333333,189399137.833333
8180403.33333333,8180403.33333333,9890553.6,11056855.5
103949280.833333,103949280.833333,166695729.833333,165770370.166667
,3417216.0,,2510360.0
3928663.0,3928663.0,8510907.0,7593352.25
22272526.6,22272526.6,38037132.1666667,26232896.0
64575715.3333333,64575715.3333333,67214509.3333333,60792037.5
419961482.166667,419961482.166667,498711675.0,418812739.0
608343929.666667,608343929.666667,664030415.0,622547575.833333
44811243.1666667,44811243.1666667,66122565.0,40994860.8333333
26280592.4,26280592.4,25328401.1666667,20181935.6666667
90411876.8333333,90411876.8333333,259392283.0,175662187.666667
8061155.66666667,8061155.66666667,10067742.3333333,15040183.0
22435934.3333333,22435934.3333333,31096917.6666667,24919395.1666667
116175291.333333,116175291.333333,120237258.333333,113267166.5
,,,8372480.0
17372583.1666667,17372583.1666667,15689727.3333333,18664623.75
,,,6206292.5
26356648.6666667,26356648.6666667,23436275.8333333,25453429.0
9386001.5,9386001.5,7598141.4,8456670.0
132413240.166667,132413240.166667,136339095.166667,122197703.333333
168014572.0,168014572.0,165147803.333333,144447131.5
,0.0,23585964.5,
26855747.1666667,26855747.1666667,31341724.8333333,29709171.6666667
434416462.0,434416462.0,529216092.666667,497695453.833333
13463040.6666667,13463040.6666667,6730904.5,16245500.0
446225542.0,446225542.0,515529963.666667,418503186.5
631589355.5,631589355.5,644044788.5,641146421.333333
647556795.166667,647556795.166667,1015370481.16667,878452886.833333
8738863.66666667,8738863.66666667,17641973.0,15324044.0
108387012.666667,108387012.666667,161053920.166667,76281109.3333333
102982690.333333,102982690.333333,120202123.666667,117081314.166667
594095549.333333,594095549.333333,985600095.333333,787018329.333333
72127363.6666667,72127363.6666667,120684967.166667,97758061.1666667
253179558.666667,253179558.666667,257551581.833333,245154484.0
399242028.833333,399242028.833333,505945075.833333,614038836.666667
46554625.5,46554625.5,47310632.3333333,45348613.0
4641786.8,4641786.8,5760145.75,7143312.0
,,0.0,
42770000.0,42770000.0,23657000.0,24828166.6666667
352285793.833333,352285793.833333,486813669.0,561320056.333333
203488178.333333,203488178.333333,223031194.333333,230837850.166667
1743816870.0,1743816870.0,1466280294.83333,1362158912.0
7179842.0,7179842.0,9917112.2,9090960.75
4988015110.5,4988015110.5,6092695815.5,5682759052.33333
86301309.5,86301309.5,86145999.1666667,86342429.3333333
61987410.8333333,61987410.8333333,74289822.0,65897497.1666667
31189716.0,31189716.0,44523336.6666667,47281200.6666667
63045077.5,63045077.5,53844163.0,64875492.5
1318744426.16667,1318744426.16667,1216058811.66667,1217396201.5
78578870.0,78578870.0,114531929.166667,99429585.6666667
1839419.0,,,1799772.0
8837722.0,8837722.0,,6068597.0
577950369.333333,577950369.333333,753610584.0,631004175.5
35738853.6666667,35738853.6666667,41023544.8333333,39277579.8333333
622884296.666667,622884296.666667,885365103.666667,613414361.166667
,,10869909.75,9885806.33333333
220689873.166667,220689873.166667,291457536.0,226213695.666667
20310094.6666667,20310094.6666667,40530974.3333333,27205883.8333333
2690913628.16667,2690913628.16667,2927485033.5,3092750817.5
0.0,0.0,,
54985747.25,54985747.25,42435826.4,22831705.5
266417517.166667,266417517.166667,362997644.0,340880354.166667
169413095.166667,169413095.166667,215274913.5,193774614.166667
979792160.0,979792160.0,1005454161.5,941572529.166667
411123565.833333,411123565.833333,514908886.833333,444367656.166667
237507324.0,237507324.0,284767676.666667,263819488.0
477922769.5,477922769.5,527358012.833333,489526649.666667
57979340.5,57979340.5,67112811.5,49937162.3333333
0.0,,0.0,2123296.0
237085378.166667,237085378.166667,278604973.5,233102864.166667
14929256.5,14929256.5,40205046.8,12083783.25
51084962.6666667,51084962.6666667,56168902.4,58158505.6666667
1577691626.16667,1577691626.16667,2252206773.83333,1743824847.66667
1342285397.16667,1342285397.16667,1424793350.83333,1307763698.16667
1339822368.83333,1339822368.83333,1361430401.5,1652793284.5
15228975.6666667,15228975.6666667,47372052.6,12417346.8333333
159138374.666667,159138374.666667,175199383.166667,202068588.0
8856843.83333333,8856843.83333333,10089820.5,7738057.6
0.0,0.0,,4324101.0
0.0,0.0,8991929.0,9655407.75
6119948.75,6119948.75,10913876.4,7018890.66666667
24259596.6666667,24259596.6666667,24040259.3333333,30600817.3333333
,,,0.0
81494156.1666667,81494156.1666667,54793711.0,50233527.3333333
31859501.5,31859501.5,12697470.6,24653096.0
259037048.166667,259037048.166667,330132088.666667,337528866.333333
40156975.8333333,40156975.8333333,51573551.3333333,53700563.6666667
430625776.0,430625776.0,408028810.333333,382003451.333333
30511146.0,30511146.0,61817247.0,49588766.5
746301721.333333,746301721.333333,821730454.166667,757588294.166667
186279003.166667,186279003.166667,248950898.333333,238838681.333333
225223144.166667,225223144.166667,110423657.166667,124425523.666667
0.0,0.0,2866970.5,0.0
17673517.6666667,17673517.6666667,27480238.3333333,23706688.6666667
7846162.66666667,7846162.66666667,9556437.16666667,5605145.66666667
,,5066887.66666667,2450728.0
275890101.0,275890101.0,366992221.166667,332871634.166667
1166197330.5,1166197330.5,1103823781.5,1113792600.66667
,,,
904932677.5,904932677.5,1300381048.33333,1109198320.83333
20386183.75,20386183.75,49204958.4,25231659.0
303909581.0,303909581.0,388209467.166667,350496386.833333
112029534.0,112029534.0,139232116.166667,118910094.0
11986617.6666667,11986617.6666667,10772192.0,7439523.0
462287911.666667,462287911.666667,504782902.333333,466062766.833333
17456814.0,17456814.0,,8095927.0
20049337.5,20049337.5,25672488.6666667,17330609.3333333
