Entinostat,Mocetinostat,Romidepsin,Tacedinaline,Tucidinostat,Domatinostat,Pracinostat,Quisinostat,Vorinostat,AR-42,Belinostat,Citarinostat,Fimepinostat,Ricolinostat,Panobinostat,Givinostat,Tasquinimod,Nexturastat_A,ACY738,Tubastatin_A,Trichostatin-A,PCI-34051,ACY775,CHDI00465983,CHDI00390576,TMP195,TMP269,LMK235
7795.660180981021,8352.7904207205,662.112432951608,3.5906636568001,,29.7422082607994,1336.20246733728,7849.368384365031,,,,171.454447741886,,,30.5424672040679,0.250995278924,4223.34081127288,18.1500707655766,,292.332153098179,550.396075162628,2604.64531030946,9.627368950369,0.5159998128927,104.841903043325,1012.86062571065,0.563297196763,200.13134996271
123.737092352684,654.966819716409,1.8165501863997,100.826632159807,7.9964214269118,0.5357937971874,210.516717321743,111.281874306879,1801.1155298637,132.56217807921,54.8011464975331,5521.99483069842,17.7368100994186,2052.89519948355,7.3639777498742,480.427097448163,22.4518735947387,4339.85922252209,3500.95854973936,2145.40939928329,371.544421007906,3.6367682149221,33.9663713977867,0.5339700442406,72.7652305542877,433.376605765238,106.830004636227,188.795983359301
,,,,496.809572553559,,,,0.1134993712781,234.647831920095,,,,,,,,15.5920973847838,,7532.89099372672,525.569817309006,,7532.89099372672,1.8177003094606,,,49.7459055987083,294.257922411597
,,,,,,,,,,0.1134993712781,,,7532.89099372672,,,4.925345305268,,,,7532.89099372672,,,,,,,
,3195.45863058765,,,676.203295108341,,,,,24.6472147889748,,1762.27243501642,716.302390023973,,,,0.0966695977496,16.0837262577107,0.068381445686,,,1454.6209180899,9.9022854998425,4652.75033780611,724.958982102654,,,660.293737750737
721.783876549523,,4.6278103515875,,,,,,,9299.16001461936,234.647831920095,,741.20571671817,,,297.039083936003,,,,11.4238030685594,,,,,699.517966932243,,282.120282693288,1.1214733669251
1013.23018410461,,291.510015431415,1.1527482462671,681.10665988906,4.0964031003994,288.62289792698,9.8671839374975,986.98991621335,48.8721875688176,8341.3392381813,203.37759026791,29.4202223716367,860.667874424002,2.7340185339029,205.654390850437,0.1729810291964,1098.8858253369,4.2598804072349,16.2799895209093,1.1506093637507,123.489845657305,361.930880470802,21.4110586680168,1.5142104926378,,3.3141376140906,
448.341363846342,706.577719757517,,,,685.604513623971,,,,42.2565933215077,,0.5321073631655,,328.682881226139,,4.3384675309726,4.2226664497779,1299.31161136052,1.9167726290823,,1653.21593989655,447.080572328495,2051.13044433748,87.7437439930653,,0.3815325798804,213.297626194985,4.2243941195571
76.251621789046,255.654420735903,3453.55450443933,,,2.0181360526101,552.163693772346,30.6668185253932,,239.723270519936,102.161931875328,3213.47386139498,54.8046348299153,2144.96803319025,3.4410497369551,613.879567333361,,339.048716390483,3455.443358831,44.8563948522826,712.317550672884,1904.64688902236,3596.98721743368,1013.95019470609,9.413023664457,,23.6710978516582,132.370296406284
,,1465.43003189002,651.61957629646,,45.2868421549969,1306.81329124254,741.628251424604,0.089070884648,111.16461151117,,1937.05307612056,1190.76878460194,387.684197820617,1167.65380603568,360.796988618668,0.3825483720508,385.463325852657,345.960564138139,20.434011620235,913.828522091307,0.0366200275207,,32.17684468348,,532.643681167324,,
,15.3891805056052,8.2921033823867,,7.6323795254046,,878.719106677187,4696.65086448485,387.782437077188,397.671870438413,444.339447388613,,13.7367142083822,339.164613080914,,,4750.84208535842,3.2743377092913,,13.1744228252549,8761.2590270339,,,4780.502421522489,0.4505829250627,2677.06358492543,,885.563315170367
,,0.5600198126596,,5920.70911545176,331.725345107046,288.086376967502,1296.55869354055,2.3928428283507,,,785.003745652891,6.1612889882087,560.456794772451,53.1438894437599,1411.98327695695,59.533097400004,388.862867402197,8.5103937051151,429.384194636923,4671.811205888551,1286.55038955855,2.6666062892447,17.5277018257154,2821.18306610648,2600.18861796786,460.998715461643,710.352856238328
2312.03830235231,768.029046923049,3016.34804002535,1528.49681265628,4460.398589918849,223.351616662528,62.5372358016381,36.7979553610883,,59.9726274305354,444.88158664607,,75.4178248392261,6112.3907122616,2847.8942566628,8.0944529826469,4.4330187870762,299.091819603748,3833.93225757854,2.5681466840059,2808.3950300654,,15.7578043205013,4066.84288348884,102.888764678188,1970.12532343289,624.43237087933,28.054698069714
696.685505567297,124.256169945838,,,2528.78337095139,969.400833594172,,274.451783637859,1607.85943954128,195.92954130363,,429.691843814279,1.336711287473,726.798174369351,4014.3284722545104,166.756699064313,,9.5926934144795,11.8056843255569,52.5454686669004,178.150906095153,121.970491820634,4.2887325815131,264.636568161306,296.341691737372,0.0556473376097,5.015314061431,84.4172737666954
375.698176495833,1490.05931444119,6674.39091508968,0.1749354883832,5061.22424158034,2.3905775475421,811.218332691961,1824.57866984142,2288.25035895087,1749.49530408826,319.948204954551,2090.72013311696,30.9620533316454,724.27435184394,1618.32543843596,983.527606820514,20.7422329537189,,3966.8760308766305,867.130674684131,0.2933595363036,665.021042236834,1.2726009874614,9.176941838188,403.914354635841,1298.12851258346,708.507768684664,1506.7650766165
,,8.6535128170266,1082.65539180502,0.6002005400231,,,2.1618136992171,3034.99649241093,4260.1681105722,30.4388099209684,0.0288740107322,36.1803731106948,24.7298334382767,,307.044257106531,1.3141026075338,880.950811836747,9042.1621907424,3.8206324516432,4898.43581476248,4.2992960969989,1336.21005067317,,64.1244414792358,6.6328757474577,,127.409731832576
107.16769321142,1417.19636512218,744.622523846572,100.785502453644,5676.5755311659295,3187.72347430759,258.463537408752,17.0580522842491,,3898.2113343505,14.5809814146313,333.514525211107,10.3868016648687,295.34225379493,708.416492652967,2619.23027856206,33.3056177191341,119.696167173022,3.6212177771433,7.3596907765559,1148.24544670778,220.556090320535,,307.774386827432,135.463338332749,3582.03321547695,31.7255139268531,2106.74379133853
,445.319153348332,,40.117384545346,226.976128914211,,0.038786584646,,195.754670601488,406.131907996779,,,9295.14437631011,,,15.4710767716024,,7532.89099372672,,4.925345305268,,,17.2361222766317,,,,,1.9137889326624
1964.20083107273,508.330450759178,1283.67561456585,1281.47771783248,4029.76627847942,4664.21742141017,923.709184911887,0.1182585924412,102.643229010767,1427.94895626906,,,959.022369356116,6.0848936055762,0.0857424229327,534.848844274861,1219.98241781069,911.491633848051,2.9764680800472,377.666518888603,4364.61544955571,480.820328382847,12.4561161555525,2029.92749393306,154.544751047294,,,9268.712985976941
1156.81212366738,198.564637397673,1286.80410046356,,6648.099472073631,0.9244691228588,0.9325861206069,58.411412115651,34.2547923940539,11.6255777693146,403.905280272254,1048.8494852574,308.214892168647,2412.62762241226,4865.42964735312,127.313724883222,93.0269162156796,2145.5271461961,4426.26548840877,309.536230667087,1845.82343609017,6259.36091280216,0.4922170261795,251.220395632922,1923.02265938174,8.8604228547417,,1078.93935587162
,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.6408562276106,,3830.13447252522,5684.35615605355,61.2247222521402,264.077673067345,837.423950195079,,3845.7337571059697,411.490366873692,1139.03815407163,17.4870844836806,,5.0432912913059,510.252529531429,185.030918505516,1092.00154574413,5129.31883765259,3120.42492721145,749.557401331807,668.798669992536,68.729074059664,5083.32268654176,6.7983533228478,77.255880963034,24.1397609642005,295.735403761073,919.011612559813
11.415884753823,3.2194796164262,,303.859547884719,34.2402641916529,,907.153717499478,0.2426443285407,,2128.64763885197,677.608769016863,77.1624315524505,,,1209.46856574896,,,8548.08390450307,111.210038344114,,8.4260092310339,0.9656951672425,345.817308681206,,2.5188187060974,1.1760967218033,,
,4.5270503853627,680.517829613306,,,,0.1523409593384,,,2.9074777287975,,,,9501.9156371172,,243.610653488981,670.182279171496,,,,,,,4.925345305268,,,,
318.697540063301,8.7008049628304,4.9139261382186,,,,,10.6250531624883,1.5792861215078,9.1628303655949,,43.1425545896024,2.9168772991364,2215.88835533762,141.543828934072,505.190600018212,1727.31536769777,30.7625056519767,41.9539223888926,387.361918942418,1040.51389458692,4.6477356474612,3.1626493936189,,12.75720394839,112.782532245825,2592.5386245515,119.267535747171
12.5088247628915,,3631.4291315106498,500.055016821231,77.8954457996993,552.26710883078,10.4762114075325,32.3357721603993,896.569472857485,224.993842451361,223.073103173832,387.12735425948,,,1.2677070790578,125.461494550344,149.590742150091,42.0809329173346,30.3271724564589,3.6037539343699,393.460896336207,869.59860016425,451.277085642005,834.234373990378,48.1706386790798,417.359407862771,2846.1345394479,407.492908965014
2580.78786685176,,85.2579946748686,0.2164577135852,3.2609373454225,854.979180517742,10.656796624065,2346.27766962482,,35.9752281899465,,33.6561337304136,38.5121417437953,3091.79515755355,3.1517595990131,440.475364134622,354.534825760872,43.1962474175465,1476.97989311416,2290.15923624115,150.591287403414,3893.69136273232,573.609117222506,25.0352270289235,321.816904865898,2529.52767265332,2048.97238358128,235.536174495474
,0.7080052835591,,,,1707.415177436,,,234.647831920095,691.179956378066,,,,,4.4747786117932,1292.20190273554,,,150.862330429028,0.1134993712781,5346.8307081946,300.732970608514,,61.0743539618188,,17.7619681670205,,
,,0.1134993712781,234.647831920095,,1107.50971221605,,,7532.89099372672,106.737677816171,,,2.584826313968,,,,,,7532.89099372672,,,,247.343032756424,525.569817309006,13.4667717276334,0.1134993712781,,7532.89099372672
275.578127553809,5.8573850780812,8048.633237092461,80.9534471805666,33.7991184320493,4080.86508372544,1457.7992602962,2768.07025905812,380.933287753944,182.023703275008,,30.4398921329891,66.680347240593,5120.138457998,33.6494202798693,128.94287701701,31.3869634557637,,22.1721829835186,,147.00076831922,128.904438569623,,4.0322909284679,6892.19165747154,180.862186744046,,33.1476331399369
1.9186745349529,,,,24.8415869480292,1.8258093590226,,667.229314141432,,70.6920479476097,4.925345305268,2.9268085627096,0.0500239488298,,,34.0246456249055,,44.9023456272168,534.323027722213,,0.3565348328537,97.3369627408835,0.0205308823835,1.0938381462523,1.3287754226711,22.6637091208953,,294.35100730627
7.1018758301003,88.4039659391236,2446.49174910683,3.9391819215065,,3.127149409654,1.8161444150606,3963.7058055783905,327.028463791273,,39.64968628516,87.556968633185,129.371316820167,3.4084987273754,1018.45576880403,7665.677175526889,266.562740920411,29.382270379903,119.615088157435,2075.89764352601,37.135526708508,442.427523114184,2033.20883844056,400.944799333163,1298.60236085913,,,
2.0307543879897,,,,586.907618187171,7532.89099372672,,2533.53541002178,,,,,1053.99690727553,,,,4.7641030611245,,546.427207748266,,9391.505535273249,,7532.89099372672,,,,234.647831920095,
