PJ34,Olaparib,Talazoparib,Rucaparib,Niraparib,Veliparib
,733.523878245145,37.0529524324822,692.860433071263,,652.871768241303
6.7474235956565,6.7029340280071,8.2887557705078,364.292595707012,,1266.89709519273
,,,,,
,,,,,
847.395428841558,12.8554498656441,313.974692154773,,,
,,,,,
,525.569817309006,4096.78682210582,0.2931943880885,,352.836645187474
,1365.8944302927,1.5921912111012,0.1134993712781,,
3.0810119379313,2.0459408366851,269.416858268908,658.765188808883,899.778117192949,791.691281287253
,29.497572247479,0.7876888736634,,0.0676514807272,1538.74731159156
88.5351302983746,1270.80325628437,182.025439266207,61.3135462115493,0.5518927159943,4.7340238484175
8.3243811319602,101.027341938727,326.389565262718,161.39355264526,449.01777777367,1025.55265048774
26.4525983655442,97.0917275933537,,,34.4740727183387,613.69437216083
2076.49907716915,3237.57585903164,,,127.544538084602,
4153.06773161589,,309.546927963798,,0.2208656480823,
22.2701979349511,4595.15907390431,3.6115766862242,10.9706122805146,536.820117150614,
2.34371722771,2915.83950546979,8.4157347177913,,,
,,288.729481056926,,1.7016081503137,1085.35366083372
431.091284320509,959.268819692416,40.6017598995159,1749.52225020947,,
13.1715459811487,,863.332399835294,79.5159322763145,8.3693457795714,10.5227656855174
,,,,,7532.89099372672
306.670432785527,3873.53605208158,4152.5638354330895,92.873720430049,32.7451824239106,21.7531012023052
230.127779070703,,,,677.736809989768,1.8578839686122
,,9737.13337230847,,,
40.3786020420839,146.849666485543,8.4945102103069,,,247.105492800824
33.249948669442,,,,,797.163862082882
567.52226180578,30.3622562707912,4260.63741129098,,0.4899678726644,0.0193661900398
,3.5270777860937,665.183638276691,,,0.1134993712781
,4.925345305268,1.4518010014233,234.647831920095,525.569817309006,
,8.112822138961,3.0353554718304,3.1612544189699,37.7630004793526,45.7474330319112
8996.584135693582,,,294.765308124935,387.45134093714,
114.476517584216,,,,13.4604332185341,12.8208544158251
369.804520421474,,,,,2.1937126969516
6.1955819069178,34.5122975990485,18.0372201209927,,1538.87909446938,63.1981623451908
11.6839831562209,3197.47328863203,,,737.013322792573,
617.31662635598,1358.78946962097,348.681479707536,957.9480694543,170.304302864326,1390.85700941613
,384.575924185394,155.344640905966,366.585964860177,0.0998398557588,51.8177187750406
4.5036252061038,350.408362591603,3.0350212623889,35.4069077589065,321.549420508829,2706.54749124734
1325.03756038216,13.9558487869812,513.190698633337,452.277680001505,1.1309472501882,1.9456596411094
14.5278742926878,247.441804101338,1328.73472051578,0.3071025359102,,36.9483183603832
,681.025643073453,,,1.389417337041,
,,,,,
3.0430277729106,,24.0116890963042,,525.569817309006,7532.89099372672
0.0566829274356,97.8777459997068,105.752935041065,,,0.0387429770238
43.8149943938982,2539.16980956626,,,1602.465479771,
,1730.88682610851,7563.722447248009,223.71969278255,,5.387301290426
3.2622894542586,23.8549949194784,328.016511056204,,4.6103422043172,
,,,,,7532.89099372672
28.3169211080753,45.421762215359,,,6.1931152457462,617.755745019208
,0.2043311275078,3.315859233406,,18.3948035461175,29.1797103046539
791.759899854976,25.3762138342931,1137.91424609676,1890.43769048745,6477.66036265801,3.5295167906012
,7532.89099372672,,,,
1531.78953575798,264.342881977593,254.782191030032,2.5805382172896,556.910743545049,460.762049046457
,1780.21278026536,24.9905360722578,,,56.911785071593
3.1411231971098,,114.516983609448,2162.08977190754,101.415634905355,76.7152498168503
9322.197501270099,,710.949908607595,,516.940576368756,234.647831920095
6.3351613884694,764.186388097018,,,,
,1.1414087790033,1634.91160976393,,290.938578928469,709.69967868913
136.089780612864,1345.54867962521,10.4466207960403,0.7397778023262,4219.87210363869,4428.14575215148
,4842.69701710526,,69.6870389128495,124.30126356121,52.3722620787621
0.3047551919008,196.426197806676,22.3411650862479,318.630582970131,26.1953192033647,340.785009122748
3181.02518918632,2767.155373693,146.43692108097,1737.037901271,1.5703443376366,3099.51056775424
,5.1505777193726,79.467824778911,3.9473288351463,6.4129295792879,268.783413366196
798.717991808321,28.3401894958331,,1.5662301011981,0.1042819842244,9294.55671585608
1904.35304993577,107.037083155768,200.806371317049,1002.07218888515,0.1132399503905,1.0860002781529
3957.0810775613104,0.4501555391154,,,,4.925345305268
,,,,,
,966.965560243579,640.186707910689,,235.682717505058,
,,218.148569412598,281.487857251672,,
124.016979448356,8.4940399873888,433.26650424532,1847.87329904771,0.0634330010632,
84.5279441432707,,1916.62456302381,6312.970893694551,300.759201959146,0.1255413728937
225.193344502679,14.4543258795756,749.644732408478,,,351.21664391611
332.293330187413,118.622855247752,3.4210439782123,744.435149752849,0.0372512795585,
2.3606625504775,337.7348225759,680.216355893594,3.3682551254542,775.447894492971,35.5641644722382
,525.569817309006,,,1691.16330913614,4860.17389581708
,230.619498269174,104.218810992095,1808.04479576305,,15.9072001047582
15.5877054912655,,4.7346213062124,1647.84118105909,0.1668197688569,8871.064963974739
0.1134993712781,3879.46086131912,,,,
83.6601259020445,,4.4829419311185,,525.569817309006,
86.0591513422833,181.748676355475,2367.54483300834,36.2414622195717,491.959963201238,1.9205860029235
0.1134993712781,1.9458766996876,4.044166968614,,4.925345305268,
