Ixazomib,MG-132,Carfilzomib,Bortezomib
900.326082292515,,,4.7769829781952
46.8429797689692,12.8585884991083,9.7689067091858,16.4497820277534
9431.600784760729,499.967590546296,0.1134993712781,
,,0.1134993712781,
,4.173843462456,8923.72801438513,
,,,0.2618104214703
,,0.2648707507578,9797.92342311002
9328.403126222911,4288.74919713269,,199.367349615235
2942.9538828562,317.516364360588,319.861143248911,14.7902250914467
1903.06000829405,0.6446447795556,48.8768343583411,134.446354990801
30.9903231954064,277.077999311744,99.5660962569167,1571.09741924838
,13.8586567257123,1251.33610062457,2.4213762876487
5434.89156383286,331.379207757354,9.5044190042607,48.5858797491405
1130.18450622407,9367.153992098622,,58.2710429793346
148.423072059389,88.5556451781927,65.1376397797504,14.8279124633708
,1261.60732635855,,8297.94626217741
53.8212013836812,1434.57415356395,34.2600104238886,1277.05912158625
,,,
,12.1101921549364,521.118059670567,1630.26115147664
4006.49266395982,150.93820972245,10.1876582577294,89.0682845233201
,,,
11.472761184,38.7498597100349,31.5054158937566,4204.020362105591
278.52133289716,1894.97249919854,,
0.0498773318548,712.754512851526,,525.569817309006
982.744693620328,64.4550397681026,1006.68675080855,2.8403387753487
1370.60332118814,0.0199883112017,26.8399114565251,1343.03133221226
367.575329540992,1557.58188278769,3.3782555509903,
,,495.847137353046,
,1.7625362551174,,
2.7021931098169,81.0195066749014,27.8187233494973,2072.73642279155
,,,
2247.15532261495,898.507638565968,107.739897283656,330.249520071461
,3184.13675058938,16.8364179444607,
38.4913565498396,0.4286858167671,1442.67544155384,73.1246286916324
612.632854634991,1911.42717513586,19.5898359548577,788.468606767858
24.5009552705659,243.590917634882,10.4268095619758,27.7948374158694
2.6819275439031,,2026.8436392515,
275.818827057732,1540.2473728186,0.8409244321404,
80.2583389291603,401.473622373661,116.421002200407,694.601693312296
943.590844628889,1322.40348011617,2950.30621715244,3.0927077320272
525.569817309006,668.447959811397,,4.3258994120193
,9294.048760942898,525.569817309006,
,5030.41751671186,269.656739353381,2542.16139086525
1071.50156795221,2816.49957070799,67.9840188743087,1762.77466008091
599.186356441692,3.2809218727559,3838.00245900168,43.7346519701026
33.4633986676632,5.8576996383948,4285.94823875576,789.631088890891
857.208255097326,,30.0568360404929,69.1911207684121
,,,7532.89099372672
355.53295287451,1108.56041386719,7.7174705510914,798.310589000784
738.493297274354,4004.44548258536,30.0920049753109,29.8981818008945
8493.923459180769,361.804073728161,67.567946531837,2307.94296227472
,,,
0.1572370277123,762.736253537892,174.293538624859,7.1329022958746
9046.72639889181,,,
1073.27005705183,2513.76090448793,14.6422479579335,14.4764878123043
,,451.343894440257,0.1134993712781
1811.52989765531,3.4915941530022,32.2310878001506,705.291258043652
44.6947788407749,,511.567123630857,1.7090273792219
15.7793329724567,33.8794277132248,1240.62412683605,2214.85268910027
9.1629078305688,,,4.925345305268
83.0075554932012,3607.2721361596,1176.26531624218,9.2852051966905
810.224160917285,443.002624285545,,254.079256460328
98.9222664643714,,0.5266098149538,
5509.28709437696,157.806321872362,127.532390158119,21.5483338834957
1038.87622416138,32.8671294866876,86.0387648121288,28.9203482317594
,1.8969394462385,234.647831920095,7532.89099372672
,,,
,,,7532.89099372672
,,4.2324953975282,7532.89099372672
482.338247247991,31.4795489817408,3261.45183418884,30.1617785844382
33.0702375296488,2.2845881642824,3891.2162657896706,16.7733049499821
1227.35005937848,1356.59028908229,32.2933288481974,82.6536340711322
97.8691221161986,225.307982896343,82.444437080189,789.465791309393
1028.19176438962,,,9185.81397701274
503.644040275322,,2.1839090425896,1897.48288554666
696.141530704956,38.8994944878892,,
2893.35336475341,61.3341712799056,82.2991921746238,35.5603455638901
,,,
0.1134993712781,,,7532.89099372672
17.0655489235693,1966.57228119235,68.1138770485083,3153.26107587169
,525.569817309006,2536.15963545573,679.112504202953
681.172592882141,44.5872951652052,777.03055502835,3.6819575170664
449.375787881606,14.665224549276,337.273973470908,3.2998500047279
100.794670462871,5119.30565426276,302.869529475653,236.746209086703
,9075.282928304541,,
3.2656342711481,3231.88573670593,103.579590784611,31.7293006283721
1153.28485753092,2.9385808619435,27.7494480012437,434.112045346714
1.5295834824122,6.4171503749364,348.123341542505,1.4268573574211
1.3013209390503,,,1386.32469138256
711.215558843536,9068.68480072977,4.925345305268,41.8729135442493
107.111060959849,11.8005691140086,968.919771861677,36.3383871295077
3.170963974583,1838.55297673916,2.878984309256,
785.495271667324,2829.54885991667,1.0572439726624,36.9916735312176
7532.89099372672,,,
318.364667311574,,21.2998593656037,
302.327507926228,120.175069994656,1255.77866115681,135.425607837173
,,109.513556268785,
,9.1732316662139,131.607246816088,
2623.43762139728,7.8862558392003,55.2608956480552,1031.82277711441
361.835167794648,,100.330086975367,5856.92056580898
295.450129065866,3.8879016304,107.918057369053,1444.08648103154
841.780163477801,,255.011417468584,368.488089732153
243.691602133311,13.5148724962126,2090.95075628174,3.2548594073986
,712.542843287048,4.4881161041848,867.408923665963
1768.20508519773,26.8855156957878,301.886563673816,23.2686534764243
1015.23687214586,21.0131761733453,12.0874540278641,103.764975667573
0.9216865067862,1214.2331691474,28.5243723694241,3957.45152235546
10.18247351067,3.2806069190845,594.490850178268,297.510836602774
495.947220844642,,14.7105979977665,70.4039666251788
4.0719598626014,311.630312912744,1411.81604100281,3.1056695946983
478.086600840642,,68.190204907479,1742.93492476586
1947.94029416926,4363.58530053861,0.9900084890583,250.307561410108
,,,4.925345305268
1016.23579909308,2462.70461969843,694.974899263382,89.6960717505244
541.964432993299,2.6423663984253,1256.89114629701,1772.34925477073
7.7077223310829,,1070.49814574555,232.239749166051
,,1134.63294681298,
1566.49159482843,3908.20648249462,45.1093034117258,327.244451563269
289.614175933239,0.3070550351119,12.4258994332156,33.8389491428464
12.0966490443346,3.4214428266167,94.1137349265624,318.481809770378
1492.09178717126,76.6779712397212,8.7524455458617,1252.73095132848
,,,
2.2149426371191,817.774073418018,2.869280477493,29.3199309900304
28.9857186264097,42.8163912525694,4515.96371351407,478.933947015593
31.297383617251,1827.08373359937,35.5492171304975,13.2198442268491
809.935357577482,2081.51617722438,31.1083836230467,837.403228261954
3018.2771046001,914.519011253921,10.5845788928297,297.631286554373
,61.8982346704332,1293.74828057249,3584.06782568131
58.2042372067735,2247.04685208097,88.0913303503825,86.2662483232734
44.0990116743015,102.857361531696,346.699539765347,8.0307508780756
1003.80598463908,996.327202904149,20.7277257040609,145.623989173468
9.969530676864,,2679.02954431896,361.935328760032
463.380999377925,768.48183234661,5648.19429897587,938.153633653067
