(+)-JQ-1,Bromosporine,Molibresib,Apabetalone
372.187508221236,1745.37433213425,2.918668781309,
754.953988416861,,46.7073201979962,3340.17757996583
334.01899465658,3146.51176217288,299.86976739908,355.169078873702
1240.60258995722,21.1500323401426,30.7524972647806,0.3048689222889
7.625683605909,,9.7462535836833,744.532425111103
125.99754642421,168.226683145742,62.0763278677128,3.0823575918565
306.433752508365,910.608098449727,42.4768707828813,1205.64010015584
34.2927938357614,822.57554564167,9847.63925075436,351.374574237434
,,,667.43834587191
5.9661797801046,47.7867944899386,128.12590861035,
2255.23632325911,805.455486804737,3.9992309206905,
,,,
31.6768600677045,18.0740315139209,56.4191963762728,7165.764835882071
86.2577986738887,,10.3738801228535,
46.0699203203106,,,38.9495507957785
305.847713796807,,2.150010198767,
322.311032109247,0.2688459993207,972.066441894959,10.6570363429357
1403.34905567232,916.08774423319,27.8072071271628,652.457916618931
47.0734927369024,64.8592005148992,,1367.25253205087
192.681061748757,,130.301787542342,
9.1505658323204,14.7941027104214,333.602040245473,6.8669722225472
0.4106161525396,556.006291145212,560.598709184803,
12.8193201172594,,2255.59410218178,567.444555153033
,134.443987507644,342.378227970327,8318.72630060593
318.409629294293,2674.03691812079,409.413636941648,489.711247145985
2006.27285816611,63.1868792032679,80.5494481932013,
242.205637810236,987.438509376385,1197.45574788841,34.8176786444067
4824.14500065548,1124.34593142328,2.5258811536442,0.1827824012116
,,8790.303553661859,525.569817309006
317.227327104285,40.7009331946133,616.934959473997,797.97320356861
,1.4565807392034,234.647831920095,
94.0839341000884,1.9086673868646,2657.88003505746,
5283.08039179737,2.9127276320812,33.1956699968751,689.125355898516
,,,498.7583433189
296.723503438554,1683.90018116794,2374.78675761394,7.6835332066148
,,17.3874206489617,0.5836102663777
1.3719368780964,5671.389512153751,234.647831920095,4.1303508404706
