Paclitaxel,CHM-1,Nocodazole,Colchicine,Vincristine
5335849626.16667,5413247215.83333,5385914719.33333,5515613471.33333,4450153888.0
452147820.5,366290070.333333,553005130.166667,508853215.333333,471583951.5
6220672.0,3050348.0,8819228.33333333,14870496.0,5742333.4
,,0.0,,4015231.0
2270765704.5,1934258769.66667,2145602878.0,2307592371.83333,1845619331.16667
505539154.833333,869613531.666667,1051217668.16667,494512654.166667,536336548.833333
17764934.0,11918025.0,14973800.5,10055864.75,9195086.0
724847942.833333,352575539.333333,878664166.5,445325231.0,818027891.333333
16144520.6666667,16110745.3333333,14718491.1666667,18286250.1666667,15351399.0
5635626.0,5820411.25,6209932.6,9054081.33333333,3848151.0
16547207.8333333,20649091.3333333,17441828.3333333,16854348.0,10843232.3333333
7703600.0,,8806383.5,6461649.0,11232969.0
4497965.66666667,0.0,0.0,,
13011933.0,,20540905.3333333,11935470.5,14067371.1666667
182415247.166667,165286601.833333,176928055.0,171664025.0,145219632.5
,,,,
7730062.25,6396888.4,10517074.0,12132481.0,8179389.83333333
117765326.5,106298945.0,114451076.166667,140160315.5,114767662.833333
0.0,3957492.5,,4522774.0,
3382243.0,11288182.5,2700177.0,19934622.25,4041103.5
11096477.25,11692274.3333333,7442990.66666667,14096591.6666667,9339016.66666667
81382686.8333333,53546670.0,69873576.8333333,58500275.6666667,72337600.8333333
0.0,17076000.0,,27605000.0,32505000.0
2406700.0,7597775.0,4880650.0,6250025.0,4238400.0
19106002.0,24503719.5,18006116.25,21364010.5,23473045.5
8726132.0,,,,20626103.0
,,,,
3644730605.5,3055235412.83333,3606293795.0,3602118616.0,2339651503.0
,,,,
,6559000.0,,,
7945168.5,11141423.1666667,10049463.5,10424686.1666667,7105117.83333333
1071282354.0,1173537129.5,1542451109.5,1359361360.66667,1003950891.33333
92778731.0,79872891.8333333,100465252.833333,94564537.0,88329340.0
86840212.5,54211546.3333333,57756750.6666667,89234201.1666667,98989911.0
803356886.333333,821129481.666667,984332247.5,827841107.833334,725444767.0
,0.0,,,
,0.0,,,
8072228.5,9317381.0,7499850.83333333,8382222.0,6796336.8
7897976.8,6889962.0,,12209713.8,6417794.33333333
12373986.5,9185986.8,10254280.3333333,12931088.3333333,9349748.0
21609052.1666667,14885342.3333333,20433142.3333333,,13723747.2
640890646.666667,434944869.333333,800045447.5,602773751.0,652927438.833333
94503412.1666667,127845084.666667,130875054.166667,135619316.666667,93797083.0
27630369.5,30848675.0,33107527.6666667,37908229.6666667,26574447.3333333
174540924.0,144542383.666667,213060239.5,185307078.166667,160500464.5
90095463.0,,57342616.0,69376215.75,69327246.0
,0.0,,,
14581603.5,15957339.1666667,14275621.6666667,15517285.0,11078504.8333333
87869426.6666667,38729223.1666667,85901539.8333333,74159573.6666667,90228030.6666667
54191441.3333333,77042533.1666667,38278014.1666667,60032488.1666667,24729312.6666667
197981454.333333,222113271.8,241132545.5,246253538.0,209168249.0
46759117.6,39283774.0,,,37996087.25
1422611850.66667,1161558548.83333,1144437505.66667,1462994347.66667,981492995.0
5455507.8,8428150.2,8868187.33333333,5296084.5,45140827.0
1102298143.66667,1297145174.16667,1131205502.66667,1422593772.0,865246242.0
336211367.166667,389926738.333333,439814640.666667,360512577.0,261978433.0
26313159.1666667,17938383.3333333,20560698.0,20870874.1666667,25691481.3333333
181487074.666667,177232325.5,202999582.833333,171125255.5,169916509.333333
1136210128.33333,941938168.833333,1138112930.83333,1182098348.5,901214356.666667
41396155.1666667,41285910.0,61697767.0,55353606.5,51046115.8333333
62221068.8333333,47418048.6666667,69266032.0,82140106.6666667,66101781.0
2801965791.33333,2044302231.16667,2917778039.5,3159317981.0,2749143547.66667
23287445431.6667,16664430568.0,26056558409.1667,21637317462.5,21374518711.8333
,,,0.0,7711007.0
17297111.2,14899591.8333333,17633881.3333333,15662184.5,13861424.0
16858917602.5,15022284617.5,19171582615.3333,17176380909.0,13605324896.6667
0.0,,,,5344500.0
,14751236.0,16736278.1666667,16163477.5,10558030.3333333
,4305343.66666667,,,0.0
32499253892.3333,40121111647.1667,40816674884.0,35835086384.1667,24612900963.8333
150089110.333333,126722169.333333,171606694.666667,142301465.833333,152003657.0
635909256.333333,420993091.833333,663310143.333333,640631989.166667,584685434.166667
837236138.666667,582722375.333333,849118414.833333,808622103.833333,759673751.666667
316968171.666667,304593175.166667,445230826.333333,375848876.166667,250100052.5
196185963.5,137259016.0,226934340.666667,193641910.166667,169641801.166667
959937657.5,705918402.0,1014148008.0,1016188539.33333,1035544721.0
33210223.3333333,51544952.0,52332619.6,42841224.2,20152763.75
181364631.4,106048504.75,228828086.666667,159365822.5,150317832.833333
22260199.6666667,19510239.0,17858936.0,17147222.4,15291495.6666667
176639640.666667,177218067.0,178050702.166667,222081756.333333,167809139.833333
440163340.0,95107728.0,305323495.833333,272499833.833333,494577367.666667
1258948437.66667,1351043185.83333,1561283594.83333,1390783373.0,1111042353.83333
7886912.33333333,7648025.75,0.0,7698421.5,0.0
2284023703.33333,2023267296.16667,2711540826.66667,2391561922.33333,2135053423.33333
4089375377.66667,3337118518.16667,3982186229.66667,4197754801.16667,3098551986.16667
3985108373.0,3570936113.33333,4658701028.66667,3953803562.5,3499969845.0
142422173.0,116704094.833333,103316714.5,133939095.666667,72981905.6666667
450716992.5,329550166.833333,455535424.666667,418150040.833333,427014048.0
21148566.0,27781295.0,43006052.8333333,27205033.6666667,31590553.25
5468259550.33333,4164710147.66667,5632971021.0,5930910327.83333,4987485577.33333
,,,0.0,
1719634574.5,1721827882.66667,1944386133.16667,1899644972.33333,
3452517589.66667,2190701514.16667,3249572770.83333,3429661984.5,3335582895.83333
125783650.333333,148142159.333333,124427247.5,143756395.833333,120326660.333333
7646299.75,8764999.2,9857324.0,14895441.5,9247943.0
292838571.0,202250699.333333,398195764.666667,189792710.0,304363933.833333
,,,,4119307.0
0.0,,91799133.0,95690483.75,
2256316475.33333,2224779814.33333,2346952192.0,2370223627.5,1846436127.66667
6495758222.83333,5486552765.33333,7154010810.16667,6181422397.5,6464685516.33333
,326053716.5,147401158.166667,,0.0
694373637.5,491145080.5,581649811.833333,572638429.166667,442945389.0
21325656.6666667,40961655.0,29736363.3333333,31214613.3333333,18163021.6666667
28033054.6666667,53062348.6666667,10279821.8,29747974.3333333,4936019.8
,7042903.75,10180920.25,8287218.8,51688256.3333333
12876465.0,21955723.0,21335359.3333333,0.0,41314679.3333333
3913419485.5,3080038652.66667,3636471423.33333,3394961371.33333,3528840967.5
2477518076.16667,2119306778.0,2608909306.0,2705502090.66667,2068535560.33333
,0.0,,,
28060336.0,5398017.0,0.0,12077329.0,6333853.0
8054483.5,10133059.0,36850799.8333333,14491080.5,24123847.8333333
10097286.4,,20026677.5,12977352.6,9617533.5
15361936.1666667,19597273.5,32091264.1666667,15925832.1666667,27569580.1666667
184049968.666667,190109231.333333,191867458.0,205800335.666667,149461692.5
21413102.1666667,14848316.75,24779065.5,28198489.3333333,18734018.5
2298297.5,,3116651.0,2307978.33333333,
3081981563.83333,2717196753.83333,3856273663.16667,3545645790.5,2915101015.33333
4486205.0,3912588.0,8946719.75,0.0,4809551.5
,0.0,,,
43252186.0,40064135.0,55674221.3333333,46965499.3333333,39000460.8333333
119108320.166667,90417637.8333333,98719516.5,109666616.0,78001382.5
16450604104.3333,13583965666.5,18432463482.0,16462919800.8333,15342929463.5
8430541291.66667,7673834994.0,10652634877.8333,8845258067.0,8464034210.66667
19143466.4,28613282.1666667,31687637.4,26393356.0,23200699.3333333
,12518660.6666667,10599473.5,12442641.0,12417758.5
267753561.0,500037933.833333,380518007.0,378142492.5,170668215.0
38728731.1666667,23333677.1666667,37873479.0,40532570.6,64683123.0
34685932.8333333,23374091.8,40979969.3333333,42754187.6666667,38876476.8333333
127991604.0,75208374.0,132373951.333333,77479589.5,80388697.5
2354624363.33333,1573266154.16667,2503109952.33333,2429201555.0,3021171695.0
6474063.33333333,,5957894.0,,5442185.0
44841572.6666667,79078840.0,0.0,7696042.5,
88522107.3333333,97115196.5,116350651.833333,126931732.333333,91222735.1666667
844369578.0,716809037.5,885038502.666667,965456833.666667,744243090.666667
200828201.0,136062738.666667,160103608.166667,200490104.166667,179575737.5
31305709421.8333,24926524522.3333,32531613399.0,33432387076.0,29538113382.6667
25415558.8333333,21914628.5,45040629.75,34146086.3333333,51993540.0
,,,13771177.0,
,,,,17427376.0
5774185476.83333,5507495687.83333,6657326401.5,6253810915.83333,5519433229.16667
296957257.666667,382188086.833333,362768913.666667,343772711.0,223722641.5
3050036753.83333,2890492396.83333,2738357713.0,2913417298.83333,2348758014.33333
158042025.0,125976665.666667,168312644.5,141058959.0,110020805.666667
15432058.75,8973687.5,13661322.2,14587097.3333333,10481975.6
43756564538.6667,31729246069.3333,48503475171.8333,43714697412.1667,41901830015.3333
373714499.166667,258721502.333333,399803545.666667,382023109.833333,555830390.333333
1416073827.16667,1330363749.83333,1544302607.66667,1531684919.66667,1297505353.83333
306481230.666667,300132521.0,359229410.333333,297175039.0,277631575.166667
316595865.833333,219297476.666667,396591956.166667,332764114.5,321226720.666667
10319962.4,16966931.6666667,15090277.6666667,13698131.4,16061030.75
833480351.0,775302222.0,902466985.333333,964985474.333333,592684800.666667
178197848.166667,227730360.333333,216139349.5,215192790.0,125315824.666667
18929096.6666667,34193949.5,26273045.0,29185491.0,21521635.0
437817311.166667,395534036.5,583582982.166667,493319343.5,482003178.333333
326895051.166667,233769265.5,378535470.0,367856057.5,411565809.333333
1994818513.0,1578076159.16667,1597460525.16667,1963283379.33333,670357522.0
130927687.833333,234530961.833333,126601958.5,174303996.5,83862515.8333333
,43352917.0,,,
1102006994.5,1271446598.16667,1210112495.16667,1217980101.83333,785669749.333333
42463713.6666667,35910679.0,57896614.0,49064742.1666667,40178270.5
440888260.666667,614585259.333333,562849571.833333,663671802.166667,486057730.833333
2556760537.83333,2731289036.5,3332753107.83333,2673876106.33333,2527256286.16667
96188555.6666667,85482665.3333333,108670504.5,127858165.833333,104910169.166667
127958000.0,95405000.0,155215000.0,,124801666.666667
351905796.166667,353105409.0,460732535.5,437524733.0,366531789.666667
36959270388.8333,30326066154.8333,38017131632.0,37380049307.8333,31431730153.8333
18896310.8333333,24355529.3333333,28343235.0,23772691.1666667,14494747.6666667
8346248052.66667,8110217454.16667,9383669058.83333,8646786648.33333,8296783028.66667
295371146.5,212288658.5,238349245.333333,263792821.833333,
97275434.0,96097118.5,101334078.5,65965522.5,94075906.6666667
0.0,,3650661.0,,
17665629.5,22739056.6666667,27802966.6666667,19904801.6666667,20651982.0
588488642.166667,515678078.0,626896818.0,633888889.5,550733995.833333
491697002.333333,277607077.833333,459117076.5,298137942.666667,322370381.166667
78993448.0,,64565243.3333333,68615419.3333333,62010497.1666667
10508110527.8333,10014808319.1667,12605415252.0,11510524646.6667,9594294565.16667
2339450390.16667,2052260814.33333,2393896316.66667,2469550239.66667,2126282285.83333
781052404.5,931140021.166667,908949588.0,1037299917.16667,895527036.166667
,,0.0,,
177429739.833333,214635598.5,204775322.5,186391326.833333,138156632.666667
37889557.8333333,32751022.0,35558482.5,39731958.6666667,41105527.0
293041483.333333,224615023.833333,343107862.166667,340162116.166667,290310716.833333
3507999405.16667,3280012190.66667,4568940219.5,3524691115.66667,3993204330.16667
0.0,7112354.5,,,4481573.66666667
1239917054.0,1498413039.5,1741646880.0,1475078669.0,948281709.333333
,,,,
805363769.5,721845427.5,696633274.0,931745471.333333,658381978.5
13299733.0,10745106.0,,13058203.3333333,8265248.0
20754763.2,19768437.1666667,34977628.6,16203679.3333333,16194165.5
23833389.0,,20140081.0,,19285737.0
1320648310.5,1931804111.5,1689665051.16667,1997877245.5,1270244320.33333
74478834.5,59958576.0,59473291.5,70859016.8333333,76307688.5
1039276362.5,1012592223.0,1184202222.0,1358933982.33333,954105679.333333
27785036.5,21820442.25,23049830.6,18158923.3333333,
1259173389.0,1142920988.66667,1207437148.83333,1476163272.5,1015387934.33333
5197500.0,13510814.5,7435065.33333333,8930301.66666667,4742880.0
289938543.2,621981532.5,226871505.5,327699569.833333,141406785.666667
0.0,4647812.0,,6345384.0,8158617.16666667
133521830.833333,93825238.1666667,143327913.166667,117171699.0,88143294.8333333
70088056.8333333,58535946.3333333,94237836.1666667,71464672.5,68894307.0
54436036.3333333,69296339.3333333,80748961.8333333,62694298.3333333,46674822.5
,,,,4184666.66666667
30934460.2,34153760.5,56701999.8333333,43574376.5,35170684.0
8448628.0,6857676.0,16328081.6666667,8714416.66666667,0.0
23395984.3333333,26584963.0,32066003.0,42772874.5,30512646.8333333
5500672870.33333,4711077382.16667,4415986007.0,5989833830.0,4170846216.16667
33916356.4,20982943.0,27727597.5,28289174.6666667,25352787.3333333
3349810.0,,,,
0.0,5309592.33333333,6471624.0,28192324.3333333,0.0
,3941219.0,0.0,3276681.0,
155048571.833333,173363510.166667,200321057.166667,178794529.333333,156418654.333333
53499458.2,47362663.4,50832099.3333333,821599045.0,68967900.25
1078353214.0,1088449851.66667,1188720662.5,1105265455.16667,1015521050.83333
12930739.0,11780071.75,27791580.0,,
,,,11236143.0,
301017907.333333,237641930.0,283765110.666667,273115616.0,225416619.666667
2418938.5,43842944.6666667,51758941.6,,78513173.4
,3978024.5,6334907.0,22228683.0,6804316.0
18228321.0,20039696.6,23192338.3333333,11281769.0,20854843.1666667
9280779.5,,0.0,0.0,0.0
162208962.0,103459280.666667,171743598.666667,129985323.166667,167891395.666667
29378543.8333333,38638294.1666667,43411015.3333333,38396679.6,30214306.25
,17463049.0,,19195092.0,22967342.25
34630514.1666667,38500342.3333333,47070606.1666667,44496924.6666667,31129109.6666667
267087966.333333,254143040.166667,324648339.5,282370252.333333,229200832.666667
69498453.5,78496759.5,76564828.3333333,78282442.8333333,59261317.6666667
171027295.5,119802640.666667,203869021.5,190854408.166667,171838226.666667
99789955.6666667,96220248.5,106506830.0,129599059.5,90736643.3333333
9337312.5,,15781160.5,10204981.0,
13864905113.0,16320620740.6667,15201087160.8333,12967710566.6667,8643564616.16667
9683615.33333333,13337850.1666667,13282827.1666667,6980274.75,11283743.6666667
40148927.3333333,120417367.833333,48475071.0,45223521.6666667,163264071.333333
12769639.8,,195955.0,,15585744.0
175782576.5,165044998.0,214993119.166667,236976755.5,186257705.833333
700835994.166667,590562463.833333,873447388.0,771534886.166667,653927895.666667
3564210.2,2945983.25,4733159.83333333,5293201.66666667,3083046.0
52893666.5,66006861.5,59085801.0,70679650.0,41311414.8333333
1351610926.0,1093092390.83333,1325155088.16667,1449880066.5,1075880929.0
,0.0,0.0,4991275.0,
145098568.166667,154520592.333333,187591039.166667,157124560.166667,153455197.833333
180309565.333333,142210219.166667,181436258.0,153495595.0,146955581.5
2760082800.0,2328273415.33333,3177151692.16667,3267221765.33333,3702951462.16667
806526770.333333,767563286.333333,1210321736.83333,996544723.0,641074849.333333
39132455.6666667,36700357.6666667,39558042.5,36850407.8333333,40409683.8333333
2246678.33333333,,4417023.0,2339058.0,3565793.0
6222317.2,4199716.4,6007330.5,7509881.8,6626629.2
,5268861.0,,0.0,
81582548.8333333,129485461.666667,101380442.166667,120439280.166667,74952654.8333333
102690777.166667,115901150.166667,148232267.833333,124362386.0,102571922.0
101005677.0,82575158.1666667,104512652.0,103094484.5,97590553.1666667
14418225.3333333,13048117.5,17442636.3333333,22398323.6,10832777.5
,,29267134.75,0.0,
19236143.3333333,22781741.3333333,27580665.1666667,26067567.5,21354304.6666667
38288905.0,26763199.3333333,40912403.5,38947507.8333333,27201572.0
34573402.6666667,38448492.6,44422451.1666667,57193106.3333333,28983768.0
1193463997.66667,1269607039.16667,1529484566.16667,1490639838.0,905763282.5
14740303.0,,,5849750.0,
25986225.6666667,16997797.3333333,28972022.1666667,21622869.0,22740758.3333333
58704180.5,55904043.0,55609085.0,63369465.8333333,45695192.3333333
741130017.166667,372788329.0,683532079.5,573603347.0,736992895.5
11673605.3333333,11079277.0,8275477.0,10355054.0,
1065328403.83333,1274514083.33333,1375566537.83333,1373899029.5,903158661.333333
35430433.0,29028543.0,33167196.6666667,23638912.5,29155808.5
12475445.5,,,0.0,12153826.5
,,,0.0,
1051302604.5,1337442245.33333,1402526311.0,1228390133.66667,1163639780.33333
12097887.6666667,20221963.8333333,13208433.5,19114339.3333333,14907939.5
13805583.3333333,12046339.0,12800377.25,10715848.5,15063494.5
123904660.5,166374197.166667,158433593.5,140014354.166667,122473659.333333
42609427.0,28999960.0,33211847.8333333,35602932.8333333,50147316.3333333
32265112.3333333,50952541.0,36437223.8333333,40004685.5,21256148.8333333
17689922.5,13824439.2,14618615.6666667,,8737629.5
190558311.333333,144306987.333333,181271610.833333,175231824.166667,129627748.666667
4731494.25,0.0,0.0,0.0,10407137.3333333
,26463496.4,36621568.6666667,30515428.8333333,0.0
291274013.333333,371915949.0,343749329.333333,362854143.666667,262585098.5
12112204.25,6096306.33333333,9777992.4,7640166.5,
2108086474.33333,1742326223.33333,2122171584.33333,2176029666.0,1839310684.5
3555386486.33333,3088676774.83333,3851308297.66667,3328377062.5,2645839506.16667
624877767.0,688321495.0,839050311.0,656912475.0,597771265.0
,14953766.75,,16110413.1666667,8247400.0
,,,14191484.0,
11572858.5,7686054.0,9360494.33333333,38671433.6666667,6735088.0
2277034413.33333,1815410941.66667,2196197495.5,2380159409.0,2225951839.0
6561246187.33333,5013073814.0,6245409214.16667,6193028548.33333,7417546337.33333
751711336.5,592462039.833333,744044361.666667,949660734.833333,654137455.5
54018443.6666667,51190104.8333333,70902716.0,64784980.5,59440587.3333333
146357262.5,141339006.666667,151725607.166667,160781047.5,110740546.333333
167333818.666667,195310863.833333,446522582.166667,174089091.0,90436727.0
357024007.833333,221504067.833333,270183234.0,357631444.0,326458624.0
2996145010.0,4224114806.83333,4052820091.0,3424335132.16667,3013163286.0
139405396.666667,107119827.0,138088991.333333,135991652.666667,140813710.5
19239308.0,14245518.75,30369214.0,23965626.5,25185321.0
45606833.8333333,40249479.1666667,48838024.0,62300072.5,33513330.1666667
2387788555.66667,1750928068.16667,2390513399.33333,2620904822.16667,2289113320.5
596377548.666667,425284234.0,558252959.166667,520030499.833333,582138329.5
4413775495.16667,4373571813.33333,5286208693.66667,4770632544.16667,2947332514.83333
24203029239.5,18503050499.8333,26695659733.1667,24070581300.0,22987483028.5
4474559206.33333,3913657151.5,4732209089.5,4978238151.16667,3827149419.33333
,15499256.75,,17701408.5,
,,,,
14828331.3333333,15421711.4,19297030.8333333,19451532.3333333,16173103.3333333
1282777450.5,1190516169.83333,1342217065.5,1511253703.0,1109763554.0
1703772851.5,1230883139.5,1605658661.16667,1340029713.0,820039296.666667
249531185.666667,314543751.666667,289341137.333333,310373120.166667,242163630.0
0.0,,,4497300.0,
15524282.5,12545819.5,12535999.5,24169933.5,15061363.5
32748427.5,8665099.0,8671719.0,9829525.0,15329383.3333333
1388310401.0,1257907595.16667,1451017282.33333,1454571898.0,1296464514.5
15562108.1666667,11280371.5,17969824.25,18989817.4,18647141.1666667
13634385682.5,10784975058.6667,14701755441.6667,13503722073.1667,13089521559.3333
602853932.166667,484206915.5,702947200.333333,577531441.166667,
463345759.666667,356302463.833333,460595544.5,510850845.666667,514702252.166667
434110447.666667,342298762.333333,491624928.0,413315336.166667,552182748.5
184683737.0,78846565.6666667,171547056.0,164772334.833333,128359354.5
184605655.666667,126444494.666667,191720993.0,209012776.833333,183760889.166667
9366292.8,,10475638.3333333,,9675151.66666667
,0.0,4666580.5,,5052347.0
6991242.5,,,6872855.0,15895011.0
234841859.166667,187769528.666667,253798822.833333,246328914.0,218326852.166667
155931116.833333,105854674.666667,186698532.5,127685454.333333,144376522.166667
91149781.8333333,100663038.833333,102981157.166667,95781111.1666667,78984563.1666667
23184667.0,,,0.0,
635624462.666667,443051764.666667,589776968.0,619368994.666667,713929694.666667
26154364.0,17389865.6666667,29911326.5,28301002.3333333,27311558.5
665281895.333333,543391237.833333,722046520.833333,809462970.166667,504262422.166667
22999659.3333333,12948592.0,25187469.0,23029121.1666667,28518915.6666667
21899941.0,41524908.6666667,27552560.1666667,42892888.5,29304921.6666667
,,,,
784841463.333333,604594243.833333,842442717.0,831025676.166667,764815559.5
43796419.0,25978821.0,41559364.5,40071588.6666667,37513468.8333333
,4289206.0,38181080.0,0.0,0.0
2029663021.5,1662791751.33333,2025040734.33333,2032605353.33333,1655738615.5
882823314.166667,701451373.5,906675144.5,859076407.5,762136514.5
41718816.0,50323181.75,,50519844.3333333,54002580.75
192207672.833333,102204008.5,146837687.833333,194635354.666667,148174670.166667
8405915.66666667,,11977315.5,10556293.0,8254787.66666667
2542906058.33333,2960563249.83333,2739508095.16667,3279270366.0,1838038318.5
,5323233.33333333,,,
18153144.4,16400127.8333333,19869622.6666667,19863796.0,27614258.6
,0.0,4254073.5,6307512.0,6747977.0
14603314.6666667,18494744.0,17512815.5,13624067.6,14262672.6666667
0.0,,,49700809.3333333,
25005048.0,25569327.2,27420962.4,36364658.0,17215910.6
0.0,,,,
3387337.5,10033200.0,6573836.0,2613230.0,4198433.0
3569041188.0,2591093350.33333,3195505687.33333,3506432927.0,3598601448.83333
295297509.833333,294355349.833333,376505031.333333,363414681.333333,265987035.333333
124031797.833333,75099894.5,126601266.5,77199237.8333333,82507277.5
9599454164.16667,10214157695.6667,10164343017.0,11138996228.3333,9147388804.66667
506935398.0,408101248.166667,442646195.666667,535787265.5,543441318.5
11474398.75,17067471.5,7372415.66666667,10939610.5,8571403.0
81091544.6666667,91882469.8333333,84278437.1666667,84845972.8333333,62537136.8333333
152354597.166667,159346764.833333,138251185.0,185973788.666667,129580109.666667
9095848.0,,,8609925.0,
89876278.0,75292111.0,105881641.833333,69563850.5,93467750.5
,10283499.5,,,9790327.0
225712742.0,272667617.5,287973617.5,265824354.5,195709172.666667
709535349.666667,584803345.833333,736165564.833333,767074972.833333,593722103.0
185673570.333333,187476038.833333,201131806.333333,185202494.333333,171330462.5
1449307630.0,968098397.666667,1475545514.83333,1573021280.16667,1334232431.66667
306405631.666667,164021906.666667,223335561.666667,199248508.0,278155370.0
591737844.166667,507557248.333333,644811549.0,605980451.833333,572166508.0
16576330902.3333,11769749404.3333,14476758784.1667,18029291888.5,16147582654.5
109158522.5,112107367.0,139403477.0,150265674.166667,103874321.666667
771285893.166667,698439819.666667,876404992.166667,867792777.666667,683365815.0
20177678.8333333,27938341.5,35846753.6666667,29051705.5,19302111.3333333
15268242.5,,,6185930.0,
81366230.3333333,69269641.3333333,88675767.5,85762760.0,68619178.0
7621284196.83333,4777775954.16667,7941438021.16667,7217385286.83333,7468901335.83333
32433427.0,24205088.0,19828976.5,37366368.0,41544445.2
397615560.0,442161024.666667,446377471.0,509534966.0,350976529.833333
104071990.166667,52779915.8333333,150758059.666667,150626192.0,152382823.666667
1236937808.16667,1152696980.5,1490688689.33333,1408362095.83333,1358683285.0
,,,,4060453.0
153870841.0,154053010.833333,211631931.333333,163687529.833333,146902961.166667
783313404.5,570362651.166667,880494411.833333,806929788.0,799002463.166667
910141616.166667,637962577.666667,924767107.666667,875189163.5,716097065.166667
51933492.0,39896910.0,36131251.0,56009221.0,37450930.6666667
2458455962.0,1906677049.0,2437745450.5,2349302321.0,2076682021.66667
148229747.833333,103556410.333333,142832447.0,138577184.666667,303552550.0
4490217731.33333,3869447819.83333,4289873687.5,4866076574.83333,3765396907.83333
6513426262.66667,4442997375.5,6502100896.0,7158079379.66667,5795826064.33333
1038606241.5,797883730.0,1195269004.66667,1207621742.16667,1040185587.16667
12700440568.3333,10387291918.3333,14181278864.3333,13347157763.8333,12085001033.1667
4891140.33333333,,0.0,,2481841.0
3744096303.66667,3996985141.5,2692677278.0,4673734329.0,2634991455.83333
23299530.0,15324201.0,0.0,33882654.0,28918138.5
,,,0.0,41416785.25
7042382.83333333,5737343.66666667,13927472.3333333,7646288.33333333,4097285.0
177830235.666667,131598548.5,166344721.0,167328802.166667,161955628.166667
28275171378.1667,32768989724.3333,39718196772.1667,31634394863.3333,31675099121.6667
89969277.5,90515722.1666667,94606327.6666667,95756414.0,78938191.6666667
301156617.666667,275544627.0,303237237.166667,294853759.833333,245745885.166667
203420431.5,194768283.833333,198231264.666667,239686967.166667,196329435.666667
1529252110.83333,1331273590.66667,1612385698.0,1804620622.83333,1728813726.0
,,,,
591893217.666667,539126242.5,666919329.666667,733792977.0,512439486.833333
36354190.6666667,53837286.3333333,31948944.1666667,53987067.1666667,29302149.5
5078601.33333333,5598246.2,,4245017.0,6867596.0
264848971.5,313126893.5,278592014.666667,316868179.5,230613001.333333
14086726.6,8166475.66666667,11542803.8,13231857.0,15626682.0
6258331018.5,8331447356.33333,5905882451.5,7109033250.5,5560637484.66667
1271744438.16667,1129818690.0,1326208109.83333,1254564145.5,1034262831.0
1436280993.33333,1792179970.33333,1888168943.83333,1372756069.33333,790893369.0
3095424781.0,2205576393.33333,2946136628.33333,2975526578.0,2624021674.0
35460883.0,32726774.6666667,,26629902.0,24342941.6
1452679277.0,1019280552.0,1528223420.16667,1451500031.5,1319829240.33333
4999217587.33333,4763894545.0,5589508135.5,4504228884.33333,4082910565.66667
35683661.3333333,19414400.5,38681705.0,30914477.25,52350260.0
31557174.5,32129355.1666667,35540776.1666667,44642313.5,32056872.5
105407613.5,124063233.833333,118443370.333333,121268931.666667,80854541.8333333
14712920.8333333,8154627.0,10843108.0,11643577.4,13026039.4
100284275.666667,58919016.0,87408152.8333333,88300497.6666667,100135360.0
303831162.166667,208016479.833333,326537409.333333,277910924.166667,310340542.833333
1923703939.16667,2644514911.66667,1741102617.66667,2281310848.83333,1369102122.0
18074720605.8333,23468890073.3333,18984748199.5,21052785931.5,11558979432.1667
1064870085.33333,1297520095.5,1149464478.0,1196273177.33333,838388760.166667
39120720.4,33340697.1666667,46919640.6666667,40093150.3333333,34268356.0
738259289.166667,598698095.0,767365817.166667,786902259.166667,756018152.833333
,4350294.0,1802033.0,0.0,3202899.0
802691466.666667,760900733.5,939986243.833333,921542463.666667,813017657.166667
5991199.5,9643488.0,,,
49247930.1666667,53063157.5,45719102.1666667,44656660.0,33963051.5
332291470.0,301155987.666667,352252636.166667,338997454.0,
652349218.833333,709666032.333333,773353367.833333,739951587.166667,600232973.833333
2702505204.66667,1921651758.5,3037074630.66667,2874938767.66667,2845824637.83333
20694693.8333333,22869944.3333333,32368455.3333333,17721155.6666667,28286060.0
14646636.6666667,15285683.0,,15877700.4,8887804.25
25413701.0,22728088.5,24374627.4,30018054.0,17604796.1666667
22725315.6666667,29965129.3333333,43921827.1666667,21772244.1666667,40188614.5
5047428406.33333,3627976228.83333,5198816725.16667,5334866637.33333,5124437649.16667
1024533712.0,1041060100.83333,1055980405.5,1102671456.0,946144321.0
5022649.0,4443502.0,6132074.83333333,,5185803.0
604145881.166667,619529920.5,804964485.5,638371523.166667,486563562.0
147681868.5,120157669.833333,195764884.5,200388232.0,195794811.666667
1579655289.33333,856471918.333333,1510506391.83333,1465469725.33333,1455246615.66667
36715820.3333333,32636337.0,33893399.3333333,53913642.8,
1501921107.33333,1422673398.83333,1715248678.0,1538358541.33333,1362350907.83333
654741216.5,567803825.166667,698999907.833333,708622114.333333,533922464.0
21848179.6666667,19605922.5,19979684.8,35047515.3333333,20091109.8333333
344943916.0,386150338.5,308742351.833333,349855627.5,329384609.5
,,,,
4760125701.33333,4222576918.83333,5401622096.0,4893960766.16667,4402171764.5
21181643.8333333,18453057.0,25232778.6666667,23430160.8333333,28618549.2
6581733.0,0.0,0.0,,
507826319.166667,407821025.666667,552278430.833333,590760679.0,468508369.666667
3386917925.33333,1999234991.0,2963200607.83333,3481460286.66667,3111290645.33333
232725795.166667,191893310.5,,239965395.5,217225846.5
57351020.0,52620439.6666667,64908985.8333333,68261702.1666667,55666809.1666667
