Thalidomide,Iberdomide,Lenalidomide,Pomalidomide
100027329.666667,100027329.666667,161483021.166667,99566699.1666667
5850951.5,5850951.5,0.0,11908649.5
636835757.166667,636835757.166667,899729724.166667,654990696.0
,15351657.0,12610263.0,6775849.5
,14392096.0,,
10221771.5,10221771.5,20529781.6,11498472.0
23288814.0,23288814.0,28835756.6666667,22117446.5
830633446.5,830633446.5,1317896992.83333,894440959.333334
115545216.0,115545216.0,164824922.5,116238693.166667
31490489.3333333,31490489.3333333,41006749.4,26073701.4
4262176.0,,,4166383.33333333
83253296.5,83253296.5,90902622.1666667,77353460.1666667
4346179.5,4346179.5,,0.0
0.0,0.0,,
7389583.0,7389583.0,5473280.66666667,
8696149.0,,,
30209711.0,30209711.0,27193746.8333333,34271601.3333333
3012693033.5,3012693033.5,5000847918.16667,3380716086.66667
12719642.3333333,12719642.3333333,12434372.0,16328528.0
32454757.0,32454757.0,32773629.8,30739917.5
304451534.166667,304451534.166667,403178839.0,298687900.333333
16520623.3333333,16520623.3333333,17053100.0,27384043.6666667
31707623.8333333,31707623.8333333,48890633.0,42960167.6666667
156152970.5,156152970.5,172237989.833333,168919251.666667
78751699.8333333,78751699.8333333,146827094.666667,102857227.833333
,661014465.5,1201418836.33333,749458829.166667
21369059.5,21369059.5,24890447.75,22931717.0
0.0,,,4527261.0
44223197.3333333,44223197.3333333,60846266.4,43621475.0
46451816.0,46451816.0,47334116.3333333,59901520.8333333
353500089.166667,353500089.166667,598872479.166667,326563849.833333
1264018745.5,1264018745.5,1608933890.83333,1498100230.0
1409804648.66667,1409804648.66667,1410354173.83333,1359037600.33333
195954980.5,195954980.5,146505048.166667,200655909.5
5970215.0,5970215.0,10535986.6666667,6902195.6
,101121213.333333,239821172.666667,114468960.5
233294238.5,233294238.5,311805187.833333,252336270.166667
17595369.6666667,17595369.6666667,16290606.5,20740389.3333333
,,13946887.0,
2830641.0,2830641.0,4913996.0,3432027.0
269671284.666667,269671284.666667,357193691.166667,320339498.666667
33783352.1666667,33783352.1666667,,39898895.8333333
5818733.75,5818733.75,5370505.8,6810259.8
479914973.666667,479914973.666667,732628568.5,479612084.166667
343346282.333333,343346282.333333,465802467.166667,359698402.666667
149698550.166667,149698550.166667,156099670.333333,123801670.166667
342663080.166667,342663080.166667,470042182.166667,395938278.666667
0.0,0.0,232495347.5,6493739.33333333
573081855.333333,573081855.333333,20756576.0,
20947018.5,20947018.5,27601131.5,19355044.0
45320454.8,45320454.8,22190425.0,40315807.1666667
,,,
72973707.5,72973707.5,46153349.3333333,42991239.1666667
135719555.0,135719555.0,310231382.333333,170579482.666667
69379121.1666667,69379121.1666667,155058610.0,77458662.6666667
2645411.0,2645411.0,10763786.6,0.0
144216067.5,144216067.5,229830399.166667,136845633.0
276772838.0,276772838.0,403551980.333333,273607237.833333
12056113.0,12056113.0,15242041.0,14692152.8
289766070.333333,289766070.333333,507521399.0,296009867.0
9277176.66666667,9277176.66666667,18856356.6666667,13430912.75
10015635.3333333,,28702694.0,
170912744.666667,170912744.666667,232545538.833333,166996954.5
8746377.33333333,8746377.33333333,9719868.0,12019070.0
10214528.0,10214528.0,20529863.0,
,17483261.6666667,18931065.6666667,22311138.0
775289196.5,775289196.5,1023141703.0,806089762.333333
1818505678.5,1818505678.5,2147289079.0,1870619173.66667
20919876.1666667,20919876.1666667,28477608.5,18781217.6666667
,,4249356.0,0.0
738020495.5,738020495.5,1185827890.33333,957045882.166667
1206702764.5,1206702764.5,1739857678.33333,1280700713.0
166538252.333333,166538252.333333,245889513.166667,190191172.833333
148684431.5,148684431.5,173721827.333333,165666723.833333
864033046.833333,864033046.833333,1221001037.33333,927938420.666667
49331015.5,49331015.5,84815567.5,68229277.5
67863583.5,67863583.5,106561095.5,74620886.8333333
231188261.333333,231188261.333333,479588247.833333,272010239.333333
109813706.333333,109813706.333333,171085290.833333,104017234.666667
15187344.6666667,15187344.6666667,17419608.5,14688398.5
41801509.0,41801509.0,48835058.1666667,52995272.5
36813646.5,36813646.5,33744376.3333333,24447449.8333333
23317334.0,23317334.0,31430634.6666667,
,11199344.0,,13205760.0
127623464.333333,127623464.333333,192551688.0,122468333.166667
9905873.33333333,,0.0,
16092224.6666667,16092224.6666667,16889911.0,3329491.0
206595159.333333,206595159.333333,361605307.833333,220792971.333333
9369720.0,9369720.0,,5544854.25
60486602.6666667,60486602.6666667,111068072.666667,67619226.1666667
701734080.166667,701734080.166667,1156025984.83333,724053102.333333
254491635.666667,254491635.666667,512399387.666667,286291894.833333
,,10072512.0,
5493668.66666667,5493668.66666667,7972859.2,5585945.0
,,3902645.33333333,
168636730.333333,168636730.333333,231839404.0,184626740.666667
117660207.5,117660207.5,124135457.333333,121286983.833333
20265201.25,20265201.25,20363682.8,14142286.8333333
61239425.0,61239425.0,98217546.6666667,56018392.5
22834821.0,22834821.0,31543199.1666667,24432374.8333333
3933743623.33333,3933743623.33333,5933775129.0,3939963739.5
221680858.333333,221680858.333333,234363664.5,217397216.666667
247729108.5,247729108.5,362562398.333333,258990849.5
8736606.66666667,8736606.66666667,13505139.0,13024318.5
155843984.166667,155843984.166667,342656492.833333,165571749.333333
0.0,0.0,11525293.3333333,0.0
294363369.5,294363369.5,400566784.833333,306062498.333333
81761674.3333333,81761674.3333333,95304400.0,71338990.1666667
100962854.833333,100962854.833333,150687631.833333,100053572.166667
14061186.6666667,14061186.6666667,17557151.3333333,31022948.4
397012258.666667,397012258.666667,529922892.0,355115227.166667
618925338.833333,618925338.833333,950583484.666667,703110474.666667
3063830496.16667,3063830496.16667,4198630846.5,3125764878.0
33355180.25,33355180.25,43393026.6666667,
,7204658.0,,8939493.0
,,,
79793425.6666667,79793425.6666667,119275118.5,96023162.8333333
2212206376.66667,2212206376.66667,2693926167.33333,2242939436.16667
18420741.75,18420741.75,36893728.8333333,17848393.1666667
737186007.333333,737186007.333333,889695609.166667,782740481.833333
9528797.0,9528797.0,6877529.83333333,7416624.0
442124766.166667,442124766.166667,638854113.5,498139108.5
7075448.0,,36475430.4,6654726.0
950009798.833333,950009798.833333,1578768694.16667,1026690106.5
,,,
8883666.83333333,8883666.83333333,11269344.6666667,8828551.6
23563139.8333333,23563139.8333333,39064501.8333333,22523023.5
17508984.5,17508984.5,26130364.5,17455144.2
7421603.8,7421603.8,9047442.0,8874958.83333333
24677994.8,24677994.8,26451035.0,14663071.8333333
17119172.5,17119172.5,33955657.0,38269271.6666667
16463807.0,,,
57410413.5,57410413.5,79621342.5,54824610.1666667
27634690.8333333,27634690.8333333,49028284.5,30520831.0
,2978528.0,,
65822024.8333333,65822024.8333333,118371099.833333,80516861.3333333
149162957.5,149162957.5,166567769.166667,134090434.833333
120336404.333333,120336404.333333,159890268.833333,176047457.833333
5766076.5,5766076.5,0.0,
7581980.0,7581980.0,,0.0
154274071.5,154274071.5,220683144.333333,161951883.166667
2865463893.33333,2865463893.33333,3676970022.5,3016367847.83333
561850844.166667,561850844.166667,900667453.166667,646082290.833333
711099136.0,711099136.0,953701884.166667,653002875.5
444049089.166667,444049089.166667,679380217.333333,465734988.666667
59250897.1666667,59250897.1666667,78715074.3333333,57405504.6666667
,,,
11537259.6666667,11537259.6666667,8089089.0,14613820.8333333
100943037.5,100943037.5,116294378.5,107596255.5
57519802.1666667,57519802.1666667,82079878.1666667,69056006.0
73855867.8333333,73855867.8333333,104247240.333333,65740704.0
176540396.333333,176540396.333333,234668134.0,194627784.0
10430484.75,10430484.75,51710747.4,12297151.2
161411356.0,161411356.0,179375994.833333,188871917.333333
,,,
9163382.0,9163382.0,6293868.0,10123007.25
25775696.5,25775696.5,32883299.8333333,33194450.8333333
30163278.6666667,30163278.6666667,89367281.3333333,38215848.4
428648675.166667,428648675.166667,588311677.333333,472127856.833333
421078676.666667,421078676.666667,751329949.5,422005974.666667
41408329.1666667,41408329.1666667,59043041.8333333,38563162.1666667
10745388.0,10745388.0,18745096.2,17466928.5
227796176.833333,227796176.833333,277707204.166667,216002785.333333
6369093.66666667,6369093.66666667,,9533973.8
22353131.0,22353131.0,31322955.3333333,21470082.3333333
118621202.833333,118621202.833333,160055342.5,117571663.833333
4734250.0,4734250.0,6739525.0,
10848396.5,10848396.5,17873979.8,
0.0,,12595729.3333333,0.0
15051339.2,15051339.2,26265941.8333333,15905722.0
5939245.25,5939245.25,12823466.1666667,8488131.0
176048937.0,176048937.0,228116714.5,174810085.166667
112156282.5,112156282.5,167499446.166667,116789501.666667
23499650.0,,,49195273.0
21656891.8333333,21656891.8333333,36841735.6666667,25162513.3333333
346437488.0,346437488.0,559714847.666667,426955902.166667
,7928142.0,,10419570.5
312574507.333333,312574507.333333,477065102.666667,293171756.833333
574448204.666667,574448204.666667,859902193.0,619639269.666667
771151899.833333,771151899.833333,1098801044.83333,781075396.833333
38355160.0,38355160.0,23275152.8333333,36607829.1666667
143462851.333333,143462851.333333,205079534.666667,163406546.5
98840914.6666667,98840914.6666667,156466368.0,127678619.166667
991287877.5,991287877.5,892784310.166667,1020486516.16667
77727030.3333333,77727030.3333333,125007868.0,94111241.6666667
188630509.5,188630509.5,320724314.0,177958902.166667
622251560.833333,622251560.833333,623943590.333333,642925450.0
25877206.6666667,25877206.6666667,48816766.0,32586215.8333333
5953855.6,5953855.6,11183570.3333333,5789870.0
0.0,,,
,,28414833.3333333,
544969717.333333,544969717.333333,429231053.333333,639917056.0
195295624.333333,195295624.333333,273498699.833333,197494788.833333
946196186.833333,946196186.833333,1986163813.66667,1093254900.83333
,10760675.5,7771585.0,0.0
5120327672.83333,5120327672.83333,7265577774.0,
40163116.0,40163116.0,114875859.2,21333720.0
57664199.0,57664199.0,89241824.8333333,60922248.3333333
40764699.6666667,40764699.6666667,57315095.0,27225815.3333333
33874507.8333333,33874507.8333333,78035649.6666667,37501388.0
1270947940.33333,1270947940.33333,1517116792.0,1117771140.5
91023989.6666667,91023989.6666667,98508182.0,89665327.6666667
4894567.0,4894567.0,,5774630.0
,0.0,,
578351897.333333,578351897.333333,802654777.833334,631049274.666667
35867788.5,35867788.5,54682286.6666667,40998358.5
797704846.0,797704846.0,900054402.333333,908687542.5
9740666.0,9740666.0,9349241.0,8396867.0
245480704.666667,245480704.666667,364952743.666667,280414326.333333
33186606.3333333,33186606.3333333,36228736.8,34132970.8333333
2098311093.83333,2098311093.83333,3557509841.5,2213605218.83333
,7715892.0,0.0,
57119318.2,57119318.2,62846980.0,67390528.0
275929589.666667,275929589.666667,401259891.166667,309732701.0
152501270.0,152501270.0,245925634.5,172768190.166667
825903457.833334,825903457.833334,1180832306.83333,810207358.0
432085216.666667,432085216.666667,605100722.0,491345164.666667
243745022.333333,243745022.333333,358086008.5,270216717.666667
459599346.166667,459599346.166667,633317299.166667,413778663.166667
44534534.8333333,44534534.8333333,54112136.3333333,47140415.8333333
,,,920205.0
214120998.666667,214120998.666667,325957377.5,217106163.0
11145681.5,11145681.5,14313358.1666667,11995606.5
82437871.5,82437871.5,77814452.0,47664956.6666667
1671070314.33333,1671070314.33333,2214798942.0,1937214161.16667
1082312434.66667,1082312434.66667,1542625453.83333,1040265101.66667
1206013243.83333,1206013243.83333,1573990841.83333,1336363479.0
18606604.0,18606604.0,18297394.8333333,
135957091.5,135957091.5,241678778.166667,150781974.333333
10230346.8,10230346.8,10460628.8333333,7890479.0
0.0,,,
,,7274661.33333333,9511347.0
,10157093.5,10664312.4,7482676.66666667
16376374.5,16376374.5,22761090.6666667,16698179.6666667
,,,0.0
58190457.1666667,58190457.1666667,72650441.2,55017346.0
10795570.1666667,10795570.1666667,34086692.1666667,22336846.2
288202750.833333,288202750.833333,400060977.833333,303158644.833333
34687751.8333333,34687751.8333333,65583288.6666667,31972167.0
366218120.166667,366218120.166667,486484248.333333,373779143.166667
42554515.6666667,42554515.6666667,59444287.8333333,37471092.0
514524352.166667,514524352.166667,893572636.333333,566749793.833333
172970848.166667,172970848.166667,222227719.0,164295050.833333
103263503.0,103263503.0,160009704.0,124446735.5
16855850.5,,,17140499.5
35195809.1666667,35195809.1666667,37612379.8333333,32604007.0
3190060.33333333,3190060.33333333,7189252.66666667,2617339.0
,0.0,,
261871274.333333,261871274.333333,395058624.333333,285989145.333333
861005472.833333,861005472.833333,1401343432.0,939865630.5
,,0.0,0.0
1089452269.0,1089452269.0,1366852274.16667,1189150680.5
10161056.5,10161056.5,35276729.6666667,49574216.0
346644138.333333,346644138.333333,452294781.333333,362895373.833333
124573800.166667,124573800.166667,180312239.0,122739648.333333
4624365.0,4624365.0,,
392687982.666667,392687982.666667,526175357.0,389092022.166667
,,9993009.0,
20349701.0,20349701.0,27762784.3333333,20414165.5
8663572.25,8663572.25,10677787.3333333,7190442.5
139388639.333333,139388639.333333,209283367.0,149628789.333333
68372621.3333333,68372621.3333333,87177164.3333333,75419773.6666667
,,0.0,9757389.0
,,0.0,
5038427.0,5038427.0,6745296.0,6072032.0
1025735233.83333,1025735233.83333,1499014750.66667,1064862751.16667
19813331.5,19813331.5,39856727.3333333,21961716.1666667
12254818.0,,17058522.0,7477813.5
339502316.0,339502316.0,526516721.166667,334869683.333333
135472197.333333,135472197.333333,207986987.666667,147970826.333333
30251188.75,30251188.75,24590535.1666667,
55095216.0,55095216.0,89619208.0,65678849.1666667
16112489.0,16112489.0,22768592.0,
14374282.25,14374282.25,18094643.3333333,13682206.1666667
1275500661.66667,1275500661.66667,1725506729.83333,1257776576.83333
311907781.833333,311907781.833333,427233194.5,322003149.666667
14104294.75,14104294.75,28665304.75,17355199.2
18929642.0,18929642.0,29182523.8333333,19294198.0
3976888.0,,,
19217173.1666667,19217173.1666667,40191086.5,25523842.8333333
17582503.0,17582503.0,28620692.1666667,23363200.8
