Thalidomide,Iberdomide,Lenalidomide,Pomalidomide
2.9254867234409,,683.015727030647,
5.9884113683784,3.1107808180317,,1628.30514149156
,,,
,,,234.647831920095
1058.28538199312,,,
,3583.05385469476,,
,,60.4679483080025,
2.5705512529756,4.3630823420133,,
,8760.08778452127,666.06066190539,340.40498334086
485.01715956802,142.008845084398,,0.0958319853776
,3.091362518977,662.419904759747,3227.07289529866
1.9942038588219,28.6180809215428,162.759760477696,0.1059059149589
82.5363307287684,1.232428124079,,313.612631501324
27.385735038387,186.062696948475,3.9176646778074,
29.9601830730579,,2.7224272408464,25.0511895614406
,,1316.23468692521,2.2483010623147
285.27285978017,276.455852073328,289.082766009374,66.3971438030692
,,16.9498301542598,4.925345305268
344.685257295123,323.872142107436,236.98423353509,2574.68704997944
535.025575901281,205.515572117642,268.262190025933,86.3074178562491
,,,
3.8980146704373,8.1955680588036,,208.2014164542
,,,
,,40.8495166545464,9198.75895950795
2944.57217882169,2.9349401302918,2.7539276923937,3704.23589460362
81.3418408253338,122.566155944171,,65.8648475653702
2132.89769017007,861.165001017092,1007.46930946746,36.9502971555661
234.647831920095,,628.637084992722,
,,0.1134993712781,
869.736301231306,,,6.0563270150991
,1.0790763207181,13.8721151428892,
,,18.0358128981725,103.904294652646
9313.51599198848,,,298.49921976687
25.7815503844442,1437.06594478112,808.846639292606,12.9730678755785
43.990483829412,4.0227560324439,0.0354624510862,1289.76600331919
,768.4390825375,,2177.04802568954
87.3442031719134,911.098645980092,1.8126479996161,2870.54986384021
85.3623255145102,,1601.44191419388,706.861883707917
2772.31702919203,33.8727582837897,1636.78457912404,1081.03333203587
,339.193545399155,1.9310777497608,
6.282128764875,,525.569817309006,0.1134993712781
,,,0.1134993712781
4105.41445689483,,,397.256110628771
4779.18848544013,1.3111177601465,567.370529201294,0.0805067413126
116.732938261197,3768.0608636927905,626.91268715245,1750.11388695994
2.8399908811985,16.7890584238346,3980.3092894481506,374.668176104633
310.011044486902,3817.15592812118,0.4699032547934,5820.69456785237
234.647831920095,234.647831920095,525.569817309006,4.925345305268
,37.5147024566682,0.128613931279,32.9107050750122
2968.19433435895,1682.39084517535,981.7323861148,8818.60142401313
6482.60547000226,4.0533839324509,8.5513815576326,38.9274367005522
,,,
3.3183540378085,177.949054758775,,2809.75873410966
,,1014.10831514009,525.569817309006
121.441091621348,,12.6244076008548,13.5229909322128
237.688320082143,583.16562069548,,8281.53967783995
,2635.25081267238,64.5727956748293,4125.88366266284
,9343.116992874579,,547.737928760668
0.7618579211628,,1044.75648368589,26.7372866031225
,,,
0.2737172095259,1768.05815999481,23.0735148055358,297.521620221392
597.659848693699,130.621459320447,675.434977690594,568.501375997401
9560.99272516102,,4.8873852740449,414.899831767058
,,,
1111.63198176028,,1.4699607790414,120.56593338037
,,525.569817309006,
,,,
,22.245992101538,,507.502187394421
,0.1134993712781,293.680506801088,7532.89099372672
0.046541459092,334.9784922984,0.0443197734547,216.148284896439
1.8787455720241,335.216281418591,137.266705553508,
1.2644644254881,1.5263489805385,,276.663393496692
1989.00337007108,3924.79045916112,0.3118637406003,7.0090221941195
9027.13401092967,,88.0843347127806,2608.59668055155
,1483.96051260671,,
2166.69610254402,,2.4696966050055,6743.81882391781
5.4693455830807,26.612284599465,0.2493860049465,41.3286608673529
1036.95112539787,,,1.8954194540399
,525.569817309006,,0.1134993712781
4.791294993122,216.7857065352,1823.13228500071,
80.4978257476483,,,0.0242036639812
484.589884962685,,760.55617515264,485.470853154366
341.942220481013,1270.21647038577,0.0161080384625,27.7296868362444
1.5679449725864,2.2330251793436,,
,,,
13.6558374475938,263.066480254159,310.300955539958,
38.4476101787041,0.0117370588054,717.765341718496,
525.569817309006,0.1134993712781,163.103380387811,
685.590637735313,3690.9650784726705,1.9001132329538,7944.057176550461
4.925345305268,289.820518468789,,40.9804551086514
185.512024021085,308.330167722768,655.090887616301,1846.23233394862
,,1101.67709451729,
5583.92572354524,,0.8398991990138,3.4299098819865
,,0.1134993712781,16.6632248961952
22.779787431564,5.2693097566553,398.530387294157,250.687941838966
720.735463046025,3.0666051470442,2.6083347489344,33.2675633828675
,,,
,,187.70018720638,1263.37213545866
144.768349056921,904.306377304199,1.5156531525737,36.9735716530883
7097.5868882435,33.5556370868833,,82.1634164601722
356.483376956824,22.0632202992806,476.030161545452,6254.43566680486
1020.18484610746,4383.953456559129,1.6248841954018,
32.9422591132499,1241.00271901274,722.00210225449,0.1863432773372
2212.19802988246,295.26886994534,394.785087907342,
33.5320900202776,1.7329554879431,639.548450637034,5237.51318620272
2249.78596613077,2.8795352185439,0.0380607675381,732.056640353579
17.6518829720804,6.1622615694213,3.6922366507809,40.1960473369142
,31.7014820937149,3.1218170811685,422.313708804561
13.5202211621881,3.230644519101,2012.76588336975,373.153968202352
340.075445921304,1128.12583648972,41.2945748121854,2210.65940564805
1633.31771226537,3348.78823005017,,
425.693276163555,14.5519007394525,1.9798458482896,
,525.569817309006,65.0640438582468,
2777.29069526227,9.3676227147629,883.970851402045,120.221361016954
4.2048513364676,33.1169509947102,183.666708363348,31.4490281680721
,431.849849936312,16.7440672064827,16.9903860088588
,234.647831920095,,
,3.4081023819075,5.5486975512689,784.865301410639
1038.97608582661,1363.16283365311,1.0309267879746,2910.24714778051
1.6587619545527,94.5480776268755,,5.1358331485553
,1867.75962686975,302.383082041943,1004.72409202751
289.13123148712,,,
3755.15230879852,,1130.4294536671,28.8727683049878
993.963866601302,1344.7093851862,,3.7885313123675
0.0110657726335,,878.894838691341,20.7021323209644
276.935535036498,38.5445900879695,728.517172540409,215.94512719573
1571.56342176609,1583.65465619415,0.8532051187415,41.4465524274046
7.1222706857793,333.910590359359,40.615568501599,6.5260767987872
306.128090422931,103.72809915215,6.2379206822453,1300.05133590321
20.3595377196564,,,4.3212286055613
31.819338874069,2547.48862177314,0.3152503186253,55.9065931575837
386.922054338807,46.8148903601332,804.882453360201,5797.58994426854
3780.48166821412,64.2215303104934,2.5124879881666,326.479059390376
,9.7080647999445,784.447372527152,691.923059862915
787.424479278055,9.015973289927,1.8879788757803,496.937535878774
17.2846403568993,220.533910170097,30.0749931925832,0.0177232326619
,2685.73175774584,42.0111965621514,18.214451107461
,617.954403936634,,485.560359840025
14.05803550641,,,975.709516401706
27.5494212629163,691.790301073802,,1132.8774947795
9109.14159825653,4.1641063179575,9.5590128614722,710.631853684061
,4.1973463339896,,13.3407619436158
