,Entinostat,Mocetinostat,Romidepsin,Tacedinaline,Tucidinostat,Domatinostat,Pracinostat,Quisinostat,Vorinostat,AR-42,Belinostat,Citarinostat,Fimepinostat,Ricolinostat,Panobinostat,Givinostat,Tasquinimod,Nexturastat A,ACY738,Tubastatin A,Trichostatin-A,PCI-34051,ACY775,Selisistat,SRT2104,AZD-6482,AZD-8186,Copanlisib,Dactolisib,BGT-226,Buparlisib,Alpelisib,Idelalisib,Apitolisib,GSK-1059615,Omipalisib,GSK-2636771,PF-04691502,TG-100-115,Pilaralisib,Voxtalisib,AZD-8055,Onatasertib,Everolimus,GDC-0349,Rapamycin,Temsirolimus,AZD-5438,SNS-032,Seliciclib,HMN-214,Alvocidib,Ribociclib,Rigosertib,Riviciclib,Palbociclib,PHA-793887,Milciclib,R-547,RGB-286638,Dinaciclib,Zotiraciclib,Cerdulatinib,Fostamatinib (Free Base),Fostamatinib,TAK-659,Abemaciclib,Brigatinib,Crizotinib,Dabrafenib,Dasatinib,Nintedanib,Sunitinib,Staurosporine,Tofacitinib,Decernotinib,Baricitinib,Binimetinib,Selumetinib,Ravoxertinib,Trametinib,Ulixertinib,AMG-900,MK-5108,MLN-8054,SNS-314,(+)-JQ-1,Bromosporine,Molibresib,Apabetalone,Geldanamycin,Tanespimycin,Paclitaxel,CHM-1,Nocodazole,Colchicine,GSK2879552,Iadademstat,Tranylcypromine,Pinometostat,Tazemetostat,Pemrametostat,Lirametostat,Onametostat,5-Azacytidine,Decitabine,5-Fluoro-2'-deoxycytidine,Gemcitabine,Methotrexate,Actinomycin D,5-Fluorouracil,Pemetrexed,Cisplatin,Carboplatin,Oxaliplatin,Ixazomib,MG-132,Carfilzomib,Bortezomib,PJ34,Olaparib,Talazoparib,Rucaparib,Niraparib,Veliparib,Thalidomide,VHL ligand 1,Nutlin-3,Serdemetan,VH298,Iberdomide,Lenalidomide,Pomalidomide,Doxorubicin,Cyclophosphamide,Vincristine,Prednisone,CHDI00465983,CHDI00390576,TMP195,TMP269,NFAT activation inhibitor III,Cyclosporin A,LMK235
Tubastatin A,241.14557175450514,360.9110559690451,229.93694297883488,192.59058122463333,288.70846209998945,183.08845598302295,191.88558879395333,176.7057850856173,251.99503212251847,180.5125310420926,170.42418409831652,184.49499148431434,170.17953353649725,171.21253920987394,344.0842248629701,169.61235404678817,175.83641521416138,435.79242518655957,183.8507169142938,0.0,191.36326253102172,163.89739219716407,175.83005572282906,196.8858654713552,176.6260524492616,167.22594187490827,169.90183736577094,194.60572206416538,179.4684009512194,689.5713600912453,182.5015412333869,344.68199589510454,166.2779016547444,179.86732058658438,339.7176142422438,175.55006535252704,190.08306592572075,178.81082739323753,173.4980058169105,172.5705264776082,163.22139780277394,320.5009966323229,213.21413542948207,168.18580807214911,167.27760339099672,174.8265613872985,176.48218439170807,1207.718444158064,173.66561680722228,172.11269726386632,172.3561307262156,289.61274144852246,213.98455144804245,170.59339479546202,176.73740476580417,171.92870300789454,232.87203552232197,165.10053247640127,197.43876492777363,273.9663140283389,371.3410575687042,203.2291307054548,169.96577761714403,564.5270456711854,169.6743976902589,252.77143475780807,806.1291382769515,167.98666528847022,164.39616933884295,165.49997852387105,183.78749118772922,214.90720684372081,179.29150030774719,194.5031103751476,174.8222868801051,162.88124767488063,227.9952433212043,167.82682812847085,316.8623944165527,165.8327300659397,172.36743019133144,168.46750722769198,613.831126999461,181.91320019725376,164.69241325050365,595.4051917823255,281.6752237496751,202.98599688968528,184.48147442093585,168.03333292736716,175.5159661329039,180.6623314780241,179.97902895306322,165.24808017499927,274.6826420066432,170.80488008251822,403.36412870316383,166.9624053334608,183.39053171296635,168.2241776920555,295.81076416305683,165.67280820384974,163.14418194435038,209.31616673647952,176.28679579132725,372.8129332711534,231.53000728953185,173.9261571857256,329.49096833671535,164.51628861718658,418.8592855345667,175.26092780461954,222.57027687049504,167.44745931134085,163.52047260082742,579.9821177955718,178.64577171772916,196.15385522726393,184.50327777596428,167.0090524434516,195.8969824360949,164.4079731685512,171.85941782963837,178.83153853149065,164.8046403583447,852.7882784704185,170.832729667485,183.0888477029962,307.7602966001451,167.8370387171331,168.45705894903426,188.53449599878013,162.19284537768198,201.6481707620585,169.32624033847142,258.92738181866395,213.09561318551377,180.62726578909752,591.9158644977659,174.18923541623803,367.0495327870743,163.5919349842661,206.45943303125847,165.58274701042404
Trichostatin-A,186.25309717328918,347.6651720681071,193.99500823384895,152.17122846298503,265.52087434624366,140.37204036592038,146.8734543781952,135.11831350078245,218.00504126369134,127.7159909889101,117.88340696659286,101.19949078668056,120.18114214978944,110.63012601058618,315.7206542689491,116.01270743816602,133.80230174547512,419.54718881972786,122.37179048709797,191.36326253102172,0.0,118.74677107487125,131.17819643193945,150.84609200608816,134.28730110300566,121.39902644357392,130.07738677949192,154.25472634083317,137.10150998516775,680.2467715408852,132.50655502222298,325.16519843630743,121.05141975057344,139.20320268564544,319.8353369377622,132.47008657630397,149.61441168008795,138.3406615464729,131.67998677811792,128.64899901217896,119.17623673938795,300.5792065726145,178.76172230098607,123.59971825187863,121.90183318448591,133.40851828307967,134.22078672790718,1202.068776475868,130.45430354911943,126.77198911543731,130.01916505061973,264.7498882173261,179.77314529636726,127.1208853431524,133.1971470134802,127.31262011967077,200.29315369523744,117.48077433226686,159.9585445852877,248.8167439478199,352.2460492800477,166.0089175376503,124.58239338874795,552.6950603979273,125.14669958043382,225.66848636860544,797.479565752033,122.5210260226802,183.3212529195494,120.54200085759577,144.74823275953065,183.3505526434935,136.59641242717282,149.37417764326932,131.659562634894,116.61857445028834,198.6836172073348,117.30388508618336,295.56630535365156,118.41868293633978,128.88086803644157,123.55722604378276,602.7493931428878,141.8688557611526,116.69324594106317,583.6875321163748,257.7020345242565,164.9096124234174,142.95994897985196,120.09568631739165,131.22912222821003,136.20871309591394,133.11472731318025,121.1592525478175,249.01537905322056,123.72373558247052,386.47565709607056,113.10126424588138,144.03302970479191,123.27066085210643,272.8958776375933,119.18787696107536,114.77044022534105,175.55768460930855,133.4206192588647,354.57706476647934,201.2478885762445,128.42023715874805,307.6010995654654,119.24156645684745,403.4143990794794,131.89163642901582,190.12368417817444,120.40806225122827,119.22881053810201,568.115397569816,119.15836680425978,147.71684424483885,143.74648875037735,121.88113709757472,160.0110254891031,121.92370279505921,127.82006880395622,134.25573636385533,117.56187724832355,845.837491052791,128.5240884470959,143.45876541705294,283.90543351559313,122.95906509951432,125.90205050237522,148.8427664215427,119.25361508444732,164.32425262202287,117.63022190235283,232.26645073527192,181.3969618513251,139.4101410678658,581.0148619213147,130.58857709514416,346.9977761369513,115.7145926067637,170.66424612330465,110.95844386058988
PCI-34051,196.8465950684236,331.2014740118018,170.9444249166387,118.98064024698373,248.35296554958174,101.27317782512232,119.34749655565167,86.60029668774695,201.44979248198027,93.83973099625075,76.94499659166216,105.85894142024246,75.36359155993128,81.31128762408642,309.80966597240433,75.86068369034916,90.05120743421898,408.4794739123707,106.24531948949442,163.89739219716407,118.74677107487125,0.0,82.54075014823498,122.9149880805175,85.13474654486528,71.46310895931173,79.67390630139508,120.34357922101297,95.13216323011977,672.2075918362646,98.93384274203967,310.4051345095079,66.95009872175346,92.97668113422019,303.50744577265584,85.11952222805381,115.09273743253276,91.76406188273566,81.83986042858625,82.88158714620207,52.78430473534934,280.4155625241131,149.7435281281842,68.59350887626283,68.87867610521697,88.08605447335253,89.38141414329863,1198.0635206408112,82.95050623044223,79.67766157499572,77.89788336135099,243.83590804671084,149.41441198055765,73.42800316527504,91.25032087417088,75.54434322523225,177.8592813994256,63.538882458883826,126.6821798671385,227.9310792669303,339.85504498970204,126.35494584750235,78.52774748726894,543.035435129724,78.35185843221696,200.67295981211385,792.0968475214123,71.93100944641112,152.85818028493293,58.421125293976395,99.23716437551468,153.7733780994083,95.64974497359655,119.16796182932542,86.70957427458934,53.45909585635808,170.67400959778865,70.70999194557264,274.8681623744335,66.67887809075538,77.38914944745763,71.34684501742089,595.279549141799,101.52750273693498,65.28713942926701,573.7365909044876,236.09044747351282,136.35417477102706,109.02436319239376,70.08202892974283,88.72243833656474,96.41501466255497,98.27435930183523,74.29706689058207,228.88614021536068,78.84029708474783,372.0665494015139,69.06680927102033,98.71259681694222,67.6410717109202,253.50190066708996,68.0500036216316,56.238705207446976,144.13418348649725,92.30548018356863,337.6837920087693,174.05446697556252,85.03386577204805,293.83519075682034,57.287106904774916,389.94010968351046,82.67370613970272,161.1076084890163,69.62580993673009,63.65309540252176,559.2196110198828,93.36493369230047,121.99710321343183,106.24112820173382,65.3426212996806,121.41400291649639,58.53305495727348,81.95513449347301,94.24269945907918,64.47299394200341,839.735085219336,69.21664298762089,98.31692282799344,267.79412177180416,67.80075287394259,76.02324412806703,111.69164117360282,64.09629564538272,132.68897157181237,70.65053362765467,208.13611180102922,148.0860592355703,94.34670483331647,571.0988101083426,83.1355992366665,334.0554666213528,60.09410754257884,139.86917146354196,66.3563870419796
ACY775,205.09534537569428,339.2750315425967,180.90920047465238,134.43438094283297,256.3545179400091,117.22668129895123,134.94084035220277,108.61131261582287,210.78451029643196,111.74757068150473,99.17173061304157,123.40471765910225,95.13665625933517,102.56865618215564,315.42714967847047,98.76375493773602,108.34159594057152,413.0892193818117,122.89784223247449,175.83005572282906,131.17819643193945,82.54075014823498,0.0,138.6066112980469,107.66204358907217,95.91360964551974,102.69263586299256,136.77002020524606,110.81647902042353,675.7562571488708,118.5910592483499,316.6127924269602,93.81894140274896,114.18391207966998,308.4107012323346,106.9560255268741,133.22313634386614,112.9829918200699,105.45496587045166,105.41703604073858,83.16548752853573,287.49090115868273,162.94948730047116,95.13424762931164,93.18237466830544,109.88037719631603,110.13280476935846,1199.6956035009648,104.14251897777406,103.67685958947689,100.78858127798706,252.07276417131183,162.7352286807674,88.56717763226733,112.10276727828263,100.035586689383,189.92688449990482,91.41088504685234,141.7437162877476,237.00710524424602,342.1747328281896,139.97416951078617,102.03558023770107,546.8362438790161,102.18919341346471,210.75536688478454,793.6066803483418,97.91113202134714,166.70143112220833,83.17883899398956,118.38792917650915,166.76253286151749,115.93366517848786,136.04848613206747,108.40004885937788,83.69689081497344,183.02499760781618,97.04223854183549,283.0642214615032,86.81304044277715,101.51209214257196,95.35961721484351,599.0527352783226,121.3316492063699,92.07193691046344,579.5117609238102,244.86295179685035,150.79051352484439,125.77924888298088,95.15183757890098,109.92762710398014,113.84760494587627,115.53077734698908,98.89431895052846,238.51758620652438,101.08553009798537,377.8134713305163,95.79133071328381,118.25397267366006,95.04427659725008,263.03762265121475,94.83656286316555,86.51047113474675,158.44970648186313,111.5172036578095,343.25574797838755,186.29508482959054,94.55721153600184,300.1715185260363,87.86429636490735,396.7065400364693,105.96833345082695,173.6638415416453,95.88286607604954,91.75234278346218,562.0744828442013,113.67112914433861,136.88460506954283,124.56234124419011,90.87654320412477,136.74198953026846,87.300578050176,104.29130703770939,114.51511013300745,91.73304375074436,842.3501710877929,94.41036441697824,118.57495558968982,274.66729923883855,93.91821358688166,100.29800091624655,130.20279941325924,91.88669835975043,148.06705099582814,94.98891168344804,216.75723265275613,159.96968913056182,114.24533510886796,574.4066828534317,105.03868173854548,340.6316746662018,89.11437057811288,154.55742109820756,91.2926356052584
Selisistat,219.11487192747887,349.7977278792357,200.6676686201203,157.0340411460393,269.0017997498577,147.24663895030355,157.83338538329295,137.9943894046229,225.29669540245933,146.84075306069124,130.6480818068602,143.92674870583878,129.77733474915857,128.71479185012143,325.31839369465865,129.50864379038882,136.0659172320835,422.5848161926354,145.64585288491054,196.8858654713552,150.84609200608816,122.9149880805175,138.6066112980469,0.0,137.35684412443808,123.65002921017121,134.35138358927648,158.3647143231406,140.53202295707823,679.8799643552962,137.6407225878577,325.98050416251056,124.59260074762311,142.8601932095017,320.2250979769195,138.29490181179966,153.5114906709648,141.009324737431,135.62793428623775,131.2548551304759,122.27887467253865,301.51863956741806,181.23297187178008,128.12114905147436,125.71883702668536,137.75250100517178,138.33172355883045,1202.9515005404667,134.48602872046726,130.5980073748705,133.66980630809422,266.5142905798347,183.1044482964426,133.1356115375523,138.38356790670005,132.46948190064197,199.5180964838192,121.75172143884537,163.89013250093723,249.68005903296282,354.8214138818582,171.82323023366527,128.73082698659914,553.7595797963791,129.61100868391753,227.66340809860228,797.2914914001059,127.40545532837479,185.65835386830182,124.8124225684994,148.594298064538,186.60460663818554,140.1584183324712,160.13901965866845,136.8868103720974,120.308115393991,201.42964558362732,123.7008930718556,297.5223312413337,123.66783992160788,132.41590860567334,126.4651642529957,604.5886932159884,145.14061404104987,120.782060713155,584.6501869865674,257.96432471511736,169.55571410704636,150.36634958751694,123.78929651451236,134.73766407853503,140.09355257164574,145.46419543669273,120.42464407919567,250.9147409043912,123.45294361541431,388.09392490737076,123.57245556126712,146.27571575025513,128.1217733496266,276.1205978556443,122.51238272327382,119.05093965503593,178.7469779970238,137.87071225046756,356.1170178944553,203.65510428949062,133.8969921090903,309.42893879704275,122.91887171174555,403.480962280458,136.67337136484676,192.93485682219605,125.60412556148812,123.4074615508347,568.9899800156821,140.8790585243862,149.50481284575397,140.49325874060457,125.46871958969395,162.69653085236453,125.10391523134216,130.80867951140894,138.43896874276697,120.33680863958179,846.3662931193825,131.99162517524965,148.22223216071072,286.94588876223895,126.8071676000216,124.96012352509987,151.81494930317498,120.7543101693925,170.0635077528581,127.96120792387858,235.36295992795954,182.28861114654833,143.22510233972545,581.6952383494383,135.14137562657103,350.65583130113924,120.06740537252868,173.6365970288736,124.49597162832325
SRT2104,206.82362543120354,338.0986567358014,182.65875289854884,132.97918027506626,255.70508815975273,117.46098461168226,134.81462910539304,106.16282394418835,209.57052877173174,116.55820735720839,99.84125616713791,123.13712938556709,99.07225283394658,102.7336069816968,316.19023049993615,97.65786195130109,107.64689468683662,407.5959243985263,122.72550649131864,176.6260524492616,134.28730110300566,85.13474654486528,107.66204358907217,137.35684412443808,0.0,93.0087326730719,90.6114171879738,136.3755343396749,113.17459849958941,675.3575516067203,116.27426205880117,314.93632037140947,89.8899248427959,110.10014717962235,309.37284361688336,101.70955869986271,129.11742313497422,107.6175734043799,102.07489698572002,102.18523497196976,84.02035185956105,288.7097287314429,160.2418136462991,83.79240194279848,92.72767853235513,106.86845296228465,109.40656172694328,1199.826671326604,103.9269155478689,99.45092711126543,101.26654272168193,252.7608516829833,160.83877441803634,100.21754757997165,109.5717578225069,91.29117511023313,188.13458213843796,87.2936842192012,139.95736612451836,236.046384404301,345.36051274285995,145.66916319623587,97.99643010702998,546.7783954288909,99.70888515111236,207.6208788936266,793.2833243356812,95.07890884044697,165.91313378056415,88.12725801714768,119.32681943405134,166.13654826744676,112.34402022024894,129.04456576523435,107.1982876180943,80.52775694442836,181.65582988408394,92.61747873130923,283.88582942201384,90.8418145335088,98.24476172672925,93.34702419837255,598.5245138138333,118.21005546252181,87.80354512109348,577.4781231901674,242.72766165982185,149.09685866863347,125.36955320736692,91.98661858181033,106.91044326431826,115.14326385390142,114.35605058943817,96.23153675001969,237.35668441930997,99.45984197214503,377.42316465081063,92.67362587919439,117.09273790154278,84.82374032923363,260.90504506820423,89.50918136728036,82.60472518214796,157.35059822073038,109.76270563556439,345.16748162778464,183.07059734715324,104.49061840429349,299.7043683333788,84.37830265903266,394.91744021195893,98.12901160437812,172.4625194572256,92.73685043034735,88.88541789508298,563.3014273991317,111.4031110827581,136.3310560812849,123.8232761630959,91.4110141218909,125.61581552440154,87.97604295988434,100.26279253533646,110.8880227350596,87.22575895953895,841.9435852168293,97.47530601801459,117.96261112400994,271.8418543025356,92.42602887698379,98.11190422556682,125.2242247482051,89.39984659475716,146.52035462569862,94.24912314125218,218.26104088521518,159.80124071109844,103.69421984742289,574.275665333722,104.41265166498673,339.4440631905401,85.25709579044087,151.79030427914287,91.51870473899086
AZD-6482,198.63943079305383,333.9157607630108,174.02723581199598,120.18115475877048,249.86500411319037,109.57965809521296,122.06377982032963,93.22662667466498,202.0201641750726,106.70247850745648,83.398499787556,109.53373967661706,81.04542429252066,85.55123547626395,311.3495888914237,81.52896870004335,91.73033038422656,407.7145767471098,108.58607615493877,167.22594187490827,121.39902644357392,71.46310895931173,95.91360964551974,123.65002921017121,93.0087326730719,0.0,88.35577118600061,126.40793967659219,97.41933978159356,674.5088928628569,101.20019031696884,310.96650492061957,71.25352578454522,100.95812428817028,305.3097864395502,94.16410410575592,115.31656661060326,96.74645358599865,90.23072480404859,84.09331780106191,71.20962062823486,284.9547294145442,149.65203916085167,78.50840634476938,73.48918971155815,92.68277536972127,94.08470236090643,1197.6023471640187,86.7223120562866,81.19109367657354,87.46792096940949,248.29685797986343,153.98569484896004,87.65611244948298,94.5439596885279,84.64929136487277,179.4357512797555,67.55810878621291,129.36632944604233,229.48445609693317,340.000922962287,139.18066237028552,78.25637770522614,544.4897736845866,83.03520775648299,204.1491813764844,791.4121947051597,77.35485987833358,155.4657343674197,74.63064247794095,109.79199782256073,157.09774376783997,95.71625731080279,123.97916201645047,92.12759059440455,65.318602876241,173.20552794697048,73.44417457415051,280.3964418096661,71.29397786117937,85.32499410949517,76.76845604111527,596.1490518889772,104.10368104325235,64.66396051316461,575.6183799327607,238.5870498169106,136.38212890158016,112.11459996581478,71.0260313414101,88.43230170998632,101.45044652318606,104.23440462853362,78.77542434740252,230.04849393468572,79.37017082971789,375.0464126326091,71.75990501410635,105.35417906825508,78.51150518607903,256.51106460598925,68.15715901769734,62.16053430579608,147.2398932156415,94.49273294510736,341.8504085451304,175.98160723355744,86.71136265211658,294.3215128182539,68.53612500196182,392.22110297029576,93.32364754135868,163.42749766268125,72.86864288222291,69.4341285721157,560.5091590646459,100.1238087651907,126.88782131604172,113.21057606375325,74.38903739371356,127.71347966597953,75.02448824814523,82.26608653587351,94.8162615662477,65.1824172344826,840.2914732859931,84.91233289534766,109.18886849425022,266.0177257589325,77.28247556184017,80.54714878711876,111.78437782071987,66.9199108089719,136.72417007766842,80.44887307216545,212.3107443472822,152.33128042950918,102.20706257037726,573.130395873212,88.96746550481657,335.84647961473263,64.27248205313653,138.46647356614295,72.4900572145498
AZD-8186,204.7047914007639,337.97304971978804,179.6333304780829,129.45617715340262,253.8721470341112,111.32496548914628,130.00631127054834,101.36386132369005,207.1176488454282,111.68642808481964,94.04532259153012,118.33229673116662,92.58610335890927,97.79515381755829,314.4684513477883,92.36547775558957,103.08961664109468,412.29166398569794,118.91444351828449,169.90183736577094,130.07738677949192,79.67390630139508,102.69263586299256,134.35138358927648,90.6114171879738,88.35577118600061,0.0,132.32931989057775,106.8032502721228,674.7772406113364,112.13207300542406,311.9798759963179,84.80124444205256,104.79861666000475,308.1731741381876,97.46324047631109,125.50713403394964,105.96887537690324,97.38930354727141,97.1768011070149,79.11608297185768,286.8209095052963,157.75116839674493,83.07362633670782,86.3046097625029,101.49206517759937,104.56900254505412,1199.180072829024,98.84865165593818,95.19278152219093,96.80341185176886,250.39649826783662,158.05758039900712,95.32804092252253,105.73761782077439,87.12830232331595,184.788122244889,81.63185946679353,136.50161619729664,233.98398005774527,343.6567215573959,141.8664535806335,93.21089118394605,545.9390179953722,94.24503831441,205.07113396278746,792.7295147589093,89.06732181927029,154.36154491137924,82.8347927435636,115.24179060600045,162.66084039703424,107.91377422884817,125.36498425503578,101.87826851690684,75.67374104479003,179.03227595432494,87.772277407562,282.1797039551121,84.66953583957017,93.15307944815008,88.97341168687745,597.8513619699087,113.69687460971289,81.31364925418491,577.9561916138597,241.0490709221389,144.67290782995266,120.96661657929558,86.6114914270916,102.48611759148558,110.05722463895316,110.59348246239954,91.68397503376083,234.847106654429,93.7126621236956,376.2122043872224,86.75281362515389,112.07732921030386,82.86048211834083,259.1885370614706,83.9490818272941,76.323201102299,152.55475005641568,105.03105259172739,343.7032364420706,182.61822122167723,98.42572402618346,297.9738554925282,78.27868482590993,394.1544281274688,95.21897069458291,169.8545214381967,86.69161544047924,82.65937807162335,562.3769785114813,106.75719375632652,133.49222671949212,118.73889966512833,85.245464058702,123.50728423840236,82.60356361419791,95.88822202775637,106.25472219731192,81.79745089864441,841.2764429633936,93.04307966588333,113.46107770504494,273.4142088211321,86.33622508958577,92.68730992022763,122.45858921242996,83.03570784851152,144.10757241969483,89.51664825977369,216.75187111952587,155.04606650957356,102.35345738426437,573.0865311052786,99.79470417719928,336.091860309268,79.3495292679636,148.94106453560747,84.68545572670126
Copanlisib,222.61645093812166,347.45897903439896,192.93229551511823,158.50585743394785,269.5623196556869,143.90297285869275,158.07964974252954,136.66304589778105,226.16026149922953,143.40110957047182,128.2369100271308,145.67475254669677,127.44464137970276,130.9164146661431,327.12311225950896,128.4111151356393,137.82632583945858,421.7374030777265,146.54980023414103,194.60572206416538,154.25472634083317,120.34357922101297,136.77002020524606,158.3647143231406,136.3755343396749,126.40793967659219,132.32931989057775,0.0,140.7676180297031,677.3471745605113,139.9254153781171,326.8215019944426,124.99870498986922,139.10688628878424,318.3141763734424,129.4123120356153,156.3381292405888,139.92511310560556,133.54922245995903,132.97496745833712,120.16506372272897,300.5833356052185,182.62903957248588,125.47557936324326,125.32413299444273,135.9696278005165,137.5313954492983,1201.5070885342202,132.16494664644944,132.56406021551928,131.1660061665921,264.0707078794095,171.92305223624055,128.30802827141088,136.16172089830243,123.96388529883218,202.42662710973235,121.90945774832036,162.18498733358655,244.81478885278736,351.2955991631874,155.739384389498,130.93266435540505,553.1933098315856,130.18583320594973,207.35505734917544,797.3925475270994,124.6852304032407,186.3361292968796,122.7739932345855,145.10434291745466,184.44754409868574,141.00118046363272,156.86003720477834,135.03488140893742,118.49693882930735,198.9484257887418,125.27953541503463,296.7806387869946,123.86896070109876,130.17153931847486,128.22536203157915,604.2666090319644,143.51579646730468,123.46898909601137,584.127592372367,258.4974947600164,172.12744205182915,149.7038443315513,126.74639920071088,137.20429341194358,141.7016689070771,142.27652690428351,124.1144007782279,251.15763774421393,127.2245188613472,388.0223280599038,124.90401479565615,145.5877350377074,125.99764661044195,274.71328746390606,125.40309377242258,119.86350748735309,177.7385247918676,137.57290417028153,355.19359354696974,203.28059128182875,134.1039320463835,309.1513483008499,117.90802679142672,404.2728762713611,134.74455515293639,192.08992408584882,126.18286862281411,123.62044315567444,568.2758354046344,139.6101708378415,154.6490267674266,144.31303847062944,124.13810413987547,160.78653352632955,123.29751681221988,133.23841360862676,141.30684132123721,123.32069463179741,844.6416019831069,129.39092919614885,146.12527549482868,287.69422709721874,124.2991448737185,129.92195526590845,153.75925613744155,122.05367211486586,158.75525278343704,127.06220405209775,232.6893532960992,182.08475824310216,139.05153709532712,581.267660057625,134.7035048214439,346.870834964633,121.09216122286186,175.00145665157075,124.06317396897846
Dactolisib,208.84868751214344,338.7953120581986,183.11112470695096,131.9071558561201,252.05349566489843,125.20444554984097,135.29401649190925,106.42778670691077,210.85226731373012,121.83227537576485,98.45198724364778,125.77174307532775,100.09465055788641,106.58906756254119,317.60647057802856,100.74886673239429,111.95162412167397,415.118490973877,124.69880215106785,179.4684009512194,137.10150998516775,95.13216323011977,110.81647902042353,140.53202295707823,113.17459849958941,97.41933978159356,106.8032502721228,140.7676180297031,0.0,677.0220450221425,118.5323535849387,317.3718609262057,91.96333221414025,117.79254792397028,312.27587558179226,111.60695026430115,130.00603546166474,116.65701302590296,109.4425257071906,105.31508834530268,95.10121791048839,291.2305636439843,161.4252004111945,95.9408233137421,85.3973756683838,109.08460124362584,110.32234861686013,1199.8773232941132,104.12545961348914,100.6841963207092,107.34115955386828,242.53588275817123,165.9347233230048,104.62337973488793,111.47692117734591,103.77499274985938,189.90682843737787,86.94078151607658,141.51120352980234,237.88699992120624,345.5053554441795,151.22286498192003,98.06249260694024,547.9770251430836,103.71481518009489,212.83078899194888,793.9902178081877,96.44578875666834,167.77875002231218,97.2224847416128,126.6748967277615,168.4084442971582,112.6519802681904,139.58199161163068,112.05443913152364,89.49535296732256,184.11636327411102,97.25202771164845,287.332341180357,94.45049644275036,105.7503255773133,95.78738963360716,599.3323173704955,120.1480175443908,87.37778389197896,578.8827413217105,246.11112425420814,149.16407617805888,128.10361614496608,92.9944800513744,105.70150877634586,116.00496705625156,120.3559431170994,99.02308028562456,235.0193515997975,101.71952485074198,372.61338317924617,96.09769355995674,116.56505588653954,99.90139267878692,264.04647895254396,90.28550874873125,85.65137092041071,159.33459304501827,111.2051568764533,347.6205109967748,186.47222879889392,102.97120943469201,300.7343315333155,93.06855695841305,397.41457466950067,112.32238938126807,174.97677257901955,97.13532119361453,91.95093589140346,563.6895547824108,118.0444754654261,142.33554622953508,125.64128635915449,97.08440843035507,141.93236483107813,99.40614513674234,101.70099571392542,111.98842365141208,88.4662550224341,842.4999305908683,106.77277305543171,126.39553575349001,276.74217036521117,98.74709381303683,102.98146600920818,127.6097697637337,91.40287404084285,150.26065682968112,99.43972282968099,222.65956459480756,166.2563399326223,118.95123120510723,548.1139561413177,106.71103906062811,340.91151361692874,88.63007288540508,152.5576678081235,92.74854772476375
BGT-226,698.0380350376543,746.5734833192072,680.091533352937,680.9103916288594,705.2187788613682,676.9441503071524,680.1620719518216,676.0594245617352,700.3482290298621,676.5806349663347,673.818834933177,678.5456966827934,673.6370295422017,675.4149701774624,737.7522134831445,673.8124147959918,676.6849082532347,783.6752744936424,678.6078171507248,689.5713600912452,680.2467715408851,672.2075918362647,675.7562571488708,679.8799643552962,675.3575516067203,674.5088928628569,674.7772406113363,677.3471745605113,677.0220450221425,0.0,674.6031926446922,738.6399020153834,674.3013625099686,677.067426848818,734.9366331898838,672.035308197626,680.2285165858254,676.5298444187315,675.2845409872026,675.2941397524328,671.993546563617,726.8499589307525,686.6452308194263,673.5485115815515,674.4658280098262,676.3209327279411,676.830791901833,1365.7727000886375,672.7829159664572,675.4875804324103,674.3977887927309,709.1669139860314,686.6989957009938,672.6187247926971,674.3155074127446,673.2680349993028,614.9743072603821,673.6636186036193,679.7085355052634,705.3001475146974,747.4627176353157,667.7283045785721,674.0405747149554,862.4617642088639,674.5175869131241,700.3700822176395,1037.471792198773,674.0966191591255,687.6624178414809,672.7016276692319,677.1750971789747,684.9986708614406,676.6186392963554,679.7096242506527,675.9980632554169,672.4270310580731,691.6496905932067,673.258253695734,724.2772532342674,673.6852616600261,675.0012633338812,673.6530254433669,820.187014578091,678.1497622275833,673.0276183126205,883.398819040938,710.1662817335167,684.3455869486625,679.0913099740102,673.8109686801387,675.999850963364,676.9094029832908,676.6087149486845,672.983596415328,707.4568644222171,673.8521490844124,766.6999312361171,672.9382269552631,677.3737781541839,673.1709367277342,457.5495505676293,673.5569368603084,672.4741614255223,684.6521366801927,674.0584739151345,750.22334616901,693.1892766525013,675.3343244053221,731.2832319291355,672.3694783285292,318.0474591681389,675.3682187527222,689.6183148458925,674.4473149092751,673.8155112995237,870.3960287950111,676.8078501155467,676.8193832262587,674.7279865627509,673.6920973656311,680.4215921845721,672.2785265097092,675.690570030477,677.5489987943866,673.1599982170186,1074.6510181892274,673.4926619901463,676.764634392258,721.9199950203412,672.9677326747365,674.13310925795,679.1808320044821,674.0562972193059,682.2088311932529,673.7082328562822,701.6940606917093,685.4131527390998,676.7002321790563,880.5700364817745,675.4950718723225,749.2747904254617,672.5822158992622,685.1170953879937,672.9842000022837
