(+)-JQ-1,Bromosporine,Molibresib,Apabetalone
,,,
,,,
235387914.333333,247841192.666667,183725740.833333,247841192.666667
228820034.166667,268868539.166667,204656333.333333,268868539.166667
973564130.833333,1225028740.5,873000101.833334,1225028740.5
86392216.1666667,72728278.8333333,36874849.6666667,72728278.8333333
14035278.0,23559419.6666667,9705895.83333333,23559419.6666667
1028875398.83333,1091395449.16667,663132425.5,1091395449.16667
,,,
33602438.2,62482212.0,42405410.5,62482212.0
6341747.0,7861046.0,8721252.5,7861046.0
8768588.5,10111626.3333333,7397002.0,10111626.3333333
0.0,,,
,,0.0,
472135887.5,569204545.833333,442304265.5,569204545.833333
671995522.5,867878017.5,668097382.5,867878017.5
255405423.0,312573781.166667,124226586.833333,312573781.166667
38974661.6666667,49514814.5,32815953.1666667,49514814.5
11839571.0,14633472.0,12639329.3333333,14633472.0
3191324.0,4319013.0,0.0,4319013.0
265980761.833333,422988701.0,292553563.5,422988701.0
18972361.6666667,32098830.0,27879328.6,32098830.0
,14239897.4,,14239897.4
126214308.666667,134033816.333333,145874046.333333,134033816.333333
12172363.3333333,,6559239.0,
3165019.0,,,
10843153.0,13572974.0,7820594.0,13572974.0
149312720.666667,194365972.5,139096573.333333,194365972.5
92180658.0,126834687.666667,84897883.8333333,126834687.666667
133286746.5,201395025.166667,92434214.3333333,201395025.166667
,,0.0,
18796619.8333333,27548605.1666667,16944047.0,27548605.1666667
126733919.0,178689840.166667,116356744.0,178689840.166667
101924777.0,99661958.8333333,65600090.5,99661958.8333333
18885959.0,36137473.3333333,22316291.5,36137473.3333333
58941141.8333333,99477394.0,124882039.5,99477394.0
808961208.666667,1029003408.33333,525184355.5,1029003408.33333
142091949.5,176457183.5,122240234.333333,176457183.5
95876222.1666667,129459406.666667,87787696.8333333,129459406.666667
115853383.333333,153395049.0,88521659.1666667,153395049.0
6793088.33333333,,0.0,0.0
2441308495.5,3407439282.0,1968028096.66667,3407439282.0
10105167.0,8482929.0,0.0,8482929.0
176262838.5,270990962.333333,196251456.666667,270990962.333333
105744217.333333,127836844.666667,86935165.1666667,127836844.666667
,,,
6380956887.16667,8401287141.16667,9319030279.83333,8401287141.16667
1960595731.5,2539708841.66667,1651488279.0,2539708841.66667
291663799.833333,387394742.0,206248169.166667,387394742.0
4200241740.66667,4910544275.0,2934696563.16667,4910544275.0
1969812941.33333,2567370108.33333,1668750785.0,2567370108.33333
76258322.5,108999793.333333,42583160.8,108999793.333333
152970519.666667,295903703.166667,131226814.666667,295903703.166667
11194748.0,,,
2682106885.66667,3168302937.5,2453684118.83333,3168302937.5
31047077.8333333,36218691.0,42136720.6666667,36218691.0
3545790820.83333,3949043000.5,3212773709.16667,3949043000.5
1041748936.16667,1092681114.16667,964294426.666667,1092681114.16667
1888508567.33333,2461473416.5,1785452924.33333,2461473416.5
63448481.0,89930687.8333333,60535756.1666667,89930687.8333333
25803879542.5,33713368129.5,24532430117.0,33713368129.5
73748390.1666667,87474327.1666667,78550434.0,87474327.1666667
15412209.5,24076994.0,19072232.5,24076994.0
,,,0.0
16628032.8333333,19038748.5,27175290.3333333,19038748.5
7450532206.5,12317901116.3333,8596055132.83334,12317901116.3333
59360482.5,,36735368.0,11845307.0
8862353.66666667,42358283.4,33014887.3333333,42358283.4
,7839314.0,,
14892748.2,10764736.0,29313548.3333333,10764736.0
,,0.0,
6549548.0,15693013.5,5473411.5,15693013.5
,28754493.5,9446994.0,28754493.5
0.0,0.0,,0.0
1792902.0,,0.0,
,,,
,,0.0,7386512.0
14551788.8,15143667.8,,15143667.8
32525285.0,37229311.0,26606730.5,37229311.0
7347385.16666667,9488141.5,4735333.0,9488141.5
105916351.0,94841750.0,61300334.0,94841750.0
111946683.666667,139131543.5,98767577.0,139131543.5
104212633.833333,104309455.166667,50387698.0,104309455.166667
,,0.0,
,,,
,,,
11982273.0,24824080.0,16780797.4,24824080.0
9759221.2,21545026.5,42524335.5,21545026.5
28167870.0,64297324.3333333,53229039.0,64297324.3333333
3380587.0,,17933544.0,
,0.0,,
35799952.8333333,36600801.5,43175787.5,36600801.5
403159277.166667,820134103.166667,472595788.833333,820134103.166667
,,,
317413883.5,349891901.833333,149275400.166667,349891901.833333
0.0,,9711607.66666667,
,,,
5625545.66666667,,,7987972.0
8600701.83333333,19098778.3333333,11334862.5,19098778.3333333
,15299769.0,,
78304528.0,29907262.0,,
0.0,8747412.5,5689129.5,8747412.5
,,2941696.0,
0.0,18431622.0,,
15554665.0,30251609.0,8632267.0,30251609.0
63644878.1666667,46499083.3333333,30798892.8333333,46499083.3333333
102299238.333333,139174910.0,145090730.666667,139174910.0
,,,
6564067.5,,,
34806105.0,0.0,,0.0
49485282.6666667,72870259.6666667,53459553.1666667,72870259.6666667
2698615.0,,,
302111160.666667,415666454.333333,351140389.666667,415666454.333333
50421778.0,88715045.1666667,82885887.5,88715045.1666667
748409601.5,1361296674.83333,1412251263.16667,1361296674.83333
0.0,0.0,,0.0
11743234.6666667,12487934.3333333,15407697.6666667,12487934.3333333
3018200934.33333,3282785342.16667,2343437104.16667,3282785342.16667
8317724.0,25853231.0,0.0,25853231.0
35635489.8333333,49314696.1666667,41340035.5,49314696.1666667
435438065.5,777937422.0,531462129.166667,777937422.0
,,,
,,,
23427210.6666667,27058888.5,17781319.5,27058888.5
18173739.8333333,25383780.6666667,19613714.0,25383780.6666667
62958199.8333333,87015912.0,61967095.0,87015912.0
171858368.833333,208005020.0,142906356.0,208005020.0
38558423.0,22909005.6,10540810.0,22909005.6
15937566.1666667,18566063.6666667,14406808.5,18566063.6666667
663395583.333333,909923928.333333,534366265.0,909923928.333333
82797721.8333333,111102022.666667,70994759.0,111102022.666667
51898615.5,49911727.4,78100684.6666667,49911727.4
15524431.3333333,18809454.1666667,10451378.8333333,18809454.1666667
22585635.1666667,32171615.0,31781224.0,32171615.0
17400686644.3333,24349631203.6667,17825732828.6667,24349631203.6667
725624563.5,797708978.833333,624546399.166667,797708978.833333
4915966724.83333,4513515726.83333,4250654982.16667,4513515726.83333
53521387.8333333,63584945.0,60441802.6666667,63584945.0
30257634.1666667,35593368.6666667,22141894.5,35593368.6666667
6101345.0,9164363.5,10022575.0,9164363.5
613233030.666667,804841368.333333,744871637.666667,804841368.333333
349093374.0,393934019.333333,306743986.333333,393934019.333333
89332194.3333333,119281305.166667,107533632.833333,119281305.166667
161883330.666667,245573751.5,113250965.666667,245573751.5
106781098.166667,123363212.0,165078176.166667,123363212.0
35909213.2,135888984.5,90852403.6666667,135888984.5
547852614.166667,739461265.5,415946586.333333,739461265.5
142030573192.333,200734949593.167,150858801660.833,200734949593.167
31085677.5,35043741.3333333,24877067.1666667,35043741.3333333
760446372.666667,842647284.666667,565475600.0,842647284.666667
496848172.5,427571310.5,357673395.833333,427571310.5
0.0,,2039400.0,
,0.0,0.0,
,42876120.0,,42876120.0
1344714853.16667,1396562008.83333,1384872926.33333,1396562008.83333
3465652878.33333,4088236639.33333,2670957750.5,4088236639.33333
4089099258.83333,4972118534.66667,3295100457.16667,4972118534.66667
2718750752.0,2959301589.66667,2581074836.66667,2959301589.66667
9412247.33333333,12379973.8,12383117.6,12379973.8
20259333.3333333,24278600.0,16728000.0,24278600.0
1375045725.16667,1947607693.83333,1212014359.66667,1947607693.83333
28379766.3333333,32384220.6666667,20762421.8333333,32384220.6666667
2844265.0,,0.0,
,0.0,36866346.5,0.0
11808737.6666667,18414243.3333333,18535940.5,18414243.3333333
1311983577.5,1528132688.66667,919074356.5,1528132688.66667
200642666.5,222622048.833333,127025516.8,222622048.833333
,14231162.3333333,,14231162.3333333
,,,6677076.5
845386714.0,822135475.666667,722187543.833333,822135475.666667
1350314944.33333,1366754150.16667,739644070.666667,1366754150.16667
27427951.0,50479602.8333333,32470159.5,50479602.8333333
129192422.5,164321841.833333,78539742.3333333,164321841.833333
1900889817.16667,2414526652.5,2184692332.83333,2414526652.5
253627852.833333,290688476.666667,309330867.0,290688476.666667
11765183333.3333,19472166666.6667,8740266666.66667,19472166666.6667
1656103861.5,1812594299.83333,1102228565.5,1812594299.83333
3890990165.33333,4776240088.5,3677206172.66667,4776240088.5
,,8193834.0,6340674.0
174182856.666667,229454661.0,107953944.5,229454661.0
,,0.0,6044044.5
4162539940.66667,5727730531.66667,4870224665.5,5727730531.66667
0.0,150587160.5,80691712.0,150587160.5
448277005.166667,582998409.0,451657570.333333,582998409.0
322652506.5,390117371.333333,312011470.0,390117371.333333
,,,3955138.0
279065593.0,391162579.0,295190198.166667,391162579.0
18774504.0,30402478.6,26751097.5,30402478.6
137450005.333333,227662043.833333,192770940.166667,227662043.833333
340240304.666667,530453955.333333,374347839.333333,530453955.333333
8702644.83333333,14369028.8333333,14344249.6666667,14369028.8333333
2716751317.66667,3601950418.0,2210796739.33333,3601950418.0
39847938.0,45180804.0,31419135.3333333,45180804.0
223654413.333333,217054193.5,126774502.833333,217054193.5
228033409.666667,363287710.5,180014393.166667,363287710.5
2859358780.66667,3012807239.83333,2342313328.16667,3012807239.83333
975901003.666667,980002983.333333,1288697419.83333,980002983.333333
2024724640.66667,2748060033.5,2176236538.33333,2748060033.5
15459304925.5,16690811564.0,10205389764.5,16690811564.0
,,,
64633265.3333333,119320239.166667,113661574.5,119320239.166667
477619867.5,689186247.5,514550060.833333,689186247.5
,0.0,,0.0
49517910123.1667,71868146028.5,43695085863.1667,71868146028.5
18073399.0,33352944.1666667,19525133.0,33352944.1666667
8129539010.16667,11489899034.3333,8212782425.5,11489899034.3333
145652912.5,213031079.333333,216175191.833333,213031079.333333
35691136671.1667,36848082792.3333,24010009968.0,36848082792.3333
4260709750.5,4935559377.0,3765292805.83333,4935559377.0
21759205.3333333,27683787.1666667,13035978.6666667,27683787.1666667
96877032.0,147905793.0,116602159.833333,147905793.0
,,,
145844703.5,132007925.666667,74111867.8333333,132007925.666667
832208718.5,925233853.166667,672432524.0,925233853.166667
22388700036.5,25541736342.3333,16852102681.8333,25541736342.3333
42505729.5,56305378.8333333,42446001.8333333,56305378.8333333
116537512.333333,105943978.5,70717540.8333333,105943978.5
10120293.0,3953681.0,10943049.25,
3727813619.0,5359696059.66667,4878603853.16667,5359696059.66667
,7919933.33333333,5835307.0,7919933.33333333
56060152.8333333,56888730.8333333,50988281.1666667,56888730.8333333
2124948929.66667,1963041681.33333,851471149.666667,1963041681.33333
1367933884.33333,1656355242.5,1063336877.0,1656355242.5
,0.0,,0.0
450090165.0,611752944.666667,458418888.333333,611752944.666667
27832138675.5,32514210097.5,24323920718.0,32514210097.5
284295438.333333,300207296.5,159369461.5,300207296.5
435420601.333333,475080450.833333,385257300.5,475080450.833333
16860252805.1667,19254454621.3333,16041446380.0,19254454621.3333
33439128.8333333,38239888.6666667,44264249.6666667,38239888.6666667
2020977287.5,2621470488.5,1836457630.5,2621470488.5
1837511777.33333,1975260356.16667,1642892057.83333,1975260356.16667
8287447791.66667,10093278715.6667,6320754402.66667,10093278715.6667
337302420.166667,327338948.0,361379766.666667,327338948.0
19232868925.5,22152966492.8333,19176637607.1667,22152966492.8333
24349708.0,38688644.8333333,25235756.8333333,38688644.8333333
11645904871.8333,14291158788.5,11520396936.1667,14291158788.5
466773960.5,452594893.833333,401205845.333333,452594893.833333
14014033.0,10097842.0,16212609.0,10097842.0
19651372.5,23610014.6666667,18953024.1666667,23610014.6666667
,,,21876847.0
11024887.6,20624753.8333333,16429668.0,20624753.8333333
2226740480.0,2561178299.33333,1921411142.66667,2561178299.33333
58156540.3333333,71173865.5,42925102.1666667,71173865.5
5991119.0,22268559.0,18540045.0,22268559.0
40859511.1666667,53770854.5,50189541.0,53770854.5
10530685.0,,8868954.66666667,
0.0,0.0,6464628.5,
6974504943.5,9977066270.0,5750354655.0,9977066270.0
,8184023.0,0.0,8184023.0
19995537.0,,,
2299550491.5,3224670665.83333,1947549850.66667,3224670665.83333
58887293.6666667,79184792.5,46507822.1666667,79184792.5
5724912.0,28693783.0,0.0,
23752306614.5,25726992044.1667,19553322622.5,25726992044.1667
200251687.166667,243875324.833333,180232901.833333,243875324.833333
777588694.166667,1586046932.0,1293192913.66667,1586046932.0
,,,0.0
48312384.6666667,67075929.0,49294442.5,67075929.0
506747352.666667,640692281.5,387859998.5,640692281.5
215178822.5,209959284.5,146725080.666667,209959284.5
14372504.0,31212611.6666667,39176605.6666667,31212611.6666667
,0.0,,
296973611.0,503641072.833333,414716711.5,503641072.833333
4455945021.33333,6066902613.33333,4695068008.33333,6066902613.33333
806283230.333333,1107288975.0,812166159.333333,1107288975.0
1802696557.5,1852973410.33333,2025152749.83333,1852973410.33333
82760683.1666667,115542243.166667,113087344.666667,115542243.166667
5741291.75,7962815.5,7390257.0,7962815.5
13306689991.5,15759550956.0,10639127252.1667,15759550956.0
16108154.0,0.0,11817552.0,
3651028121.5,4835227338.16667,3380887962.5,4835227338.16667
151144343.0,152049609.166667,354376537.5,152049609.166667
,1443027048.33333,991131957.666667,1443027048.33333
,25275517.0,,
8332446805.83333,9589734523.66667,8785319948.16667,9589734523.66667
58794056.0,,,
,,,
81216343.1666667,129762990.0,87612588.3333333,129762990.0
1404071920.16667,1612913330.33333,1484253032.16667,1612913330.33333
5062875.0,17573250.5,21854248.25,17573250.5
2830421655.33333,5088482249.33333,2123174307.66667,5088482249.33333
21677190.0,0.0,,
833207143.166667,995617528.333333,648935309.166667,995617528.333333
92403904.5,142685905.0,140059695.0,142685905.0
23357158662.8333,22684318568.0,13540505556.6667,22684318568.0
583474165.166667,602972806.833333,593825812.833333,602972806.833333
68372352.5,110604945.166667,58737021.5,110604945.166667
14650749.6666667,31514908.6666667,30661392.8333333,31514908.6666667
303496152.666667,329721055.833333,278957589.5,329721055.833333
9158645113.5,14008827133.1667,11781976415.5,14008827133.1667
72736146.3333333,102811116.5,70145229.1666667,102811116.5
4962247.0,,,2586150.0
79578355.3333333,95887659.0,83548276.0,95887659.0
47202064.8333333,65255580.3333333,84099207.3333333,65255580.3333333
307452034.333333,404137617.5,221602003.5,404137617.5
36261115.6666667,58421610.8333333,82069418.5,58421610.8333333
84565418.8333333,143339462.166667,71002365.5,
402844890.166667,483396047.0,366868604.666667,483396047.0
56674875.0,87503056.3333333,72451521.1666667,87503056.3333333
1136916697.66667,1428982788.16667,1189843928.5,1428982788.16667
,,,
25735970603.3333,34949865823.0,31094672505.0,34949865823.0
346446247.666667,449654895.833333,341435387.5,449654895.833333
,,,
31606862.3333333,42616521.0,87985340.1666667,42616521.0
287993240.333333,329526302.833333,305272348.833333,329526302.833333
5335849626.16667,6443510736.33333,5413247215.83333,6443510736.33333
452147820.5,632052473.833333,366290070.333333,632052473.833333
6220672.0,0.0,3050348.0,
,8788521.25,,8788521.25
2270765704.5,2466924060.66667,1934258769.66667,2466924060.66667
505539154.833333,1349060034.16667,869613531.666667,1349060034.16667
17764934.0,15535069.0,11918025.0,15535069.0
724847942.833333,952119803.833333,352575539.333333,952119803.833333
16144520.6666667,26401748.3333333,16110745.3333333,26401748.3333333
5635626.0,6343783.0,5820411.25,6343783.0
16547207.8333333,20112482.3333333,20649091.3333333,20112482.3333333
7703600.0,,14021169.5,
4497965.66666667,5420942.0,,
13011933.0,25640457.1666667,0.0,25640457.1666667
182415247.166667,200066545.833333,165286601.833333,200066545.833333
,0.0,,
7730062.25,,6396888.4,34065082.0
117765326.5,130942480.333333,106298945.0,130942480.333333
0.0,,3957492.5,
3382243.0,4192042.75,,4192042.75
11096477.25,13047886.2,11692274.3333333,13047886.2
81382686.8333333,97269255.8333333,53546670.0,97269255.8333333
,46745000.0,17076000.0,46745000.0
,10474000.0,7597775.0,10474000.0
19106002.0,,24503719.5,49129394.0
8726132.0,,,10576111.0
,,,
3644730605.5,4188715904.0,3055235412.83333,4188715904.0
13058200.0,5120200.0,,
,,6559000.0,
7945168.5,9837791.0,11141423.1666667,9837791.0
1071282354.0,1615611109.66667,1173537129.5,1615611109.66667
92778731.0,96871725.6666667,79872891.8333333,96871725.6666667
86840212.5,72722644.1666667,54211546.3333333,72722644.1666667
803356886.333333,1135113798.0,821129481.666667,1135113798.0
,,,
0.0,0.0,,
8072228.5,10498942.3333333,9317381.0,10498942.3333333
7897976.8,7862533.8,6889962.0,7862533.8
12373986.5,10964480.0,9185986.8,10964480.0
21609052.1666667,26274485.2,14885342.3333333,26274485.2
640890646.666667,874092965.333333,434944869.333333,874092965.333333
94503412.1666667,156364344.666667,127845084.666667,156364344.666667
27630369.5,38533173.3333333,30848675.0,38533173.3333333
174540924.0,238649747.833333,144542383.666667,238649747.833333
90095463.0,50748937.0,,50748937.0
,,0.0,5362702.5
14581603.5,19184316.3333333,15957339.1666667,19184316.3333333
87869426.6666667,119942211.833333,38729223.1666667,119942211.833333
54191441.3333333,38494007.0,77042533.1666667,38494007.0
197981454.333333,300300425.666667,222113271.8,300300425.666667
46759117.6,,39283774.0,79303976.0
1422611850.66667,1501645428.83333,1161558548.83333,1501645428.83333
5455507.8,10785658.8,8428150.2,10785658.8
1102298143.66667,1330667348.33333,1297145174.16667,1330667348.33333
336211367.166667,475653908.833333,389926738.333333,475653908.833333
26313159.1666667,21802842.5,17938383.3333333,21802842.5
181487074.666667,249934949.666667,177232325.5,249934949.666667
1136210128.33333,1331546709.66667,941938168.833333,1331546709.66667
41396155.1666667,70115084.0,41285910.0,70115084.0
62221068.8333333,83823277.3333333,47418048.6666667,83823277.3333333
2801965791.33333,3291861850.0,2044302231.16667,3291861850.0
23287445431.6667,28793145605.0,16664430568.0,28793145605.0
,10362510.0,0.0,10362510.0
17297111.2,20212814.8333333,14899591.8333333,20212814.8333333
16858917602.5,21859224188.1667,15022284617.5,21859224188.1667
,9563096.0,,9563096.0
18245564.25,19742469.0,14751236.0,19742469.0
14315583.0,3808570.5,4305343.66666667,3808570.5
32499253892.3333,46015483403.6667,40121111647.1667,46015483403.6667
150089110.333333,191540592.5,126722169.333333,191540592.5
635909256.333333,770742510.166667,420993091.833333,770742510.166667
837236138.666667,913512450.166667,582722375.333333,913512450.166667
316968171.666667,525860893.666667,304593175.166667,525860893.666667
196185963.5,271719104.166667,137259016.0,271719104.166667
959937657.5,1140340438.66667,705918402.0,1140340438.66667
33210223.3333333,55027036.0,51544952.0,55027036.0
181364631.4,242885383.2,106048504.75,242885383.2
22260199.6666667,22464627.0,19510239.0,22464627.0
176639640.666667,207916004.0,177218067.0,207916004.0
440163340.0,360034261.4,95107728.0,360034261.4
1258948437.66667,1834583461.66667,1351043185.83333,1834583461.66667
7886912.33333333,,7648025.75,
2284023703.33333,3073478971.16667,2023267296.16667,3073478971.16667
4089375377.66667,4645815375.83333,3337118518.16667,4645815375.83333
3985108373.0,4934695479.66667,3570936113.33333,4934695479.66667
142422173.0,113229935.166667,116704094.833333,113229935.166667
450716992.5,511361301.0,329550166.833333,511361301.0
21148566.0,36344933.6666667,27781295.0,36344933.6666667
5468259550.33333,6568821728.0,4164710147.66667,6568821728.0
,0.0,,
1719634574.5,2232287834.83333,1721827882.66667,2232287834.83333
3452517589.66667,4104782409.5,2190701514.16667,4104782409.5
125783650.333333,154027276.0,148142159.333333,154027276.0
7646299.75,8202876.4,8764999.2,8202876.4
292838571.0,438609227.5,202250699.333333,438609227.5
0.0,4726014.0,,
0.0,118655073.5,67593030.0,118655073.5
2256316475.33333,2593528788.83333,2224779814.33333,2593528788.83333
,8396312729.66667,5486552765.33333,8396312729.66667
,201932856.0,326053716.5,201932856.0
694373637.5,717846973.833333,491145080.5,717846973.833333
21325656.6666667,40594920.75,40961655.0,40594920.75
28033054.6666667,10287883.75,53062348.6666667,10287883.75
0.0,8890311.0,7042903.75,
12876465.0,8439330.5,21955723.0,8439330.5
3913419485.5,4528903130.0,3080038652.66667,4528903130.0
2477518076.16667,3059998562.83333,2119306778.0,3059998562.83333
11057481.0,0.0,,
28060336.0,414098416.0,5398017.0,414098416.0
8054483.5,41055755.0,10133059.0,41055755.0
10097286.4,15563040.0,,15563040.0
15361936.1666667,37626001.1666667,19597273.5,37626001.1666667
184049968.666667,228500343.333333,190109231.333333,228500343.333333
21413102.1666667,33625196.0,14848316.75,33625196.0
2298297.5,4979698.0,,4979698.0
3081981563.83333,4546122012.33333,2717196753.83333,4546122012.33333
4486205.0,8483958.0,3912588.0,8483958.0
3673437.66666667,0.0,,
43252186.0,57278969.1666667,40064135.0,57278969.1666667
119108320.166667,126887606.5,90417637.8333333,126887606.5
16450604104.3333,20534977256.0,13583965666.5,20534977256.0
8430541291.66667,12269856171.1667,7673834994.0,12269856171.1667
19143466.4,26862988.8333333,28613282.1666667,26862988.8333333
11175632.1666667,19461608.3333333,,
267753561.0,459988179.166667,500037933.833333,459988179.166667
38728731.1666667,42290224.5,23333677.1666667,42290224.5
34685932.8333333,46016317.5,23374091.8,46016317.5
127991604.0,117314839.666667,75208374.0,117314839.666667
2354624363.33333,2798548057.16667,1573266154.16667,2798548057.16667
6474063.33333333,7076802.0,,7076802.0
44841572.6666667,0.0,,
88522107.3333333,129807747.0,97115196.5,129807747.0
844369578.0,1049045143.83333,716809037.5,1049045143.83333
200828201.0,200877612.333333,136062738.666667,200877612.333333
31305709421.8333,36388431947.1667,24926524522.3333,36388431947.1667
25415558.8333333,95924088.3333333,21914628.5,95924088.3333333
,13631538.5,11681183.0,13631538.5
8128524.0,2071636.0,,
5774185476.83333,7563920526.33333,5507495687.83333,7563920526.33333
296957257.666667,440667525.833333,382188086.833333,440667525.833333
3050036753.83333,3025576354.66667,2890492396.83333,3025576354.66667
158042025.0,185644361.833333,125976665.666667,185644361.833333
15432058.75,15270935.5,8973687.5,15270935.5
43756564538.6667,55041004562.6667,31729246069.3333,55041004562.6667
373714499.166667,463016991.5,258721502.333333,463016991.5
1416073827.16667,1802869517.66667,1330363749.83333,1802869517.66667
306481230.666667,391752510.833333,300132521.0,391752510.833333
316595865.833333,460021497.5,219297476.666667,460021497.5
10319962.4,19782493.6666667,16966931.6666667,19782493.6666667
833480351.0,1007093517.16667,775302222.0,1007093517.16667
178197848.166667,241621580.0,227730360.333333,241621580.0
18929096.6666667,32822289.8333333,34193949.5,32822289.8333333
437817311.166667,659334246.333333,395534036.5,659334246.333333
326895051.166667,516383568.833333,233769265.5,516383568.833333
1994818513.0,1734418356.5,1578076159.16667,1734418356.5
130927687.833333,182520791.833333,234530961.833333,182520791.833333
0.0,,,0.0
1102006994.5,1419593094.5,1271446598.16667,1419593094.5
42463713.6666667,69977997.5,35910679.0,69977997.5
440888260.666667,641843326.666667,614585259.333333,641843326.666667
2556760537.83333,4025503625.33333,2731289036.5,4025503625.33333
96188555.6666667,,85482665.3333333,135053754.833333
127958000.0,174524666.666667,,174524666.666667
351905796.166667,602346518.333333,353105409.0,602346518.333333
36959270388.8333,44820330230.8333,30326066154.8333,44820330230.8333
18896310.8333333,30338019.5,24355529.3333333,30338019.5
8346248052.66667,11382860054.8333,8110217454.16667,11382860054.8333
295371146.5,278796837.0,212288658.5,278796837.0
97275434.0,141993726.6,96097118.5,141993726.6
,,,
17665629.5,37703966.1666667,22739056.6666667,37703966.1666667
588488642.166667,789806915.333333,515678078.0,789806915.333333
491697002.333333,406072112.666667,277607077.833333,406072112.666667
78993448.0,86254277.1666667,46386870.3333333,86254277.1666667
10508110527.8333,14992015295.8333,10014808319.1667,14992015295.8333
2339450390.16667,2825125484.33333,2052260814.33333,2825125484.33333
781052404.5,1105651381.66667,931140021.166667,1105651381.66667
,0.0,,
177429739.833333,243089979.666667,214635598.5,243089979.666667
37889557.8333333,59394708.3333333,32751022.0,59394708.3333333
293041483.333333,413357576.833333,224615023.833333,413357576.833333
3507999405.16667,5449362999.66667,3280012190.66667,5449362999.66667
0.0,,7112354.5,
1239917054.0,1819792303.0,1498413039.5,1819792303.0
,0.0,,
805363769.5,865848942.666667,721845427.5,865848942.666667
13299733.0,10890021.0,10745106.0,
20754763.2,39322179.0,19768437.1666667,39322179.0
23833389.0,43051534.0,0.0,
1320648310.5,1887746357.5,1931804111.5,1887746357.5
74478834.5,79553815.5,59958576.0,79553815.5
1039276362.5,1444323143.83333,1012592223.0,1444323143.83333
27785036.5,32438364.75,21820442.25,32438364.75
1259173389.0,1412202308.0,1142920988.66667,1412202308.0
5197500.0,5012963.0,13510814.5,5012963.0
289938543.2,241173987.166667,621981532.5,241173987.166667
0.0,,,7328349.0
133521830.833333,142745391.833333,93825238.1666667,142745391.833333
70088056.8333333,106372364.333333,58535946.3333333,106372364.333333
54436036.3333333,100146783.333333,69296339.3333333,100146783.333333
,,,
30934460.2,62538902.1666667,34153760.5,62538902.1666667
8448628.0,14853034.0,6857676.0,
23395984.3333333,33829068.0,26584963.0,33829068.0
5500672870.33333,5043172949.5,4711077382.16667,5043172949.5
33916356.4,41925707.3333333,20982943.0,41925707.3333333
3349810.0,37743199.0,1192141.0,
,0.0,,
,,,
155048571.833333,233562113.333333,173363510.166667,233562113.333333
53499458.2,49952830.2,47362663.4,49952830.2
1078353214.0,1280745632.5,1088449851.66667,1280745632.5
,32187864.0,11780071.75,32187864.0
,17653682.0,,
301017907.333333,329634177.833333,237641930.0,329634177.833333
2418938.5,53395769.1666667,43842944.6666667,53395769.1666667
6204512.0,0.0,,0.0
18228321.0,16167282.5,20039696.6,16167282.5
9280779.5,0.0,,
162208962.0,225573526.0,103459280.666667,225573526.0
29378543.8333333,33486464.0,38638294.1666667,33486464.0
,,17463049.0,
34630514.1666667,51169785.1666667,38500342.3333333,51169785.1666667
267087966.333333,354768178.666667,254143040.166667,354768178.666667
69498453.5,99990461.8333333,78496759.5,99990461.8333333
171027295.5,254489400.166667,119802640.666667,254489400.166667
99789955.6666667,128332738.0,96220248.5,128332738.0
9337312.5,17125639.75,15069955.4,17125639.75
13864905113.0,15956081790.1667,16320620740.6667,15956081790.1667
9683615.33333333,15286127.6666667,13337850.1666667,15286127.6666667
40148927.3333333,62570492.1666667,120417367.833333,62570492.1666667
12769639.8,73328167.0,10643777.0,73328167.0
175782576.5,261537482.166667,165044998.0,261537482.166667
700835994.166667,1146458278.5,590562463.833333,1146458278.5
3564210.2,4640638.5,2945983.25,4640638.5
52893666.5,58075263.5,66006861.5,58075263.5
1351610926.0,1624874379.83333,1093092390.83333,1624874379.83333
,,,
145098568.166667,183162378.666667,154520592.333333,183162378.666667
180309565.333333,178106351.166667,142210219.166667,178106351.166667
2760082800.0,4326449997.5,2328273415.33333,4326449997.5
806526770.333333,1243382663.5,767563286.333333,1243382663.5
39132455.6666667,49359191.6666667,36700357.6666667,49359191.6666667
2246678.33333333,4531351.0,,4531351.0
6222317.2,7778991.66666667,4199716.4,7778991.66666667
,,5268861.0,
81582548.8333333,126373662.0,129485461.666667,126373662.0
102690777.166667,176952588.666667,115901150.166667,176952588.666667
101005677.0,119950584.5,82575158.1666667,119950584.5
14418225.3333333,17622367.5,13048117.5,17622367.5
17503262.75,,20488382.0,30353088.3333333
19236143.3333333,35584876.0,22781741.3333333,35584876.0
38288905.0,44610675.3333333,26763199.3333333,44610675.3333333
34573402.6666667,60095863.0,38448492.6,60095863.0
1193463997.66667,1840617981.83333,1269607039.16667,1840617981.83333
14740303.0,,5689056.5,
25986225.6666667,29834538.5,16997797.3333333,29834538.5
58704180.5,67883024.6666667,55904043.0,67883024.6666667
741130017.166667,850112551.833333,372788329.0,850112551.833333
11673605.3333333,9238322.0,11079277.0,9238322.0
1065328403.83333,1540991101.16667,1274514083.33333,1540991101.16667
35430433.0,32241452.3333333,29028543.0,32241452.3333333
12475445.5,16001293.0,,16001293.0
,,,0.0
1051302604.5,1457008052.5,1337442245.33333,1457008052.5
,18471476.5,20221963.8333333,18471476.5
13805583.3333333,15073061.0,12046339.0,15073061.0
123904660.5,190416210.0,166374197.166667,190416210.0
42609427.0,48690110.8333333,28999960.0,48690110.8333333
