(+)-JQ-1,Bromosporine,Molibresib,Apabetalone
4927934.0,,,5877746.66666667
81349922.5,73232280.8333333,53772968.3333333,73232280.8333333
75200806.0,88232867.3333333,84590646.1666667,88232867.3333333
21251208.3333333,35401678.3333333,19339287.0,35401678.3333333
,,,106115260.0
1407397990.16667,1725676575.66667,982026025.166667,1725676575.66667
304886108.5,410910706.166667,229311802.0,410910706.166667
36488853.1666667,33348691.0,69343259.8333333,33348691.0
98191063.6666667,137091558.333333,49553177.3333333,137091558.333333
,,,
5612556.0,13168420.6666667,8995455.2,13168420.6666667
2416805687.83333,2674709214.66667,2015846009.0,2674709214.66667
1982341916.5,2000321894.0,1110806765.0,2000321894.0
488790218.166667,476726153.0,345217352.166667,476726153.0
346767912.333333,298135357.5,279222246.333333,298135357.5
69994903.0,82617938.3333333,62445824.3333333,82617938.3333333
69608195.0,121095352.666667,92515271.5,121095352.666667
8561133.33333333,15161750.0,9878875.0,15161750.0
244680874.166667,259920342.833333,225061034.166667,259920342.833333
1232419970.83333,1300848127.5,1042376295.33333,1300848127.5
100067527.333333,124137650.333333,81622640.8333333,124137650.333333
641961341.333333,718947911.666667,431066231.833333,718947911.666667
32812380.5,51401034.1666667,32563536.6666667,51401034.1666667
14086807.6,13217314.8333333,11453651.0,13217314.8333333
5611187047.5,5849177827.0,4172873313.16667,5849177827.0
1748771132.83333,2086569563.33333,1693403772.83333,2086569563.33333
25042353.1666667,24579385.0,16738609.0,24579385.0
27273184.5,32698179.8333333,19464105.5,32698179.8333333
0.0,,56013151.5,129931435.0
59952541.1666667,77514281.6666667,61454040.8333333,77514281.6666667
135086043.5,127676304.666667,123636587.0,127676304.666667
9661903.5,10605195.3333333,11069455.0,10605195.3333333
62827837.0,202444341.5,68096393.0,202444341.5
15700004.4,19429797.5,11394833.6666667,19429797.5
1498320.0,,1282044.5,
6882850.4,10102740.0,7614643.0,10102740.0
3856197253.5,4628445106.0,3173711248.66667,4628445106.0
119777380.0,143848456.666667,116824293.333333,143848456.666667
25212366.6666667,25241875.5,18199234.1666667,25241875.5
1542031798.33333,1891394438.66667,1570013970.16667,1891394438.66667
0.0,0.0,0.0,
878725411.166667,1156155731.5,740624652.833333,1156155731.5
1120427168.66667,1393830501.5,889714494.0,1393830501.5
124837881.833333,180684869.0,117065205.166667,180684869.0
44438537.0,48128316.3333333,37404981.1666667,48128316.3333333
9823456.0,9155727.66666667,6600661.0,9155727.66666667
0.0,,2644220.25,
18241692.0,21652893.5,18939876.25,21652893.5
13160148.25,12432046.2,,12432046.2
70320779.5,118653052.5,75258349.3333333,118653052.5
11681326.0,,8137891.5,
305478653.5,392558861.833333,294237681.5,392558861.833333
10080309.6666667,,15204690.0,8219686.0
31011264.5,41133134.6666667,102699774.333333,41133134.6666667
0.0,,,3998138.0
176673333.333333,229670000.0,124453333.333333,229670000.0
1043725184.0,1361539033.16667,974435925.5,1361539033.16667
29871173.8333333,33541985.5,78693939.1666667,33541985.5
175062629.5,151605776.0,127262253.666667,151605776.0
415704935.333333,471645131.166667,443470635.166667,471645131.166667
18937139.3333333,27438956.0,17815357.2,27438956.0
27728121.0,38308923.6666667,24231691.3333333,38308923.6666667
4878542.0,,,
30053535.1666667,38624047.3333333,25626827.6666667,38624047.3333333
58747860.8333333,76688655.3333333,48529109.3333333,76688655.3333333
437828592.666667,549657673.0,425366834.833333,549657673.0
48973148.5,75203881.1666667,43257852.6,75203881.1666667
360267258.0,485994076.166667,213461735.5,485994076.166667
282642713.833333,364302656.833333,300296860.666667,364302656.833333
2284557323.16667,2815279894.16667,2113693364.33333,2815279894.16667
2539322812.0,3122815249.0,2170889826.0,3122815249.0
38055990.3333333,37060106.0,32339378.0,37060106.0
,,,
9552198.0,,,
,,,
20583768.6666667,24208565.0,21508027.0,24208565.0
498462529.0,749917774.0,548777365.833333,749917774.0
15561289.0,18443194.6666667,14129194.6666667,18443194.6666667
31612448.1666667,41824596.3333333,26704976.1666667,41824596.3333333
958898228.166667,1038224422.66667,671005831.833333,1038224422.66667
46350977.6666667,48067414.6666667,73247741.1666667,48067414.6666667
35095578.6666667,52896884.3333333,21772470.5,52896884.3333333
58865262.6666667,48022122.8333333,43920237.8333333,48022122.8333333
0.0,,0.0,
65837202.3333333,68836956.3333333,51174799.1666667,68836956.3333333
406669474.666667,545574378.333333,386520432.333333,545574378.333333
48056848.5,47466479.8333333,52243911.1666667,47466479.8333333
944418499.166667,1279338685.5,903352816.166667,1279338685.5
,0.0,,0.0
0.0,,,
61187277.6666667,76694041.1666667,48735744.6666667,76694041.1666667
7392690.0,,8848494.0,
33390909.1666667,44149974.8333333,29830498.1666667,44149974.8333333
172782278.666667,210556865.666667,208611770.833333,210556865.666667
40095814.1666667,36179386.1666667,49194260.6666667,36179386.1666667
1150564067.66667,1277190915.16667,1020241128.16667,1277190915.16667
307735549.666667,317030656.0,252786150.0,317030656.0
40888465.0,,45182335.6666667,74325841.0
10271982.3333333,,6072709.5,13768978.0
216831300.666667,230290571.333333,207406952.666667,230290571.333333
1354850248.5,1340699252.5,826423962.5,1340699252.5
10845768.1666667,12494510.8333333,5832416.25,12494510.8333333
3874854.0,,,
24017000.0,18162600.0,37308500.0,18162600.0
0.0,,,
386382656.5,480452657.666667,415806200.166667,480452657.666667
28480663.3333333,0.0,17142435.8,
4553186.33333333,4135205.5,2496208.5,4135205.5
79331692.8333333,95807663.3333333,115839605.166667,95807663.3333333
12745000.5,22269742.5,18515048.3333333,
52941607.5,71968372.1666667,27559251.8333333,71968372.1666667
872095236.666667,1141463724.16667,840504701.5,1141463724.16667
84704995.0,105354697.5,84760577.3333333,105354697.5
52906097.8333333,69774685.6666667,48345895.0,69774685.6666667
77488934.5,84380472.0,102143186.666667,84380472.0
10383977.5,15972132.0,16053001.2,15972132.0
50960385.3333333,76624266.5,48373094.8333333,76624266.5
577379383.5,762326764.833333,578517416.833333,762326764.833333
,9761073.0,5883023.0,9761073.0
10183409.0,,11135364.0,
25285155.3333333,36623218.1666667,37300711.6666667,36623218.1666667
82525705.3333333,99448460.6666667,115758418.666667,99448460.6666667
0.0,0.0,7025194.5,0.0
8158819.0,13512911.75,9078906.0,13512911.75
30660888.0,,,
,0.0,,0.0
48297852.6666667,49588540.8333333,54605194.8333333,49588540.8333333
26220102.0,32502492.0,24648417.0,32502492.0
,20483891.0,,20483891.0
92625807.6666667,107995335.333333,118217248.333333,107995335.333333
44612556.3333333,36246772.6666667,39346831.1666667,36246772.6666667
29928880.0,29782434.0,20585795.0,29782434.0
636523909.833333,605407602.5,445013782.5,605407602.5
2149790582.66667,2596526788.83333,1785561499.5,2596526788.83333
1072973039.83333,1202128828.0,1047603341.83333,1202128828.0
291381869.5,332539334.166667,200276446.833333,332539334.166667
14220505.0,,10090056.4,
113586469.333333,167270209.8,131597255.0,167270209.8
133479190.333333,182923176.333333,164136596.5,182923176.333333
16456208.0,21516034.5,14459828.1666667,21516034.5
676742457.333333,906649230.0,649634421.333333,906649230.0
58081690.3333333,68254948.3333333,55921649.3333333,68254948.3333333
0.0,0.0,,
446843191.333333,521003084.0,466846473.5,521003084.0
35484581.6666667,44381110.8333333,25978905.6666667,44381110.8333333
239832128.5,266664343.5,212972503.166667,
,,2785323.0,
1482772289.0,1267901675.0,790068764.333333,1267901675.0
776996886.5,867602060.0,570611703.166667,867602060.0
4860844.0,10110816.3333333,,10110816.3333333
33840412.3333333,55346577.3333333,36834971.2,55346577.3333333
,,0.0,
11499030.4,10420351.4,9709689.5,10420351.4
24674261.6666667,27308152.8,21566520.1666667,27308152.8
10560024.0,3614973.0,7973182.0,
52585357.5,60439641.8333333,64049913.0,60439641.8333333
82117940.3333333,105519813.166667,35098029.1666667,105519813.166667
49174101.6666667,79018918.0,43782536.6666667,79018918.0
125012286.666667,129363083.166667,163443753.0,129363083.166667
18892611.6666667,0.0,,0.0
79887848.5,123874973.833333,87522058.5,123874973.833333
8488162.0,7027171.0,,
313584701.166667,318330100.666667,116422518.166667,318330100.666667
2199409689.33333,2672177008.16667,1697577459.83333,2672177008.16667
263532346.0,401619401.333333,249517626.166667,401619401.333333
19577929.5,24716680.1666667,16575688.6666667,24716680.1666667
155199878.5,296241330.0,155806599.0,296241330.0
2924250060.5,3414122301.0,2143771939.5,3414122301.0
126100730.0,157133384.5,159366266.333333,157133384.5
101157673.5,115393300.166667,65947503.8,115393300.166667
39936331.4,34188184.5,96622.0,34188184.5
90171030.3333333,91191877.3333333,55811701.5,91191877.3333333
73696990.3333333,98684568.8333333,64289449.3333333,98684568.8333333
389760438.166667,457616230.166667,376488998.0,457616230.166667
45563360.0,61996966.6666667,54989698.0,61996966.6666667
432993583.166667,562232794.666667,400205784.166667,562232794.666667
0.0,,,146037743.0
6486417.0,11397082.3333333,,11397082.3333333
2976071385.5,2919514237.16667,2201275451.33333,2919514237.16667
2442903462.83333,2774795893.0,2024432263.0,2774795893.0
449973264.5,550182639.5,396100837.333333,550182639.5
,5919199.0,,5919199.0
43692202.0,63639500.1666667,36116076.3333333,63639500.1666667
12743753.3333333,20485098.3333333,23684205.6666667,20485098.3333333
105387080.666667,161483021.166667,100027329.666667,161483021.166667
25479006.0,0.0,5850951.5,0.0
707922693.833333,899729724.166667,636835757.166667,899729724.166667
0.0,12610263.0,15351657.0,12610263.0
0.0,0.0,,
12037155.0,20529781.6,10221771.5,20529781.6
17965149.0,28835756.6666667,23288814.0,28835756.6666667
1010671450.33333,1317896992.83333,830633446.5,1317896992.83333
124155845.833333,164824922.5,115545216.0,164824922.5
26841901.5,41006749.4,31490489.3333333,41006749.4
12969660.0,,,
74832577.8333333,90902622.1666667,83253296.5,90902622.1666667
,,,
,,0.0,
4328458.4,5473280.66666667,7389583.0,5473280.66666667
6006535.0,26888306.0,8696149.0,
21691245.1666667,27193746.8333333,30209711.0,27193746.8333333
4240647185.16667,5000847918.16667,3012693033.5,5000847918.16667
5016856.0,12434372.0,,12434372.0
27969394.0,32773629.8,32454757.0,32773629.8
315427640.333333,403178839.0,304451534.166667,403178839.0
14527075.4,17053100.0,16520623.3333333,17053100.0
42112460.0,48890633.0,31707623.8333333,48890633.0
159751273.0,172237989.833333,156152970.5,172237989.833333
157092204.333333,146827094.666667,78751699.8333333,146827094.666667
688509365.666667,1201418836.33333,661014465.5,1201418836.33333
36519615.3333333,24890447.75,21369059.5,24890447.75
2104340.0,,0.0,
43142946.5,60846266.4,44223197.3333333,60846266.4
32520664.0,47334116.3333333,46451816.0,47334116.3333333
392497767.666667,598872479.166667,353500089.166667,598872479.166667
1482479533.33333,1608933890.83333,1264018745.5,1608933890.83333
1097019087.16667,1410354173.83333,1409804648.66667,1410354173.83333
88832619.8333333,146505048.166667,195954980.5,146505048.166667
5164983.2,10535986.6666667,5970215.0,10535986.6666667
192172302.5,239821172.666667,101121213.333333,239821172.666667
295172098.0,311805187.833333,233294238.5,311805187.833333
10108057.8333333,16290606.5,17595369.6666667,16290606.5
8656348.5,13946887.0,,13946887.0
4361511.2,4913996.0,2830641.0,4913996.0
343543909.0,357193691.166667,269671284.666667,357193691.166667
12970355.0,21103292.0,33783352.1666667,21103292.0
3329642.0,5370505.8,5818733.75,5370505.8
576528197.166667,732628568.5,479914973.666667,732628568.5
386667970.0,465802467.166667,343346282.333333,465802467.166667
128478763.666667,156099670.333333,149698550.166667,156099670.333333
428425210.166667,470042182.166667,342663080.166667,470042182.166667
5798529.5,,,232495347.5
,20756576.0,,20756576.0
16361751.5,27601131.5,20947018.5,27601131.5
24139666.3333333,22190425.0,45320454.8,22190425.0
0.0,,17897987.0,
39507180.3333333,46153349.3333333,72973707.5,46153349.3333333
206136644.5,310231382.333333,135719555.0,310231382.333333
130870845.833333,155058610.0,69379121.1666667,155058610.0
7221327.6,10763786.6,2645411.0,10763786.6
159685486.333333,229830399.166667,144216067.5,229830399.166667
329553398.5,403551980.333333,276772838.0,403551980.333333
11302155.3333333,15242041.0,12056113.0,15242041.0
389972425.166667,507521399.0,289766070.333333,507521399.0
15813870.6666667,18856356.6666667,,18856356.6666667
11065227.6666667,,,
184663868.833333,232545538.833333,170912744.666667,232545538.833333
7753163.25,9719868.0,8746377.33333333,9719868.0
19110036.1666667,,,
11933295.1666667,18931065.6666667,17483261.6666667,18931065.6666667
687206734.333333,1023141703.0,775289196.5,1023141703.0
2072597008.33333,2147289079.0,1818505678.5,2147289079.0
19508355.0,28477608.5,20919876.1666667,28477608.5
,4249356.0,,4249356.0
1131317411.16667,1185827890.33333,738020495.5,1185827890.33333
1380864277.33333,1739857678.33333,1206702764.5,1739857678.33333
182007441.166667,245889513.166667,166538252.333333,245889513.166667
147494301.0,173721827.333333,148684431.5,173721827.333333
962913852.666667,1221001037.33333,864033046.833333,1221001037.33333
62485889.5,84815567.5,49331015.5,84815567.5
114955176.333333,106561095.5,67863583.5,106561095.5
320108706.166667,479588247.833333,231188261.333333,479588247.833333
180643126.0,171085290.833333,109813706.333333,171085290.833333
18475196.5,17419608.5,15187344.6666667,17419608.5
21888495.0,48835058.1666667,41801509.0,48835058.1666667
32605709.3333333,33744376.3333333,36813646.5,33744376.3333333
19648416.1666667,31430634.6666667,23317334.0,31430634.6666667
10714432.25,0.0,,0.0
167764222.666667,192551688.0,127623464.333333,192551688.0
4474686.0,0.0,,
5681344.0,16889911.0,16092224.6666667,16889911.0
248620148.5,361605307.833333,206595159.333333,361605307.833333
7200554.5,10298996.0,9369720.0,10298996.0
92180360.6666667,111068072.666667,60486602.6666667,111068072.666667
970620172.833333,1156025984.83333,701734080.166667,1156025984.83333
500029141.5,512399387.666667,254491635.666667,512399387.666667
,,,
0.0,7972859.2,5493668.66666667,7972859.2
0.0,3902645.33333333,1821063.0,
174562022.0,231839404.0,168636730.333333,231839404.0
56748023.0,124135457.333333,117660207.5,124135457.333333
14261701.25,20363682.8,20265201.25,20363682.8
78918280.3333333,98217546.6666667,61239425.0,98217546.6666667
22855174.1666667,31543199.1666667,22834821.0,31543199.1666667
4727385614.16667,5933775129.0,3933743623.33333,5933775129.0
205977126.333333,234363664.5,221680858.333333,234363664.5
263781735.333333,362562398.333333,247729108.5,362562398.333333
10552529.2,13505139.0,8736606.66666667,13505139.0
224666342.166667,342656492.833333,155843984.166667,342656492.833333
13946267.3333333,,0.0,
321074916.833333,400566784.833333,294363369.5,400566784.833333
93401881.5,95304400.0,81761674.3333333,95304400.0
102369888.166667,150687631.833333,100962854.833333,150687631.833333
15647197.1666667,17557151.3333333,14061186.6666667,17557151.3333333
609815628.0,529922892.0,397012258.666667,529922892.0
825421710.833333,950583484.666667,618925338.833333,950583484.666667
2709177244.16667,4198630846.5,3063830496.16667,4198630846.5
37532454.1666667,43393026.6666667,33355180.25,43393026.6666667
,9876040.0,7204658.0,9876040.0
,0.0,,0.0
83235971.3333333,119275118.5,79793425.6666667,119275118.5
2167229024.83333,2693926167.33333,2212206376.66667,2693926167.33333
24604185.2,36893728.8333333,18420741.75,36893728.8333333
646592196.666667,889695609.166667,737186007.333333,889695609.166667
4028355.0,6877529.83333333,9528797.0,6877529.83333333
529812628.5,638854113.5,442124766.166667,638854113.5
7589982.5,36475430.4,7075448.0,36475430.4
1247132460.0,1578768694.16667,950009798.833333,1578768694.16667
2466821.75,0.0,,0.0
7456995.5,11269344.6666667,8883666.83333333,11269344.6666667
24523541.0,39064501.8333333,23563139.8333333,39064501.8333333
23116197.6666667,26130364.5,17508984.5,26130364.5
10726550.0,9047442.0,7421603.8,9047442.0
20323025.1666667,26451035.0,24677994.8,26451035.0
20332518.1666667,33955657.0,17119172.5,33955657.0
,0.0,,
50375864.8333333,79621342.5,57410413.5,79621342.5
31534540.6666667,49028284.5,27634690.8333333,49028284.5
,,2978528.0,
86998056.1666667,118371099.833333,65822024.8333333,118371099.833333
157169634.666667,166567769.166667,149162957.5,166567769.166667
127490409.5,159890268.833333,120336404.333333,159890268.833333
4110369.0,,5766076.5,0.0
3672013.5,0.0,7581980.0,
198333431.5,220683144.333333,154274071.5,220683144.333333
2785070369.16667,3676970022.5,2865463893.33333,3676970022.5
663166932.666667,900667453.166667,561850844.166667,900667453.166667
908281512.333333,953701884.166667,711099136.0,953701884.166667
632848176.833333,679380217.333333,444049089.166667,679380217.333333
76037918.0,78715074.3333333,59250897.1666667,78715074.3333333
,,,
11426414.0,8089089.0,11537259.6666667,8089089.0
74031687.3333333,116294378.5,100943037.5,116294378.5
62564148.5,82079878.1666667,57519802.1666667,82079878.1666667
85504796.5,104247240.333333,73855867.8333333,104247240.333333
189399137.833333,234668134.0,176540396.333333,234668134.0
11056855.5,51710747.4,10430484.75,51710747.4
165770370.166667,179375994.833333,161411356.0,179375994.833333
,,,
7593352.25,,9163382.0,6293868.0
26232896.0,32883299.8333333,25775696.5,32883299.8333333
60792037.5,89367281.3333333,30163278.6666667,89367281.3333333
418812739.0,588311677.333333,428648675.166667,588311677.333333
622547575.833333,751329949.5,421078676.666667,751329949.5
40994860.8333333,59043041.8333333,41408329.1666667,59043041.8333333
20181935.6666667,18745096.2,10745388.0,18745096.2
175662187.666667,277707204.166667,227796176.833333,277707204.166667
15040183.0,,6369093.66666667,0.0
24919395.1666667,31322955.3333333,22353131.0,31322955.3333333
113267166.5,160055342.5,118621202.833333,160055342.5
8372480.0,6739525.0,4734250.0,6739525.0
18664623.75,17873979.8,10848396.5,17873979.8
6206292.5,12595729.3333333,,12595729.3333333
25453429.0,26265941.8333333,15051339.2,26265941.8333333
8456670.0,12823466.1666667,5939245.25,12823466.1666667
122197703.333333,228116714.5,176048937.0,228116714.5
144447131.5,167499446.166667,112156282.5,167499446.166667
20831984.0,,23499650.0,38439447.0
29709171.6666667,36841735.6666667,21656891.8333333,36841735.6666667
497695453.833333,559714847.666667,346437488.0,559714847.666667
16245500.0,15695741.0,7928142.0,15695741.0
418503186.5,477065102.666667,312574507.333333,477065102.666667
641146421.333333,859902193.0,574448204.666667,859902193.0
878452886.833333,1098801044.83333,771151899.833333,1098801044.83333
15324044.0,23275152.8333333,38355160.0,23275152.8333333
76281109.3333333,205079534.666667,143462851.333333,205079534.666667
117081314.166667,156466368.0,98840914.6666667,156466368.0
787018329.333333,892784310.166667,991287877.5,892784310.166667
97758061.1666667,125007868.0,77727030.3333333,125007868.0
245154484.0,320724314.0,188630509.5,320724314.0
614038836.666667,623943590.333333,622251560.833333,623943590.333333
45348613.0,48816766.0,25877206.6666667,48816766.0
7143312.0,11183570.3333333,5953855.6,11183570.3333333
0.0,,0.0,
24828166.6666667,28414833.3333333,0.0,28414833.3333333
561320056.333333,429231053.333333,544969717.333333,429231053.333333
230837850.166667,273498699.833333,195295624.333333,273498699.833333
1362158912.0,1986163813.66667,946196186.833333,1986163813.66667
9090960.75,7771585.0,10760675.5,7771585.0
5682759052.33333,7265577774.0,5120327672.83333,7265577774.0
86342429.3333333,114875859.2,40163116.0,114875859.2
65897497.1666667,89241824.8333333,57664199.0,89241824.8333333
47281200.6666667,57315095.0,40764699.6666667,57315095.0
64875492.5,78035649.6666667,33874507.8333333,78035649.6666667
1217396201.5,1517116792.0,1270947940.33333,1517116792.0
99429585.6666667,98508182.0,91023989.6666667,98508182.0
1799772.0,0.0,4894567.0,
6068597.0,9512802.0,0.0,
631004175.5,802654777.833334,578351897.333333,802654777.833334
39277579.8333333,54682286.6666667,35867788.5,54682286.6666667
613414361.166667,900054402.333333,797704846.0,900054402.333333
9885806.33333333,9349241.0,9740666.0,9349241.0
226213695.666667,364952743.666667,245480704.666667,364952743.666667
27205883.8333333,36228736.8,33186606.3333333,36228736.8
3092750817.5,3557509841.5,2098311093.83333,3557509841.5
,,7715892.0,
22831705.5,62846980.0,57119318.2,62846980.0
340880354.166667,401259891.166667,275929589.666667,401259891.166667
193774614.166667,245925634.5,152501270.0,245925634.5
941572529.166667,1180832306.83333,825903457.833334,1180832306.83333
444367656.166667,605100722.0,432085216.666667,605100722.0
263819488.0,358086008.5,243745022.333333,358086008.5
489526649.666667,633317299.166667,459599346.166667,633317299.166667
49937162.3333333,54112136.3333333,44534534.8333333,54112136.3333333
,,,0.0
233102864.166667,325957377.5,214120998.666667,325957377.5
12083783.25,14313358.1666667,,14313358.1666667
58158505.6666667,77814452.0,82437871.5,77814452.0
1743824847.66667,2214798942.0,1671070314.33333,2214798942.0
1307763698.16667,1542625453.83333,1082312434.66667,1542625453.83333
1652793284.5,1573990841.83333,1206013243.83333,1573990841.83333
12417346.8333333,18297394.8333333,18606604.0,18297394.8333333
202068588.0,241678778.166667,135957091.5,241678778.166667
7738057.6,10460628.8333333,10230346.8,10460628.8333333
,0.0,,
9655407.75,7274661.33333333,,7274661.33333333
7018890.66666667,10664312.4,,10664312.4
30600817.3333333,22761090.6666667,16376374.5,22761090.6666667
,,,
50233527.3333333,72650441.2,58190457.1666667,72650441.2
,34086692.1666667,10795570.1666667,34086692.1666667
337528866.333333,400060977.833333,288202750.833333,400060977.833333
53700563.6666667,65583288.6666667,34687751.8333333,65583288.6666667
382003451.333333,486484248.333333,366218120.166667,486484248.333333
49588766.5,59444287.8333333,42554515.6666667,59444287.8333333
757588294.166667,893572636.333333,514524352.166667,893572636.333333
238838681.333333,222227719.0,172970848.166667,222227719.0
124425523.666667,160009704.0,103263503.0,160009704.0
0.0,,16855850.5,0.0
23706688.6666667,37612379.8333333,35195809.1666667,37612379.8333333
5605145.66666667,7189252.66666667,3190060.33333333,7189252.66666667
,,,
332871634.166667,395058624.333333,261871274.333333,395058624.333333
1113792600.66667,1401343432.0,861005472.833333,1401343432.0
,,,
1109198320.83333,1366852274.16667,1089452269.0,1366852274.16667
25231659.0,35276729.6666667,10161056.5,35276729.6666667
350496386.833333,452294781.333333,346644138.333333,452294781.333333
118910094.0,180312239.0,124573800.166667,180312239.0
,,,16703045.0
466062766.833333,526175357.0,392687982.666667,526175357.0
8095927.0,,5198915.5,
17330609.3333333,27762784.3333333,20349701.0,27762784.3333333
5254650.25,10677787.3333333,8663572.25,10677787.3333333
191803824.0,209283367.0,139388639.333333,209283367.0
80711080.5,87177164.3333333,68372621.3333333,87177164.3333333
6014212.5,0.0,,0.0
,,,0.0
4733455.75,6745296.0,5038427.0,6745296.0
1179491722.33333,1499014750.66667,1025735233.83333,1499014750.66667
22821664.1666667,39856727.3333333,19813331.5,39856727.3333333
11482682.2,17058522.0,12254818.0,17058522.0
393597191.166667,526516721.166667,339502316.0,526516721.166667
155735286.166667,207986987.666667,135472197.333333,207986987.666667
20860584.1666667,24590535.1666667,30251188.75,24590535.1666667
82227471.5,89619208.0,55095216.0,89619208.0
20388636.6666667,22768592.0,16112489.0,22768592.0
12490505.0,18094643.3333333,14374282.25,18094643.3333333
