PJ34,Olaparib,Talazoparib,Rucaparib,Niraparib,Veliparib
1043725184.0,760290067.5,785629535.0,1361539033.16667,1361539033.16667,1361539033.16667
29871173.8333333,41856987.0,25820967.5,33541985.5,33541985.5,33541985.5
175062629.5,142782368.0,177674427.166667,151605776.0,151605776.0,151605776.0
415704935.333333,166790181.666667,275219925.166667,471645131.166667,471645131.166667,471645131.166667
18937139.3333333,16556319.8333333,20097268.3333333,27438956.0,27438956.0,27438956.0
27728121.0,42889078.5,22725457.6666667,38308923.6666667,38308923.6666667,38308923.6666667
,10920998.0,0.0,,,
30053535.1666667,37497783.1666667,28612948.3333333,38624047.3333333,38624047.3333333,38624047.3333333
58747860.8333333,51588425.8333333,37371863.0,76688655.3333333,76688655.3333333,76688655.3333333
437828592.666667,380414571.166667,419116347.5,549657673.0,549657673.0,549657673.0
48973148.5,73187603.0,47398039.8333333,75203881.1666667,75203881.1666667,75203881.1666667
360267258.0,589170012.0,363055960.5,485994076.166667,485994076.166667,485994076.166667
282642713.833333,344186125.0,218854272.666667,364302656.833333,364302656.833333,364302656.833333
2284557323.16667,1813410099.33333,1982195081.33333,2815279894.16667,2815279894.16667,2815279894.16667
2539322812.0,2363283497.66667,2160278763.83333,3122815249.0,3122815249.0,3122815249.0
38055990.3333333,40906559.6666667,34170925.0,37060106.0,37060106.0,37060106.0
3903111.5,,5127606.4,,,
,11975277.5,,,,
,2897039.0,2766359.66666667,2170484.0,2170484.0,2170484.0
20583768.6666667,15877336.8,20241702.5,24208565.0,24208565.0,24208565.0
498462529.0,632646269.166667,528942095.666667,749917774.0,749917774.0,749917774.0
15561289.0,19394743.3333333,13038732.0,18443194.6666667,18443194.6666667,18443194.6666667
31612448.1666667,30073330.0,30215870.5,41824596.3333333,41824596.3333333,41824596.3333333
958898228.166667,873278249.5,926177260.333333,1038224422.66667,1038224422.66667,1038224422.66667
46350977.6666667,28964917.6666667,38322001.8333333,48067414.6666667,48067414.6666667,48067414.6666667
35095578.6666667,36263551.0,38776945.3333333,52896884.3333333,52896884.3333333,52896884.3333333
58865262.6666667,38656970.6666667,39046814.8333333,48022122.8333333,48022122.8333333,48022122.8333333
,5277697.0,,0.0,,
65837202.3333333,65051047.0,56303501.1666667,68836956.3333333,68836956.3333333,68836956.3333333
406669474.666667,369946519.666667,345715711.5,545574378.333333,545574378.333333,545574378.333333
48056848.5,38868546.1666667,30361966.6,47466479.8333333,47466479.8333333,47466479.8333333
944418499.166667,884979724.5,900585791.0,1279338685.5,1279338685.5,1279338685.5
,,,,,0.0
,,10668400.0,,,
61187277.6666667,47099329.0,44084653.5,76694041.1666667,76694041.1666667,76694041.1666667
7392690.0,10463527.5,0.0,,,
33390909.1666667,25378600.0,33919827.8333333,44149974.8333333,44149974.8333333,44149974.8333333
172782278.666667,158705547.0,177408110.666667,210556865.666667,210556865.666667,210556865.666667
40095814.1666667,21869600.1666667,26641793.6666667,36179386.1666667,36179386.1666667,36179386.1666667
1150564067.66667,712020775.333333,893525575.666667,1277190915.16667,1277190915.16667,1277190915.16667
307735549.666667,331751967.666667,246890060.5,317030656.0,317030656.0,317030656.0
40888465.0,40915672.8,35067583.0,74325841.0,74325841.0,74325841.0
10271982.3333333,9074783.83333333,6276514.16666667,13768978.0,13768978.0,13768978.0
216831300.666667,129565529.833333,145947113.333333,230290571.333333,230290571.333333,230290571.333333
1354850248.5,1739157582.5,1261204920.5,1340699252.5,1340699252.5,1340699252.5
10845768.1666667,11120837.5,9948038.33333333,12494510.8333333,12494510.8333333,12494510.8333333
3874854.0,,,,,0.0
24017000.0,14255000.0,9135866.66666667,18162600.0,18162600.0,18162600.0
,,1906700.66666667,0.0,,0.0
386382656.5,277313879.833333,362329857.333333,480452657.666667,480452657.666667,480452657.666667
28480663.3333333,,15890990.1666667,,,
4553186.33333333,5327626.33333333,4712258.16666667,4135205.5,4135205.5,4135205.5
79331692.8333333,61909750.5,56362466.0,95807663.3333333,95807663.3333333,95807663.3333333
12745000.5,7778463.0,13237122.6,22269742.5,22269742.5,22269742.5
52941607.5,49006377.8333333,47659880.8333333,71968372.1666667,71968372.1666667,71968372.1666667
872095236.666667,768867787.333333,714122512.0,1141463724.16667,1141463724.16667,1141463724.16667
84704995.0,65458795.8333333,70739241.8333333,105354697.5,105354697.5,105354697.5
52906097.8333333,38426415.0,50058801.8333333,69774685.6666667,69774685.6666667,69774685.6666667
77488934.5,47482401.8333333,44808260.6666667,84380472.0,84380472.0,84380472.0
10383977.5,12330606.0,9068317.33333333,15972132.0,15972132.0,15972132.0
50960385.3333333,55103785.8333333,40453161.3333333,76624266.5,76624266.5,76624266.5
577379383.5,514950396.5,579477299.5,762326764.833333,762326764.833333,762326764.833333
,,12471114.0,9761073.0,9761073.0,9761073.0
10183409.0,6751166.0,6154996.0,,,0.0
25285155.3333333,16668932.3333333,25635899.0,36623218.1666667,36623218.1666667,36623218.1666667
82525705.3333333,68108655.1666667,85788370.6666667,99448460.6666667,99448460.6666667,99448460.6666667
,,3391925.0,0.0,0.0,0.0
,4389574.0,6632208.0,13512911.75,13512911.75,13512911.75
,20193488.6666667,578169013.0,,,
14633099.0,,8403056.4,0.0,,
48297852.6666667,44551951.3333333,39361000.8333333,49588540.8333333,49588540.8333333,49588540.8333333
26220102.0,25575559.8333333,30692113.1666667,32502492.0,32502492.0,32502492.0
63550714.6666667,46770288.5,75682549.25,20483891.0,20483891.0,20483891.0
92625807.6666667,76693408.8333333,64564815.0,107995335.333333,107995335.333333,107995335.333333
44612556.3333333,33612498.5,40908353.6666667,36246772.6666667,36246772.6666667,36246772.6666667
29928880.0,22499287.5,31856876.0,29782434.0,29782434.0,29782434.0
636523909.833333,471585534.5,331703008.833333,605407602.5,605407602.5,605407602.5
2149790582.66667,2404623065.0,1878424424.0,2596526788.83333,2596526788.83333,2596526788.83333
1072973039.83333,809874035.833333,883486410.333333,1202128828.0,1202128828.0,1202128828.0
291381869.5,248482493.166667,271523386.166667,332539334.166667,332539334.166667,332539334.166667
14220505.0,16799523.0,13823174.0,,,12588371.0
113586469.333333,84041428.0,98591694.6666667,167270209.8,167270209.8,167270209.8
133479190.333333,134140197.0,145321637.833333,182923176.333333,182923176.333333,182923176.333333
16456208.0,12174290.0,14222847.8333333,21516034.5,21516034.5,21516034.5
676742457.333333,831145918.5,671300935.166667,906649230.0,906649230.0,906649230.0
58081690.3333333,70208548.3333333,61957434.5,68254948.3333333,68254948.3333333,68254948.3333333
,,24884769.0,0.0,0.0,
446843191.333333,582784375.333333,432288373.666667,521003084.0,521003084.0,521003084.0
35484581.6666667,29065592.6666667,27340686.6666667,44381110.8333333,44381110.8333333,44381110.8333333
239832128.5,216261823.666667,206789927.5,266664343.5,266664343.5,266664343.5
3604987.0,,,0.0,,0.0
1482772289.0,2172448413.66667,1247132954.16667,1267901675.0,1267901675.0,1267901675.0
776996886.5,818065405.833333,662787773.5,867602060.0,867602060.0,867602060.0
4860844.0,6590640.2,10318298.6666667,10110816.3333333,10110816.3333333,10110816.3333333
33840412.3333333,30966212.0,33106608.0,55346577.3333333,55346577.3333333,55346577.3333333
,3712258.0,0.0,,0.0,0.0
11499030.4,10823538.8333333,8813720.66666667,10420351.4,10420351.4,10420351.4
24674261.6666667,19452106.3333333,24908570.1666667,27308152.8,27308152.8,27308152.8
10560024.0,8112623.5,0.0,,,3614973.0
52585357.5,99493372.4,43293507.8333333,60439641.8333333,60439641.8333333,60439641.8333333
82117940.3333333,105185033.166667,91418534.5,105519813.166667,105519813.166667,105519813.166667
49174101.6666667,67377010.8333333,62144055.5,79018918.0,79018918.0,79018918.0
125012286.666667,145246018.333333,119210349.0,129363083.166667,129363083.166667,129363083.166667
18892611.6666667,26860347.3333333,,0.0,,0.0
79887848.5,55767497.8333333,79814551.8333333,123874973.833333,123874973.833333,123874973.833333
8488162.0,6096331.0,,7027171.0,,
313584701.166667,446163727.166667,289344279.666667,318330100.666667,318330100.666667,318330100.666667
2199409689.33333,2636483986.16667,2050935538.5,2672177008.16667,2672177008.16667,2672177008.16667
263532346.0,316397149.166667,214562695.5,401619401.333333,401619401.333333,401619401.333333
19577929.5,20783402.6666667,17649684.6666667,24716680.1666667,24716680.1666667,24716680.1666667
155199878.5,94717630.6666667,162770544.666667,296241330.0,296241330.0,296241330.0
2924250060.5,2828912851.5,2316505507.66667,3414122301.0,3414122301.0,3414122301.0
126100730.0,100934682.333333,89619155.8333333,157133384.5,157133384.5,157133384.5
101157673.5,82614941.0,107451749.333333,115393300.166667,115393300.166667,115393300.166667
39936331.4,70285716.1666667,32595763.4,34188184.5,34188184.5,34188184.5
90171030.3333333,82783796.0,84842192.8333333,91191877.3333333,91191877.3333333,91191877.3333333
73696990.3333333,77854124.0,79542206.1666667,98684568.8333333,98684568.8333333,98684568.8333333
389760438.166667,259841049.333333,328386220.5,457616230.166667,457616230.166667,457616230.166667
45563360.0,52766596.1666667,41463119.8333333,61996966.6666667,61996966.6666667,61996966.6666667
432993583.166667,422418219.0,397198547.166667,562232794.666667,562232794.666667,562232794.666667
,,,146037743.0,,
6486417.0,13019389.0,6419626.66666667,11397082.3333333,11397082.3333333,11397082.3333333
2976071385.5,5423896418.5,2502096503.33333,2919514237.16667,2919514237.16667,2919514237.16667
2442903462.83333,3011249571.16667,2434717356.66667,2774795893.0,2774795893.0,2774795893.0
449973264.5,475226534.666667,410396498.833333,550182639.5,550182639.5,550182639.5
10529810.8,8646372.0,,5919199.0,5919199.0,5919199.0
43692202.0,39357939.0,44798328.6666667,63639500.1666667,63639500.1666667,63639500.1666667
12743753.3333333,12554749.5,14551643.1666667,20485098.3333333,20485098.3333333,20485098.3333333
105387080.666667,106484711.833333,98610390.5,161483021.166667,161483021.166667,161483021.166667
,4650182.33333333,34270625.6,0.0,0.0,0.0
707922693.833333,745507069.333333,635587449.166667,899729724.166667,899729724.166667,899729724.166667
0.0,,9183816.0,,12610263.0,
0.0,7867567.0,,,,
12037155.0,11183598.6666667,12947233.3333333,20529781.6,20529781.6,20529781.6
17965149.0,20071131.5,17139018.5,28835756.6666667,28835756.6666667,28835756.6666667
1010671450.33333,982250242.5,1020937101.33333,1317896992.83333,1317896992.83333,1317896992.83333
124155845.833333,126403163.0,108079174.666667,164824922.5,164824922.5,164824922.5
26841901.5,18254813.8333333,25212221.2,41006749.4,41006749.4,41006749.4
12969660.0,2501655.0,0.0,0.0,0.0,0.0
74832577.8333333,42989973.5,55798354.6666667,90902622.1666667,90902622.1666667,90902622.1666667
11109616.5,,,,,
,,,0.0,,
,4059732.83333333,3479121.25,5473280.66666667,5473280.66666667,5473280.66666667
6006535.0,178654781.333333,7270215.5,,,26888306.0
21691245.1666667,23486463.6666667,20295580.0,27193746.8333333,27193746.8333333,27193746.8333333
4240647185.16667,4055939514.16667,3781427066.83333,5000847918.16667,5000847918.16667,5000847918.16667
,11226721.5,15852213.0,12434372.0,12434372.0,12434372.0
27969394.0,30803732.5,24795871.1666667,32773629.8,32773629.8,32773629.8
315427640.333333,305304266.0,294938342.333333,403178839.0,403178839.0,403178839.0
14527075.4,,15005766.2,17053100.0,17053100.0,17053100.0
42112460.0,50911848.5,41849228.5,48890633.0,48890633.0,48890633.0
159751273.0,135582638.166667,137288259.5,172237989.833333,172237989.833333,172237989.833333
157092204.333333,472150785.666667,176287501.833333,146827094.666667,146827094.666667,146827094.666667
688509365.666667,990773749.333333,676904455.0,1201418836.33333,1201418836.33333,1201418836.33333
36519615.3333333,22884591.5,20983405.1666667,24890447.75,24890447.75,24890447.75
2104340.0,4214078.4,,,,
43142946.5,46764938.5,48461375.3333333,60846266.4,60846266.4,60846266.4
32520664.0,40361151.0,23791828.1666667,47334116.3333333,47334116.3333333,47334116.3333333
392497767.666667,302211892.166667,377744282.333333,598872479.166667,598872479.166667,598872479.166667
1482479533.33333,1375735170.16667,1341230017.33333,1608933890.83333,1608933890.83333,1608933890.83333
1097019087.16667,503550654.5,999580184.166667,1410354173.83333,1410354173.83333,1410354173.83333
88832619.8333333,44098816.0,67816971.5,146505048.166667,146505048.166667,146505048.166667
5164983.2,3686352.83333333,6021632.66666667,10535986.6666667,10535986.6666667,10535986.6666667
192172302.5,229239116.666667,168247119.5,239821172.666667,239821172.666667,239821172.666667
295172098.0,286870999.333333,319952347.833333,311805187.833333,311805187.833333,311805187.833333
10108057.8333333,7519320.2,8671558.5,16290606.5,16290606.5,16290606.5
8656348.5,9422396.0,9571954.6,13946887.0,,13946887.0
4361511.2,4158678.66666667,3577624.75,4913996.0,4913996.0,4913996.0
343543909.0,382827345.333333,272625890.833333,357193691.166667,357193691.166667,357193691.166667
12970355.0,15030740.75,,21103292.0,21103292.0,21103292.0
3329642.0,2783283.0,5631133.75,5370505.8,5370505.8,5370505.8
576528197.166667,610359467.0,504116019.166667,732628568.5,732628568.5,732628568.5
386667970.0,430589616.666667,335157829.666667,465802467.166667,465802467.166667,465802467.166667
128478763.666667,85774294.8333333,137901726.0,156099670.333333,156099670.333333,156099670.333333
428425210.166667,477707704.166667,354451096.5,470042182.166667,470042182.166667,470042182.166667
5798529.5,8109700.5,5557192.0,232495347.5,232495347.5,232495347.5
16284867.3333333,23639807.5,36130275.3333333,20756576.0,20756576.0,20756576.0
16361751.5,14784488.8333333,17837247.5,27601131.5,27601131.5,27601131.5
24139666.3333333,20307477.5,13910486.8333333,22190425.0,22190425.0,22190425.0
,7574493.0,,0.0,,0.0
39507180.3333333,51857347.5,32742213.8333333,46153349.3333333,46153349.3333333,46153349.3333333
206136644.5,303050708.666667,236359817.333333,310231382.333333,310231382.333333,310231382.333333
130870845.833333,386506324.333333,187075389.333333,155058610.0,155058610.0,155058610.0
7221327.6,8624638.0,10449064.5,10763786.6,10763786.6,10763786.6
159685486.333333,126587992.833333,169059461.333333,229830399.166667,229830399.166667,229830399.166667
329553398.5,346227633.333333,318007979.333333,403551980.333333,403551980.333333,403551980.333333
11302155.3333333,13216203.25,13651365.8333333,15242041.0,15242041.0,15242041.0
389972425.166667,434368981.0,408205206.666667,507521399.0,507521399.0,507521399.0
15813870.6666667,14584921.2,15552876.6666667,18856356.6666667,18856356.6666667,18856356.6666667
11065227.6666667,,12648775.0,28702694.0,28702694.0,
184663868.833333,175640922.333333,148796085.0,232545538.833333,232545538.833333,232545538.833333
7753163.25,6352439.0,6592252.66666667,9719868.0,9719868.0,9719868.0
19110036.1666667,14454023.5,15415214.0,20529863.0,20529863.0,
11933295.1666667,12612378.8333333,13174756.5,18931065.6666667,18931065.6666667,18931065.6666667
687206734.333333,821100492.0,754087865.333333,1023141703.0,1023141703.0,1023141703.0
2072597008.33333,1702545919.5,1737596047.5,2147289079.0,2147289079.0,2147289079.0
19508355.0,17695900.6666667,21757331.3333333,28477608.5,28477608.5,28477608.5
,,2796285.0,,,4249356.0
1131317411.16667,1334347627.5,1226831626.83333,1185827890.33333,1185827890.33333,1185827890.33333
1380864277.33333,1646886133.16667,1548632787.5,1739857678.33333,1739857678.33333,1739857678.33333
182007441.166667,241091331.666667,176769165.0,245889513.166667,245889513.166667,245889513.166667
147494301.0,110581973.166667,126368732.666667,173721827.333333,173721827.333333,173721827.333333
962913852.666667,1058488967.16667,945935462.5,1221001037.33333,1221001037.33333,1221001037.33333
62485889.5,36566335.1666667,43662051.0,84815567.5,84815567.5,84815567.5
114955176.333333,60972312.1666667,85825686.6666667,106561095.5,106561095.5,106561095.5
320108706.166667,348189875.166667,377750043.333333,479588247.833333,479588247.833333,479588247.833333
180643126.0,106564509.833333,141381252.166667,171085290.833333,171085290.833333,171085290.833333
18475196.5,9736327.5,7316912.33333333,17419608.5,17419608.5,17419608.5
