Entinostat,Mocetinostat,Romidepsin,Tacedinaline,Tucidinostat,Domatinostat,Pracinostat,Quisinostat,Vorinostat,AR-42,Belinostat,Citarinostat,Fimepinostat,Ricolinostat,Panobinostat,Givinostat,Tasquinimod,Nexturastat A,ACY738,Tubastatin A,Trichostatin-A,PCI-34051,ACY775,CHDI00465983,CHDI00390576,TMP195,TMP269,LMK235
570821624.666667,604114231.833333,597605684.333333,777937422.0,604114231.833333,652035035.833333,597605684.333333,435438065.5,777937422.0,304014877.666667,597605684.333333,570821624.666667,604114231.833333,570821624.666667,570821624.666667,604114231.833333,570821624.666667,435438065.5,570821624.666667,531462129.166667,570821624.666667,304014877.666667,304014877.666667,652035035.833333,304014877.666667,604114231.833333,652035035.833333,604114231.833333
,,,,,2238300.0,,,,,,,,,,,,,,,3517900.0,,,2238300.0,,,,
,,,,,16630901.0,,,,,,,,,,,,,,8984782.0,,,20662660.6666667,,,,,
22735217.6,20754839.4,16528271.2,27058888.5,20754839.4,,16528271.2,23427210.6666667,27058888.5,19803941.5,16528271.2,22735217.6,20754839.4,22735217.6,22735217.6,20754839.4,22735217.6,23427210.6666667,22735217.6,17781319.5,22735217.6,19803941.5,19803941.5,,19803941.5,20754839.4,14249622.0,20754839.4
21722369.3333333,21544602.3333333,20604707.6666667,25383780.6666667,21544602.3333333,16975822.0,20604707.6666667,18173739.8333333,25383780.6666667,21099622.4,20604707.6666667,21722369.3333333,21544602.3333333,21722369.3333333,21722369.3333333,21544602.3333333,21722369.3333333,18173739.8333333,21722369.3333333,19613714.0,21722369.3333333,21099622.4,21099622.4,16975822.0,21099622.4,21544602.3333333,16975822.0,21544602.3333333
60638849.6666667,68828778.1666667,62232834.3333333,87015912.0,68828778.1666667,75724249.5,62232834.3333333,62958199.8333333,87015912.0,66727652.6666667,62232834.3333333,60638849.6666667,68828778.1666667,60638849.6666667,60638849.6666667,68828778.1666667,60638849.6666667,62958199.8333333,60638849.6666667,61967095.0,60638849.6666667,66727652.6666667,66727652.6666667,75724249.5,66727652.6666667,68828778.1666667,75724249.5,68828778.1666667
171920713.5,162695041.166667,126381425.5,208005020.0,162695041.166667,113196873.666667,126381425.5,171858368.833333,208005020.0,134657107.333333,126381425.5,171920713.5,162695041.166667,171920713.5,171920713.5,162695041.166667,171920713.5,171858368.833333,171920713.5,142906356.0,171920713.5,134657107.333333,134657107.333333,113196873.666667,134657107.333333,162695041.166667,113196873.666667,162695041.166667
5986533.5,25912473.75,14039700.6666667,22909005.6,25912473.75,51572680.6666667,14039700.6666667,38558423.0,22909005.6,12311140.0,14039700.6666667,,25912473.75,,,25912473.75,5986533.5,38558423.0,,10540810.0,5986533.5,12311140.0,12311140.0,51572680.6666667,12311140.0,25912473.75,51572680.6666667,25912473.75
16582904.5,14445171.8333333,16674902.6666667,18566063.6666667,14445171.8333333,10202468.3333333,16674902.6666667,15937566.1666667,18566063.6666667,14551545.3333333,16674902.6666667,16582904.5,14445171.8333333,16582904.5,16582904.5,14445171.8333333,16582904.5,15937566.1666667,16582904.5,14406808.5,16582904.5,14551545.3333333,14551545.3333333,10202468.3333333,14551545.3333333,14445171.8333333,10202468.3333333,14445171.8333333
610132171.5,758660093.666667,675461556.166667,909923928.333333,758660093.666667,580530231.333333,675461556.166667,663395583.333333,909923928.333333,672091779.166667,675461556.166667,610132171.5,758660093.666667,610132171.5,610132171.5,758660093.666667,610132171.5,663395583.333333,610132171.5,534366265.0,610132171.5,672091779.166667,672091779.166667,580530231.333333,672091779.166667,758660093.666667,580530231.333333,758660093.666667
108654076.0,90625642.1666667,73747563.0,111102022.666667,90625642.1666667,45957926.1666667,73747563.0,82797721.8333333,111102022.666667,76314835.8333333,73747563.0,108654076.0,90625642.1666667,108654076.0,108654076.0,90625642.1666667,108654076.0,82797721.8333333,108654076.0,70994759.0,108654076.0,76314835.8333333,76314835.8333333,45957926.1666667,76314835.8333333,90625642.1666667,45957926.1666667,90625642.1666667
62448058.1666667,42357704.3333333,77302984.0,49911727.4,42357704.3333333,56623780.0,77302984.0,51898615.5,49911727.4,47449359.75,77302984.0,62448058.1666667,42357704.3333333,62448058.1666667,62448058.1666667,42357704.3333333,62448058.1666667,51898615.5,62448058.1666667,78100684.6666667,62448058.1666667,47449359.75,47449359.75,56623780.0,47449359.75,42357704.3333333,56623780.0,42357704.3333333
17033750.8333333,16579708.8333333,11793799.1666667,18809454.1666667,16579708.8333333,13916777.5,11793799.1666667,15524431.3333333,18809454.1666667,14884925.1666667,11793799.1666667,17033750.8333333,16579708.8333333,17033750.8333333,17033750.8333333,16579708.8333333,17033750.8333333,15524431.3333333,17033750.8333333,10451378.8333333,17033750.8333333,14884925.1666667,14884925.1666667,13916777.5,14884925.1666667,16579708.8333333,13916777.5,16579708.8333333
51364752.5,26724138.0,35242342.2,32171615.0,26724138.0,25613938.0,35242342.2,22585635.1666667,32171615.0,23347019.2,35242342.2,51364752.5,26724138.0,51364752.5,51364752.5,26724138.0,51364752.5,22585635.1666667,51364752.5,31781224.0,51364752.5,23347019.2,23347019.2,25613938.0,23347019.2,26724138.0,25613938.0,26724138.0
17971121490.8333,20519646102.6667,19438297436.0,24349631203.6667,20519646102.6667,18398053005.0,19438297436.0,17400686644.3333,24349631203.6667,16392652908.1667,19438297436.0,17971121490.8333,20519646102.6667,17971121490.8333,17971121490.8333,20519646102.6667,17971121490.8333,17400686644.3333,17971121490.8333,17825732828.6667,17971121490.8333,16392652908.1667,16392652908.1667,18398053005.0,16392652908.1667,20519646102.6667,18398053005.0,20519646102.6667
626053025.5,673382563.0,751642441.833333,797708978.833333,673382563.0,309503827.666667,751642441.833333,725624563.5,797708978.833333,465829736.5,751642441.833333,626053025.5,673382563.0,626053025.5,626053025.5,673382563.0,626053025.5,725624563.5,626053025.5,624546399.166667,626053025.5,465829736.5,465829736.5,309503827.666667,465829736.5,673382563.0,309503827.666667,673382563.0
5118214483.16667,4231182483.5,5214051924.66667,4513515726.83333,4231182483.5,3869481231.66667,5214051924.66667,4915966724.83333,4513515726.83333,3724745527.16667,5214051924.66667,5118214483.16667,4231182483.5,5118214483.16667,5118214483.16667,4231182483.5,5118214483.16667,4915966724.83333,5118214483.16667,4250654982.16667,5118214483.16667,3724745527.16667,3724745527.16667,3869481231.66667,3724745527.16667,4231182483.5,3869481231.66667,4231182483.5
42676291.6,54601815.0,45928334.5,63584945.0,54601815.0,36737121.5,45928334.5,53521387.8333333,63584945.0,73212255.2,45928334.5,42676291.6,54601815.0,42676291.6,42676291.6,54601815.0,42676291.6,53521387.8333333,42676291.6,60441802.6666667,42676291.6,73212255.2,73212255.2,36737121.5,73212255.2,54601815.0,36737121.5,54601815.0
28531354.8333333,29167018.1666667,22638062.6666667,35593368.6666667,29167018.1666667,37011079.0,22638062.6666667,30257634.1666667,35593368.6666667,32031196.5,22638062.6666667,28531354.8333333,29167018.1666667,28531354.8333333,28531354.8333333,29167018.1666667,28531354.8333333,30257634.1666667,28531354.8333333,22141894.5,28531354.8333333,32031196.5,32031196.5,37011079.0,32031196.5,29167018.1666667,37011079.0,29167018.1666667
,,,9164363.5,,,,6101345.0,9164363.5,6396909.25,,0.0,0.0,,,0.0,,6101345.0,,10022575.0,,6396909.25,6396909.25,,6396909.25,,0.0,0.0
686412763.166667,703068834.666667,703387463.333333,804841368.333333,703068834.666667,509274711.333333,703387463.333333,613233030.666667,804841368.333333,499522741.5,703387463.333333,686412763.166667,703068834.666667,686412763.166667,686412763.166667,703068834.666667,686412763.166667,613233030.666667,686412763.166667,744871637.666667,686412763.166667,499522741.5,499522741.5,509274711.333333,499522741.5,703068834.666667,509274711.333333,703068834.666667
382877068.833333,356924216.833333,324270133.5,393934019.333333,356924216.833333,497424878.333333,324270133.5,349093374.0,393934019.333333,274055389.333333,324270133.5,382877068.833333,356924216.833333,382877068.833333,382877068.833333,356924216.833333,,349093374.0,382877068.833333,306743986.333333,382877068.833333,274055389.333333,274055389.333333,497424878.333333,274055389.333333,356924216.833333,497424878.333333,356924216.833333
104022152.666667,112469936.0,119360444.833333,119281305.166667,112469936.0,120280802.5,119360444.833333,89332194.3333333,119281305.166667,91338993.8333333,119360444.833333,104022152.666667,112469936.0,104022152.666667,104022152.666667,112469936.0,104022152.666667,89332194.3333333,104022152.666667,107533632.833333,104022152.666667,91338993.8333333,91338993.8333333,120280802.5,91338993.8333333,112469936.0,120280802.5,112469936.0
124735138.666667,187329334.5,135578967.166667,245573751.5,187329334.5,115546456.333333,135578967.166667,161883330.666667,245573751.5,134563264.0,135578967.166667,124735138.666667,187329334.5,124735138.666667,124735138.666667,187329334.5,124735138.666667,161883330.666667,124735138.666667,113250965.666667,124735138.666667,134563264.0,134563264.0,115546456.333333,134563264.0,187329334.5,115546456.333333,187329334.5
139944157.333333,92858225.8333333,160326729.833333,123363212.0,92858225.8333333,36783515.4,160326729.833333,106781098.166667,123363212.0,93494331.5,160326729.833333,139944157.333333,92858225.8333333,139944157.333333,139944157.333333,92858225.8333333,139944157.333333,106781098.166667,139944157.333333,165078176.166667,139944157.333333,93494331.5,93494331.5,36783515.4,93494331.5,92858225.8333333,36783515.4,92858225.8333333
83369414.3333333,70029422.5,74314229.2,135888984.5,70029422.5,101578792.5,74314229.2,35909213.2,135888984.5,68136864.8,74314229.2,83369414.3333333,70029422.5,83369414.3333333,83369414.3333333,70029422.5,83369414.3333333,35909213.2,83369414.3333333,90852403.6666667,83369414.3333333,68136864.8,68136864.8,101578792.5,68136864.8,70029422.5,101578792.5,70029422.5
511527162.0,605892727.166667,438725047.166667,739461265.5,605892727.166667,672900371.166667,438725047.166667,547852614.166667,739461265.5,613875129.5,438725047.166667,511527162.0,605892727.166667,511527162.0,511527162.0,605892727.166667,511527162.0,547852614.166667,511527162.0,415946586.333333,511527162.0,613875129.5,613875129.5,672900371.166667,613875129.5,605892727.166667,672900371.166667,605892727.166667
155483075304.667,179021207536.667,183072900105.5,200734949593.167,179021207536.667,142878600825.0,183072900105.5,142030573192.333,200734949593.167,106816763114.833,183072900105.5,155483075304.667,179021207536.667,155483075304.667,155483075304.667,179021207536.667,155483075304.667,142030573192.333,155483075304.667,150858801660.833,155483075304.667,106816763114.833,106816763114.833,142878600825.0,106816763114.833,179021207536.667,142878600825.0,179021207536.667
41076748.4,27632878.0,29667655.0,35043741.3333333,27632878.0,33579067.3333333,29667655.0,31085677.5,35043741.3333333,26470563.0,29667655.0,41076748.4,27632878.0,41076748.4,41076748.4,27632878.0,41076748.4,31085677.5,41076748.4,24877067.1666667,41076748.4,26470563.0,26470563.0,33579067.3333333,26470563.0,27632878.0,33579067.3333333,27632878.0
789039633.333333,713771211.666667,739514862.0,842647284.666667,713771211.666667,1199310847.83333,739514862.0,760446372.666667,842647284.666667,845127904.5,739514862.0,789039633.333333,713771211.666667,789039633.333333,789039633.333333,713771211.666667,789039633.333333,760446372.666667,789039633.333333,565475600.0,789039633.333333,845127904.5,845127904.5,1199310847.83333,845127904.5,713771211.666667,1199310847.83333,713771211.666667
553502460.833333,454063802.0,508270855.666667,427571310.5,454063802.0,608133600.5,508270855.666667,496848172.5,427571310.5,512121410.0,508270855.666667,553502460.833333,454063802.0,553502460.833333,553502460.833333,454063802.0,553502460.833333,496848172.5,553502460.833333,357673395.833333,553502460.833333,512121410.0,512121410.0,608133600.5,512121410.0,454063802.0,608133600.5,454063802.0
2453500.0,,0.0,,,0.0,,,,,,2453500.0,,2453500.0,2453500.0,,,0.0,2453500.0,2039400.0,2453500.0,,,0.0,,,,
,0.0,12410460.0,0.0,,,12410460.0,,,,,0.0,0.0,0.0,,,,,0.0,,,,,,303576.0,0.0,0.0,
,13995783.0,17984883.0,42876120.0,13995783.0,41475321.3333333,17984883.0,,,,,,13995783.0,0.0,,13995783.0,,,,,0.0,8765993.0,8765993.0,41475321.3333333,8765993.0,,41475321.3333333,
1397515273.66667,1152377826.0,1552107644.66667,1396562008.83333,1152377826.0,887240920.166667,1552107644.66667,1344714853.16667,1396562008.83333,1150426682.16667,1552107644.66667,1397515273.66667,1152377826.0,1397515273.66667,1397515273.66667,1152377826.0,1397515273.66667,1344714853.16667,1397515273.66667,1384872926.33333,1397515273.66667,1150426682.16667,1150426682.16667,887240920.166667,1150426682.16667,1152377826.0,887240920.166667,1152377826.0
3221970374.66667,3761529973.66667,2703320847.83333,4088236639.33333,3761529973.66667,4358100255.83333,2703320847.83333,3465652878.33333,4088236639.33333,3693177212.16667,2703320847.83333,3221970374.66667,3761529973.66667,3221970374.66667,3221970374.66667,3761529973.66667,3221970374.66667,3465652878.33333,3221970374.66667,2670957750.5,3221970374.66667,3693177212.16667,3693177212.16667,4358100255.83333,3693177212.16667,3761529973.66667,4358100255.83333,3761529973.66667
4914089721.0,4287902910.5,3873285324.83333,4972118534.66667,4287902910.5,4788234556.16667,3873285324.83333,4089099258.83333,4972118534.66667,4250333515.5,3873285324.83333,4914089721.0,4287902910.5,4914089721.0,4914089721.0,4287902910.5,4914089721.0,4089099258.83333,4914089721.0,3295100457.16667,4914089721.0,4250333515.5,4250333515.5,4788234556.16667,4250333515.5,4287902910.5,4788234556.16667,4287902910.5
2940996459.66667,2610491669.66667,2818645257.33333,2959301589.66667,2610491669.66667,1438296642.33333,2818645257.33333,2718750752.0,2959301589.66667,2615175631.33333,2818645257.33333,2940996459.66667,2610491669.66667,2940996459.66667,2940996459.66667,2610491669.66667,2940996459.66667,2718750752.0,2940996459.66667,,2940996459.66667,2615175631.33333,2615175631.33333,1438296642.33333,2615175631.33333,2610491669.66667,1438296642.33333,2610491669.66667
11360342.6666667,8058329.75,13537808.0,12379973.8,8058329.75,7517667.16666667,13537808.0,9412247.33333333,12379973.8,10382399.6666667,13537808.0,11360342.6666667,8058329.75,11360342.6666667,11360342.6666667,8058329.75,11360342.6666667,9412247.33333333,11360342.6666667,12383117.6,11360342.6666667,10382399.6666667,10382399.6666667,7517667.16666667,10382399.6666667,8058329.75,7517667.16666667,8058329.75
24135833.3333333,19705333.3333333,22947200.0,24278600.0,19705333.3333333,56792000.0,22947200.0,20259333.3333333,24278600.0,18666000.0,22947200.0,24135833.3333333,19705333.3333333,24135833.3333333,24135833.3333333,19705333.3333333,24135833.3333333,20259333.3333333,24135833.3333333,16728000.0,24135833.3333333,18666000.0,18666000.0,56792000.0,18666000.0,19705333.3333333,56792000.0,19705333.3333333
1852587963.83333,1553916129.66667,1277356163.16667,1947607693.83333,1553916129.66667,1605315511.16667,1277356163.16667,1375045725.16667,1947607693.83333,1466176830.16667,1277356163.16667,1852587963.83333,1553916129.66667,1852587963.83333,1852587963.83333,1553916129.66667,1852587963.83333,1375045725.16667,1852587963.83333,1212014359.66667,1852587963.83333,1466176830.16667,1466176830.16667,1605315511.16667,1466176830.16667,1553916129.66667,1605315511.16667,1553916129.66667
30432889.3333333,31403637.1666667,25775537.6666667,32384220.6666667,31403637.1666667,23487971.1666667,25775537.6666667,28379766.3333333,32384220.6666667,24769374.8,25775537.6666667,30432889.3333333,31403637.1666667,30432889.3333333,30432889.3333333,31403637.1666667,30432889.3333333,28379766.3333333,30432889.3333333,20762421.8333333,30432889.3333333,24769374.8,24769374.8,23487971.1666667,24769374.8,31403637.1666667,23487971.1666667,31403637.1666667
0.0,0.0,0.0,0.0,0.0,6788065.5,0.0,2844265.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,2844265.0,0.0,,0.0,,,6788065.5,,,6788065.5,0.0
25977260.0,32248875.5,36435702.0,0.0,,44874950.0,,25443557.0,0.0,20496978.0,,,32248875.5,25977260.0,25977260.0,,25977260.0,25443557.0,25977260.0,36866346.5,25977260.0,20496978.0,20496978.0,44874950.0,20496978.0,32248875.5,,32248875.5
11696844.8333333,14023400.8,12396967.0,18414243.3333333,14023400.8,11249383.0,12396967.0,11808737.6666667,18414243.3333333,13218785.5,12396967.0,11696844.8333333,14023400.8,11696844.8333333,11696844.8333333,14023400.8,11696844.8333333,11808737.6666667,11696844.8333333,18535940.5,11696844.8333333,13218785.5,13218785.5,11249383.0,13218785.5,14023400.8,11249383.0,14023400.8
1403619079.5,1356680696.16667,1019705271.0,1528132688.66667,1356680696.16667,1224686808.0,1019705271.0,1311983577.5,1528132688.66667,1296945412.33333,1019705271.0,1403619079.5,1356680696.16667,1403619079.5,1403619079.5,1356680696.16667,1403619079.5,1311983577.5,1403619079.5,919074356.5,1403619079.5,1296945412.33333,1296945412.33333,1224686808.0,1296945412.33333,1356680696.16667,1224686808.0,1356680696.16667
176165645.0,246311502.0,131022829.166667,222622048.833333,246311502.0,165959332.666667,131022829.166667,200642666.5,222622048.833333,154962306.5,131022829.166667,176165645.0,246311502.0,176165645.0,176165645.0,246311502.0,176165645.0,200642666.5,176165645.0,127025516.8,176165645.0,154962306.5,154962306.5,165959332.666667,154962306.5,246311502.0,165959332.666667,246311502.0
,12147490.75,,14231162.3333333,12147490.75,10557118.0,,,14231162.3333333,12079002.0,,,12147490.75,,0.0,,,0.0,,,,12079002.0,,,,12147490.75,,12147490.75
0.0,,7257264.0,,,,7257264.0,10882894.0,6677076.5,0.0,,,,,,4188787.0,0.0,10882894.0,,,,0.0,,,0.0,4188787.0,,
947724571.833333,776122519.5,755002632.833333,822135475.666667,776122519.5,987000327.0,755002632.833333,845386714.0,822135475.666667,808722235.666667,755002632.833333,947724571.833333,776122519.5,947724571.833333,947724571.833333,776122519.5,947724571.833333,845386714.0,947724571.833333,722187543.833333,947724571.833333,808722235.666667,808722235.666667,987000327.0,808722235.666667,776122519.5,987000327.0,776122519.5
1625359742.83333,1027369004.5,807052507.333333,1366754150.16667,1027369004.5,2065627263.5,807052507.333333,1350314944.33333,1366754150.16667,1346261903.5,807052507.333333,1625359742.83333,1027369004.5,1625359742.83333,1625359742.83333,1027369004.5,1625359742.83333,1350314944.33333,1625359742.83333,739644070.666667,1625359742.83333,1346261903.5,1346261903.5,2065627263.5,1346261903.5,1027369004.5,2065627263.5,1027369004.5
29911074.8333333,38323736.0,29634054.1666667,50479602.8333333,38323736.0,37468878.1666667,29634054.1666667,27427951.0,50479602.8333333,31239630.0,29634054.1666667,29911074.8333333,38323736.0,29911074.8333333,29911074.8333333,38323736.0,29911074.8333333,27427951.0,29911074.8333333,32470159.5,29911074.8333333,31239630.0,31239630.0,37468878.1666667,31239630.0,38323736.0,37468878.1666667,38323736.0
130927913.333333,156859451.666667,90080701.8333333,164321841.833333,156859451.666667,193496899.333333,90080701.8333333,129192422.5,164321841.833333,118055870.833333,90080701.8333333,130927913.333333,156859451.666667,130927913.333333,130927913.333333,156859451.666667,130927913.333333,129192422.5,130927913.333333,78539742.3333333,130927913.333333,118055870.833333,118055870.833333,193496899.333333,118055870.833333,156859451.666667,193496899.333333,156859451.666667
2498025025.0,2196562502.0,2236729230.0,2414526652.5,2196562502.0,1725691064.0,2236729230.0,1900889817.16667,2414526652.5,1729508682.16667,2236729230.0,2498025025.0,2196562502.0,2498025025.0,2498025025.0,2196562502.0,2498025025.0,1900889817.16667,2498025025.0,2184692332.83333,2498025025.0,1729508682.16667,1729508682.16667,1725691064.0,1729508682.16667,2196562502.0,1725691064.0,2196562502.0
121608472.666667,200606396.166667,312218838.333333,290688476.666667,200606396.166667,65168505.1666667,312218838.333333,253627852.833333,290688476.666667,135346162.666667,312218838.333333,121608472.666667,200606396.166667,121608472.666667,121608472.666667,200606396.166667,121608472.666667,253627852.833333,121608472.666667,309330867.0,121608472.666667,135346162.666667,135346162.666667,65168505.1666667,135346162.666667,200606396.166667,65168505.1666667,200606396.166667
16858833333.3333,12706350000.0,6802250000.0,19472166666.6667,12706350000.0,16093666666.6667,6802250000.0,11765183333.3333,19472166666.6667,14366666666.6667,6802250000.0,16858833333.3333,12706350000.0,16858833333.3333,16858833333.3333,12706350000.0,16858833333.3333,11765183333.3333,16858833333.3333,8740266666.66667,16858833333.3333,14366666666.6667,14366666666.6667,16093666666.6667,14366666666.6667,12706350000.0,16093666666.6667,12706350000.0
1404250755.0,1661774606.0,1473666658.0,1812594299.83333,1661774606.0,2056520265.0,1473666658.0,1656103861.5,1812594299.83333,1509550649.5,1473666658.0,1404250755.0,1661774606.0,1404250755.0,1404250755.0,1661774606.0,1404250755.0,1656103861.5,1404250755.0,1102228565.5,1404250755.0,1509550649.5,1509550649.5,2056520265.0,1509550649.5,1661774606.0,2056520265.0,1661774606.0
5407758986.33333,4155922770.0,4092563292.5,4776240088.5,4155922770.0,5858312228.0,4092563292.5,3890990165.33333,4776240088.5,3545285667.66667,4092563292.5,5407758986.33333,4155922770.0,5407758986.33333,5407758986.33333,4155922770.0,5407758986.33333,3890990165.33333,5407758986.33333,3677206172.66667,5407758986.33333,3545285667.66667,3545285667.66667,5858312228.0,3545285667.66667,4155922770.0,5858312228.0,4155922770.0
,0.0,,,,,,,,,,,0.0,,,,,0.0,,8193834.0,,,,,,,,0.0
177432353.5,176210308.5,132918306.333333,229454661.0,176210308.5,255298198.333333,132918306.333333,174182856.666667,229454661.0,175709054.166667,132918306.333333,177432353.5,176210308.5,177432353.5,177432353.5,176210308.5,177432353.5,174182856.666667,177432353.5,107953944.5,177432353.5,175709054.166667,175709054.166667,255298198.333333,175709054.166667,176210308.5,255298198.333333,176210308.5
8297008.5,,,6044044.5,3343874.0,6139060.5,1684081.0,5373979.0,6044044.5,4129196.0,,,3343874.0,8297008.5,,3343874.0,,5373979.0,8297008.5,0.0,,4129196.0,,6139060.5,4129196.0,,6139060.5,3343874.0
4675004078.16667,4868500185.16667,4983548963.33333,5727730531.66667,4868500185.16667,3668636332.83333,4983548963.33333,4162539940.66667,5727730531.66667,3599517581.66667,4983548963.33333,4675004078.16667,4868500185.16667,4675004078.16667,4675004078.16667,4868500185.16667,4675004078.16667,4162539940.66667,4675004078.16667,4870224665.5,4675004078.16667,3599517581.66667,3599517581.66667,3668636332.83333,3599517581.66667,4868500185.16667,3668636332.83333,4868500185.16667
69953939.0,192904613.0,178281011.0,150587160.5,192904613.0,,,,,420006327.0,,,192904613.0,69953939.0,,192904613.0,69953939.0,0.0,,80691712.0,69953939.0,420006327.0,420006327.0,,420006327.0,192904613.0,37164139.0,192904613.0
481129125.0,506764423.333333,470047381.5,582998409.0,506764423.333333,297969879.5,470047381.5,448277005.166667,582998409.0,456197262.666667,470047381.5,481129125.0,506764423.333333,481129125.0,481129125.0,506764423.333333,481129125.0,448277005.166667,481129125.0,451657570.333333,481129125.0,456197262.666667,456197262.666667,297969879.5,456197262.666667,506764423.333333,297969879.5,506764423.333333
330411046.666667,324229649.0,281903397.166667,390117371.333333,324229649.0,232223184.666667,281903397.166667,322652506.5,390117371.333333,319684886.5,281903397.166667,330411046.666667,324229649.0,330411046.666667,330411046.666667,324229649.0,330411046.666667,322652506.5,330411046.666667,312011470.0,330411046.666667,319684886.5,319684886.5,232223184.666667,319684886.5,324229649.0,232223184.666667,324229649.0
,0.0,3317780.0,3955138.0,0.0,,3317780.0,1426189.5,3955138.0,,3317780.0,559567386.0,0.0,,559567386.0,0.0,,1426189.5,559567386.0,2494615.33333333,559567386.0,,1294446.0,,1294446.0,,1541671.0,
272178048.333333,318242398.5,283035165.166667,391162579.0,318242398.5,156793519.833333,283035165.166667,279065593.0,391162579.0,207741469.833333,283035165.166667,272178048.333333,318242398.5,272178048.333333,272178048.333333,318242398.5,272178048.333333,279065593.0,272178048.333333,295190198.166667,272178048.333333,207741469.833333,207741469.833333,156793519.833333,207741469.833333,318242398.5,156793519.833333,318242398.5
26761993.0,21312490.8333333,34653960.75,30402478.6,21312490.8333333,,34653960.75,18774504.0,30402478.6,14557843.6666667,34653960.75,26761993.0,21312490.8333333,26761993.0,26761993.0,21312490.8333333,26761993.0,18774504.0,26761993.0,26751097.5,26761993.0,14557843.6666667,14557843.6666667,14464759.0,14557843.6666667,21312490.8333333,14464759.0,21312490.8333333
189733781.166667,167432121.833333,205362953.833333,227662043.833333,167432121.833333,83096173.3333333,205362953.833333,137450005.333333,227662043.833333,169065724.0,205362953.833333,189733781.166667,167432121.833333,189733781.166667,189733781.166667,167432121.833333,189733781.166667,137450005.333333,189733781.166667,192770940.166667,189733781.166667,169065724.0,169065724.0,83096173.3333333,169065724.0,167432121.833333,83096173.3333333,167432121.833333
368810504.666667,396093425.0,406037227.166667,530453955.333333,396093425.0,297813338.5,406037227.166667,340240304.666667,530453955.333333,302449313.666667,406037227.166667,368810504.666667,396093425.0,368810504.666667,368810504.666667,396093425.0,368810504.666667,340240304.666667,368810504.666667,374347839.333333,368810504.666667,302449313.666667,302449313.666667,297813338.5,302449313.666667,396093425.0,297813338.5,396093425.0
13262424.1666667,11878978.0,15946594.25,14369028.8333333,11878978.0,7161089.25,15946594.25,8702644.83333333,14369028.8333333,10047873.3333333,15946594.25,13262424.1666667,11878978.0,13262424.1666667,13262424.1666667,11878978.0,13262424.1666667,8702644.83333333,13262424.1666667,14344249.6666667,13262424.1666667,10047873.3333333,10047873.3333333,7161089.25,10047873.3333333,11878978.0,7161089.25,11878978.0
3132185977.16667,3124022923.33333,2373974819.33333,3601950418.0,3124022923.33333,2856640651.83333,2373974819.33333,2716751317.66667,3601950418.0,3002603352.33333,2373974819.33333,3132185977.16667,3124022923.33333,3132185977.16667,,3124022923.33333,3132185977.16667,2716751317.66667,3132185977.16667,2210796739.33333,3132185977.16667,3002603352.33333,3002603352.33333,2856640651.83333,3002603352.33333,3124022923.33333,2856640651.83333,3124022923.33333
34371657.6666667,32904184.1666667,27779072.8333333,45180804.0,32904184.1666667,37506006.8333333,27779072.8333333,39847938.0,45180804.0,37215417.0,27779072.8333333,34371657.6666667,32904184.1666667,34371657.6666667,34371657.6666667,32904184.1666667,34371657.6666667,39847938.0,34371657.6666667,31419135.3333333,34371657.6666667,37215417.0,37215417.0,37506006.8333333,37215417.0,32904184.1666667,37506006.8333333,32904184.1666667
192079707.333333,187727063.333333,152227355.0,217054193.5,187727063.333333,232005266.0,152227355.0,223654413.333333,217054193.5,181700364.5,152227355.0,192079707.333333,187727063.333333,192079707.333333,192079707.333333,187727063.333333,192079707.333333,223654413.333333,192079707.333333,126774502.833333,192079707.333333,181700364.5,181700364.5,232005266.0,181700364.5,187727063.333333,232005266.0,187727063.333333
203477513.166667,326463262.833333,190172855.5,363287710.5,326463262.833333,209117005.0,190172855.5,228033409.666667,363287710.5,238887154.333333,190172855.5,203477513.166667,326463262.833333,203477513.166667,203477513.166667,326463262.833333,203477513.166667,228033409.666667,203477513.166667,180014393.166667,203477513.166667,238887154.333333,238887154.333333,209117005.0,238887154.333333,326463262.833333,209117005.0,326463262.833333
2944709696.16667,2656526838.16667,2392581012.0,3012807239.83333,2656526838.16667,1776849387.66667,2392581012.0,2859358780.66667,3012807239.83333,2760367643.33333,2392581012.0,2944709696.16667,2656526838.16667,2944709696.16667,2944709696.16667,2656526838.16667,2944709696.16667,2859358780.66667,2944709696.16667,2342313328.16667,2944709696.16667,2760367643.33333,2760367643.33333,1776849387.66667,2760367643.33333,2656526838.16667,1776849387.66667,2656526838.16667
1643912841.83333,834410262.833333,868570999.666667,980002983.333333,834410262.833333,367708323.666667,868570999.666667,975901003.666667,980002983.333333,865961163.5,868570999.666667,1643912841.83333,834410262.833333,1643912841.83333,1643912841.83333,834410262.833333,1643912841.83333,975901003.666667,1643912841.83333,1288697419.83333,1643912841.83333,865961163.5,865961163.5,367708323.666667,865961163.5,834410262.833333,367708323.666667,834410262.833333
2285366279.0,2394064071.33333,2284042087.83333,2748060033.5,2394064071.33333,1897993283.0,2284042087.83333,2024724640.66667,2748060033.5,1570278181.66667,2284042087.83333,2285366279.0,2394064071.33333,2285366279.0,2285366279.0,2394064071.33333,2285366279.0,2024724640.66667,2285366279.0,2176236538.33333,2285366279.0,1570278181.66667,1570278181.66667,1897993283.0,1570278181.66667,2394064071.33333,1897993283.0,2394064071.33333
