Ixazomib,MG-132,Carfilzomib,Bortezomib
1158563697.0,1232419970.83333,1308645381.16667,1042376295.33333
123976078.333333,100067527.333333,115613991.333333,81622640.8333333
638055951.5,641961341.333333,629914443.5,431066231.833333
41886267.3333333,32812380.5,55226427.6666667,32563536.6666667
9609551.0,14086807.6,,11453651.0
5011519577.83333,5611187047.5,5034972948.0,4172873313.16667
1798522424.33333,1748771132.83333,1905810281.33333,1693403772.83333
28139270.6666667,25042353.1666667,17683572.0,16738609.0
25075120.3333333,27273184.5,29509795.5,19464105.5
,0.0,90371046.5,56013151.5
58879220.8333333,59952541.1666667,60111608.5,61454040.8333333
128094423.0,135086043.5,142474948.0,123636587.0
9039573.0,9661903.5,5255302.0,11069455.0
67249494.0,62827837.0,84918820.6666667,68096393.0
14851466.3333333,15700004.4,13737872.1666667,11394833.6666667
1862646.0,1498320.0,,
8314833.5,6882850.4,6357789.0,7614643.0
3884242138.83333,3856197253.5,4161815115.5,3173711248.66667
134690859.666667,119777380.0,156892747.0,116824293.333333
21796764.5,25212366.6666667,27367205.4,18199234.1666667
1760677252.5,1542031798.33333,1320864651.33333,1570013970.16667
,,11520149.0,
970915497.333333,878725411.166667,993924292.5,740624652.833333
1249712161.83333,1120427168.66667,1192300468.16667,889714494.0
168315672.5,124837881.833333,154773872.666667,117065205.166667
49521134.1666667,44438537.0,44614709.6666667,37404981.1666667
56290583.5,9823456.0,3863992.0,6600661.0
1640032.0,0.0,28617973.2,2644220.25
20704878.8333333,18241692.0,18981309.2,18939876.25
14811466.5,13160148.25,101095134.2,7734758.5
108121784.0,70320779.5,89769464.8333333,75258349.3333333
18594844.0,11681326.0,0.0,8137891.5
328640006.0,305478653.5,322627423.666667,294237681.5
14053057.75,10080309.6666667,0.0,15204690.0
86211219.5,31011264.5,77332052.1666667,102699774.333333
0.0,0.0,0.0,
185225000.0,176673333.333333,206936666.666667,124453333.333333
1096918404.5,1043725184.0,1135434244.33333,974435925.5
34126750.3333333,29871173.8333333,52495607.0,78693939.1666667
131933136.5,175062629.5,190726344.833333,127262253.666667
428293027.5,415704935.333333,474839583.5,443470635.166667
22484049.5,18937139.3333333,22691962.8333333,17815357.2
33389398.0,27728121.0,26730487.3333333,24231691.3333333
,4878542.0,,
35248252.3333333,30053535.1666667,31749260.0,25626827.6666667
65997621.0,58747860.8333333,54734355.0,48529109.3333333
491696724.333333,437828592.666667,477404350.333333,425366834.833333
88605504.3333333,48973148.5,62596496.8333333,43257852.6
390798201.166667,360267258.0,360248606.333333,213461735.5
306527379.0,282642713.833333,310230816.333333,300296860.666667
2336840876.33333,2284557323.16667,2501020541.83333,2113693364.33333
2858880156.0,2539322812.0,2807251534.16667,2170889826.0
33798772.6666667,38055990.3333333,37199455.8333333,32339378.0
,,0.0,
,,0.0,
799907.0,,2349473.0,750031.0
21738142.8,20583768.6666667,21670057.5,21508027.0
626722614.0,498462529.0,603207977.833333,548777365.833333
17214386.2,15561289.0,19088148.8,14129194.6666667
40010167.6666667,31612448.1666667,24603793.0,26704976.1666667
871118249.333333,958898228.166667,875379282.333334,671005831.833333
40716233.5,46350977.6666667,65189417.8333333,73247741.1666667
38021378.8333333,35095578.6666667,32723561.8333333,21772470.5
37084686.6666667,58865262.6666667,61776419.0,43920237.8333333
0.0,0.0,0.0,
71733804.6666667,65837202.3333333,68353168.8333333,51174799.1666667
528839784.833333,406669474.666667,476435174.333333,386520432.333333
32750123.8333333,48056848.5,59069475.0,52243911.1666667
1071989093.5,944418499.166667,1109113586.66667,903352816.166667
0.0,108022151.0,,
,0.0,0.0,
56809058.1666667,61187277.6666667,64572368.0,48735744.6666667
,7392690.0,11606520.0,8848494.0
37996150.8333333,33390909.1666667,31675569.8333333,29830498.1666667
168072426.833333,172782278.666667,214648288.833333,208611770.833333
30758630.1666667,40095814.1666667,42591674.0,49194260.6666667
1046927242.16667,1150564067.66667,1483859292.16667,1020241128.16667
276834201.333333,307735549.666667,344784021.0,252786150.0
58881110.2,40888465.0,43692251.4,45182335.6666667
9401391.0,10271982.3333333,12330192.0,6072709.5
185950817.666667,216831300.666667,215615730.833333,207406952.666667
1323524634.83333,1354850248.5,1175047895.66667,826423962.5
11052569.5,10845768.1666667,12903801.1666667,5832416.25
,3874854.0,,0.0
22281800.0,24017000.0,24645000.0,37308500.0
,,2645160.0,
384787737.333333,386382656.5,443182096.833333,415806200.166667
19657151.5,28480663.3333333,,17142435.8
5155817.0,4553186.33333333,7346749.5,2496208.5
78291750.3333333,79331692.8333333,91575440.1666667,115839605.166667
12638115.8,12745000.5,18153050.1666667,18515048.3333333
44537340.3333333,52941607.5,45285357.8333333,27559251.8333333
974732670.833333,872095236.666667,1028127675.33333,840504701.5
85165872.5,84704995.0,103769835.333333,84760577.3333333
54809711.8333333,52906097.8333333,35259689.3333333,48345895.0
81966330.1666667,77488934.5,87608669.0,102143186.666667
12817133.2,10383977.5,14536137.8,16053001.2
52706782.0,50960385.3333333,52925358.75,48373094.8333333
645630240.5,577379383.5,675874249.833333,578517416.833333
,0.0,,5883023.0
0.0,10183409.0,14392973.75,11135364.0
24522561.6666667,25285155.3333333,28805949.0,37300711.6666667
93772810.5,82525705.3333333,119285131.833333,115758418.666667
,,6590631.0,7025194.5
11320921.6666667,8158819.0,5513366.0,9078906.0
,,26226277.6666667,
,14633099.0,11837483.0,0.0
43013356.3333333,48297852.6666667,54698303.6666667,54605194.8333333
30133503.0,26220102.0,29717058.5,24648417.0
68164164.0,63550714.6666667,,56102799.5
87939894.5,92625807.6666667,105707002.833333,118217248.333333
40002452.75,44612556.3333333,44876910.5,39346831.1666667
23392376.6666667,29928880.0,37881291.8333333,20585795.0
572946288.666667,636523909.833333,536880117.833333,445013782.5
2274189033.83333,2149790582.66667,2112400204.83333,1785561499.5
1146186726.33333,1072973039.83333,941429377.0,1047603341.83333
286216519.666667,291381869.5,278887815.0,200276446.833333
22034005.0,,13222164.0,10090056.4
153172541.5,113586469.333333,106308813.333333,131597255.0
166140604.333333,133479190.333333,138659661.333333,164136596.5
19060802.6666667,16456208.0,18547543.0,14459828.1666667
762815310.5,676742457.333333,753917392.666667,649634421.333333
58778584.0,58081690.3333333,76990564.8333333,55921649.3333333
2300805.0,0.0,25364560.0,21693939.0
447039764.0,446843191.333333,575215601.5,466846473.5
41733750.3333333,35484581.6666667,39373543.8,25978905.6666667
239702247.0,239832128.5,269373709.333333,212972503.166667
,3604987.0,,2785323.0
1074109593.16667,1482772289.0,1271777152.83333,790068764.333333
738183561.333333,776996886.5,833732843.666667,570611703.166667
10474675.5,4860844.0,,2889793.33333333
50414179.3333333,33840412.3333333,30778383.1666667,36834971.2
,,,0.0
9580352.0,11499030.4,9385785.5,9709689.5
21509120.3333333,24674261.6666667,21242454.6,21566520.1666667
,10560024.0,7675516.75,7973182.0
51582993.0,52585357.5,37822657.6666667,64049913.0
86050202.0,82117940.3333333,102082014.333333,35098029.1666667
60899667.1666667,49174101.6666667,55423114.0,43782536.6666667
107718913.0,125012286.666667,131437864.0,163443753.0
77414948.0,18892611.6666667,15467697.0,0.0
96081094.5,79887848.5,75536529.6666667,87522058.5
,8488162.0,11435383.0,9211812.0
267607963.5,313584701.166667,232774421.0,116422518.166667
2194639856.66667,2199409689.33333,2242968611.33333,1697577459.83333
434104842.833333,263532346.0,217757577.833333,249517626.166667
17932206.5,19577929.5,18826519.8,16575688.6666667
290786312.5,155199878.5,171865927.833333,155806599.0
2947023869.16667,2924250060.5,2233441314.83333,2143771939.5
130974808.0,126100730.0,154123599.166667,159366266.333333
90325354.3333333,101157673.5,127616112.166667,65947503.8
36150851.0,39936331.4,36730437.0,96622.0
87962575.6666667,90171030.3333333,81500439.3333333,55811701.5
92389634.8333333,73696990.3333333,74964144.1666667,64289449.3333333
412453795.166667,389760438.166667,430956176.166667,376488998.0
54519446.1666667,45563360.0,71397978.1666667,54989698.0
477597518.0,432993583.166667,478962374.333333,400205784.166667
0.0,,0.0,3814139.0
8714408.2,6486417.0,7925759.8,10810035.0
2761810617.16667,2976071385.5,2497407893.66667,2201275451.33333
2479566307.66667,2442903462.83333,2553374743.66667,2024432263.0
462099026.666667,449973264.5,519717501.5,396100837.333333
19927791.5,,,35886368.0
54860678.5,43692202.0,53041707.0,36116076.3333333
21687543.1666667,12743753.3333333,17307613.1666667,23684205.6666667
125418726.0,105387080.666667,120970750.833333,100027329.666667
,25479006.0,6743313.66666667,
788427128.5,707922693.833333,803797464.833333,636835757.166667
,0.0,,15351657.0
,,,
14653106.1666667,12037155.0,11164411.5,10221771.5
26967449.0,17965149.0,22641468.0,23288814.0
1124323072.16667,1010671450.33333,1202996127.66667,830633446.5
143245095.166667,124155845.833333,137314995.166667,115545216.0
21214992.25,26841901.5,22766418.8,31490489.3333333
5788197.0,12969660.0,,
64931100.0,74832577.8333333,72496118.8333333,83253296.5
,,0.0,4346179.5
20959171.0,,12953084.5,
5213015.2,4328458.4,3515081.5,7389583.0
,6006535.0,7295674.0,
24276637.3333333,21691245.1666667,26517126.5,30209711.0
4307519896.33333,4240647185.16667,4566972002.0,3012693033.5
16736827.75,5016856.0,11016250.5,12719642.3333333
47176075.0,27969394.0,44174980.5,32454757.0
331971985.5,315427640.333333,334232947.5,304451534.166667
208338174.0,14527075.4,18962365.3333333,16520623.3333333
54746824.8333333,42112460.0,52633484.3333333,31707623.8333333
151209567.166667,159751273.0,165319182.833333,156152970.5
128851749.166667,157092204.333333,174791091.0,78751699.8333333
955271725.666667,688509365.666667,884758785.833333,661014465.5
28125549.6,36519615.3333333,30917742.6666667,21369059.5
,2104340.0,6677720.8,0.0
43185842.8333333,43142946.5,50337679.0,44223197.3333333
43826790.8333333,32520664.0,37828572.1666667,46451816.0
510436657.5,392497767.666667,409525714.8,353500089.166667
1487531211.33333,1482479533.33333,1569948027.33333,1264018745.5
1288091167.83333,1097019087.16667,1305801130.66667,1409804648.66667
102606768.166667,88832619.8333333,146644277.5,195954980.5
8211052.16666667,5164983.2,6595410.0,5970215.0
209444462.833333,192172302.5,162513787.0,101121213.333333
307254429.5,295172098.0,314192253.5,233294238.5
10198114.1666667,10108057.8333333,15514076.8333333,17595369.6666667
,8656348.5,9433087.0,
3985311.5,4361511.2,3249977.0,2830641.0
340796230.166667,343543909.0,314253619.5,269671284.666667
33685003.6,12970355.0,27979332.0,33783352.1666667
4911374.0,3329642.0,6203257.0,5818733.75
612925884.333333,576528197.166667,604996388.0,479914973.666667
398425121.166667,386667970.0,429636275.0,343346282.333333
137381119.166667,128478763.666667,149358590.833333,149698550.166667
448810766.833333,428425210.166667,450058237.666667,342663080.166667
10634264.6666667,5798529.5,35318104.3333333,0.0
35132173.6666667,16284867.3333333,17210700.3333333,
25283574.6666667,16361751.5,26800075.5,20947018.5
21738341.3333333,24139666.3333333,35125148.5,45320454.8
10873547.0,0.0,,
37315635.8333333,39507180.3333333,68626577.3333333,72973707.5
252656250.333333,206136644.5,299696853.166667,135719555.0
116128875.666667,130870845.833333,132926243.833333,69379121.1666667
8353091.33333333,7221327.6,7837024.8,2645411.0
173129340.333333,159685486.333333,188524926.833333,144216067.5
328127078.333333,329553398.5,324960286.166667,276772838.0
11928626.8333333,11302155.3333333,13918934.6666667,12056113.0
424398739.333333,389972425.166667,388863861.833333,289766070.333333
19844689.3333333,15813870.6666667,12027594.5,9277176.66666667
7204915.0,11065227.6666667,10883128.0,10015635.3333333
208250994.0,184663868.833333,198131246.333333,170912744.666667
6829951.6,7753163.25,,8746377.33333333
14857861.0,19110036.1666667,12949335.5,10214528.0
15079404.0,11933295.1666667,25224279.6666667,17483261.6666667
919513433.5,687206734.333333,784453615.5,775289196.5
1902758146.0,2072597008.33333,2274037339.16667,1818505678.5
23841885.1666667,19508355.0,21727416.5,20919876.1666667
,,,
1019795036.33333,1131317411.16667,1064178767.83333,738020495.5
1556615038.33333,1380864277.33333,1579052084.16667,1206702764.5
222710977.5,182007441.166667,197177297.0,166538252.333333
162217370.833333,147494301.0,160217966.333333,148684431.5
1011263432.5,962913852.666667,1060426113.16667,864033046.833333
64710700.6666667,62485889.5,51192284.1666667,49331015.5
102961482.333333,114955176.333333,80105248.3333333,67863583.5
383665171.333333,320108706.166667,325207121.333333,231188261.333333
122174731.5,180643126.0,108176963.166667,109813706.333333
11695077.3333333,18475196.5,16416988.4,15187344.6666667
42671810.5,21888495.0,32276560.6666667,41801509.0
26405351.6666667,32605709.3333333,32052549.8333333,36813646.5
24474698.5,19648416.1666667,16367957.6666667,
13475441.0,10714432.25,18392166.2,
171727134.666667,167764222.666667,158809253.833333,127623464.333333
0.0,4474686.0,6556025.66666667,9905873.33333333
10911532.5,5681344.0,,16092224.6666667
296608384.0,248620148.5,294737647.166667,206595159.333333
0.0,7200554.5,12742154.0,9369720.0
96186283.5,92180360.6666667,120177167.833333,60486602.6666667
1041755935.5,970620172.833333,866509504.333333,701734080.166667
423752648.666667,500029141.5,433282001.0,254491635.666667
,,,
6792552.2,0.0,7851821.83333333,5493668.66666667
2092624.0,,,
214545609.166667,174562022.0,172170596.0,168636730.333333
123153884.5,56748023.0,98026020.3333333,117660207.5
21988860.5,14261701.25,39512546.2,20265201.25
88239597.1666667,78918280.3333333,68833718.8333333,61239425.0
23807284.1666667,22855174.1666667,22525208.3333333,22834821.0
5055906349.5,4727385614.16667,5170162554.5,3933743623.33333
192928858.333333,205977126.333333,229625210.833333,221680858.333333
315327273.0,263781735.333333,314535245.333333,247729108.5
11465123.6,10552529.2,12617134.3333333,8736606.66666667
276093099.333333,224666342.166667,228166505.666667,155843984.166667
0.0,13946267.3333333,,0.0
363466555.333333,321074916.833333,374145488.0,294363369.5
86393634.8333333,93401881.5,89417037.1666667,81761674.3333333
121282804.0,102369888.166667,109889944.333333,100962854.833333
16130334.2,15647197.1666667,12611509.3333333,14061186.6666667
527663864.833333,609815628.0,568546308.5,397012258.666667
836756535.333333,825421710.833333,869267717.0,618925338.833333
3611232201.5,2709177244.16667,2970719150.0,3063830496.16667
37577492.1666667,37532454.1666667,40393357.1666667,33355180.25
6835092.0,8727827.33333333,6885547.0,7204658.0
,,,
103745443.666667,83235971.3333333,92188535.5,79793425.6666667
2330166913.83333,2167229024.83333,2666896074.83333,2212206376.66667
23759337.5,24604185.2,25863373.25,
784320032.5,646592196.666667,749276897.166667,737186007.333333
5426783.66666667,4028355.0,7105403.5,9528797.0
584399215.833333,529812628.5,582196597.166667,442124766.166667
,7589982.5,13159324.0,
1272264365.16667,1247132460.0,1227160844.33333,950009798.833333
0.0,2466821.75,,0.0
10150776.6666667,7456995.5,11221172.6666667,8883666.83333333
31414054.6666667,24523541.0,28373661.1666667,23563139.8333333
21534623.8,23116197.6666667,26610546.0,17508984.5
9564172.0,10726550.0,10317362.2,7421603.8
22265857.1666667,20323025.1666667,17914364.0,24677994.8
29264005.6,20332518.1666667,84440242.4,17119172.5
,4235620.0,,
72152790.3333333,50375864.8333333,56244263.1666667,57410413.5
39221415.1666667,31534540.6666667,42216553.1666667,27634690.8333333
,,6343252.0,2978528.0
101415415.0,86998056.1666667,83013657.0,65822024.8333333
124242946.5,157169634.666667,158170204.5,149162957.5
136601824.166667,127490409.5,130726646.833333,120336404.333333
,4110369.0,5270462.66666667,5766076.5
0.0,3672013.5,4302352.75,
177170123.833333,198333431.5,211927546.166667,154274071.5
2977988551.33333,2785070369.16667,2709387065.66667,2865463893.33333
765746997.166667,663166932.666667,809298553.5,561850844.166667
861698971.166667,908281512.333333,965707964.333333,711099136.0
565121935.666667,632848176.833333,589456722.5,444049089.166667
66389771.6666667,76037918.0,74878659.5,59250897.1666667
,9223448.0,,
12949650.6666667,11426414.0,10027793.3333333,11537259.6666667
98028536.3333333,74031687.3333333,104115040.0,100943037.5
66702137.5,62564148.5,65008583.8333333,57519802.1666667
82002742.1666667,85504796.5,81776837.0,73855867.8333333
193822608.0,189399137.833333,199536300.333333,176540396.333333
20230622.25,11056855.5,9890553.6,10430484.75
199659434.833333,165770370.166667,166695729.833333,161411356.0
,,,
0.0,7593352.25,8510907.0,9163382.0
22745659.5,26232896.0,38037132.1666667,25775696.5
69680850.6666667,60792037.5,67214509.3333333,30163278.6666667
464945635.166667,418812739.0,498711675.0,428648675.166667
619399522.333333,622547575.833333,664030415.0,421078676.666667
42404537.8333333,40994860.8333333,66122565.0,41408329.1666667
24224552.3333333,20181935.6666667,25328401.1666667,10745388.0
275086714.0,175662187.666667,259392283.0,227796176.833333
9237144.0,15040183.0,10067742.3333333,6369093.66666667
24298041.1666667,24919395.1666667,31096917.6666667,22353131.0
146306044.5,113267166.5,120237258.333333,118621202.833333
6222800.0,8372480.0,,4734250.0
21665292.8,18664623.75,15689727.3333333,10848396.5
15548687.5,6206292.5,,
23914915.8333333,25453429.0,23436275.8333333,15051339.2
8948895.16666667,8456670.0,7598141.4,5939245.25
161886324.833333,122197703.333333,136339095.166667,176048937.0
151920295.666667,144447131.5,165147803.333333,112156282.5
,,,23499650.0
32723817.8333333,29709171.6666667,31341724.8333333,21656891.8333333
486933400.333333,497695453.833333,529216092.666667,346437488.0
,16245500.0,6730904.5,
411531577.666667,418503186.5,515529963.666667,312574507.333333
811282916.0,641146421.333333,644044788.5,574448204.666667
984966389.0,878452886.833333,1015370481.16667,771151899.833333
28674791.6,15324044.0,17641973.0,38355160.0
184423894.0,76281109.3333333,161053920.166667,143462851.333333
129683873.0,117081314.166667,120202123.666667,98840914.6666667
767480249.833333,787018329.333333,985600095.333333,991287877.5
100968953.166667,97758061.1666667,120684967.166667,77727030.3333333
273782133.166667,245154484.0,257551581.833333,188630509.5
536491582.0,614038836.666667,505945075.833333,622251560.833333
40198699.0,45348613.0,47310632.3333333,25877206.6666667
13900503.0,7143312.0,5760145.75,5953855.6
,,0.0,
21886833.3333333,24828166.6666667,23657000.0,
375678292.5,561320056.333333,486813669.0,544969717.333333
222374787.666667,230837850.166667,223031194.333333,195295624.333333
1632418613.0,1362158912.0,1466280294.83333,946196186.833333
6329008.0,9090960.75,9917112.2,10760675.5
6193252794.33333,5682759052.33333,6092695815.5,5120327672.83333
86678142.6666667,86342429.3333333,86145999.1666667,40163116.0
70245497.8333333,65897497.1666667,74289822.0,57664199.0
58586782.1666667,47281200.6666667,44523336.6666667,40764699.6666667
69916161.0,64875492.5,53844163.0,33874507.8333333
1354678453.66667,1217396201.5,1216058811.66667,1270947940.33333
96266595.6666667,99429585.6666667,114531929.166667,91023989.6666667
,1799772.0,,4894567.0
10250050.0,6068597.0,,0.0
688195495.666667,631004175.5,753610584.0,578351897.333333
55982171.1666667,39277579.8333333,41023544.8333333,35867788.5
776054885.666667,613414361.166667,885365103.666667,797704846.0
,,10869909.75,9740666.0
332849006.333333,226213695.666667,291457536.0,245480704.666667
31167294.6,27205883.8333333,40530974.3333333,33186606.3333333
3144224533.83333,3092750817.5,2927485033.5,2098311093.83333
,,,7715892.0
32060301.5,22831705.5,42435826.4,57119318.2
346093941.666667,340880354.166667,362997644.0,275929589.666667
183386508.0,193774614.166667,215274913.5,152501270.0
919292573.333333,941572529.166667,1005454161.5,825903457.833334
517053899.0,444367656.166667,514908886.833333,432085216.666667
337387558.333333,263819488.0,284767676.666667,243745022.333333
551150243.166667,489526649.666667,527358012.833333,459599346.166667
69437744.5,49937162.3333333,67112811.5,44534534.8333333
1168449.0,,,
282793443.166667,233102864.166667,278604973.5,214120998.666667
11918005.6666667,12083783.25,40205046.8,11145681.5
64802458.6666667,58158505.6666667,56168902.4,82437871.5
1874200995.16667,1743824847.66667,2252206773.83333,1671070314.33333
1305193584.0,1307763698.16667,1424793350.83333,1082312434.66667
1294911922.33333,1652793284.5,1361430401.5,1206013243.83333
15461470.0,12417346.8333333,47372052.6,18606604.0
225668992.833333,202068588.0,175199383.166667,135957091.5
10898789.3333333,7738057.6,10089820.5,10230346.8
,,0.0,
8980846.0,9655407.75,8991929.0,
10256750.75,7018890.66666667,10913876.4,10157093.5
23921465.6666667,30600817.3333333,24040259.3333333,16376374.5
,,,
64699464.1666667,50233527.3333333,54793711.0,58190457.1666667
26513540.0,24653096.0,12697470.6,10795570.1666667
342202008.333333,337528866.333333,330132088.666667,288202750.833333
46780239.5,53700563.6666667,51573551.3333333,34687751.8333333
394833785.5,382003451.333333,408028810.333333,366218120.166667
61503170.3333333,49588766.5,61817247.0,42554515.6666667
740009600.666667,757588294.166667,821730454.166667,514524352.166667
169321535.666667,238838681.333333,248950898.333333,172970848.166667
177077909.0,124425523.666667,110423657.166667,103263503.0
,0.0,2866970.5,16855850.5
24358182.5,23706688.6666667,27480238.3333333,35195809.1666667
6688854.0,5605145.66666667,9556437.16666667,3190060.33333333
0.0,2450728.0,5066887.66666667,
339347148.5,332871634.166667,366992221.166667,261871274.333333
1223046366.5,1113792600.66667,1103823781.5,861005472.833333
4899540.0,,0.0,
1247720895.0,1109198320.83333,1300381048.33333,1089452269.0
26006258.6666667,25231659.0,49204958.4,10161056.5
381497382.5,350496386.833333,388209467.166667,346644138.333333
132244680.666667,118910094.0,139232116.166667,124573800.166667
,,,4624365.0
447162390.5,466062766.833333,504782902.333333,392687982.666667
0.0,,9041193.0,
24909877.8333333,17330609.3333333,25672488.6666667,20349701.0
7268063.25,5254650.25,10714973.5,8663572.25
191160561.333333,191803824.0,190866345.5,139388639.333333
77041923.0,80711080.5,83786159.8333333,68372621.3333333
,6014212.5,,
,0.0,,
7621436.5,4733455.75,4911142.5,5038427.0
1310036229.0,1179491722.33333,1256803358.0,1025735233.83333
23653304.2,22821664.1666667,20400466.3333333,19813331.5
32906599.0,11482682.2,13256904.8,
461776654.666667,393597191.166667,461179740.666667,339502316.0
